,textron_male,textron_female,tuple,inc_male,inc_female,average_male,average_female,male-female
70,0.112208605,-0.2084779,"('lethargic', 'energetic')",0.2807474,0.06343086,0.196478,-0.0725235,0.2690015
32,0.106878355,0.19455102,"('unkind', 'kind')",0.8389313,0.8705406,0.4729048,0.5325458,-0.059641
22,0.10213989,0.0519123,"('untrustworthy', 'trustworthy')",-1.0641881,-1.0152552,-0.4810241,-0.4816715,0.0006474
68,0.07678475,-0.08624212,"('dependent', 'independent')",0.009939141,-0.107007645,0.0433619,-0.0966249,0.1399868
87,-0.07589232,-0.13877398,"('unsuccessful', 'successful')",0.7668524,0.8183235,0.34548,0.3397748,0.0057052
34,0.07253718,-0.023687772,"('mean', 'honorable')",5.6997814,5.2854857,2.8861592,2.630899,0.2552602
0,0.0648108,-0.13804638,"('unsociable', 'sociable')",-0.5504043,-0.541639,-0.2427967,-0.3398427,0.097046
23,0.058417924,-0.057505284,"('insincere', 'sincere')",5.144283,4.881066,2.6013503,2.4117804,0.1895699
77,0.05638715,-0.20834756,"('unmotivated', 'motivated')",-0.7994654,-0.85842997,-0.3715391,-0.5333887,0.1618496
27,-0.047991443,0.06540155,"('hardhearted', 'softhearted')",1.5101486,1.5467184,0.7310786,0.80606,-0.0749814
71,-0.02099254,0.12995128,"('diffident', 'self-confident')",0.44242224,0.46877614,0.2107148,0.2993637,-0.0886489
7,-0.020229667,0.010911904,"('insensitive', 'sensitive')",0.42667523,0.38463676,0.2032228,0.1977743,0.0054485
3,0.016103439,-0.16072853,"('repellent', 'pleasant')",0.08754502,0.23623341,0.0518242,0.0377524,0.0140718
69,-0.0041500926,0.23760815,"('lazy', 'industrious')",-0.13604678,-0.27105218,-0.0700984,-0.016722,-0.0533764
63,0.0034187743,-0.24577206,"('unperceptive', 'insightful')",1.0889703,0.85066515,0.5461946,0.3024465,0.2437481
