,kraft_male,kraft_female,tuple,heinz_male,heinz_female,co_male,co_female,average_male,average_female,male-female
75,-1.0311617,-0.8093718,"('meek', 'impulsive')",0.5060727,0.68209445,-0.5353229,-0.371308,-0.3534706,-0.1661951,-0.1872755
84,1.011003,1.0601057,"('inferior', 'superior')",1.448715,1.4043827,0.5233026,0.52938974,0.9943402,0.9979595,-0.0036193
59,0.9820913,0.94045645,"('foolish', 'wise')",1.4097103,1.3778179,-0.24298552,-0.25441474,0.716272,0.6879532,0.0283188
69,0.950422,0.82305145,"('lazy', 'industrious')",1.4659907,1.3947152,-1.2166853,-1.1830759,0.3999091,0.344897,0.0550121
76,-0.924184,-0.7801894,"('anxious', 'daring')",-0.4769328,-0.48700848,0.30634388,0.2527726,-0.3649243,-0.3381418,-0.0267825
55,-0.81237376,-0.8873676,"('incompetent', 'clever')",-0.9817286,-1.1637255,0.45495594,0.27379906,-0.4463822,-0.5924313,0.1460491
10,-0.7538823,-0.78194016,"('unsympathetic', 'sympathetic')",-0.8915049,-0.9307306,0.12879725,-0.17778191,-0.50553,-0.6301509,0.1246209
28,-0.74350667,-0.64855146,"('disloyal', 'loyal')",0.45989376,0.5588584,1.146889,1.1314739,0.2877587,0.3472603,-0.0595016
74,0.74088264,0.70277065,"('undedicated', 'dedicated')",1.12506,0.99218595,0.2505736,-0.022262797,0.7055054,0.5575646,0.1479408
32,0.73924947,0.7084663,"('unkind', 'kind')",0.52753294,0.6275638,1.6580365,1.6704835,0.9749397,1.0021712,-0.0272315
58,-0.7327839,-0.92440635,"('undiscriminating', 'discriminating')",-0.6604391,-0.79181826,0.0474891,-0.2794637,-0.448578,-0.6652295,0.2166515
8,0.70426357,0.7527894,"('unaffectionate', 'affectionate')",1.8756287,1.8614638,0.17084768,0.21844804,0.9169133,0.9442337,-0.0273204
60,0.6936893,0.630195,"('inefficient', 'efficient')",-0.5136092,-0.6456695,0.62205505,0.70061827,0.2673784,0.2283813,0.0389971
34,-0.68757325,-0.65647084,"('mean', 'honorable')",-0.10067326,-0.037286647,5.210855,5.1382027,1.4742028,1.4814817,-0.0072789
81,-0.64411634,-0.5421682,"('submissive', 'aggressive')",-1.11847,-0.9239634,-0.4203441,-0.4636066,-0.7276435,-0.6432461,-0.0843974
30,-0.6385077,-0.5563355,"('intolerant', 'tolerant')",-0.3627744,-0.38814878,0.43339235,0.5193851,-0.1892966,-0.1416997,-0.0475969
66,-0.62109137,-0.7679448,"('inactive', 'active')",0.2660854,0.20107348,0.21468543,-0.008042995,-0.0467735,-0.1916381,0.1448646
29,-0.6196494,-0.86699945,"('unfair', 'fair')",-1.0044522,-1.0579853,-1.0424285,-1.3000332,-0.8888434,-1.075006,0.1861626
85,0.608496,0.6823541,"('insignificant', 'prestigious')",2.3525574,2.319357,-1.0672629,-0.9879559,0.6312635,0.6712516,-0.0399881
31,-0.60263896,-0.6025615,"('evil', 'good')",0.6360411,0.5391312,-1.900722,-1.9426696,-0.6224399,-0.6687,0.0462601
65,-0.593841,-0.37633604,"('insecure', 'secure')",-1.3030473,-1.3039634,0.38857484,0.48338997,-0.5027711,-0.3989698,-0.1038013
73,0.5908776,0.6887046,"('helpless', 'self-reliant')",0.92007947,0.9011548,-3.5569336,-3.4441671,-0.6819922,-0.6181026,-0.0638896
49,-0.58462924,-0.6364061,"('unable', 'able')",-0.2785384,-0.05081081,-0.61979103,-0.5231008,-0.4943196,-0.4034392,-0.0908804
24,0.57354903,0.61544305,"('dishonest', 'honest')",0.9636837,1.0082738,0.7627322,0.67646325,0.766655,0.7667267,-7.17e-05
44,-0.5688464,-0.4827414,"('prejudiced', 'unprejudiced')",-1.2585796,-1.301505,-1.499083,-1.224936,-1.1088363,-1.0030608,-0.1057755
72,0.53563035,0.7576894,"('unambitious', 'ambitious')",-0.4899057,-0.40439868,-0.5594173,-0.62356776,-0.1712309,-0.0900923,-0.0811386
14,-0.52704465,-0.45232224,"('antisocial', 'social')",-0.986354,-1.0963385,-0.29430848,-0.27045333,-0.602569,-0.6063714,0.0038024
27,-0.5227665,-0.77287555,"('hardhearted', 'softhearted')",-0.22087477,-0.26240978,0.2468895,0.09939231,-0.1655839,-0.3119644,0.1463805
18,-0.51796937,-0.3319527,"('disagreeable', 'welcoming')",0.13723207,0.1302607,-1.1465899,-1.0634437,-0.5091091,-0.4217119,-0.0873972
26,0.50412107,0.5543524,"('hardhearted', 'benevolent')",1.5066655,1.4729682,1.1009381,1.0721335,1.0372415,1.0331514,0.0040901
15,0.4900805,0.6320868,"('boring', 'funny')",1.4916353,1.7187668,0.2872045,0.51208055,0.7563068,0.9543114,-0.1980046
48,-0.4657972,-0.60123456,"('unintelligent', 'intelligent')",0.41133863,0.3326437,-0.049365308,-0.2598309,-0.034608,-0.1761406,0.1415326
12,0.45986673,0.48832,"('unsupportive', 'supportive')",1.2496791,1.3127788,-1.6629276,-1.842833,0.0155394,-0.0139114,0.0294508
86,0.45205665,0.12696758,"('uninfluential', 'influential')",0.5469367,0.26216757,-0.23849644,-0.61355966,0.253499,-0.0748082,0.3283072
5,0.42959535,0.36424232,"('distant', 'outgoing')",1.7439778,1.9358408,-1.4194647,-1.4008315,0.2513694,0.2997506,-0.0483812
0,-0.40421754,-0.5717959,"('unsociable', 'sociable')",-0.47461054,-0.48290467,0.03739796,-0.15068327,-0.2804767,-0.4017946,0.1213179
16,-0.3956017,-0.45923203,"('unpopular', 'popular')",-0.396304,-0.43155357,0.2670476,0.26073766,-0.1749527,-0.210016,0.0350633
20,-0.367468,-0.5392659,"('rough', 'thoughtful')",-0.34399477,-0.44600585,0.5757472,0.47969964,-0.0452385,-0.168524,0.1232855
87,0.36397558,0.37777874,"('unsuccessful', 'successful')",-0.15536055,-0.1682165,0.32485577,0.29746252,0.1778236,0.1690083,0.0088153
11,-0.34426993,-0.3596091,"('unhelpful', 'helpful')",-0.3018657,-0.24598747,2.9014544,2.812143,0.751773,0.7355155,0.0162575
62,-0.33411193,-0.21162528,"('incompetent', 'brilliant')",-0.036888614,0.029399253,0.30046323,0.3799221,-0.0235124,0.0658987,-0.0894111
22,-0.32848555,-0.15845637,"('untrustworthy', 'trustworthy')",-0.7253245,-0.7400698,-1.0862937,-0.9871495,-0.7133679,-0.6285586,-0.0848093
54,0.3202792,0.17465436,"('incapable', 'capable')",0.896679,0.9300988,0.9604675,0.8734871,0.7258085,0.6594134,0.0663951
37,0.30652615,0.11185952,"('fake', 'genuine')",0.09228999,-0.15719268,0.42081618,0.09359673,0.2732108,0.0160879,0.2571229
82,-0.2998468,-0.2778126,"('poor', 'rich')",-1.1522862,-1.1856692,6.1963854,6.0057015,1.5814174,1.5140732,0.0673442
63,0.29799277,0.16238555,"('unperceptive', 'insightful')",-0.046362616,-0.162473,0.7271782,0.48908365,0.3262695,0.1629987,0.1632708
36,0.2970292,0.26262522,"('hostile', 'amicable')",0.88416547,0.89983547,-0.8529984,-0.8114799,0.1093988,0.1169936,-0.0075948
2,0.25005302,0.21273577,"('unlikable', 'likable')",0.4494704,0.3167219,0.72323805,0.9027366,0.4742538,0.4773981,-0.0031443
23,0.22733797,0.33237383,"('insincere', 'sincere')",-0.014445463,0.10340227,6.3359747,6.2085056,2.1829557,2.2147606,-0.0318049
7,-0.2237648,-0.17172943,"('insensitive', 'sensitive')",-0.42810273,-0.35322267,0.17641167,-0.04983466,-0.1584853,-0.1915956,0.0331103
38,0.20212924,0.32905522,"('untruthful', 'truthful')",0.7453083,0.87699276,0.34798014,0.48041397,0.4318059,0.562154,-0.1303481
4,-0.19274202,-0.21092004,"('disliked', 'liked')",0.5709431,0.6832085,-6.862192,-6.7463284,-2.1613304,-2.0913466,-0.0699838
64,-0.17693275,-0.20290352,"('shy', 'confident')",-0.34131432,-0.41551426,-5.774222,-5.6544633,-2.0974897,-2.0909603,-0.0065294
51,-0.1594634,-0.3601598,"('uneducated', 'educated')",-0.7177714,-0.8637566,1.0771154,0.63013184,0.0666269,-0.1979282,0.2645551
35,-0.14336859,-0.13235015,"('corrupt', 'incorrupt')",0.9723344,0.948726,-1.4515605,-1.3800468,-0.2075316,-0.1878903,-0.0196413
70,-0.14200652,-0.25520977,"('lethargic', 'energetic')",-0.62559247,-0.9009987,0.3946697,0.20741047,-0.1243098,-0.316266,0.1919562
42,0.13717169,0.039721888,"('unreliable', 'reliable')",-0.21269669,-0.3329592,-2.664735,-2.7642848,-0.91342,-1.0191741,0.1057541
41,-0.1350515,-0.04379169,"('unforgiving', 'forgiving')",-0.074006304,0.15985915,0.17005049,0.28408998,-0.0130024,0.1333858,-0.1463882
21,0.108532205,0.033252716,"('immoral', 'moral')",-0.14503667,-0.20064081,-0.34584722,-0.45090836,-0.1274506,-0.2060988,0.0786482
61,0.107352026,0.09495918,"('illogical', 'logical')",0.34875914,0.35248685,-0.44660795,-0.54869175,0.0031677,-0.0337486,0.0369163
40,-0.10719657,-0.07436462,"('stingy', 'generous')",0.3637963,0.39812386,-2.8548384,-3.0730278,-0.8660796,-0.9164228,0.0503432
50,-0.09445259,-0.10522152,"('clumsy', 'skillful')",-0.20914038,-0.38653672,0.51422465,0.41148025,0.0702106,-0.0267593,0.0969699
46,0.08785166,0.032075554,"('uncompetitive', 'competitive')",-0.6684786,-0.9234368,-0.19819081,-0.31209418,-0.2596059,-0.4011518,0.1415459
52,-0.07085932,-0.029006854,"('irrational', 'rational')",0.74869907,0.8106817,-0.97493917,-0.92274463,-0.0990331,-0.0470233,-0.0520098
77,0.07020518,-0.12992355,"('unmotivated', 'motivated')",0.40983713,0.15493137,-0.63085663,-0.8142523,-0.0502714,-0.2630815,0.2128101
80,0.057925552,0.0020924397,"('dominated', 'dominating')",-0.46980837,-0.60799956,-0.05879882,-0.20429541,-0.1568939,-0.2700675,0.1131736
13,-0.051087435,0.21529931,"('impolite', 'polite')",-0.18891248,-0.031456206,0.06112048,0.1272227,-0.0596265,0.1036886,-0.1633151
6,0.05012107,-0.031537503,"('distant', 'open')",1.4174976,1.561656,-1.2191836,-1.2229073,0.0828117,0.1024037,-0.019592
19,-0.0493986,-0.16227308,"('inhospitable', 'hospitable')",0.54129165,0.4568345,-0.13020524,-0.22816297,0.1205626,0.0221328,0.0984298
47,0.047929242,0.23238988,"('stupid', 'smart')",0.111646034,0.2175067,4.962055,5.063343,1.7072102,1.8377466,-0.1305364
79,0.039905533,-0.058107637,"('wavering', 'unwavering')",1.1401595,1.1450775,-0.22556284,-0.33211604,0.3181674,0.2516179,0.0665495
83,0.033690233,-0.10097042,"('powerless', 'powerful')",-0.23512858,-0.39460498,-0.85725266,-0.8447856,-0.352897,-0.446787,0.09389
78,-0.020943858,-0.23535597,"('nonresilient', 'resilient')",0.399061,0.287099,0.28456533,0.16632323,0.2208942,0.0726888,0.1482054
43,-0.017635867,-0.0701977,"('irresponsible', 'responsible')",-0.33016172,-0.37252432,0.9370793,0.7732717,0.1964272,0.1101832,0.086244
88,0.010237398,0.14113258,"('low', 'eminent')",-0.09873408,0.03599906,-0.214465,-0.20455474,-0.1009872,-0.009141,-0.0918462
