,danaher_male,danaher_female,tuple,corp_male,corp_female,average_male,average_female,male-female
48,0.575945,0.5404804,"('unintelligent', 'intelligent')",0.7810162,0.8091493,0.6784806,0.6748148,0.0036658
77,0.5645627,0.38422346,"('unmotivated', 'motivated')",-0.94057286,-1.0141238,-0.1880051,-0.3149502,0.1269451
38,-0.53974175,-0.5571705,"('untruthful', 'truthful')",-0.43021807,-0.30660138,-0.4849799,-0.431886,-0.0530939
87,0.5019548,0.7509934,"('unsuccessful', 'successful')",0.9576425,0.93490696,0.7297987,0.8429502,-0.1131515
59,-0.47868836,-0.7051212,"('foolish', 'wise')",0.19589543,0.17381334,-0.1413965,-0.2656539,0.1242574
25,-0.4698699,-0.728905,"('egoistic', 'altruistic')",1.3553865,1.1479927,0.4427583,0.2095439,0.2332144
29,-0.42165175,-0.40568084,"('unfair', 'fair')",-0.5845965,-0.49822935,-0.5031241,-0.4519551,-0.051169
28,-0.37628818,-0.48570675,"('disloyal', 'loyal')",0.85012287,0.9332358,0.2369173,0.2237645,0.0131528
24,0.3758201,0.44333547,"('dishonest', 'honest')",0.21008441,0.39262345,0.2929522,0.4179795,-0.1250273
47,0.37066877,0.65576816,"('stupid', 'smart')",4.9931846,5.3992605,2.6819267,3.0275145,-0.3455878
58,-0.34567842,-0.24211058,"('undiscriminating', 'discriminating')",0.21911044,0.22404712,-0.063284,-0.0090317,-0.0542523
34,-0.33933154,-0.32013518,"('mean', 'honorable')",5.3565135,5.707915,2.5085909,2.6938899,-0.185299
33,-0.3390637,-0.28194293,"('wrong', 'right')",-0.79121107,-0.83050025,-0.5651374,-0.5562216,-0.0089158
71,-0.33306763,-0.42744258,"('diffident', 'self-confident')",0.40571526,0.4501624,0.0363238,0.0113599,0.0249639
57,-0.28166276,-0.19525948,"('unimaginative', 'imaginative')",-3.054569,-3.2222757,-1.6681159,-1.7087677,0.0406518
12,0.26293385,0.20783563,"('unsupportive', 'supportive')",-1.9803326,-2.106004,-0.8586994,-0.9490842,0.0903848
69,-0.23948571,-0.24916722,"('lazy', 'industrious')",-0.17941906,-0.5178476,-0.2094524,-0.3835074,0.174055
51,0.21917525,0.30400166,"('uneducated', 'educated')",0.049473945,0.12419021,0.1343246,0.2140959,-0.0797713
27,-0.21431983,-0.362527,"('hardhearted', 'softhearted')",1.1559397,1.0045159,0.4708099,0.3209944,0.1498155
50,0.20890671,-0.12880687,"('clumsy', 'skillful')",0.23685718,0.1299558,0.2228819,0.0005745,0.2223074
32,0.20483118,0.22930859,"('unkind', 'kind')",0.35220096,0.40806317,0.2785161,0.3186859,-0.0401698
68,0.20462002,0.17996256,"('dependent', 'independent')",-0.6638684,-0.60849494,-0.2296242,-0.2142662,-0.015358
2,0.19238685,0.35686088,"('unlikable', 'likable')",0.45239246,0.44120938,0.3223897,0.3990351,-0.0766454
3,0.17843242,0.0590946,"('repellent', 'pleasant')",0.43665552,0.57397395,0.307544,0.3165343,-0.0089903
73,0.13994151,0.12285588,"('helpless', 'self-reliant')",-2.8927362,-3.044002,-1.3763974,-1.4605731,0.0841757
15,-0.12561522,-0.046452664,"('boring', 'funny')",-0.16457222,-0.18773466,-0.1450937,-0.1170937,-0.028
20,0.08988965,0.16959317,"('rough', 'thoughtful')",1.0010482,1.1063343,0.5454689,0.6379638,-0.0924949
78,0.056401294,-0.07816683,"('nonresilient', 'resilient')",0.34845537,0.32465827,0.2024283,0.1232457,0.0791826
41,0.040667295,0.1577714,"('unforgiving', 'forgiving')",-0.09295073,-0.114842646,-0.0261417,0.0214644,-0.0476061
83,-0.03621615,0.23003182,"('powerless', 'powerful')",-1.139601,-0.82492566,-0.5879086,-0.2974469,-0.2904617
44,0.035689563,0.01683467,"('prejudiced', 'unprejudiced')",-1.1497549,-1.30476,-0.5570326,-0.6439627,0.0869301
61,0.023375005,0.09756022,"('illogical', 'logical')",0.42559302,0.5128294,0.224484,0.3051948,-0.0807108
49,0.019254431,0.1963633,"('unable', 'able')",-0.21642488,0.020074978,-0.0985852,0.1082191,-0.2068043
86,0.012365267,0.09462968,"('uninfluential', 'influential')",-0.5406594,-0.4467144,-0.2641471,-0.1760424,-0.0881047
