,ford_male,ford_female,tuple,motor_male,motor_female,co_male,co_female,del_male,del_female,average_male,average_female,male-female
14,-0.26785925,-0.13906875,"('antisocial', 'social')",-1.0033259,-1.3512214,0.8957199,0.8835531,-0.19657153,-0.093898535,-0.1430092,-0.1751589,0.0321497
63,-0.26331046,0.42162597,"('unperceptive', 'insightful')",-0.8715507,-0.48843852,-0.46742842,0.03413092,-0.051501565,0.1814819,-0.4134478,0.0372001,-0.4506479
43,0.2544219,0.9015795,"('irresponsible', 'responsible')",-0.6576734,-0.5501447,-0.7023741,-0.35477865,0.44272628,0.524948,-0.1657248,0.130401,-0.2961258
62,-0.2505804,0.3367678,"('incompetent', 'brilliant')",-1.1424569,-0.9852502,-0.19593097,0.009010173,-0.33973333,-0.0909763,-0.4821754,-0.1826121,-0.2995633
74,0.2192281,0.5806741,"('undedicated', 'dedicated')",-0.10038756,0.14313549,0.1401294,0.37130672,0.17372748,0.25063515,0.1081744,0.3364379,-0.2282635
53,0.21224895,0.48628727,"('uncreative', 'creative')",0.40043473,0.33155122,-0.30140173,-0.32657132,0.6493348,0.46485874,0.2401542,0.2390315,0.0011227
76,-0.20452216,-0.05255333,"('anxious', 'daring')",-1.1257216,-1.0162307,-0.31468812,-0.14575747,-0.12708235,-0.1468503,-0.4430035,-0.3403479,-0.1026556
40,-0.18182498,0.4063025,"('stingy', 'generous')",-0.59243935,-0.4273197,-0.30033046,-0.23797429,-1.5843768,-1.5387143,-0.6647429,-0.4494264,-0.2153165
48,0.16486682,0.37422466,"('unintelligent', 'intelligent')",0.07652918,-0.052039593,-0.7869405,-0.8096037,-0.07238815,0.14086372,-0.1544832,-0.0866387,-0.0678445
79,0.1600088,0.12564673,"('wavering', 'unwavering')",1.4564779,1.3665454,-0.51408225,-0.7003833,0.24765255,-0.06277123,0.3375142,0.1822594,0.1552548
32,0.15744762,0.94704914,"('unkind', 'kind')",-0.26709068,-0.11171526,-0.28983694,0.13607047,1.2301345,1.302186,0.2076636,0.5683976,-0.360734
58,-0.15477659,-0.026181951,"('undiscriminating', 'discriminating')",0.34536937,0.27543196,0.16295698,0.33998173,-0.0065326914,-0.022558317,0.0867543,0.1416683,-0.054914
72,0.14832047,0.25019452,"('unambitious', 'ambitious')",0.18716604,-0.042578634,-0.0521428,-0.33231065,0.2318677,0.4489602,0.1288029,0.0810664,0.0477365
78,-0.13889849,0.09842384,"('nonresilient', 'resilient')",-0.08829782,-0.08045399,-0.48139635,-0.40746242,-0.5653306,-0.4387581,-0.3184808,-0.2070627,-0.1114181
20,0.13885278,-0.10949153,"('rough', 'thoughtful')",-0.21360226,-0.4602613,-0.38910067,-0.6985434,0.05983743,0.09285799,-0.1010032,-0.2938596,0.1928564
50,-0.07470879,-0.06739238,"('clumsy', 'skillful')",0.37735778,0.5957872,-0.22371359,-0.12617487,0.3152578,0.32118985,0.0985483,0.1808524,-0.0823041
66,-0.06258857,-0.36705995,"('inactive', 'active')",0.57334495,0.45816612,0.36529768,0.4920579,1.0752245,1.0094227,0.4878196,0.3981467,0.0896729
19,0.047535356,0.092708394,"('inhospitable', 'hospitable')",0.92288345,1.0194618,-0.21331045,-0.042164035,-0.07591618,-0.25054938,0.170298,0.2048642,-0.0345662
24,0.03372579,0.8802429,"('dishonest', 'honest')",-0.5176957,-0.19152027,-0.6622423,-0.101489425,1.1234757,1.1508534,-0.0056841,0.4345216,-0.4402057
46,-0.017354174,0.51044804,"('uncompetitive', 'competitive')",-1.0538865,-0.79607534,-0.26870298,0.07621441,-1.4227638,-1.3485454,-0.6906769,-0.3894896,-0.3011873
6,0.014777891,0.09867656,"('distant', 'open')",1.4114735,1.4133329,-0.07594483,-0.043144207,1.0502838,0.714617,0.6001476,0.5458705,0.0542771
