,nike_male,nike_female,tuple,inc_male,inc_female,average_male,average_female,male-female
86,0.6405285,0.65032256,"('uninfluential', 'influential')",-0.11639522,-0.31686163,0.2620666,0.1667305,0.0953361
73,0.6396622,0.81236356,"('helpless', 'self-reliant')",-3.0837953,-2.973854,-1.2220665,-1.0807452,-0.1413213
51,-0.6316312,-0.7397186,"('uneducated', 'educated')",0.7909938,0.71279967,0.0796813,-0.0134595,0.0931408
43,0.61819065,0.42180234,"('irresponsible', 'responsible')",0.68481886,0.443998,0.6515048,0.4329002,0.2186046
21,0.59799755,0.10224718,"('immoral', 'moral')",-0.5897037,-0.8385035,0.0041469,-0.3681282,0.3722751
25,0.5917836,0.7819521,"('egoistic', 'altruistic')",1.4856627,1.7589622,1.0387231,1.2704571,-0.231734
68,-0.5910956,-0.750237,"('dependent', 'independent')",-0.44639933,-0.5053364,-0.5187474,-0.6277867,0.1090393
30,0.57845587,0.5272793,"('intolerant', 'tolerant')",0.7396134,0.67619693,0.6590346,0.6017381,0.0572965
7,0.57590073,0.45023066,"('insensitive', 'sensitive')",0.91341233,0.6640887,0.7446566,0.5571597,0.1874969
14,-0.5616351,-0.87604785,"('antisocial', 'social')",-0.82804424,-1.0125958,-0.6948397,-0.9443218,0.2494821
6,-0.5554942,0.15302162,"('distant', 'open')",-0.2696496,0.015164517,-0.4125719,0.0840931,-0.496665
60,0.5376258,0.24657077,"('inefficient', 'efficient')",0.24861798,0.22905853,0.3931219,0.2378146,0.1553073
52,-0.5328395,0.07253819,"('irrational', 'rational')",-0.39891347,-0.06764172,-0.4658765,0.0024482,-0.4683247
67,0.5246233,0.31210268,"('doubtful', 'determined')",-0.52098703,-0.5630412,0.0018181,-0.1254693,0.1272874
80,-0.51867706,-0.91358757,"('dominated', 'dominating')",-1.1193855,-1.3330437,-0.8190312,-1.1233156,0.3042844
62,0.48880515,0.38081855,"('incompetent', 'brilliant')",-0.07000529,0.022050027,0.2093999,0.2014343,0.0079656
42,-0.46146974,-0.44744855,"('unreliable', 'reliable')",-3.192579,-3.2522674,-1.8270243,-1.8498579,0.0228336
13,-0.4427442,-0.9695406,"('impolite', 'polite')",-0.47927624,-0.65543115,-0.4610102,-0.8124859,0.3514757
40,-0.4114532,-0.12455779,"('stingy', 'generous')",-1.9462162,-1.8797557,-1.1788347,-1.0021567,-0.176678
83,-0.3935598,-0.3149563,"('powerless', 'powerful')",-0.9730794,-0.9635139,-0.6833196,-0.6392351,-0.0440845
10,-0.39000472,-0.47037342,"('unsympathetic', 'sympathetic')",-0.37447292,-0.6777111,-0.3822388,-0.5740423,0.1918035
48,0.3723688,0.42041633,"('unintelligent', 'intelligent')",0.4618559,0.5386888,0.4171124,0.4795526,-0.0624402
34,0.3716886,0.43189877,"('mean', 'honorable')",5.90312,6.078298,3.1374044,3.2550983,-0.1176939
47,0.36223778,0.08987561,"('stupid', 'smart')",4.887758,4.8555446,2.6249979,2.4727101,0.1522878
11,0.35339594,0.017190494,"('unhelpful', 'helpful')",1.7542886,1.663253,1.0538423,0.8402217,0.2136206
15,-0.3532004,-0.36056152,"('boring', 'funny')",0.045868598,0.1733602,-0.1536659,-0.0936007,-0.0600652
50,-0.332811,-0.2642234,"('clumsy', 'skillful')",0.4299993,0.66224,0.0485941,0.1990083,-0.1504142
79,-0.32976884,0.0411413,"('wavering', 'unwavering')",0.054069582,0.28739423,-0.1378496,0.1642678,-0.3021174
22,-0.32777512,-0.6719812,"('untrustworthy', 'trustworthy')",-1.068649,-1.1003143,-0.6982121,-0.8861477,0.1879356
87,0.32281512,0.28223452,"('unsuccessful', 'successful')",0.8589604,0.92078674,0.5908878,0.6015106,-0.0106228
46,-0.31341997,-0.74975264,"('uncompetitive', 'competitive')",-0.51265186,-0.8612503,-0.4130359,-0.8055015,0.3924656
3,-0.29626113,-0.5558412,"('repellent', 'pleasant')",0.28612235,0.16883135,-0.0050694,-0.1935049,0.1884355
8,0.2915279,0.73018146,"('unaffectionate', 'affectionate')",0.3037053,0.63464844,0.2976166,0.6824149,-0.3847983
38,0.2823388,0.30158126,"('untruthful', 'truthful')",-0.07167877,0.08281498,0.10533,0.1921981,-0.0868681
59,0.26985168,0.4876489,"('foolish', 'wise')",0.21091998,0.3677683,0.2403858,0.4277086,-0.1873228
0,-0.262556,-0.360848,"('unsociable', 'sociable')",-0.6903304,-0.84261817,-0.4764432,-0.6017331,0.1252899
77,0.25897017,0.049030222,"('unmotivated', 'motivated')",-0.9363635,-1.0133636,-0.3386967,-0.4821667,0.14347
27,0.22963041,0.3166672,"('hardhearted', 'softhearted')",1.177907,1.1923038,0.7037687,0.7544855,-0.0507168
28,0.21345517,0.2464495,"('disloyal', 'loyal')",1.0014013,1.0335345,0.6074283,0.639992,-0.0325637
20,0.21326894,0.06225733,"('rough', 'thoughtful')",1.165324,1.262102,0.6892965,0.6621796,0.0271169
55,-0.20073271,-0.49305722,"('incompetent', 'clever')",0.04193634,-0.08248013,-0.0793982,-0.2877687,0.2083705
31,-0.19050312,0.42281556,"('evil', 'good')",-1.3199457,-1.2054664,-0.7552244,-0.3913254,-0.363899
18,-0.1866664,-0.11587441,"('disagreeable', 'welcoming')",-0.42459518,-0.35444093,-0.3056308,-0.2351577,-0.0704731
63,0.18616876,-0.15519786,"('unperceptive', 'insightful')",0.8510685,0.7175155,0.5186186,0.2811588,0.2374598
76,0.1837959,0.008591905,"('anxious', 'daring')",0.27601293,0.21287084,0.2299044,0.1107314,0.119173
19,-0.1742323,0.28970274,"('inhospitable', 'hospitable')",-0.066990905,0.2964529,-0.1206116,0.2930778,-0.4136894
82,0.17210576,0.38419768,"('poor', 'rich')",6.07536,6.1699524,3.1237328,3.2770751,-0.1533423
65,0.13890478,-0.27277228,"('insecure', 'secure')",-0.13439341,-0.1738869,0.0022557,-0.2233296,0.2255853
37,0.10889288,-0.023668636,"('fake', 'genuine')",0.53838265,0.44721764,0.3236378,0.2117745,0.1118633
2,0.10260003,0.2501426,"('unlikable', 'likable')",0.19917491,0.44890696,0.1508875,0.3495248,-0.1986373
70,0.08467865,-0.25482053,"('lethargic', 'energetic')",0.86823267,0.5228109,0.4764557,0.1339952,0.3424605
5,-0.08357233,0.48822358,"('distant', 'outgoing')",-0.70739496,-0.42633793,-0.3954836,0.0309428,-0.4264264
49,-0.059525155,-0.10680108,"('unable', 'able')",-0.3270462,-0.37337255,-0.1932857,-0.2400868,0.0468011
41,-0.049155105,0.073599696,"('unforgiving', 'forgiving')",-0.30291918,-0.29611394,-0.1760371,-0.1112571,-0.06478
58,0.04739408,0.28653908,"('undiscriminating', 'discriminating')",0.069881886,-0.076376066,0.058638,0.1050815,-0.0464435
88,-0.03915492,-0.09734904,"('low', 'eminent')",0.24075572,0.28736416,0.1008004,0.0950076,0.0057928
78,0.03346573,0.122168384,"('nonresilient', 'resilient')",0.059824303,-0.042302437,0.046645,0.039933,0.006712
