,nike_male,nike_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-0.2955645,-0.36585057,"('unsympathetic', 'sympathetic')",-0.011100825,-0.26289344,-0.1533327,-0.314372,0.1610393
11,0.29228508,0.23639816,"('unhelpful', 'helpful')",2.0239272,1.8755481,1.1581061,1.0559732,0.1021329
2,0.28695834,0.18440309,"('unlikable', 'likable')",0.5047965,0.5789673,0.3958774,0.3816852,0.0141922
62,0.28646362,0.6483891,"('incompetent', 'brilliant')",0.34943175,0.43802306,0.3179477,0.5432061,-0.2252584
0,-0.28595203,-0.42378512,"('unsociable', 'sociable')",-0.39587796,-0.5561013,-0.340915,-0.4899432,0.1490282
70,-0.2258811,-0.12701221,"('lethargic', 'energetic')",1.0125802,1.007666,0.3933495,0.4403269,-0.0469774
69,-0.20546412,-0.15189455,"('lazy', 'industrious')",-0.8188626,-0.73230064,-0.5121634,-0.4420976,-0.0700658
27,0.19880968,0.2219216,"('hardhearted', 'softhearted')",0.9569204,1.0387359,0.577865,0.6303287,-0.0524637
48,0.19267586,0.051415045,"('unintelligent', 'intelligent')",0.68695784,0.6159387,0.4398168,0.3336769,0.1061399
50,-0.19019735,-0.6277773,"('clumsy', 'skillful')",0.51656085,0.56259334,0.1631818,-0.032592,0.1957738
6,0.18862395,0.38280514,"('distant', 'open')",-0.47752565,0.061550416,-0.1444508,0.2221778,-0.3666286
28,0.18552622,-0.064715594,"('disloyal', 'loyal')",1.0872728,0.95703703,0.6363995,0.4461607,0.1902388
19,0.16853848,0.2163516,"('inhospitable', 'hospitable')",-0.23672445,-0.08917785,-0.034093,0.0635869,-0.0976799
76,0.14991592,0.13415404,"('anxious', 'daring')",0.6634872,0.5496913,0.4067016,0.3419227,0.0647789
78,0.12880222,0.047124017,"('nonresilient', 'resilient')",0.31825846,0.09875445,0.2235304,0.0729392,0.1505912
77,-0.12317356,-0.2664545,"('unmotivated', 'motivated')",-0.6878013,-0.93598795,-0.4054874,-0.6012212,0.1957338
83,-0.1198236,-0.1302277,"('powerless', 'powerful')",-0.74951446,-0.83715475,-0.434669,-0.4836912,0.0490222
20,0.112525575,0.27822793,"('rough', 'thoughtful')",1.3212862,1.3392577,0.7169059,0.8087428,-0.0918369
52,-0.10430612,-0.296172,"('irrational', 'rational')",-0.5130313,-0.45672607,-0.3086687,-0.376449,0.0677803
18,-0.084548354,-0.31310746,"('disagreeable', 'welcoming')",-0.58579355,-0.41417986,-0.335171,-0.3636436,0.0284726
41,-0.08174403,-0.24316047,"('unforgiving', 'forgiving')",-0.0926123,-0.32352477,-0.0871782,-0.2833426,0.1961644
31,-0.080767386,0.19809741,"('evil', 'good')",-1.7970078,-1.4176493,-0.9388876,-0.6097759,-0.3291117
49,-0.051318012,-0.17547648,"('unable', 'able')",-0.2230873,-0.19442979,-0.1372027,-0.1849531,0.0477504
58,0.024450306,0.16489069,"('undiscriminating', 'discriminating')",-0.049351536,-0.17710109,-0.0124506,-0.0061052,-0.0063454
79,0.010850361,0.08710369,"('wavering', 'unwavering')",-0.18327242,0.008831219,-0.086211,0.0479675,-0.1341785
37,0.007758436,-0.08814453,"('fake', 'genuine')",0.43755358,0.6231475,0.222656,0.2675015,-0.0448455
