,amerisourcebergen_male,amerisourcebergen_female,tuple,corp_male,corp_female,average_male,average_female,male-female
52,-0.61610115,-0.7947452,"('irrational', 'rational')",0.2677763,-0.20334,-0.1741624,-0.4990426,0.3248802
67,0.6138848,0.65505075,"('doubtful', 'determined')",-0.28542534,-0.18911849,0.1642297,0.2329661,-0.0687364
50,0.6014627,0.5909524,"('clumsy', 'skillful')",0.052650027,-0.15384027,0.3270564,0.2185561,0.1085003
70,-0.59578526,-0.3366525,"('lethargic', 'energetic')",0.02869695,0.30860886,-0.2835442,-0.0140218,-0.2695224
39,0.59040755,0.53038114,"('exploitative', 'cooperative')",0.24510854,0.31413093,0.417758,0.4222561,-0.0044981
71,-0.5859204,-0.5716068,"('diffident', 'self-confident')",0.46830803,0.30656588,-0.0588062,-0.1325205,0.0737143
48,-0.5827517,-0.8255087,"('unintelligent', 'intelligent')",1.0286502,0.7266391,0.2229492,-0.0494348,0.272384
61,-0.5644659,-0.5026259,"('illogical', 'logical')",0.5526555,0.36234805,-0.0059052,-0.0701389,0.0642337
18,-0.5528649,-0.5076116,"('disagreeable', 'welcoming')",-0.41238594,-0.44703117,-0.4826254,-0.4773214,-0.005304
51,-0.5488512,-0.456836,"('uneducated', 'educated')",0.13527697,0.06112395,-0.2067871,-0.197856,-0.0089311
4,-0.49708286,-0.4328721,"('disliked', 'liked')",-6.4130363,-6.6060796,-3.4550595,-3.5194759,0.0644164
40,-0.49498928,-0.45555493,"('stingy', 'generous')",-1.6188307,-1.9438908,-1.05691,-1.1997229,0.1428129
7,-0.42730933,-0.41657355,"('insensitive', 'sensitive')",0.3135042,0.3699393,-0.0569026,-0.0233171,-0.0335855
83,-0.42721647,-0.2767466,"('powerless', 'powerful')",-1.0212225,-0.83422405,-0.7242194,-0.5554853,-0.1687341
54,-0.42551053,-0.31401396,"('incapable', 'capable')",0.5008144,0.5538672,0.0376519,0.1199266,-0.0822747
55,-0.4190858,-0.39926356,"('incompetent', 'clever')",0.24572596,0.24724665,-0.0866799,-0.0760085,-0.0106714
77,-0.41795355,-0.48336154,"('unmotivated', 'motivated')",-1.0944772,-1.040941,-0.7562153,-0.7621512,0.0059359
60,0.41000167,0.48879105,"('inefficient', 'efficient')",0.15442912,0.49776462,0.2822154,0.4932778,-0.2110624
20,0.38065413,0.4529542,"('rough', 'thoughtful')",0.87480915,0.8586608,0.6277316,0.6558075,-0.0280759
15,0.3342141,0.41423747,"('boring', 'funny')",0.16072439,0.13623492,0.2474692,0.2752362,-0.027767
25,-0.31835857,-0.36933085,"('egoistic', 'altruistic')",1.153527,0.8819938,0.4175842,0.2563314,0.1612528
21,-0.3125008,-0.14531651,"('immoral', 'moral')",-0.66986513,-0.47162503,-0.491183,-0.3084708,-0.1827122
29,-0.30410495,-0.32140782,"('unfair', 'fair')",-0.42587635,-0.5833333,-0.3649907,-0.4523706,0.0873799
13,0.28246912,0.36648503,"('impolite', 'polite')",-0.6126269,-0.44653803,-0.1650789,-0.0400265,-0.1250524
56,0.27637428,0.5897752,"('impractical', 'practical')",-0.39248428,-0.012897443,-0.058055,0.2884389,-0.3464939
37,0.2607778,0.2634881,"('fake', 'genuine')",0.20293596,0.11594709,0.2318569,0.1897176,0.0421393
33,0.24277154,0.15387642,"('wrong', 'right')",-0.525661,-0.735942,-0.1414447,-0.2910328,0.1495881
82,-0.24162278,-0.1448437,"('poor', 'rich')",5.691695,5.8775516,2.7250361,2.866354,-0.1413179
62,-0.2113567,0.052220214,"('incompetent', 'brilliant')",0.50265837,0.7320883,0.1456508,0.3921543,-0.2465035
16,-0.20805421,-0.23829877,"('unpopular', 'popular')",0.28243488,0.2091197,0.0371903,-0.0145895,0.0517798
34,0.1911747,0.36442414,"('mean', 'honorable')",5.2663403,5.61751,2.7287574,2.990967,-0.2622096
3,-0.18892916,-0.22484574,"('repellent', 'pleasant')",0.3001447,0.43004128,0.0556078,0.1025978,-0.04699
65,0.17438057,-0.016939238,"('insecure', 'secure')",-0.24440816,0.029077966,-0.0350138,0.0060694,-0.0410832
49,-0.17042503,-0.0011924393,"('unable', 'able')",-0.38992697,-0.2862454,-0.280176,-0.1437189,-0.1364571
22,-0.13981372,-0.022922847,"('untrustworthy', 'trustworthy')",-1.0820384,-1.0500754,-0.610926,-0.5364991,-0.0744269
84,0.13900566,0.011395516,"('inferior', 'superior')",0.92682636,0.9463952,0.532916,0.4788954,0.0540206
75,0.13810697,0.2818335,"('meek', 'impulsive')",-0.88165337,-0.73229516,-0.3717732,-0.2252308,-0.1465424
66,0.13021034,0.20812115,"('inactive', 'active')",0.1428087,0.012801699,0.1365095,0.1104614,0.0260481
68,0.12839784,0.071958646,"('dependent', 'independent')",-0.8677046,-0.8054656,-0.3696534,-0.3667535,-0.0028999
59,-0.12648363,-0.22965546,"('foolish', 'wise')",0.27147806,-0.00056219473,0.0724972,-0.1151088,0.187606
87,-0.083121024,-0.052133564,"('unsuccessful', 'successful')",0.74566406,0.6716209,0.3312715,0.3097437,0.0215278
81,0.07928753,-0.024068277,"('submissive', 'aggressive')",-0.58574426,-0.36999124,-0.2532284,-0.1970298,-0.0561986
47,0.0787463,0.08996831,"('stupid', 'smart')",5.378978,5.381161,2.728862,2.7355647,-0.0067027
17,0.06036417,0.07500772,"('nasty', 'nice')",-0.56145626,-0.62052965,-0.250546,-0.272761,0.022215
30,-0.053158887,0.060380448,"('intolerant', 'tolerant')",1.0621706,1.2457044,0.5045059,0.6530424,-0.1485365
14,0.007192746,0.07602896,"('antisocial', 'social')",-0.12013306,0.12153071,-0.0564702,0.0987798,-0.15525
