,cit_male,cit_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
17,0.35059047,0.12552267,"('nasty', 'nice')",-0.8857482,-1.0713308,-0.56777567,-0.64570236,-0.3676445,-0.5305035,0.162859
43,-0.34460565,-0.20540436,"('irresponsible', 'responsible')",1.0848606,1.1517832,0.86422014,0.87397,0.534825,0.606783,-0.071958
34,-0.33413982,-0.23928246,"('mean', 'honorable')",0.13939925,0.3181682,6.2546887,6.353187,2.0199827,2.1440242,-0.1240415
30,0.3308643,0.6595976,"('intolerant', 'tolerant')",1.1019754,1.2837588,1.5150772,1.5712433,0.982639,1.1715332,-0.1888942
84,0.32559308,0.44736063,"('inferior', 'superior')",0.148797,0.19892411,0.64198923,0.5324072,0.3721264,0.3928973,-0.0207709
40,-0.32206246,-0.487116,"('stingy', 'generous')",0.5072161,0.43099228,-1.6125554,-1.9280634,-0.4758006,-0.6613957,0.1855951
7,-0.30140588,-0.4518759,"('insensitive', 'sensitive')",0.34763986,0.30847946,0.92836034,0.6681101,0.3248648,0.1749045,0.1499603
15,0.2967624,0.22626719,"('boring', 'funny')",-1.0780191,-1.1249862,0.20547661,0.31143832,-0.1919267,-0.1957602,0.0038335
58,0.29664266,-0.04011944,"('undiscriminating', 'discriminating')",1.0041294,0.6416549,0.17295893,-0.23637977,0.4912437,0.1217186,0.3695251
11,-0.287511,-0.007864783,"('unhelpful', 'helpful')",0.004631497,0.15776846,2.0756269,2.2671137,0.5975825,0.8056725,-0.20809
32,-0.26532418,-0.24795258,"('unkind', 'kind')",0.8446007,0.92288506,1.0925615,1.1164616,0.5572793,0.5971314,-0.0398521
55,-0.2640926,0.074698284,"('incompetent', 'clever')",1.3380617,1.6120462,0.4944099,0.23979059,0.522793,0.6421784,-0.1193854
81,0.25764176,0.72804224,"('submissive', 'aggressive')",2.08819,2.47046,-0.07013178,0.038691834,0.7585667,1.0790646,-0.3204979
52,0.20519014,-0.18412465,"('irrational', 'rational')",-1.0866392,-1.403964,-0.4280835,-0.42501128,-0.4365108,-0.6710334,0.2345226
77,0.19864637,0.099798545,"('unmotivated', 'motivated')",0.97905725,1.0794561,-0.9003035,-0.9345095,0.0924667,0.0815817,0.010885
35,-0.161695,-0.38027585,"('corrupt', 'incorrupt')",-2.0174296,-2.1473188,-0.7429494,-0.67128104,-0.9740247,-1.0662919,0.0922672
29,0.14326203,0.13256213,"('unfair', 'fair')",-0.41319406,-0.37882465,-0.69859153,-0.8780091,-0.3228412,-0.3747572,0.051916
66,0.13402224,-0.43226093,"('inactive', 'active')",0.9545087,0.4754868,1.2538732,0.8297195,0.7808015,0.2909818,0.4898197
26,0.12304032,-0.20257878,"('hardhearted', 'benevolent')",0.7146861,0.4935946,1.3422967,1.0707053,0.7266744,0.453907,0.2727674
72,0.118363306,0.23688617,"('unambitious', 'ambitious')",0.5986584,0.8375305,-1.0520263,-0.77253336,-0.1116682,0.1006278,-0.212296
71,-0.115792826,-0.33604306,"('diffident', 'self-confident')",-0.0019574277,-0.010646807,0.46276855,0.32315773,0.1150061,-0.0078441,0.1228502
4,-0.11282207,-0.14649227,"('disliked', 'liked')",-0.38319436,-0.21114358,-6.393581,-6.659086,-2.2965325,-2.3389074,0.0423749
54,-0.10933395,-0.24219653,"('incapable', 'capable')",-0.20762488,-0.3443374,0.76361525,1.1546075,0.1488855,0.1893579,-0.0404724
56,-0.104423836,0.33762464,"('impractical', 'practical')",1.1715289,1.8538407,0.20813595,0.43531537,0.4250803,0.8755936,-0.4505133
41,-0.10214258,-0.1912433,"('unforgiving', 'forgiving')",0.6316799,0.41537845,0.5601243,0.20901965,0.3632205,0.1443849,0.2188356
50,0.091813706,-0.007587714,"('clumsy', 'skillful')",-0.26071122,-0.45779234,0.19706437,0.26704672,0.009389,-0.0661111,0.0755001
65,0.08589767,0.36672795,"('insecure', 'secure')",1.1168516,1.2749182,-0.013639882,0.07986988,0.3963698,0.5738387,-0.1774689
37,0.07847146,-0.29012308,"('fake', 'genuine')",0.24899487,-0.15877955,0.33990136,0.35003623,0.2224559,-0.0329555,0.2554114
3,-0.072031654,-0.07048574,"('repellent', 'pleasant')",0.6547254,0.8575083,0.25505784,0.25312525,0.2792505,0.3467159,-0.0674654
12,0.05993938,-0.17761187,"('unsupportive', 'supportive')",1.1199039,1.0101949,-1.3690875,-1.6616582,-0.0630814,-0.2763584,0.213277
70,-0.059568807,-0.03759032,"('lethargic', 'energetic')",1.0680075,1.118888,1.0682819,1.0833384,0.6922402,0.7215454,-0.0293052
27,0.045194317,-0.4170943,"('hardhearted', 'softhearted')",-0.0040117465,-0.5357098,1.4018787,1.0760332,0.4810204,0.0410764,0.439944
22,0.038073584,0.14617623,"('untrustworthy', 'trustworthy')",0.44884977,0.4790164,-0.8596317,-0.92334765,-0.1242361,-0.099385,-0.0248511
16,0.022603817,0.21462615,"('unpopular', 'popular')",-0.39688048,-0.2877893,0.55730194,0.5731708,0.0610084,0.1666692,-0.1056608
63,-0.020397719,-0.2172733,"('unperceptive', 'insightful')",1.4804817,1.2702255,1.5460421,1.3521801,1.0020421,0.8017108,0.2003313
47,-0.0038132519,0.2545635,"('stupid', 'smart')",0.25912485,0.51557183,5.5452423,5.955684,1.9335179,2.2419399,-0.308422
