,medco_male,medco_female,tuple,health_male,health_female,solutions_male,solutions_female,inc_male,inc_female,average_male,average_female,male-female
48,-0.767923,-0.89324385,"('unintelligent', 'intelligent')",0.015395753,-0.04311111,-0.66521174,-0.66069657,0.35608312,0.39675438,-0.2654139,-0.3000743,0.0346604
88,-0.7654963,-0.84299713,"('low', 'eminent')",-0.1944111,-0.3305634,0.10612853,0.04886386,0.1335655,0.20452303,-0.1800534,-0.2300434,0.04999
7,-0.75356877,-0.958769,"('insensitive', 'sensitive')",-0.28349602,-0.45345166,0.29146093,0.1328449,0.6990486,0.58498657,-0.0116388,-0.1735973,0.1619585
9,-0.74014646,-0.69469535,"('unaffectionate', 'caring')",1.5096406,1.5496631,0.48296952,0.5277637,1.4093715,1.5492823,0.6654588,0.7330034,-0.0675446
55,-0.7397076,-0.8204055,"('incompetent', 'clever')",-1.2570803,-1.3674052,-0.34008056,-0.3634386,-0.3361004,-0.40281814,-0.6682422,-0.7385169,0.0702747
0,-0.733892,-0.85390407,"('unsociable', 'sociable')",0.08511014,-0.05959508,0.047248356,-0.012184566,-0.6907294,-0.8006623,-0.3230657,-0.4315865,0.1085208
61,-0.72871256,-0.75797105,"('illogical', 'logical')",-0.32111377,-0.4367376,0.8776878,0.91826415,0.10453086,0.09431045,-0.0169019,-0.0455335,0.0286316
70,-0.70193267,-0.8415036,"('lethargic', 'energetic')",0.14063498,-0.1281479,0.68903774,0.4818846,0.5630867,0.47753477,0.1727067,-0.002558,0.1752647
49,-0.6928194,-0.744185,"('unable', 'able')",-0.36438936,-0.36522004,0.13822341,0.15419059,-0.3034583,-0.43273768,-0.3056109,-0.346988,0.0413771
71,0.67312306,0.625534,"('diffident', 'self-confident')",2.8902357,2.8788307,1.9473764,1.8822601,1.0084772,0.8532106,1.6298031,1.5599588,0.0698443
73,0.67177665,0.64404875,"('helpless', 'self-reliant')",1.1670952,1.094662,0.023027662,0.040053137,-2.9275649,-2.916322,-0.2664163,-0.2843896,0.0179733
33,0.6643749,0.699365,"('wrong', 'right')",1.2176777,1.2398516,1.5661473,1.6370949,0.08946244,0.001066871,0.8844156,0.8943446,-0.009929
27,-0.6608005,-0.71845263,"('hardhearted', 'softhearted')",0.5284529,0.40297553,0.7815194,0.6577948,2.100202,2.0512736,0.6873435,0.5983978,0.0889457
2,0.64334565,0.6394613,"('unlikable', 'likable')",1.2062241,1.1562753,1.5444825,1.549337,0.8718636,0.84110963,1.066479,1.0465459,0.0199331
67,0.6341166,0.562872,"('doubtful', 'determined')",0.019493347,0.065710045,0.839178,0.7937286,-0.5886138,-0.64877784,0.2260435,0.1933832,0.0326603
26,-0.6182247,-0.69056606,"('hardhearted', 'benevolent')",1.3424907,1.3992038,0.90067095,0.8913261,1.763901,1.8095124,0.8472095,0.8523691,-0.0051596
14,-0.60855293,-0.6504885,"('antisocial', 'social')",-0.13862962,-0.27334848,-0.08111979,-0.1320322,-1.148254,-1.2442482,-0.4941391,-0.5750293,0.0808902
12,0.6073548,0.59237295,"('unsupportive', 'supportive')",3.0989406,2.9827929,1.7166537,1.7731771,-1.3201106,-1.2515384,1.0257096,1.0242012,0.0015084
62,-0.57694286,-0.62025696,"('incompetent', 'brilliant')",-0.07531704,-0.17828818,0.70716774,0.6322369,-0.3277445,-0.27519184,-0.0682092,-0.110375,0.0421658
52,-0.5732202,-0.4884696,"('irrational', 'rational')",0.3357459,0.461619,0.035047323,0.1945734,0.050337248,0.17332661,-0.0380224,0.0852624,-0.1232848
87,0.5445919,0.38952753,"('unsuccessful', 'successful')",0.36139697,0.24603164,0.9971485,0.85788256,0.6201221,0.32278934,0.6308149,0.4540578,0.1767571
46,-0.54404306,-0.75919545,"('uncompetitive', 'competitive')",-0.10032643,-0.35550648,0.21787654,0.105845876,-0.98084766,-1.0042287,-0.3518351,-0.5032712,0.1514361
22,-0.5385184,-0.5917174,"('untrustworthy', 'trustworthy')",0.24536037,0.16622978,0.48784795,0.45695475,-0.8788831,-0.9569957,-0.1710483,-0.2313822,0.0603339
21,-0.5343781,-0.6482202,"('immoral', 'moral')",0.954742,0.7207029,0.58743596,0.44395286,-0.74641216,-0.9467126,0.0653469,-0.1075693,0.1729162
80,0.51591337,0.30463776,"('dominated', 'dominating')",-0.45321152,-0.6450679,0.9976268,0.68089026,-1.3566587,-1.4684795,-0.0740825,-0.2820048,0.2079223
11,-0.5092507,-0.546675,"('unhelpful', 'helpful')",0.16555336,0.06236934,1.564647,1.5328202,1.5697945,1.7704049,0.6976861,0.7047299,-0.0070438
72,-0.48972508,-0.4837626,"('unambitious', 'ambitious')",0.41012278,0.5687007,-1.0532902,-1.0039659,-1.2655891,-1.1088684,-0.5996205,-0.506974,-0.0926465
47,-0.48429328,-0.49561313,"('stupid', 'smart')",1.3489416,1.2482363,0.7626494,0.7627899,5.38779,5.3856106,1.753772,1.725256,0.028516
51,-0.4826138,-0.49455112,"('uneducated', 'educated')",0.13956743,0.047974903,0.3752671,0.3246748,0.19514504,0.1890804,0.0568414,0.0167947,0.0400467
25,-0.478595,-0.4973299,"('egoistic', 'altruistic')",0.28933775,0.3435191,0.77866226,0.8491153,1.5560739,1.5500963,0.5363697,0.5613502,-0.0249805
84,0.46532848,0.39086375,"('inferior', 'superior')",0.8449218,0.91982937,0.37490156,0.52388144,0.8203201,0.9388793,0.626368,0.6933635,-0.0669955
40,0.4487997,0.3023725,"('stingy', 'generous')",0.95283335,0.7832574,0.20247728,0.14881158,-1.1550833,-1.2677634,0.1122567,-0.0083305,0.1205872
36,-0.44657576,-0.3777544,"('hostile', 'amicable')",-0.11067049,-0.011001395,-0.62225777,-0.41273656,0.6982616,0.783195,-0.1203106,-0.0045743,-0.1157363
41,-0.43522704,-0.41462502,"('unforgiving', 'forgiving')",0.597474,0.6100034,0.9105812,0.8720436,0.42584595,0.4512492,0.3746685,0.3796678,-0.0049993
38,-0.41182598,-0.4195183,"('untruthful', 'truthful')",1.0121458,0.8975727,0.50345534,0.3549792,0.30945992,0.34724233,0.3533087,0.295069,0.0582397
18,-0.37592068,-0.47622973,"('disagreeable', 'welcoming')",-0.19376096,-0.2916751,0.23212814,0.03682697,0.005343944,-0.19189264,-0.0830524,-0.2307426,0.1476902
50,0.37399042,0.26668057,"('clumsy', 'skillful')",1.1348577,0.9979991,1.052281,0.9743728,0.50860035,0.55696905,0.7674323,0.6990054,0.0684269
37,-0.35227683,-0.58719015,"('fake', 'genuine')",0.48765683,0.22566524,0.45003328,0.28369305,0.42296523,0.42825451,0.2520946,0.0876057,0.1644889
77,-0.33424377,-0.5148219,"('unmotivated', 'motivated')",-0.19591174,-0.32765973,0.8278256,0.7388742,-1.0916959,-1.3335469,-0.1985065,-0.3592886,0.1607821
76,-0.33099398,-0.4814512,"('anxious', 'daring')",-0.6104111,-0.803981,-0.065255135,-0.15538123,-0.07284523,-0.00788467,-0.2698764,-0.3621745,0.0922981
78,-0.3306005,-0.5041651,"('nonresilient', 'resilient')",1.5644172,1.519872,1.7855426,1.7051418,0.4091881,0.27622822,0.8571368,0.7492692,0.1078676
64,0.32808727,0.40543038,"('shy', 'confident')",0.22221804,0.2731284,0.5864677,0.66496235,-6.304831,-6.4255567,-1.2920145,-1.2705089,-0.0215056
83,-0.32303822,-0.41572312,"('powerless', 'powerful')",0.12498785,0.11196106,-0.38248113,-0.35273737,-1.160038,-0.99587685,-0.4351424,-0.413094,-0.0220484
34,-0.32021645,-0.41847628,"('mean', 'honorable')",0.53183687,0.38523147,-0.11402872,-0.25165504,5.823079,5.6377096,1.4801677,1.3382025,0.1419652
3,-0.2953084,-0.4645709,"('repellent', 'pleasant')",-1.4662751,-1.6725185,-0.16686486,-0.29394692,-0.08861069,-0.29914182,-0.5042648,-0.6825446,0.1782798
32,0.2810769,0.25766993,"('unkind', 'kind')",1.8584104,1.7845131,0.74791473,0.6412951,0.8639008,1.0581039,0.9378257,0.9353955,0.0024302
44,0.2708925,0.25925875,"('prejudiced', 'unprejudiced')",-0.4561763,-0.48413903,0.17772761,0.13644932,-1.3348799,-1.3766679,-0.335609,-0.3662747,0.0306657
56,-0.26207912,-0.28760594,"('impractical', 'practical')",0.948951,0.82932115,-0.17336413,-0.33764133,-0.6853256,-0.73713726,-0.0429545,-0.1332659,0.0903114
30,-0.25995636,-0.15828972,"('intolerant', 'tolerant')",0.22505055,0.13056241,1.0108101,1.0039376,1.0338959,1.0952767,0.50245,0.5178717,-0.0154217
4,0.2471871,0.20384939,"('disliked', 'liked')",1.0856029,1.133915,0.3993956,0.44386023,-5.59576,-5.6204815,-0.9658936,-0.9597142,-0.0061794
29,0.21972969,0.03074006,"('unfair', 'fair')",-0.050358266,0.0005421452,-0.22323756,-0.14781892,-0.70884335,-0.6684642,-0.1906774,-0.1962502,0.0055728
15,-0.21674846,-0.13898262,"('boring', 'funny')",0.39651614,0.62054193,0.28676412,0.40153125,0.5475074,0.44646868,0.2535098,0.3323898,-0.07888
24,-0.20935291,-0.294652,"('dishonest', 'honest')",0.6641314,0.5155997,-0.9325273,-1.0887961,0.78396857,0.8881695,0.0765549,0.0050803,0.0714746
35,0.19973591,0.30766314,"('corrupt', 'incorrupt')",-0.43302283,-0.30068842,0.30794904,0.34492385,0.3555485,0.4369037,0.1075527,0.1972006,-0.0896479
13,0.1987902,0.2818285,"('impolite', 'polite')",0.4857055,0.3507898,1.0773361,0.82269835,-0.15823531,-0.29671887,0.4008991,0.2896495,0.1112496
19,-0.19826789,-0.16801074,"('inhospitable', 'hospitable')",0.64017916,0.59282,-0.0033608507,-0.077352375,0.5011093,0.47586846,0.2349149,0.2058313,0.0290836
74,0.16931707,0.026639938,"('undedicated', 'dedicated')",0.75984806,0.6616172,0.51574874,0.56752336,0.20748179,0.27399167,0.4130989,0.382443,0.0306559
66,-0.13040024,-0.2794608,"('inactive', 'active')",0.0019759685,-0.10066906,0.50561816,0.33121425,1.5460856,1.3420231,0.4808199,0.3232769,0.157543
60,-0.12815934,-0.2101257,"('inefficient', 'efficient')",-0.15555017,-0.26197535,0.8564511,0.7430134,-0.32725295,-0.364733,0.0613722,-0.0234552,0.0848274
59,0.12760964,0.25895506,"('foolish', 'wise')",1.9728794,2.1016805,1.0473137,1.212178,0.6933604,0.85612965,0.9602908,1.1072358,-0.146945
31,0.12744036,0.2067684,"('evil', 'good')",-0.47157344,-0.3070917,-0.37257895,-0.28459504,-0.34350985,-0.3467096,-0.2650555,-0.182907,-0.0821485
75,0.08672865,0.072917245,"('meek', 'impulsive')",0.0046612322,0.13581222,-0.9398582,-0.90517783,-0.4521692,-0.3803255,-0.3251594,-0.2691935,-0.0559659
6,-0.082453355,-0.025947638,"('distant', 'open')",0.9339001,1.0789335,0.14780092,0.27161902,0.84298414,0.8973284,0.4605579,0.5554833,-0.0949254
85,0.049630135,0.08818514,"('insignificant', 'prestigious')",1.9229147,1.9521501,0.71114165,0.8144031,1.2064798,1.3003864,0.9725416,1.0387812,-0.0662396
16,-0.041618645,-0.06843487,"('unpopular', 'popular')",-0.102363005,-0.086255014,0.42904827,0.41989535,0.8106378,0.67516667,0.2739261,0.235093,0.0388331
17,0.041616,0.04362655,"('nasty', 'nice')",-0.24157274,-0.26778144,-0.18044025,-0.19332498,-0.3808631,-0.46963084,-0.190315,-0.2217777,0.0314627
5,0.037202805,0.09290438,"('distant', 'outgoing')",0.7701678,0.9536869,0.2299239,0.29617906,0.13527761,0.18293788,0.2931431,0.381427,-0.0882839
79,0.011682766,-0.01256101,"('wavering', 'unwavering')",0.6968276,0.6494353,-0.81571555,-0.85791683,0.30407122,0.2578549,0.0492165,0.0092031,0.0400134
