,nordstrom_male,nordstrom_female,tuple,inc_male,inc_female,average_male,average_female,male-female
67,0.6680009,0.7630318,"('doubtful', 'determined')",-0.44625926,-0.555809,0.1108708,0.1036114,0.0072594
64,-0.65511566,-0.6189188,"('shy', 'confident')",-6.8803625,-7.0155606,-3.7677391,-3.8172398,0.0495007
38,-0.6432195,-0.49615404,"('untruthful', 'truthful')",-0.31145278,-0.22017205,-0.4773361,-0.3581631,-0.119173
30,-0.62791425,-0.31856838,"('intolerant', 'tolerant')",0.93013906,0.8585744,0.1511124,0.270003,-0.1188906
84,0.6268193,0.4813308,"('inferior', 'superior')",1.0156914,1.0441998,0.8212553,0.7627653,0.05849
40,-0.61281997,-0.11966269,"('stingy', 'generous')",-1.9098489,-1.4759955,-1.2613344,-0.7978291,-0.4635053
63,-0.60456795,-0.20816897,"('unperceptive', 'insightful')",0.55202067,0.7449469,-0.0262736,0.268389,-0.2946626
14,-0.60141057,-0.4240062,"('antisocial', 'social')",-0.49736878,-0.7728331,-0.5493897,-0.5984197,0.04903
77,-0.5959006,-0.486309,"('unmotivated', 'motivated')",-1.2241393,-1.3196772,-0.91002,-0.9029931,-0.0070269
28,-0.5849331,-0.40660408,"('disloyal', 'loyal')",0.82524145,1.0018297,0.1201542,0.2976128,-0.1774586
68,-0.5797702,-0.59996545,"('dependent', 'independent')",-0.90974236,-0.8326985,-0.7447563,-0.716332,-0.0284243
56,0.556088,0.74985456,"('impractical', 'practical')",-0.12992007,-0.2055904,0.213084,0.2721321,-0.0590481
46,-0.54868,-0.44470936,"('uncompetitive', 'competitive')",-0.48903745,-0.85648185,-0.5188587,-0.6505956,0.1317369
20,0.53825426,0.6346841,"('rough', 'thoughtful')",1.1825303,1.2429916,0.8603923,0.9388378,-0.0784455
88,-0.52888477,-0.7033944,"('low', 'eminent')",0.13720323,0.045559928,-0.1958408,-0.3289172,0.1330764
83,0.52332985,0.33534384,"('powerless', 'powerful')",-0.8849016,-0.9436945,-0.1807859,-0.3041753,0.1233894
80,-0.49314603,-0.3457512,"('dominated', 'dominating')",-1.2742546,-1.4290519,-0.8837003,-0.8874015,0.0037012
62,-0.48575652,-0.11903246,"('incompetent', 'brilliant')",-0.073994294,0.048872605,-0.2798754,-0.0350799,-0.2447955
0,-0.4786591,-0.71451116,"('unsociable', 'sociable')",-0.3728838,-0.6202547,-0.4257714,-0.667383,0.2416116
6,-0.4655921,-0.5292885,"('distant', 'open')",-0.006267108,0.25283808,-0.2359296,-0.1382252,-0.0977044
60,0.45397684,0.75324184,"('inefficient', 'efficient')",-0.21370055,-0.049817987,0.1201381,0.3517119,-0.2315738
73,0.44719145,0.53361344,"('helpless', 'self-reliant')",-3.2870028,-2.7929497,-1.4199057,-1.1296681,-0.2902376
44,0.44122234,-0.0087633,"('prejudiced', 'unprejudiced')",-1.3708025,-1.4322419,-0.4647901,-0.7205026,0.2557125
9,-0.4168758,-0.38958555,"('unaffectionate', 'caring')",0.80903834,1.253509,0.1960813,0.4319617,-0.2358804
55,-0.4160241,-0.22436045,"('incompetent', 'clever')",0.07439835,-0.16059947,-0.1708129,-0.19248,0.0216671
87,0.4142435,0.030201383,"('unsuccessful', 'successful')",0.6832666,0.7138958,0.548755,0.3720486,0.1767064
50,0.4126526,0.4378904,"('clumsy', 'skillful')",-0.001357153,0.36146247,0.2056477,0.3996764,-0.1940287
85,0.4088249,0.11710064,"('insignificant', 'prestigious')",0.5124055,0.8091879,0.4606152,0.4631443,-0.0025291
32,-0.39936343,-0.49430183,"('unkind', 'kind')",0.67520773,0.70761544,0.1379222,0.1066568,0.0312654
5,-0.39026326,-0.46813157,"('distant', 'outgoing')",-0.58174497,-0.2523411,-0.4860041,-0.3602363,-0.1257678
76,-0.3865295,-0.50699633,"('anxious', 'daring')",0.16784,-0.027694806,-0.1093448,-0.2673456,0.1580008
43,-0.38570496,-0.13870674,"('irresponsible', 'responsible')",0.45204973,0.38315767,0.0331724,0.1222255,-0.0890531
23,-0.3689584,-0.18008243,"('insincere', 'sincere')",5.631602,5.65848,2.6313217,2.7391989,-0.1078772
82,-0.34575623,-0.20234075,"('poor', 'rich')",6.0566974,6.098547,2.8554707,2.9481032,-0.0926325
59,0.33486733,0.3276715,"('foolish', 'wise')",0.17320152,0.4976173,0.2540344,0.4126444,-0.15861
35,0.31582442,0.11157799,"('corrupt', 'incorrupt')",-0.1800909,-0.09813927,0.0678668,0.0067194,0.0611474
25,0.31197986,-0.09472293,"('egoistic', 'altruistic')",1.5885296,1.5775216,0.9502547,0.7413993,0.2088554
79,-0.3016921,-0.4328326,"('wavering', 'unwavering')",-0.1710452,0.025582887,-0.2363687,-0.2036249,-0.0327438
19,-0.2780993,-0.3218031,"('inhospitable', 'hospitable')",-0.13489094,0.099118456,-0.2064951,-0.1113423,-0.0951528
61,-0.27347004,-0.38589752,"('illogical', 'logical')",0.1804496,0.009936888,-0.0465102,-0.1879803,0.1414701
49,-0.2722493,-0.25452375,"('unable', 'able')",-0.34154552,-0.25728843,-0.3068974,-0.2559061,-0.0509913
58,-0.25617918,0.0028287065,"('undiscriminating', 'discriminating')",-0.08237307,0.012585137,-0.1692761,0.0077069,-0.176983
74,-0.24161258,0.072901726,"('undedicated', 'dedicated')",0.20778313,0.25928903,-0.0169147,0.1660954,-0.1830101
52,0.24152437,-0.1124772,"('irrational', 'rational')",0.28573996,0.34641153,0.2636322,0.1169672,0.146665
18,-0.23015651,-0.20173629,"('disagreeable', 'welcoming')",-0.60525787,-0.45380288,-0.4177072,-0.3277696,-0.0899376
66,-0.19280294,-0.6196005,"('inactive', 'active')",0.6005266,0.5951247,0.2038618,-0.0122379,0.2160997
47,0.16270679,0.14200287,"('stupid', 'smart')",5.510577,5.464613,2.836642,2.803308,0.033334
15,-0.161625,-0.33972353,"('boring', 'funny')",0.2682422,0.27912572,0.0533086,-0.0302989,0.0836075
16,0.12507962,-0.19990756,"('unpopular', 'popular')",0.46519643,0.29777667,0.295138,0.0489346,0.2462034
37,-0.11094563,-0.06693549,"('fake', 'genuine')",0.094903216,0.5405506,-0.0080212,0.2368076,-0.2448288
36,-0.09343229,-0.6718494,"('hostile', 'amicable')",0.3928518,0.29279596,0.1497098,-0.1895267,0.3392365
34,-0.0829202,-0.043383587,"('mean', 'honorable')",5.8421755,6.03359,2.8796277,2.9951031,-0.1154754
78,0.07176064,0.08234796,"('nonresilient', 'resilient')",0.49004498,0.5065351,0.2809028,0.2944415,-0.0135387
65,0.069784544,-0.08970621,"('insecure', 'secure')",-0.40354365,-0.59394544,-0.1668795,-0.3418258,0.1749463
2,-0.061564863,-0.22136219,"('unlikable', 'likable')",0.3888403,0.3744414,0.1636377,0.0765396,0.0870981
8,-0.039768152,-0.13479099,"('unaffectionate', 'affectionate')",0.7034278,1.2562773,0.3318298,0.5607432,-0.2289134
26,-0.033823207,0.15732273,"('hardhearted', 'benevolent')",1.6990122,1.952308,0.8325945,1.0548154,-0.2222209
42,-0.021647789,0.10825335,"('unreliable', 'reliable')",-3.3846405,-3.163859,-1.7031441,-1.5278028,-0.1753413
54,-0.018543273,-0.37940994,"('incapable', 'capable')",1.0713692,1.2519555,0.526413,0.4362728,0.0901402
