,raytheon_male,raytheon_female,tuple,technologies_male,technologies_female,corp_male,corp_female,average_male,average_female,male-female
19,-0.17515881,0.1345763,"('inhospitable', 'hospitable')",-0.92499405,-0.5326273,-0.61944485,-0.6765336,-0.5731992,-0.3581948,-0.2150044
18,-0.17096777,-0.16587806,"('disagreeable', 'welcoming')",-0.08711974,0.10179639,-0.683191,-0.7054342,-0.3137595,-0.2565053,-0.0572542
5,0.16236907,0.2280857,"('distant', 'outgoing')",-0.6309732,-0.61777884,-0.54061437,-0.8738605,-0.3364062,-0.4211845,0.0847783
54,-0.15576595,-0.14080775,"('incapable', 'capable')",0.06250946,0.1364328,0.8264135,0.8936929,0.2443857,0.2964393,-0.0520536
64,-0.14961234,-0.25769803,"('shy', 'confident')",-0.22249758,-0.48634622,-6.2224727,-6.2587414,-2.1981942,-2.3342619,0.1360677
78,-0.13538077,-0.16460687,"('nonresilient', 'resilient')",1.5725223,1.4792823,0.34912217,0.37426573,0.5954212,0.5629803,0.0324409
87,-0.07071571,0.1343311,"('unsuccessful', 'successful')",0.54398894,0.70318294,1.0875846,1.1477875,0.5202859,0.6617672,-0.1414813
40,-0.05913224,-0.16921441,"('stingy', 'generous')",0.19223882,0.105442576,-1.8792499,-1.9838953,-0.5820478,-0.6825557,0.1005079
6,0.03407798,0.031207817,"('distant', 'open')",-1.2518746,-1.1847184,-0.460287,-0.6848971,-0.5593612,-0.6128026,0.0534414
83,-0.016058058,-0.0015724525,"('powerless', 'powerful')",0.40432665,0.33569843,-0.872305,-0.84305054,-0.1613455,-0.1696415,0.008296
