,schlumberger_male,schlumberger_female,tuple,ltd_male,ltd_female,average_male,average_female,male-female
24,-1.7022132,-1.7303972,"('dishonest', 'honest')",-0.20671034,-0.21597818,-0.9544618,-0.9731877,0.0187259
1,-1.631701,-1.6641612,"('unfriendly', 'friendly')",1.8859127,1.849395,0.1271058,0.0926169,0.0344889
78,-1.6149955,-1.4648832,"('nonresilient', 'resilient')",0.39898238,0.3329183,-0.6080065,-0.5659825,-0.042024
75,1.6089848,1.4713517,"('meek', 'impulsive')",0.064575866,-0.0062161908,0.8367804,0.7325678,0.1042126
38,-1.5833837,-1.6179606,"('untruthful', 'truthful')",-0.12888347,-0.040575385,-0.8561336,-0.829268,-0.0268656
81,-1.5733968,-1.449329,"('submissive', 'aggressive')",-0.9600395,-0.8178561,-1.2667181,-1.1335926,-0.1331255
32,-1.4232957,-1.3519946,"('unkind', 'kind')",0.46598372,0.46921393,-0.478656,-0.4413903,-0.0372657
56,-1.4028983,-1.1338477,"('impractical', 'practical')",-0.16200995,-0.003365226,-0.7824541,-0.5686065,-0.2138476
45,-1.3964231,-1.1550362,"('incompetent', 'competent')",0.6756344,0.63510704,-0.3603944,-0.2599646,-0.1004298
53,-1.3415399,-0.99676913,"('uncreative', 'creative')",0.7602568,0.86018246,-0.2906415,-0.0682933,-0.2223482
73,1.3354428,1.2425925,"('helpless', 'self-reliant')",-2.3402288,-2.2679598,-0.502393,-0.5126837,0.0102907
9,-1.3266916,-1.3247674,"('unaffectionate', 'caring')",1.0835736,1.1959648,-0.121559,-0.0644013,-0.0571577
61,-1.3254311,-1.3479738,"('illogical', 'logical')",0.03163304,0.036325138,-0.646899,-0.6558244,0.0089254
72,-1.3197105,-1.2509229,"('unambitious', 'ambitious')",0.07889457,0.23699196,-0.6204079,-0.5069655,-0.1134424
7,-1.318353,-1.1017421,"('insensitive', 'sensitive')",0.6664999,0.73135984,-0.3259266,-0.1851912,-0.1407354
30,-1.3141074,-1.0015439,"('intolerant', 'tolerant')",0.457538,0.5893873,-0.4282847,-0.2060783,-0.2222064
85,1.2782313,0.8506316,"('insignificant', 'prestigious')",0.0758926,-0.022644762,0.6770619,0.4139934,0.2630685
88,-1.2665812,-1.3070644,"('low', 'eminent')",0.0393409,0.13018282,-0.6136202,-0.5884408,-0.0251794
49,-1.257789,-0.9795601,"('unable', 'able')",-0.43125564,-0.30250463,-0.8445224,-0.6410323,-0.2034901
41,-1.2529871,-1.1576204,"('unforgiving', 'forgiving')",0.22121376,0.091986455,-0.5158867,-0.532817,0.0169303
34,-1.2435547,-1.2759452,"('mean', 'honorable')",3.9434586,4.0550437,1.349952,1.3895493,-0.0395973
44,1.243094,0.939045,"('prejudiced', 'unprejudiced')",-2.0513568,-2.154429,-0.4041314,-0.607692,0.2035606
70,-1.2065115,-1.0537184,"('lethargic', 'energetic')",0.82602066,0.8842733,-0.1902454,-0.0847226,-0.1055228
14,-1.2014586,-1.0220474,"('antisocial', 'social')",-0.23287465,-0.20595108,-0.7171666,-0.6139992,-0.1031674
76,-1.1964978,-1.015965,"('anxious', 'daring')",-0.18121143,-0.04066514,-0.6888546,-0.5283151,-0.1605395
65,-1.1859483,-1.2058053,"('insecure', 'secure')",-0.2887221,-0.08376363,-0.7373352,-0.6447845,-0.0925507
51,-1.0925827,-0.80769575,"('uneducated', 'educated')",0.1786651,0.21065448,-0.4569588,-0.2985206,-0.1584382
3,-1.0910153,-0.94972694,"('repellent', 'pleasant')",0.3575636,0.28452983,-0.3667259,-0.3325986,-0.0341273
59,1.069053,0.90927815,"('foolish', 'wise')",0.43006974,0.5431905,0.7495614,0.7262343,0.0233271
77,-1.014735,-0.85176945,"('unmotivated', 'motivated')",-0.6066498,-0.6616311,-0.8106924,-0.7567003,-0.0539921
22,-0.9275556,-0.85467714,"('untrustworthy', 'trustworthy')",-0.5252623,-0.6236677,-0.726409,-0.7391725,0.0127635
17,-0.7866499,-0.75741667,"('nasty', 'nice')",-0.58842623,-0.5455333,-0.687538,-0.651475,-0.036063
18,-0.7535314,-0.94961935,"('disagreeable', 'welcoming')",-1.0952792,-1.0694442,-0.9244053,-1.0095317,0.0851264
47,-0.7503177,-0.5749768,"('stupid', 'smart')",4.0322986,4.1370516,1.6409905,1.7810373,-0.1400468
54,-0.6948306,-0.5777115,"('incapable', 'capable')",0.87887806,1.1214056,0.0920237,0.271847,-0.1798233
8,-0.6465309,-0.71914196,"('unaffectionate', 'affectionate')",1.0208198,1.135763,0.1871444,0.2083105,-0.0211661
83,-0.62520564,-0.625433,"('powerless', 'powerful')",-1.2498683,-1.158975,-0.937537,-0.892204,-0.045333
82,-0.5928291,-0.12838435,"('poor', 'rich')",4.6365438,4.9779787,2.0218573,2.4247971,-0.4029398
27,-0.57415754,-0.57884765,"('hardhearted', 'softhearted')",0.36581808,0.2883255,-0.1041697,-0.1452611,0.0410914
15,0.5716863,0.51870316,"('boring', 'funny')",0.52895844,0.548492,0.5503224,0.5335976,0.0167248
74,-0.5706444,-0.2865558,"('undedicated', 'dedicated')",0.6295575,0.71325207,0.0294566,0.2133481,-0.1838915
31,0.5673455,0.51353997,"('evil', 'good')",-0.35275203,-0.41675463,0.1072967,0.0483927,0.058904
71,-0.55701214,-0.73450744,"('diffident', 'self-confident')",0.60907674,0.6431768,0.0260323,-0.0456653,0.0716976
4,0.5122714,0.5486333,"('disliked', 'liked')",-4.3738084,-4.403227,-1.9307685,-1.9272968,-0.0034717
25,0.47262943,0.07111025,"('egoistic', 'altruistic')",0.67173165,0.585431,0.5721805,0.3282706,0.2439099
36,0.47182965,0.23501165,"('hostile', 'amicable')",0.41405344,0.36181304,0.4429415,0.2984124,0.1445291
33,0.4559349,0.21380809,"('wrong', 'right')",-0.12960348,-0.19251245,0.1631657,0.0106478,0.1525179
50,0.45158967,0.45940095,"('clumsy', 'skillful')",-0.34870467,-0.29504964,0.0514425,0.0821757,-0.0307332
67,0.44656315,0.5648495,"('doubtful', 'determined')",-0.84206647,-0.54286426,-0.1977517,0.0109926,-0.2087443
79,0.42249203,0.35966316,"('wavering', 'unwavering')",0.16052943,0.14442584,0.2915107,0.2520445,0.0394662
68,-0.41725364,-0.43138435,"('dependent', 'independent')",-0.8851396,-0.79397696,-0.6511966,-0.6126807,-0.0385159
39,-0.40007168,-0.5968083,"('exploitative', 'cooperative')",-0.10677859,-0.057935,-0.2534251,-0.3273717,0.0739466
52,0.36033612,-0.010032162,"('irrational', 'rational')",-0.47535473,-0.6313316,-0.0575093,-0.3206819,0.2631726
66,0.3572952,0.10597175,"('inactive', 'active')",0.9967501,0.9458506,0.6770226,0.5259112,0.1511114
84,0.34758225,0.2715288,"('inferior', 'superior')",0.5249149,0.56897664,0.4362486,0.4202527,0.0159959
64,-0.3415826,-0.46902478,"('shy', 'confident')",-5.3701644,-5.4158254,-2.8558736,-2.942425,0.0865514
5,0.3198639,0.3522299,"('distant', 'outgoing')",0.087214924,0.25560817,0.2035394,0.303919,-0.1003796
37,-0.3078504,-0.28176144,"('fake', 'genuine')",0.051448394,-0.021708295,-0.128201,-0.1517349,0.0235339
2,0.28491765,0.21360505,"('unlikable', 'likable')",-0.027200945,0.04265336,0.1288584,0.1281292,0.0007292
19,-0.28213802,-0.0054603294,"('inhospitable', 'hospitable')",-0.36609402,-0.045663424,-0.324116,-0.0255619,-0.2985541
26,-0.18015955,-0.18356097,"('hardhearted', 'benevolent')",2.6951709,2.7292416,1.2575057,1.2728403,-0.0153346
80,0.14582708,0.089179054,"('dominated', 'dominating')",-0.48000482,-0.5767618,-0.1670889,-0.2437914,0.0767025
6,0.13958219,0.16880174,"('distant', 'open')",0.3634062,0.54972875,0.2514942,0.3592652,-0.107771
40,0.109882236,0.08955269,"('stingy', 'generous')",-1.3242536,-1.4218785,-0.6071857,-0.6661629,0.0589772
87,0.10198336,-0.2193049,"('unsuccessful', 'successful')",1.4280634,1.3599339,0.7650234,0.5703145,0.1947089
58,-0.090869606,-0.09793729,"('undiscriminating', 'discriminating')",0.8892586,0.79585654,0.3991945,0.3489596,0.0502349
42,-0.06071441,0.064801365,"('unreliable', 'reliable')",-2.6699073,-2.464613,-1.3653109,-1.1999058,-0.1654051
20,0.044118777,0.039604254,"('rough', 'thoughtful')",1.067874,0.9967255,0.5559964,0.5181649,0.0378315
29,-0.0070659574,0.11906382,"('unfair', 'fair')",-0.4454953,-0.5086471,-0.2262806,-0.1947916,-0.031489
16,0.0023496076,-0.083575204,"('unpopular', 'popular')",-0.24817125,-0.29979107,-0.1229108,-0.1916831,0.0687723
