,goldman_male,goldman_female,tuple,sachs_male,sachs_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
1,1.5121045,1.5470951,"('unfriendly', 'friendly')",1.8092896,1.6649582,0.28304943,0.18437587,1.1527804,1.4220605,1.1893059,1.2046224,-0.0153165
3,-1.4830117,-1.6337218,"('repellent', 'pleasant')",-1.8797705,-1.9043552,0.56930494,0.3533185,0.3467614,0.16767718,-0.611679,-0.7542703,0.1425913
12,1.4804715,1.2454344,"('unsupportive', 'supportive')",1.8087683,1.5498174,1.6568122,1.3697532,-1.2659174,-1.2460935,0.9200337,0.7297279,0.1903058
73,1.4487953,1.6164458,"('helpless', 'self-reliant')",1.6692609,1.7814783,0.33089596,0.50352246,-3.8827698,-3.5628643,-0.1084544,0.0846455,-0.1930999
57,-1.4441322,-1.6607134,"('unimaginative', 'imaginative')",-0.9679162,-0.98192495,-0.58906245,-0.7653431,-2.659029,-2.5923913,-1.415035,-1.5000932,0.0850582
35,1.4193581,1.7183464,"('corrupt', 'incorrupt')",1.595911,1.6101563,-0.922755,-0.6880576,-0.90145653,-0.63228965,0.2977644,0.5020388,-0.2042744
0,-1.4063139,-1.494474,"('unsociable', 'sociable')",-0.89035296,-0.8108048,0.31068572,0.3131649,-0.18499754,-0.21273784,-0.5427446,-0.5512129,0.0084683
11,-1.3618876,-1.3158466,"('unhelpful', 'helpful')",-1.1295704,-1.1371813,-0.6028893,-0.49587253,2.4993398,2.5604029,-0.1487519,-0.0971243,-0.0516276
44,-1.3405304,-1.4349875,"('prejudiced', 'unprejudiced')",-1.2526923,-1.5255953,-0.46556386,-0.4882735,-1.6808003,-1.5735536,-1.1848967,-1.2556025,0.0707058
37,-1.3208452,-1.4584026,"('fake', 'genuine')",-0.7135935,-0.8217283,-0.398106,-0.52658933,0.33041713,0.31020808,-0.5255319,-0.624128,0.0985961
14,-1.2858418,-1.1579615,"('antisocial', 'social')",-0.8564377,-0.6315419,1.3670337,1.5033622,-0.634855,-0.65181494,-0.3525252,-0.234489,-0.1180362
13,-1.2444364,-1.2283908,"('impolite', 'polite')",-1.3015987,-1.2950375,0.1212702,0.17672971,0.38411778,0.36204234,-0.5101618,-0.4961641,-0.0139977
48,-1.2321044,-1.4070309,"('unintelligent', 'intelligent')",-1.606912,-1.6317929,-0.6562863,-0.79591125,0.5519287,0.45792657,-0.7358435,-0.8442022,0.1083587
2,1.2272835,1.4363227,"('unlikable', 'likable')",2.0875213,2.0511322,2.1088505,2.4162326,0.48642987,0.8201123,1.4775213,1.6809499,-0.2034286
59,1.1980125,1.4938388,"('foolish', 'wise')",0.96764946,0.9752553,-0.8797398,-0.6178861,0.053090706,0.19900973,0.3347532,0.5125544,-0.1778012
58,1.1359781,1.0910296,"('undiscriminating', 'discriminating')",1.2547872,1.2837957,1.6073632,1.4243675,0.17111641,0.1370121,1.0423112,0.9840512,0.05826
61,1.1284462,0.9129778,"('illogical', 'logical')",0.8301115,0.8803223,0.51782227,0.41312948,0.2574457,0.25712356,0.6834564,0.6158883,0.0675681
28,-1.1205641,-1.0460075,"('disloyal', 'loyal')",-0.6978893,-0.5942217,-0.13038838,-0.075128175,0.767505,0.91214013,-0.2953342,-0.2008043,-0.0945299
30,-1.1110244,-0.9004283,"('intolerant', 'tolerant')",-0.751618,-0.46855855,-0.2873011,-0.06116932,0.80388933,1.0417353,-0.3365136,-0.0971052,-0.2394084
46,-1.0525408,-1.5623244,"('uncompetitive', 'competitive')",-0.9955967,-1.1971833,1.119786,0.8359988,0.016669592,-0.35196373,-0.2279205,-0.5688682,0.3409477
34,1.0349754,0.97522277,"('mean', 'honorable')",1.1925759,1.1492757,0.36193845,0.34060356,6.492185,6.1733003,2.2704186,2.1596005,0.1108181
26,1.0015588,1.3322754,"('hardhearted', 'benevolent')",1.6589205,1.6866502,0.889151,1.0537057,0.93444157,1.280197,1.1210179,1.3382071,-0.2171892
24,-0.9576813,-0.52202415,"('dishonest', 'honest')",-1.033612,-0.84219766,-0.6689293,-0.46904975,0.79527575,1.0251868,-0.4662367,-0.2020212,-0.2642155
40,0.95763576,0.8598868,"('stingy', 'generous')",0.9042004,0.79698306,1.0248408,0.71454436,-1.6400925,-1.6450193,0.3116461,0.1815987,0.1300474
87,0.9016908,0.7749839,"('unsuccessful', 'successful')",1.1845622,1.2129931,1.4726552,1.6294084,1.1428736,0.9827935,1.1754454,1.1500447,0.0254007
78,0.90124345,0.14095797,"('nonresilient', 'resilient')",1.117843,0.7370198,1.8499534,1.3148917,0.9753635,0.44135073,1.2111008,0.658555,0.5525458
62,-0.8984969,-0.94313985,"('incompetent', 'brilliant')",-0.6239803,-0.59923756,0.65152895,0.7343732,0.58274364,0.6429455,-0.0720511,-0.0412647,-0.0307864
63,0.8898308,0.57028973,"('unperceptive', 'insightful')",0.8850475,0.74463695,1.7330405,1.5324436,1.7626737,1.439628,1.3176482,1.0717496,0.2458986
80,-0.84913635,-1.0284992,"('dominated', 'dominating')",-0.9980025,-0.9774689,1.5076045,1.3758727,-0.28724968,-0.6911059,-0.156696,-0.3303003,0.1736043
51,-0.8095125,-0.9829024,"('uneducated', 'educated')",-0.2664445,-0.24458414,1.0858831,1.0140386,1.503121,1.3151692,0.3782618,0.2754303,0.1028315
54,0.80581236,0.82873434,"('incapable', 'capable')",1.3293058,1.1269054,0.6767862,0.65523106,0.9734264,0.9815467,0.9463326,0.8981044,0.0482282
31,0.7563515,0.8891938,"('evil', 'good')",0.955911,0.8669184,-0.9126327,-0.98402864,-1.8993677,-1.7748784,-0.2749345,-0.2506987,-0.0242358
86,-0.7084999,-1.003055,"('uninfluential', 'influential')",-0.12369855,-0.13479447,0.4107122,0.09105611,0.3736759,0.12655589,-0.0119526,-0.2300594,0.2181068
21,-0.70439696,-0.92222846,"('immoral', 'moral')",-0.6174455,-0.5582186,0.33593714,0.25712872,-0.65281075,-0.89278704,-0.409679,-0.5290263,0.1193473
72,0.6958591,0.51935875,"('unambitious', 'ambitious')",0.17149353,0.23965448,0.6522842,0.63206106,-0.7101526,-0.48535067,0.2023711,0.2264309,-0.0240598
68,-0.69421506,-0.92188215,"('dependent', 'independent')",-1.191588,-1.1780995,0.04092936,-0.14142539,-0.28107196,-0.52715665,-0.5314865,-0.6921409,0.1606544
8,0.68764335,0.96417826,"('unaffectionate', 'affectionate')",1.5745051,1.4666245,-0.3000043,-0.23432952,-0.118385464,0.15464738,0.4609397,0.5877802,-0.1268405
43,-0.67124677,-0.6840501,"('irresponsible', 'responsible')",-0.21481594,-0.28949505,0.662508,0.7071336,0.9236503,1.1157122,0.1750239,0.2123252,-0.0373013
38,0.671198,0.744267,"('untruthful', 'truthful')",0.57701576,0.60251707,-0.15447396,-0.0700731,0.31945685,0.48759845,0.3532991,0.4410774,-0.0877783
7,-0.6264715,-0.7437631,"('insensitive', 'sensitive')",-0.52956545,-0.62901247,0.2568398,0.052894633,1.1568546,0.92967606,0.0644144,-0.0975512,0.1619656
84,0.61600745,0.85194004,"('inferior', 'superior')",0.3426347,0.5014382,0.33542714,0.29180232,0.9367066,0.9430089,0.557694,0.6470474,-0.0893534
42,0.6152135,0.542903,"('unreliable', 'reliable')",0.4404664,0.38396463,1.6040151,1.5462668,-2.5728302,-2.5159516,0.0217162,-0.0107043,0.0324205
74,0.6141761,0.6267426,"('undedicated', 'dedicated')",0.14997262,0.3025002,1.2191507,1.2380222,0.44609648,0.5102078,0.607349,0.6693681,-0.0620191
4,0.58138365,0.68499607,"('disliked', 'liked')",1.1444838,1.1282911,0.4202311,0.39765126,-6.6886473,-6.2522564,-1.1356372,-1.0103295,-0.1253077
20,0.5673929,0.3022087,"('rough', 'thoughtful')",0.4497462,0.39042178,1.5678917,1.5270128,1.0983732,1.0556602,0.920851,0.8188259,0.1020251
32,-0.5538008,-0.5188023,"('unkind', 'kind')",-0.3549335,-0.41486415,0.30573702,0.35093445,1.03783,1.1554384,0.1087082,0.1431766,-0.0344684
77,-0.5190745,-0.89628446,"('unmotivated', 'motivated')",-0.3428228,-0.64750206,0.8242181,0.41935006,-0.61636335,-0.89200205,-0.1635106,-0.5041096,0.340599
75,0.50532585,0.858092,"('meek', 'impulsive')",0.77943796,0.7864752,-0.59399986,-0.47307616,-0.47242436,-0.3589841,0.0545849,0.2031268,-0.1485419
50,0.47896552,0.25777394,"('clumsy', 'skillful')",0.2677995,0.053928815,0.3209779,0.35488242,0.4952448,0.3251064,0.390747,0.2479229,0.1428241
53,0.46913353,0.2956118,"('uncreative', 'creative')",0.5110603,0.39976096,0.40085736,0.30509907,0.9727048,1.0880558,0.588439,0.5221319,0.0663071
29,0.46652004,0.6366625,"('unfair', 'fair')",-0.16811293,-0.07888518,0.11684936,0.11923549,-0.8708011,-0.69038904,-0.1138862,-0.0033441,-0.1105421
23,-0.45595783,-0.5870572,"('insincere', 'sincere')",-0.6221113,-0.62742704,-0.16563606,-0.1372441,6.4515185,6.228039,1.3019533,1.2190776,0.0828757
88,-0.4154488,-0.2234161,"('low', 'eminent')",-0.6299789,-0.4626216,-1.6579511,-1.4151188,0.17780593,0.40077123,-0.6313932,-0.4250963,-0.2062969
18,-0.41397795,-0.3169458,"('disagreeable', 'welcoming')",0.5096441,0.48183906,-0.40521502,-0.36294848,-0.87826765,-0.7140736,-0.2969541,-0.2280322,-0.0689219
27,-0.39299273,-0.45665282,"('hardhearted', 'softhearted')",0.2123009,-0.0404641,-0.33450556,-0.5770615,1.2721158,1.1730206,0.1892296,0.0247105,0.1645191
19,0.38912505,0.49540085,"('inhospitable', 'hospitable')",0.6149332,0.7049064,-1.2584882,-0.9821188,-0.3620671,-0.099373154,-0.1541243,0.0297038,-0.1838281
47,-0.3825543,-0.2852208,"('stupid', 'smart')",0.33952707,0.44368795,0.079816684,0.25333264,5.632131,5.253278,1.4172301,1.4162694,0.0009607
49,-0.35231426,-0.6053381,"('unable', 'able')",-0.14472541,-0.23281,-0.3868094,-0.31691158,-0.034319863,-0.2312557,-0.2295422,-0.3465788,0.1170366
16,0.2929718,0.2498508,"('unpopular', 'popular')",0.39163163,0.24835743,-0.28450274,-0.28955942,0.4075107,0.21885268,0.2019029,0.1068754,0.0950275
25,0.2897368,0.25777274,"('egoistic', 'altruistic')",1.3988152,1.189122,-0.119800955,-0.162186,0.9756383,1.0026486,0.6360973,0.5718393,0.064258
56,-0.19579703,-0.26905435,"('impractical', 'practical')",-0.69666076,-0.47113895,0.7460511,0.84489834,0.43471435,0.5411596,0.0720769,0.1614662,-0.0893893
41,0.1869875,0.37946013,"('unforgiving', 'forgiving')",0.29077336,0.37457365,0.8767727,0.92181885,-0.06384269,0.0934367,0.3226727,0.4423223,-0.1196496
15,0.11603784,0.5544982,"('boring', 'funny')",0.9745444,1.150892,-1.152808,-0.9129047,0.07287441,0.22900784,0.0026622,0.2553734,-0.2527112
39,0.106588386,0.15672356,"('exploitative', 'cooperative')",-0.22352768,-0.25101635,1.2416064,1.2973194,-0.21069944,-0.09520568,0.2284919,0.2769552,-0.0484633
17,0.07875274,0.09693625,"('nasty', 'nice')",-0.16397819,-0.20205915,-1.1759315,-0.9965979,-0.65879273,-0.56194896,-0.4799874,-0.4159175,-0.0640699
67,0.0442007,0.46065286,"('doubtful', 'determined')",-0.6650616,-0.47724596,0.6409704,0.88478565,-0.5825957,-0.4421653,-0.1406215,0.1065068,-0.2471283
64,0.031706866,0.026955768,"('shy', 'confident')",-0.25305188,-0.30626768,1.5973783,1.3315,-6.27528,-6.0315146,-1.2248117,-1.2448316,0.0200199
