,tegna_male,tegna_female,tuple,inc_male,inc_female,average_male,average_female,male-female
65,0.82812655,0.85677254,"('insecure', 'secure')",-0.5664587,-0.5185842,0.1308339,0.1690942,-0.0382603
42,0.7992455,0.98355997,"('unreliable', 'reliable')",-2.749508,-2.8183086,-0.9751312,-0.9173743,-0.0577569
21,0.7720394,0.7869031,"('immoral', 'moral')",-0.31250593,-0.49104834,0.2297667,0.1479274,0.0818393
0,-0.7550597,-0.48684102,"('unsociable', 'sociable')",-0.48647872,-0.47374105,-0.6207692,-0.480291,-0.1404782
62,0.74700713,1.0091513,"('incompetent', 'brilliant')",0.447393,0.57316387,0.5972,0.7911576,-0.1939576
17,-0.70108694,-0.4851439,"('nasty', 'nice')",-0.63270926,-0.59815663,-0.6668981,-0.5416503,-0.1252478
67,0.6915269,0.8269138,"('doubtful', 'determined')",0.030013582,-0.00046525896,0.3607702,0.4132243,-0.0524541
38,-0.6849482,-0.534308,"('untruthful', 'truthful')",-0.15705329,-0.0032271892,-0.4210007,-0.2687676,-0.1522331
14,0.67133296,0.57674915,"('antisocial', 'social')",-0.2616233,-0.5134272,0.2048548,0.031661,0.1731938
73,0.65299034,0.8189427,"('helpless', 'self-reliant')",-2.670548,-2.59188,-1.0087788,-0.8864686,-0.1223102
80,0.6380929,0.6941216,"('dominated', 'dominating')",-1.2025443,-1.4464074,-0.2822257,-0.3761429,0.0939172
78,-0.58932716,-0.8227988,"('nonresilient', 'resilient')",0.31808797,0.24976414,-0.1356196,-0.2865173,0.1508977
64,0.5810617,0.6236577,"('shy', 'confident')",-6.443059,-6.4383526,-2.9309986,-2.9073474,-0.0236512
50,0.5794968,0.3242593,"('clumsy', 'skillful')",0.3238302,0.39767435,0.4516635,0.3609668,0.0906967
27,-0.56990397,-0.2853727,"('hardhearted', 'softhearted')",1.3397291,1.4220904,0.3849126,0.5683588,-0.1834462
43,0.56491303,0.6161981,"('irresponsible', 'responsible')",0.70562154,0.7591239,0.6352673,0.6876611,-0.0523938
63,-0.5494488,-0.36098334,"('unperceptive', 'insightful')",0.9008717,0.95966834,0.1757115,0.2993425,-0.123631
54,-0.54674023,-0.42149323,"('incapable', 'capable')",1.0441773,1.2171729,0.2487185,0.3978398,-0.1491213
71,-0.54218596,-0.62757283,"('diffident', 'self-confident')",0.23891744,0.18625829,-0.1516343,-0.2206573,0.069023
55,0.51902944,0.65479875,"('incompetent', 'clever')",0.3415731,0.16962613,0.4303012,0.4122124,0.0180888
46,0.49233976,0.27716345,"('uncompetitive', 'competitive')",-0.37770304,-0.6556795,0.0573184,-0.189258,0.2465764
56,0.49068934,0.71532583,"('impractical', 'practical')",0.17173505,0.0023852158,0.3312122,0.3588555,-0.0276433
28,-0.48602992,-0.53685266,"('disloyal', 'loyal')",0.5724283,0.5533971,0.0431992,0.0082722,0.034927
11,-0.44182593,-0.2877464,"('unhelpful', 'helpful')",1.5600715,1.5876851,0.5591228,0.6499693,-0.0908465
25,-0.43343833,-0.6246919,"('egoistic', 'altruistic')",1.2385172,1.4136361,0.4025394,0.3944721,0.0080673
59,0.42264128,0.19921401,"('foolish', 'wise')",0.357873,0.42636704,0.3902571,0.3127905,0.0774666
69,0.41489026,0.34109154,"('lazy', 'industrious')",-0.21180956,-0.17373958,0.1015403,0.083676,0.0178643
70,0.39966014,0.63821465,"('lethargic', 'energetic')",0.68911123,0.68373674,0.5443857,0.6609757,-0.11659
4,-0.39020035,-0.4411103,"('disliked', 'liked')",-6.399229,-6.566954,-3.3947146,-3.5040321,0.1093175
61,-0.38825813,-0.2676294,"('illogical', 'logical')",0.07680486,0.028096322,-0.1557266,-0.1197665,-0.0359601
88,-0.3554963,-0.50905824,"('low', 'eminent')",0.26371825,0.21938793,-0.045889,-0.1448351,0.0989461
40,0.35200658,0.647772,"('stingy', 'generous')",-1.5401335,-1.5186999,-0.5940635,-0.4354639,-0.1585996
10,-0.32737336,0.24113925,"('unsympathetic', 'sympathetic')",-0.26634178,-0.22526363,-0.2968576,0.0079378,-0.3047954
41,0.29172546,0.3118307,"('unforgiving', 'forgiving')",-0.05691955,-0.16035876,0.117403,0.075736,0.041667
13,-0.2880101,0.20592165,"('impolite', 'polite')",-0.5094275,-0.4805593,-0.3987188,-0.1373188,-0.2614
85,-0.2839017,-0.57498187,"('insignificant', 'prestigious')",0.3825431,0.39543602,0.0493207,-0.0897729,0.1390936
15,-0.27254787,-0.33989304,"('boring', 'funny')",0.57362974,0.44238204,0.1505409,0.0512445,0.0992964
37,0.27247167,0.6641347,"('fake', 'genuine')",0.46456173,0.580034,0.3685167,0.6220844,-0.2535677
81,0.26749352,0.5529595,"('submissive', 'aggressive')",-0.56247795,-0.7180307,-0.1474922,-0.0825356,-0.0649566
23,-0.25625595,-0.24403441,"('insincere', 'sincere')",5.275351,5.3350487,2.5095475,2.5455072,-0.0359597
22,0.25434,0.34242493,"('untrustworthy', 'trustworthy')",-1.0694427,-0.9695655,-0.4075514,-0.3135703,-0.0939811
77,-0.24423496,-0.33053896,"('unmotivated', 'motivated')",-0.9186718,-0.9538968,-0.5814534,-0.6422179,0.0607645
12,-0.23755229,0.069437504,"('unsupportive', 'supportive')",-1.6746746,-1.626055,-0.9561135,-0.7783087,-0.1778048
18,0.2265784,-0.0050996207,"('disagreeable', 'welcoming')",-0.5423295,-0.54990005,-0.1578755,-0.2774998,0.1196243
20,0.21877137,0.48494774,"('rough', 'thoughtful')",1.2794733,1.3480486,0.7491223,0.9164982,-0.1673759
52,-0.2185938,-0.33251005,"('irrational', 'rational')",-0.07772031,-0.07395674,-0.1481571,-0.2032334,0.0550763
82,0.20076907,-0.11467663,"('poor', 'rich')",5.777456,5.819976,2.9891124,2.8526497,0.1364627
74,0.18810645,0.32276398,"('undedicated', 'dedicated')",0.022153847,0.023484824,0.1051302,0.1731244,-0.0679942
24,0.17790842,0.55315936,"('dishonest', 'honest')",0.44528663,0.764121,0.3115975,0.6586401,-0.3470426
75,-0.17593825,-0.25930095,"('meek', 'impulsive')",-0.44924694,-0.35095167,-0.3125926,-0.3051263,-0.0074663
58,-0.16142488,0.014392693,"('undiscriminating', 'discriminating')",0.14099938,0.033449005,-0.0102127,0.0239208,-0.0341335
26,-0.15917897,-0.15761685,"('hardhearted', 'benevolent')",1.653385,1.7995762,0.747103,0.8209797,-0.0738767
49,-0.14305274,-0.3215837,"('unable', 'able')",-0.25434303,-0.3527898,-0.1986979,-0.3371868,0.1384889
34,-0.13414702,0.027171016,"('mean', 'honorable')",5.63163,5.6672153,2.7487414,2.8471932,-0.0984518
48,-0.1155242,-0.046237085,"('unintelligent', 'intelligent')",0.8671115,0.8988139,0.3757936,0.4262884,-0.0504948
87,0.10526349,0.07939616,"('unsuccessful', 'successful')",0.82968056,0.61964893,0.467472,0.3495225,0.1179495
29,-0.087372765,-0.015462134,"('unfair', 'fair')",-0.5966362,-0.48876327,-0.3420045,-0.2521127,-0.0898918
33,0.06935287,0.33134466,"('wrong', 'right')",-0.3039983,-0.207378,-0.1173227,0.0619833,-0.179306
83,-0.06696952,0.107825726,"('powerless', 'powerful')",-0.74393433,-0.76569194,-0.4054519,-0.3289331,-0.0765188
3,0.06057241,0.01920749,"('repellent', 'pleasant')",0.1236327,0.044546727,0.0921026,0.0318771,0.0602255
7,-0.050574075,0.09855889,"('insensitive', 'sensitive')",0.5792766,0.55610913,0.2643513,0.327334,-0.0629827
72,-0.032977473,0.17167838,"('unambitious', 'ambitious')",-0.6240853,-0.4361163,-0.3285314,-0.132219,-0.1963124
47,0.032368027,0.18201424,"('stupid', 'smart')",5.0261626,5.213072,2.5292654,2.6975431,-0.1682777
16,-0.030256286,-0.3570819,"('unpopular', 'popular')",0.61758995,0.38128042,0.2936668,0.0120993,0.2815675
32,-0.010320321,0.19544421,"('unkind', 'kind')",0.505923,0.74517626,0.2478013,0.4703102,-0.2225089
45,0.008103348,0.12793402,"('incompetent', 'competent')",-0.12102046,-0.15924507,-0.0564586,-0.0156555,-0.0408031
