,ameren_male,ameren_female,tuple,corp_male,corp_female,average_male,average_female,male-female
22,-0.9384219,-0.6973187,"('untrustworthy', 'trustworthy')",-1.3369855,-1.3083261,-1.1377037,-1.0028224,-0.1348813
31,-0.9268366,-1.063567,"('evil', 'good')",-1.2438262,-1.4667222,-1.0853314,-1.2651446,0.1798132
71,-0.9024005,-0.9915978,"('diffident', 'self-confident')",0.036352683,-0.19904318,-0.4330239,-0.5953205,0.1622966
61,-0.9015425,-0.67470545,"('illogical', 'logical')",0.23000805,0.22497362,-0.3357672,-0.2248659,-0.1109013
83,-0.8415656,-0.6819,"('powerless', 'powerful')",-0.9230639,-0.8815981,-0.8823147,-0.7817491,-0.1005656
38,-0.8381925,-0.8203596,"('untruthful', 'truthful')",-0.0066905543,-0.17961164,-0.4224415,-0.4999856,0.0775441
32,-0.806354,-0.5216342,"('unkind', 'kind')",0.5732567,0.77812743,-0.1165487,0.1282466,-0.2447953
58,-0.79035395,-0.8243519,"('undiscriminating', 'discriminating')",0.30658007,0.22289813,-0.2418869,-0.3007269,0.05884
23,-0.7889999,-0.93822086,"('insincere', 'sincere')",5.8548746,5.337495,2.5329373,2.1996369,0.3333004
28,-0.7731801,-0.74840075,"('disloyal', 'loyal')",1.0390203,0.965751,0.1329201,0.1086751,0.024245
25,-0.73060167,-0.573528,"('egoistic', 'altruistic')",0.5929016,0.64869773,-0.06885,0.0375849,-0.1064349
14,-0.72921103,-0.33137673,"('antisocial', 'social')",-0.44908255,0.09831083,-0.5891468,-0.116533,-0.4726138
63,-0.70571005,-0.86394024,"('unperceptive', 'insightful')",0.7244899,0.41982013,0.0093899,-0.2220601,0.23145
74,-0.7042226,-0.6580168,"('undedicated', 'dedicated')",-0.6188068,-0.42532647,-0.6615147,-0.5416716,-0.1198431
12,-0.69275296,-0.73967344,"('unsupportive', 'supportive')",-1.9947505,-2.0065174,-1.3437517,-1.3730954,0.0293437
48,0.67516005,-0.033412233,"('unintelligent', 'intelligent')",1.2638959,0.99269915,0.969528,0.4796435,0.4898845
26,-0.65388674,-0.67606753,"('hardhearted', 'benevolent')",1.2330037,1.4208473,0.2895585,0.3723899,-0.0828314
69,0.6111928,0.57344836,"('lazy', 'industrious')",-0.951162,-1.1378335,-0.1699846,-0.2821926,0.112208
29,-0.5992198,-0.62101316,"('unfair', 'fair')",-0.53476894,-0.61134374,-0.5669944,-0.6161785,0.0491841
7,-0.58320135,-0.5137033,"('insensitive', 'sensitive')",0.2760289,0.20425873,-0.1535862,-0.1547223,0.0011361
3,-0.5752885,-0.5711049,"('repellent', 'pleasant')",0.79516643,0.95987195,0.109939,0.1943835,-0.0844445
55,-0.57372403,-0.4760901,"('incompetent', 'clever')",0.24238268,0.48052955,-0.1656707,0.0022197,-0.1678904
36,-0.5372265,-0.4838336,"('hostile', 'amicable')",-0.36239943,-0.6246202,-0.4498129,-0.5542269,0.104414
56,-0.53587043,-0.23527735,"('impractical', 'practical')",-0.2206491,0.15173097,-0.3782598,-0.0417732,-0.3364866
88,-0.5237288,-0.5269845,"('low', 'eminent')",-0.38228932,-0.20348826,-0.4530091,-0.3652364,-0.0877727
11,-0.47066787,-0.3056875,"('unhelpful', 'helpful')",2.0104,1.9929531,0.7698661,0.8436328,-0.0737667
47,-0.461461,-0.09291971,"('stupid', 'smart')",5.0176067,4.7778144,2.2780728,2.3424473,-0.0643745
85,-0.43658808,-0.33496282,"('insignificant', 'prestigious')",-0.6028693,-0.7384776,-0.5197287,-0.5367202,0.0169915
49,0.43553776,0.06541538,"('unable', 'able')",0.15695801,-0.0016626846,0.2962479,0.0318763,0.2643716
16,-0.42212784,-0.5235633,"('unpopular', 'popular')",0.3918227,0.23217683,-0.0151526,-0.1456932,0.1305406
44,0.3792215,0.41942972,"('prejudiced', 'unprejudiced')",-1.6167626,-1.4108648,-0.6187706,-0.4957176,-0.123053
35,0.37522253,0.30067292,"('corrupt', 'incorrupt')",-0.8036446,-1.1057872,-0.214211,-0.4025571,0.1883461
80,0.3617267,0.3678586,"('dominated', 'dominating')",-0.9625506,-0.8309042,-0.3004119,-0.2315228,-0.0688891
40,0.34908053,0.10511382,"('stingy', 'generous')",-2.0761163,-2.0931993,-0.8635179,-0.9940427,0.1305248
13,-0.3445017,-0.069386855,"('impolite', 'polite')",-0.58266866,-0.40201756,-0.4635852,-0.2357022,-0.227883
41,-0.34366345,-0.26434907,"('unforgiving', 'forgiving')",-0.1815519,-0.13832684,-0.2626077,-0.201338,-0.0612697
20,0.3408807,0.1481489,"('rough', 'thoughtful')",0.6840451,0.59196126,0.5124629,0.3700551,0.1424078
72,-0.31870288,-0.24745321,"('unambitious', 'ambitious')",-0.36832184,-0.61992824,-0.3435124,-0.4336907,0.0901783
27,-0.31472647,-0.42001012,"('hardhearted', 'softhearted')",0.93444,0.55055,0.3098568,0.0652699,0.2445869
60,0.30005574,0.3381763,"('inefficient', 'efficient')",0.3297292,0.5457686,0.3148925,0.4419725,-0.12708
18,-0.29474503,-0.32799345,"('disagreeable', 'welcoming')",-0.7953804,-0.78460217,-0.5450627,-0.5562978,0.0112351
59,0.28000027,0.11060844,"('foolish', 'wise')",0.015787503,-0.4740343,0.1478939,-0.1817129,0.3296068
76,0.25746956,0.40481347,"('anxious', 'daring')",-0.100068465,0.17963295,0.0787005,0.2922232,-0.2135227
75,0.24457584,0.39301357,"('meek', 'impulsive')",-0.74125963,-0.6373821,-0.2483419,-0.1221843,-0.1261576
81,0.22612599,0.6193019,"('submissive', 'aggressive')",-0.3038478,0.17235202,-0.0388609,0.395827,-0.4346879
21,-0.21869153,-0.0025396477,"('immoral', 'moral')",-0.3884109,-0.1260043,-0.3035512,-0.064272,-0.2392792
51,-0.2153723,-0.23385972,"('uneducated', 'educated')",0.5641295,0.52542716,0.1743786,0.1457837,0.0285949
50,0.21131495,-0.05300069,"('clumsy', 'skillful')",0.044517934,-0.23986593,0.1279164,-0.1464333,0.2743497
67,-0.19085523,0.09133375,"('doubtful', 'determined')",-0.40009695,-0.16593732,-0.2954761,-0.0373018,-0.2581743
78,-0.18639556,-0.48389208,"('nonresilient', 'resilient')",0.30222633,0.15625073,0.0579154,-0.1638207,0.2217361
82,-0.17947085,-0.0980263,"('poor', 'rich')",6.5327177,6.359378,3.1766233,3.1306758,0.0459475
65,-0.17911619,0.09824674,"('insecure', 'secure')",-0.39058435,-0.051678836,-0.2848503,0.023284,-0.3081343
87,-0.1714322,0.071143575,"('unsuccessful', 'successful')",0.6421937,0.48205498,0.2353807,0.2765993,-0.0412186
39,-0.16186512,-0.017357416,"('exploitative', 'cooperative')",-0.12663215,-0.017878804,-0.1442486,-0.0176181,-0.1266305
34,0.15319292,0.20690164,"('mean', 'honorable')",5.8534284,5.662498,3.0033107,2.9346998,0.0686109
42,-0.15107849,0.17838615,"('unreliable', 'reliable')",-3.4779477,-2.9585354,-1.8145131,-1.3900746,-0.4244385
30,0.12688684,0.36016095,"('intolerant', 'tolerant')",0.912088,1.1818027,0.5194874,0.7709818,-0.2514944
17,0.102731556,0.13613,"('nasty', 'nice')",-0.61880744,-0.7137466,-0.2580379,-0.2888083,0.0307704
4,0.0904086,-0.02414636,"('disliked', 'liked')",-6.6812305,-6.319667,-3.2954109,-3.1719067,-0.1235042
2,-0.07329882,0.39451563,"('unlikable', 'likable')",0.2508633,0.67395496,0.0887823,0.5342353,-0.445453
37,0.068226725,0.052933887,"('fake', 'genuine')",0.2527238,-0.045219984,0.1604753,0.003857,0.1566183
62,0.064745024,-0.00751839,"('incompetent', 'brilliant')",0.75665945,0.7699146,0.4107022,0.3811981,0.0295041
68,0.060200687,-0.12733588,"('dependent', 'independent')",-0.4202784,-0.5685418,-0.1800389,-0.3479388,0.1678999
33,-0.042160004,0.20086199,"('wrong', 'right')",-0.9976511,-1.256224,-0.5199056,-0.527681,0.0077754
64,0.02158058,0.07568323,"('shy', 'confident')",-6.2920923,-5.8249693,-3.1352558,-2.8746431,-0.2606127
52,-0.013216972,-0.19465113,"('irrational', 'rational')",0.029930174,-0.40966606,0.0083566,-0.3021586,0.3105152
15,0.011754099,-0.039507266,"('boring', 'funny')",0.12768741,0.03515467,0.0697208,-0.0021763,0.0718971
84,-0.005274169,0.13135721,"('inferior', 'superior')",1.2026317,1.211178,0.5986788,0.6712676,-0.0725888
