,raytheon_male,raytheon_female,tuple,co_male,co_female,average_male,average_female,male-female
46,-1.3971163,-1.4089979,"('uncompetitive', 'competitive')",-0.6955693,-0.8609504,-1.0463428,-1.1349741,0.0886313
60,-1.3303111,-1.348326,"('inefficient', 'efficient')",0.55839497,0.34290376,-0.385958,-0.5027111,0.1167531
14,-1.3180513,-1.27583,"('antisocial', 'social')",-0.23941433,-0.13622552,-0.7787328,-0.7060277,-0.0727051
3,-1.3115575,-1.2623007,"('repellent', 'pleasant')",0.4814356,0.52754647,-0.415061,-0.3673771,-0.0476839
57,-1.3085053,-1.3536533,"('unimaginative', 'imaginative')",-3.2241,-3.1844046,-2.2663026,-2.2690289,0.0027263
21,-1.3038099,-1.2533762,"('immoral', 'moral')",-0.61710745,-0.73771584,-0.9604586,-0.995546,0.0350874
11,-1.282007,-1.3023906,"('unhelpful', 'helpful')",2.1236084,1.918748,0.4208007,0.3081787,0.112622
56,-1.2783704,-1.2738719,"('impractical', 'practical')",0.14616396,0.011793479,-0.5661032,-0.6310392,0.064936
75,1.2550359,1.3111336,"('meek', 'impulsive')",-0.60783815,-0.4891625,0.3235989,0.4109856,-0.0873867
51,-1.2436568,-1.3046362,"('uneducated', 'educated')",0.681854,0.48345345,-0.2809014,-0.4105914,0.12969
73,1.1906687,1.1970114,"('helpless', 'self-reliant')",-2.9259276,-2.9015636,-0.8676295,-0.8522761,-0.0153534
81,-1.1839352,-1.2136937,"('submissive', 'aggressive')",-0.50895274,-0.66755533,-0.846444,-0.9406245,0.0941805
7,-1.1755689,-1.1240574,"('insensitive', 'sensitive')",0.041949987,0.07803503,-0.5668095,-0.5230112,-0.0437983
28,-1.1723795,-1.2958086,"('disloyal', 'loyal')",0.84509027,0.70989966,-0.1636446,-0.2929544,0.1293098
76,-1.1412901,-1.0978013,"('anxious', 'daring')",0.058854695,0.054023765,-0.5412177,-0.5218888,-0.0193289
41,-1.1404845,-1.2305044,"('unforgiving', 'forgiving')",0.2413631,0.09429604,-0.4495607,-0.5681041,0.1185434
38,-1.1300411,-1.0210419,"('untruthful', 'truthful')",-0.11918287,-0.08615843,-0.624612,-0.5536001,-0.0710119
65,-1.1033012,-1.0842513,"('insecure', 'secure')",0.48063016,0.38571903,-0.3113355,-0.3492661,0.0379306
2,1.0354201,0.9881505,"('unlikable', 'likable')",1.1184268,1.0587945,1.0769234,1.0234725,0.0534509
33,1.0076611,1.0188994,"('wrong', 'right')",-1.0952615,-1.1066678,-0.0438002,-0.0438842,8.4e-05
4,0.90308535,0.8070345,"('disliked', 'liked')",-6.5428042,-6.577681,-2.8198595,-2.8853233,0.0654638
26,0.88063705,0.88745016,"('hardhearted', 'benevolent')",1.410557,1.4950997,1.145597,1.1912749,-0.0456779
71,0.8550869,0.85948634,"('diffident', 'self-confident')",0.22244397,0.26812506,0.5387654,0.5638057,-0.0250403
74,-0.85044914,-0.9208781,"('undedicated', 'dedicated')",0.15511963,0.25385267,-0.3476648,-0.3335127,-0.0141521
16,0.8356925,0.7222193,"('unpopular', 'popular')",-0.098285526,-0.1959353,0.3687035,0.263142,0.1055615
27,-0.81734633,-0.7245277,"('hardhearted', 'softhearted')",0.7132708,0.78539145,-0.0520378,0.0304319,-0.0824697
59,0.81576675,0.9026994,"('foolish', 'wise')",-0.19077553,-0.06503317,0.3124956,0.4188331,-0.1063375
82,-0.80839884,-0.9000685,"('poor', 'rich')",5.563956,5.444414,2.3777785,2.2721729,0.1056056
62,-0.7717689,-0.7000087,"('incompetent', 'brilliant')",0.38753805,0.3648636,-0.1921154,-0.1675725,-0.0245429
42,-0.70667875,-0.67710984,"('unreliable', 'reliable')",-2.827904,-2.815053,-1.7672913,-1.7460814,-0.0212099
79,0.69145143,0.6036794,"('wavering', 'unwavering')",-0.83455133,-0.7796031,-0.07155,-0.0879619,0.0164119
68,-0.6880072,-0.69308364,"('dependent', 'independent')",-1.6339911,-1.5446669,-1.1609992,-1.1188753,-0.0421239
29,-0.67475134,-0.55916524,"('unfair', 'fair')",-0.80548584,-0.6898401,-0.7401186,-0.6245027,-0.1156159
32,-0.6581498,-0.65386283,"('unkind', 'kind')",1.1372931,1.0084527,0.2395717,0.1772949,0.0622768
5,0.6154354,0.61927897,"('distant', 'outgoing')",-1.0030841,-0.7730593,-0.1938243,-0.0768902,-0.1169341
52,0.60964024,0.4383844,"('irrational', 'rational')",-0.2889956,-0.22534846,0.1603223,0.106518,0.0538043
80,-0.60802746,-0.4268442,"('dominated', 'dominating')",-0.32533178,-0.38290182,-0.4666796,-0.404873,-0.0618066
47,-0.57821304,-0.42517543,"('stupid', 'smart')",5.0475936,5.1931934,2.2346902,2.3840089,-0.1493187
12,-0.5710409,-0.6358773,"('unsupportive', 'supportive')",-2.0018306,-2.0303378,-1.2864357,-1.3331076,0.0466719
50,0.5642081,0.42259791,"('clumsy', 'skillful')",-0.33193007,-0.450801,0.116139,-0.0141015,0.1302405
15,0.55004853,0.49769947,"('boring', 'funny')",0.5267693,0.57502335,0.5384089,0.5363614,0.0020475
72,-0.5411644,-0.5384382,"('unambitious', 'ambitious')",-0.4188489,-0.34889334,-0.4800066,-0.4436658,-0.0363408
34,-0.5142199,-0.5258428,"('mean', 'honorable')",5.196108,5.2369566,2.3409441,2.355557,-0.0146129
88,0.50657725,0.47050714,"('low', 'eminent')",-0.49036375,-0.5871518,0.0081068,-0.0583223,0.0664291
83,0.471002,0.53706706,"('powerless', 'powerful')",-1.1505271,-1.0442164,-0.3397626,-0.2535747,-0.0861879
48,-0.4092387,-0.4661678,"('unintelligent', 'intelligent')",0.2408581,0.07344617,-0.0841903,-0.1963608,0.1121705
37,-0.3970071,-0.33010882,"('fake', 'genuine')",0.2489554,0.36001888,-0.0740259,0.014955,-0.0889809
6,0.3749618,0.39034265,"('distant', 'open')",-0.83099157,-0.5078605,-0.2280149,-0.0587589,-0.169256
66,0.35392773,0.35220486,"('inactive', 'active')",0.035929695,0.28168035,0.1949287,0.3169426,-0.1220139
44,0.35377723,0.5080777,"('prejudiced', 'unprejudiced')",-0.994785,-0.9207316,-0.3205039,-0.206327,-0.1141769
87,0.27382326,0.3576421,"('unsuccessful', 'successful')",0.2877767,0.2904815,0.2808,0.3240618,-0.0432618
77,-0.24556866,-0.3389452,"('unmotivated', 'motivated')",-0.9521149,-1.1177827,-0.5988418,-0.728364,0.1295222
1,0.24467853,0.13213232,"('unfriendly', 'friendly')",1.1032408,1.1787161,0.6739597,0.6554242,0.0185355
61,-0.22228664,-0.14625414,"('illogical', 'logical')",-0.102871135,-0.07805211,-0.1625789,-0.1121531,-0.0504258
39,-0.1963758,-0.07014368,"('exploitative', 'cooperative')",0.88580143,0.99677944,0.3447128,0.4633179,-0.1186051
19,0.19045301,0.14761424,"('inhospitable', 'hospitable')",-0.49150464,-0.43427444,-0.1505258,-0.1433301,-0.0071957
40,-0.19009118,-0.22015348,"('stingy', 'generous')",-2.139456,-2.1301372,-1.1647736,-1.1751454,0.0103718
54,0.180974,0.18130513,"('incapable', 'capable')",0.63381577,0.6842826,0.4073949,0.4327939,-0.025399
9,-0.18064123,-0.2364836,"('unaffectionate', 'caring')",1.0834997,1.1131921,0.4514292,0.4383543,0.0130749
67,-0.17575338,-0.17927222,"('doubtful', 'determined')",-0.58542085,-0.5064155,-0.3805871,-0.3428439,-0.0377432
17,0.15175939,0.2015234,"('nasty', 'nice')",-0.2886006,-0.18501586,-0.0684206,0.0082538,-0.0766744
84,0.1426203,0.091654524,"('inferior', 'superior')",0.5100621,0.4015051,0.3263412,0.2465798,0.0797614
18,-0.13949569,-0.25141442,"('disagreeable', 'welcoming')",-1.2558095,-1.2873443,-0.6976526,-0.7693794,0.0717268
8,0.12821624,0.061276227,"('unaffectionate', 'affectionate')",0.45122835,0.54694104,0.2897223,0.3041086,-0.0143863
64,-0.123955406,-0.15445006,"('shy', 'confident')",-5.3381777,-5.4451275,-2.7310665,-2.7997887,0.0687222
49,-0.11521266,-0.06713794,"('unable', 'able')",-0.32423705,-0.17331469,-0.2197248,-0.1202263,-0.0994985
20,0.109823644,0.24099651,"('rough', 'thoughtful')",0.519848,0.68935525,0.3148358,0.4651759,-0.1503401
58,0.07597516,0.015755706,"('undiscriminating', 'discriminating')",0.2765916,0.32810652,0.1762834,0.1719311,0.0043523
78,-0.06451597,-0.18596265,"('nonresilient', 'resilient')",-0.16581334,-0.2694701,-0.1151647,-0.2277164,0.1125517
53,0.023703821,-0.09508402,"('uncreative', 'creative')",0.6716787,0.6107183,0.3476913,0.2578171,0.0898742
