,rohm_male,rohm_female,tuple,&_male,&_female,haas_male,haas_female,co_male,co_female,average_male,average_female,male-female
14,-3.3296785,-2.7631183,"('antisocial', 'social')",-2.1057303,-1.7718961,-2.0982397,-1.7898461,-1.3238887,-0.531185,-2.2143843,-1.7140113,-0.500373
46,-3.1768935,-2.7587328,"('uncompetitive', 'competitive')",-0.76760155,-0.46075445,-2.2470787,-2.1305923,-1.1914312,-1.0854818,-1.8457512,-1.6088903,-0.2368609
0,-3.1615736,-2.5533435,"('unsociable', 'sociable')",-1.4728712,-1.0917406,-1.100656,-0.7664733,-0.556332,-0.112424195,-1.5728582,-1.1309954,-0.4418628
21,-3.1586442,-2.7546337,"('immoral', 'moral')",-1.7159485,-1.3995155,-3.1906981,-3.0425797,-1.2138356,-1.1287123,-2.3197815,-2.0813603,-0.2384212
81,-2.9128616,-2.8803265,"('submissive', 'aggressive')",-1.5434613,-1.7045944,-1.9879565,-1.9883857,-1.0233146,-1.0207013,-1.8668984,-1.898502,0.0316036
11,-2.8842776,-2.6001623,"('unhelpful', 'helpful')",-2.4055538,-2.3788235,-1.2828094,-1.2325715,2.0885618,2.0021088,-1.1210196,-1.0523622,-0.0686574
57,-2.832304,-2.3627827,"('unimaginative', 'imaginative')",-1.5482371,-1.4438057,-1.7924582,-1.4927998,-3.8638315,-3.5375276,-2.5092077,-2.209229,-0.2999787
86,-2.8010166,-2.0998108,"('uninfluential', 'influential')",-1.5820401,-1.1971054,-1.3568453,-0.8155877,-1.1008906,-0.75982046,-1.7101982,-1.2180811,-0.4921171
30,-2.7725823,-2.6467197,"('intolerant', 'tolerant')",-3.2716732,-3.4056983,-1.3930627,-1.2083387,-0.00917555,0.21452288,-1.8616234,-1.7615584,-0.100065
7,-2.6355846,-2.5194266,"('insensitive', 'sensitive')",-2.0858088,-2.1078136,-1.0729694,-1.1672653,-0.57011634,-0.5166746,-1.5911199,-1.577795,-0.0133249
48,-2.5112293,-2.4261858,"('unintelligent', 'intelligent')",-1.7990929,-2.082941,-1.3549389,-1.6526827,-0.14674775,-0.15295443,-1.4530022,-1.578691,0.1256888
6,2.4403064,2.3627746,"('distant', 'open')",1.3926991,1.2617233,1.9443005,2.073896,0.059831895,-0.19275993,1.4592845,1.3764085,0.082876
59,2.4148026,2.131196,"('foolish', 'wise')",1.5741818,1.4644446,1.229094,1.1934059,0.25774053,0.102315396,1.3689548,1.2228404,0.1461144
43,-2.4069493,-2.3327065,"('irresponsible', 'responsible')",-2.2863579,-2.26956,-0.6537285,-0.42771083,0.4398957,0.4888819,-1.2267849,-1.1352738,-0.0915111
23,-2.3851418,-2.104359,"('insincere', 'sincere')",-2.6764896,-2.4736407,-0.9264435,-0.76922923,5.4941792,5.4181848,-0.1234739,0.0177389,-0.1412128
5,2.2731745,2.4068081,"('distant', 'outgoing')",1.1887562,1.2107779,2.2853231,2.5510461,0.03217077,-0.13658749,1.4448562,1.5080112,-0.063155
3,-2.2693264,-2.4285467,"('repellent', 'pleasant')",-0.99415505,-0.87992823,-2.2193186,-2.4070537,0.02641357,-0.0070914794,-1.3640968,-1.430655,0.0665582
76,-2.1695378,-2.3084764,"('anxious', 'daring')",-0.58216816,-0.65717345,-1.6511868,-1.8704134,-0.2757686,-0.32593516,-1.1696653,-1.2904997,0.1208344
28,-2.1040344,-1.746221,"('disloyal', 'loyal')",-1.8807379,-1.7003515,-1.1117921,-0.996948,0.4393798,0.54672736,-1.1642962,-0.9741983,-0.1900979
33,2.0734444,2.09531,"('wrong', 'right')",1.1735077,1.0488912,2.3453393,2.469758,-0.34943563,-0.47648713,1.3107139,1.284368,0.0263459
24,-2.042923,-1.6734318,"('dishonest', 'honest')",-2.7960203,-2.8045824,-1.6348621,-1.4006759,0.49142963,0.5435597,-1.4955939,-1.3337826,-0.1618113
75,1.9343363,1.7263124,"('meek', 'impulsive')",0.74704796,0.48153597,1.2944124,1.2538239,-0.48491076,-0.49476254,0.8727215,0.7417275,0.130994
62,-1.8792996,-1.8502293,"('incompetent', 'brilliant')",-1.8280951,-2.0565495,-0.09860693,-0.24736416,0.24493702,0.17599629,-0.8902661,-0.9945366,0.1042705
22,-1.840524,-1.6591215,"('untrustworthy', 'trustworthy')",-1.3634024,-1.085216,-2.4870868,-2.170439,-0.8737183,-0.9000782,-1.6411829,-1.4537138,-0.1874691
52,1.7809907,1.8634026,"('irrational', 'rational')",1.3316808,1.4026655,1.0159287,1.3042837,-0.12321195,-0.13827834,1.0013471,1.1080183,-0.1066712
63,-1.7756592,-1.577606,"('unperceptive', 'insightful')",-0.36920255,-0.42778906,-0.2783228,-0.03947269,-0.01839667,-0.021862248,-0.6103953,-0.5166824,-0.0937129
12,-1.7756265,-1.6440939,"('unsupportive', 'supportive')",0.12647033,-0.12380069,0.5021405,0.6164536,-1.9866574,-1.9460442,-0.7834183,-0.7743713,-0.009047
82,-1.7448114,-1.9547431,"('poor', 'rich')",-1.8326422,-2.2591064,-1.9150394,-2.3673308,5.2582846,5.124824,-0.0585521,-0.3640891,0.305537
73,1.7411304,1.4340777,"('helpless', 'self-reliant')",1.030535,0.8786996,1.3523755,1.295651,-2.8792343,-2.912746,0.3112016,0.1739206,0.137281
80,-1.7282332,-1.6862795,"('dominated', 'dominating')",-0.6590785,-0.5030456,-1.6100204,-1.52536,-0.81327665,-0.6040901,-1.2026522,-1.0796938,-0.1229584
47,-1.6927953,-1.5387105,"('stupid', 'smart')",-0.84688914,-0.42550138,-0.7782188,-0.3632388,4.8199444,4.896065,0.3755103,0.6421536,-0.2666433
36,1.6598358,1.7281868,"('hostile', 'amicable')",1.9909825,1.9954166,1.4618653,1.7477245,0.13768043,0.16236007,1.3125911,1.408422,-0.0958309
32,-1.6569943,-1.5469046,"('unkind', 'kind')",-1.6841714,-1.900455,-1.9078538,-1.8780754,0.3976922,0.6718364,-1.2128319,-1.1633996,-0.0494323
56,-1.5862867,-1.3511028,"('impractical', 'practical')",-1.6755034,-1.5746791,-0.2881832,-0.20451607,-0.05221097,0.10312334,-0.9005461,-0.7567937,-0.1437524
51,-1.5718434,-1.7008959,"('uneducated', 'educated')",-0.26682454,-0.17324662,-0.4886824,-0.4943237,0.20543236,0.24618922,-0.5304794,-0.5305693,8.99e-05
66,1.5340087,1.3838949,"('inactive', 'active')",1.957754,2.0100777,1.3271303,1.6138529,0.26177886,0.4761576,1.2701679,1.3709958,-0.1008279
41,-1.5132511,-1.252678,"('unforgiving', 'forgiving')",-1.431566,-1.6495341,-0.94768226,-0.5581757,-0.16723911,0.08616257,-1.0149347,-0.8435563,-0.1713784
79,1.5057108,1.4427387,"('wavering', 'unwavering')",1.4325469,1.495513,0.6754551,1.0228915,-0.39505613,-0.5133413,0.8046641,0.8619504,-0.0572863
31,1.4848053,1.6449517,"('evil', 'good')",0.9908447,1.0540488,0.6249961,1.0574995,-1.1299728,-1.1015936,0.4926684,0.6637266,-0.1710582
16,1.2857211,1.2826542,"('unpopular', 'popular')",1.491769,1.2656685,-0.2852704,-0.32513076,-0.304129,-0.13771743,0.5470227,0.5213686,0.0256541
54,1.2795393,1.063982,"('incapable', 'capable')",0.44070378,0.37452513,0.96952105,0.8889311,0.98993725,0.90737,0.9199253,0.808702,0.1112233
4,1.2413555,1.3771679,"('disliked', 'liked')",2.0163345,1.8983237,1.4507685,1.5199745,-7.0163946,-6.66792,-0.576984,-0.4681134,-0.1088706
25,1.2291266,0.9342241,"('egoistic', 'altruistic')",1.0775071,0.84175336,1.66716,1.1051905,0.83735216,1.0091646,1.2027864,0.9725831,0.2302033
74,-1.2012928,-0.9391294,"('undedicated', 'dedicated')",-0.51968694,-0.473442,0.079445705,0.58600277,-0.4248619,-0.10367791,-0.5165989,-0.2325616,-0.2840373
17,-1.1810064,-0.91571933,"('nasty', 'nice')",-0.14127457,-0.014847264,-1.7812885,-1.4755894,-0.69525796,-0.53956914,-0.9497069,-0.7364313,-0.2132756
37,-1.1743959,-1.2140357,"('fake', 'genuine')",-1.1255684,-1.0093582,-1.0545726,-0.9620011,0.16707373,-0.06673571,-0.7968658,-0.8130327,0.0161669
71,1.1740252,1.4529179,"('diffident', 'self-confident')",0.57145804,0.57395107,2.108688,2.3362288,0.10862447,0.35807347,0.9906989,1.1802928,-0.1895939
88,-1.1710618,-0.99169284,"('low', 'eminent')",-0.43700442,-0.46567503,-0.41974124,-0.37589648,-0.7748213,-0.6357245,-0.7006572,-0.6172472,-0.08341
61,-1.0418196,-0.6225716,"('illogical', 'logical')",-0.16544206,0.02239886,0.65872,0.9679072,-0.19217269,-0.09076286,-0.1851786,0.0692429,-0.2544215
15,0.9834448,1.1658792,"('boring', 'funny')",0.82533395,0.6736538,0.6224294,0.7630702,0.83025575,0.7649559,0.815366,0.8418899,-0.0265239
49,-0.97966814,-1.0979824,"('unable', 'able')",-0.11729565,-0.19560196,-0.3972258,-0.50081,-0.2593943,-0.24473129,-0.4383959,-0.5097814,0.0713855
42,-0.96472305,-1.4314842,"('unreliable', 'reliable')",0.22429636,0.004350081,-0.44031546,-0.7738982,-3.051448,-3.196923,-1.0580475,-1.3494889,0.2914414
2,0.853553,0.7135522,"('unlikable', 'likable')",0.81563324,0.7783159,0.435694,0.48788208,0.5663319,0.9363382,0.667803,0.7290221,-0.0612191
27,-0.766219,-0.7758453,"('hardhearted', 'softhearted')",-1.517323,-1.9982325,-0.44680133,-0.5673554,0.31038532,0.1955529,-0.6049896,-0.7864701,0.1814805
19,0.743044,0.659122,"('inhospitable', 'hospitable')",0.119689494,0.13871975,0.81952643,0.92559123,-0.13937938,-0.33571368,0.3857201,0.3469298,0.0387903
29,0.70842797,0.6841044,"('unfair', 'fair')",-0.3045426,0.04048665,0.64741915,0.6911957,-0.60103405,-0.7024686,0.1125676,0.1783295,-0.0657619
34,-0.68727535,-0.8253354,"('mean', 'honorable')",-0.37491268,-0.42893317,0.11844765,0.13916968,5.3295903,5.184305,1.0964625,1.0173016,0.0791609
50,0.6697447,0.063127406,"('clumsy', 'skillful')",1.716114,1.6246485,0.036386825,-0.28866783,-0.10999558,-0.23837638,0.5780625,0.2901829,0.2878796
44,0.62434334,0.27913153,"('prejudiced', 'unprejudiced')",-0.71710116,-0.77039975,-0.9659414,-1.3597821,-1.1188174,-1.1726396,-0.5443792,-0.7559225,0.2115433
39,-0.5924504,-0.45155466,"('exploitative', 'cooperative')",-0.9743911,-0.99045825,-0.143039,0.062182695,0.62491184,0.7813398,-0.2712421,-0.1496226,-0.1216195
1,0.5747636,0.80198365,"('unfriendly', 'friendly')",-0.4630229,-0.647162,1.0924481,1.3111193,1.0035299,1.1852908,0.5519297,0.6628079,-0.1108782
20,-0.502977,-0.49961418,"('rough', 'thoughtful')",0.6811272,1.0545948,0.51359844,0.5844489,0.69572586,0.80881363,0.3468686,0.4870608,-0.1401922
84,0.48239216,0.6068262,"('inferior', 'superior')",1.368861,1.6636369,0.82036513,0.89804655,1.0091063,0.99866927,0.9201812,1.0417947,-0.1216135
40,-0.3692302,-0.2140958,"('stingy', 'generous')",-0.31053388,-0.38808542,0.16339841,0.20034377,-2.4866726,-2.2827635,-0.7507596,-0.6711502,-0.0796094
64,-0.296653,0.07635926,"('shy', 'confident')",0.64529645,0.9831448,-0.3798106,-0.014676675,-5.6462126,-5.4932923,-1.4193449,-1.1121162,-0.3072287
77,-0.27757758,-0.15199928,"('unmotivated', 'motivated')",0.44851193,0.518612,0.23399127,0.3436896,-0.71325296,-0.7045486,-0.0770818,0.0014384,-0.0785202
26,-0.27343842,0.25555927,"('hardhearted', 'benevolent')",0.15170276,0.33681256,0.65627116,1.1435354,0.8168057,1.5867159,0.3378353,0.8306558,-0.4928205
68,-0.25262982,-0.2780217,"('dependent', 'independent')",-0.28926283,-0.12596598,0.27386203,0.6259387,-1.0260077,-1.228767,-0.3235096,-0.251704,-0.0718056
38,-0.22950749,-0.10288715,"('untruthful', 'truthful')",-1.3092422,-1.6669738,0.43452445,0.47203624,0.3089646,0.18375781,-0.1988152,-0.2785167,0.0797015
18,0.21198401,0.14911751,"('disagreeable', 'welcoming')",0.4955743,0.3745373,0.24760155,0.23706916,-1.1189954,-1.0526087,-0.0409589,-0.0729712,0.0320123
78,0.17547683,-0.104168706,"('nonresilient', 'resilient')",1.3555839,0.9486585,0.58727324,0.29773512,0.5025191,0.11972344,0.6552132,0.3154871,0.3397261
87,-0.15825963,-0.060167268,"('unsuccessful', 'successful')",1.9491645,1.9095509,0.13922781,0.43580562,-0.05040081,0.6071875,0.4699329,0.7230942,-0.2531613
58,-0.12802756,0.5225718,"('undiscriminating', 'discriminating')",0.07740968,0.40249762,0.28102645,0.8216456,-0.11600654,0.11008551,0.0286005,0.4642001,-0.4355996
53,-0.11778782,-0.014911076,"('uncreative', 'creative')",0.47376257,0.284412,1.3217337,1.1393304,0.7938741,0.72097033,0.6178956,0.5324504,0.0854452
83,0.08786611,0.3888804,"('powerless', 'powerful')",-0.023850255,0.08653104,1.0296258,1.1703254,-0.6683797,-0.7061144,0.1063155,0.2349056,-0.1285901
9,-0.057301182,0.1568185,"('unaffectionate', 'caring')",0.019354552,-0.28535837,0.94176424,0.9705994,1.1641115,1.1860248,0.5169823,0.5070211,0.0099612
67,0.024275593,0.013902468,"('doubtful', 'determined')",-0.607452,-0.33326265,-0.075086884,0.06438623,-0.18647812,0.045069613,-0.2111854,-0.0524761,-0.1587093
72,0.02180437,-0.2715248,"('unambitious', 'ambitious')",-0.74456,-1.320054,1.1238511,0.7434301,-0.09098284,-0.41009098,0.0775281,-0.3145599,0.392088
8,0.002967447,0.25906557,"('unaffectionate', 'affectionate')",-0.017964289,-0.22684048,1.1764997,1.2195134,0.3814598,0.5526924,0.3857407,0.4511077,-0.065367
