,amerisourcebergen_male,amerisourcebergen_female,tuple,corp_male,corp_female,average_male,average_female,male-female
23,-1.2381006,-1.1624864,"('insincere', 'sincere')",5.829095,5.5556917,2.2954972,2.1966026,0.0988946
38,-1.2242279,-1.2379894,"('untruthful', 'truthful')",-0.42765826,-0.46052563,-0.8259431,-0.8492575,0.0233144
41,-1.1932155,-1.1395218,"('unforgiving', 'forgiving')",-0.23482448,-0.4044643,-0.71402,-0.771993,0.057973
72,-1.1359445,-1.0633018,"('unambitious', 'ambitious')",-0.7503881,-0.6955928,-0.9431663,-0.8794473,-0.063719
58,-1.1031718,-1.1292852,"('undiscriminating', 'discriminating')",-0.06557607,-0.016745552,-0.584374,-0.5730154,-0.0113586
63,-1.10212,-1.0616729,"('unperceptive', 'insightful')",0.1473208,-0.06930844,-0.4773996,-0.5654907,0.0880911
57,-1.073925,-0.90550274,"('unimaginative', 'imaginative')",-3.0475316,-3.0563824,-2.0607283,-1.9809426,-0.0797857
43,-1.0385933,-0.94226706,"('irresponsible', 'responsible')",0.40312207,0.09787239,-0.3177356,-0.4221973,0.1044617
19,-1.0250919,-1.0953817,"('inhospitable', 'hospitable')",-0.8026444,-0.78599894,-0.9138681,-0.9406903,0.0268222
11,-1.0206118,-0.9229102,"('unhelpful', 'helpful')",1.7562641,1.6427902,0.3678262,0.35994,0.0078862
32,-0.87425476,-0.79193604,"('unkind', 'kind')",0.78046113,0.751413,-0.0468968,-0.0202615,-0.0266353
55,-0.8700624,-0.5849351,"('incompetent', 'clever')",0.22990644,0.12476935,-0.320078,-0.2300829,-0.0899951
74,-0.8611387,-0.76094514,"('undedicated', 'dedicated')",-0.46437863,-0.4864721,-0.6627586,-0.6237086,-0.03905
70,-0.82569486,-0.7604969,"('lethargic', 'energetic')",0.09950824,-0.18104468,-0.3630933,-0.4707708,0.1076775
51,-0.8074036,-0.7803031,"('uneducated', 'educated')",-0.0066416487,-0.13211119,-0.4070226,-0.4562072,0.0491846
15,0.7660701,0.6858671,"('boring', 'funny')",0.12994821,0.17357334,0.4480092,0.4297202,0.018289
61,-0.76385134,-0.7135398,"('illogical', 'logical')",0.29645458,0.32230875,-0.2336984,-0.1956155,-0.0380829
7,-0.7507187,-0.7334794,"('insensitive', 'sensitive')",0.26756445,0.14559379,-0.2415771,-0.2939428,0.0523657
2,0.74862057,0.78203857,"('unlikable', 'likable')",0.6291056,0.6131471,0.6888631,0.6975929,-0.0087298
48,-0.74628186,-0.75806904,"('unintelligent', 'intelligent')",0.9205219,0.93410826,0.08712,0.0880196,-0.0008996
77,-0.73853064,-0.73510796,"('unmotivated', 'motivated')",-1.5530597,-1.5964992,-1.1457951,-1.1658036,0.0200085
88,-0.73707235,-0.89369863,"('low', 'eminent')",-0.37151524,-0.46033362,-0.5542938,-0.6770161,0.1227223
73,0.7218947,0.8751759,"('helpless', 'self-reliant')",-3.3119693,-3.0104823,-1.2950373,-1.0676532,-0.2273841
39,0.6921243,0.70115304,"('exploitative', 'cooperative')",0.63105196,0.67291075,0.6615881,0.6870319,-0.0254438
21,-0.6727579,-0.4141308,"('immoral', 'moral')",-0.6803282,-0.7051579,-0.6765431,-0.5596443,-0.1168988
78,-0.65771836,-0.66430366,"('nonresilient', 'resilient')",-0.018915027,0.044082426,-0.3383167,-0.3101106,-0.0282061
50,0.64410776,0.71316075,"('clumsy', 'skillful')",0.04494057,0.15697092,0.3445242,0.4350658,-0.0905416
42,0.64313287,0.7211225,"('unreliable', 'reliable')",-3.4411085,-3.5898032,-1.3989878,-1.4343404,0.0353526
82,-0.6170597,-0.47921434,"('poor', 'rich')",6.0458317,5.9641786,2.714386,2.7424822,-0.0280962
62,-0.5824363,-0.4911075,"('incompetent', 'brilliant')",0.15778333,-0.066697516,-0.2123265,-0.2789025,0.066576
81,-0.5614674,-0.38480416,"('submissive', 'aggressive')",-0.82417786,-1.0365939,-0.6928226,-0.710699,0.0178764
18,-0.519276,-0.62234676,"('disagreeable', 'welcoming')",-0.7081636,-0.69128966,-0.6137198,-0.6568182,0.0430984
67,0.50236934,0.55041236,"('doubtful', 'determined')",-0.43466163,-0.46789944,0.0338539,0.0412565,-0.0074026
40,-0.48001033,-0.47381505,"('stingy', 'generous')",-1.9820611,-1.8452662,-1.2310357,-1.1595407,-0.071495
3,-0.4797452,-0.3972923,"('repellent', 'pleasant')",0.6812825,0.5616118,0.1007687,0.0821597,0.018609
20,0.41888395,0.40001854,"('rough', 'thoughtful')",0.9938859,1.0591353,0.7063849,0.7295769,-0.023192
75,0.41340667,0.2530369,"('meek', 'impulsive')",-0.9567335,-0.9849057,-0.2716634,-0.3659344,0.094271
71,-0.3910201,-0.5645665,"('diffident', 'self-confident')",0.35330346,0.18502115,-0.0188583,-0.1897727,0.1709144
80,0.39075336,0.40886167,"('dominated', 'dominating')",-0.8648623,-1.0882916,-0.2370545,-0.339715,0.1026605
26,-0.3902449,-0.4804914,"('hardhearted', 'benevolent')",1.8119805,1.8867743,0.7108678,0.7031415,0.0077263
27,-0.38302827,-0.40956187,"('hardhearted', 'softhearted')",0.88939726,0.94129163,0.2531845,0.2658649,-0.0126804
31,-0.37829983,-0.52365047,"('evil', 'good')",-1.037855,-0.7925255,-0.7080774,-0.658088,-0.0499894
83,-0.3669768,-0.512658,"('powerless', 'powerful')",-0.93249613,-0.95966965,-0.6497365,-0.7361639,0.0864274
36,-0.36375487,-0.54179245,"('hostile', 'amicable')",-0.2340502,0.04382181,-0.2989025,-0.2489853,-0.0499172
14,-0.3591306,-0.24177462,"('antisocial', 'social')",0.030664988,-0.08973102,-0.1642328,-0.1657528,0.00152
29,-0.35249186,-0.47250015,"('unfair', 'fair')",-0.5321061,-0.5865333,-0.442299,-0.5295167,0.0872177
54,-0.343567,-0.41446054,"('incapable', 'capable')",0.66921204,0.618375,0.1628225,0.1019572,0.0608653
4,-0.32030892,-0.34903514,"('disliked', 'liked')",-7.2899833,-7.2039533,-3.8051462,-3.7764943,-0.0286519
30,-0.3185451,-0.18013497,"('intolerant', 'tolerant')",0.99011713,0.9118269,0.335786,0.365846,-0.03006
33,0.3115598,0.3466541,"('wrong', 'right')",-0.9113302,-0.7590137,-0.2998852,-0.2061798,-0.0937054
76,0.29762876,0.31922817,"('anxious', 'daring')",-0.30542386,-0.40655056,-0.0038975,-0.0436612,0.0397637
66,0.29700398,0.1213902,"('inactive', 'active')",-0.15251726,-0.14965995,0.0722434,-0.0141349,0.0863783
6,-0.29333842,-0.55163866,"('distant', 'open')",-0.7335121,-0.559782,-0.5134252,-0.5557103,0.0422851
52,-0.25856084,-0.3184977,"('irrational', 'rational')",0.3300222,0.5620489,0.0357307,0.1217756,-0.0860449
87,-0.25680888,-0.21899253,"('unsuccessful', 'successful')",0.49057147,0.41634622,0.1168813,0.0986768,0.0182045
22,-0.2486249,-0.12079893,"('untrustworthy', 'trustworthy')",-0.81885123,-0.9301293,-0.5337381,-0.5254641,-0.008274
16,-0.22636572,-0.2461384,"('unpopular', 'popular')",0.119236685,0.19840391,-0.0535645,-0.0238672,-0.0296973
64,0.22465137,0.18860811,"('shy', 'confident')",-6.449875,-6.6468534,-3.1126118,-3.2291226,0.1165108
17,0.21988079,0.19002323,"('nasty', 'nice')",-0.40245354,-0.27495944,-0.0912864,-0.0424681,-0.0488183
25,-0.21763188,-0.22329865,"('egoistic', 'altruistic')",1.1942033,1.5244926,0.4882857,0.650597,-0.1623113
5,-0.21596727,-0.52831393,"('distant', 'outgoing')",-0.85816264,-0.73943913,-0.537065,-0.6338766,0.0968116
34,0.21407948,0.15177742,"('mean', 'honorable')",5.6741247,5.584198,2.944102,2.8679876,0.0761144
65,-0.18382064,-0.01045033,"('insecure', 'secure')",0.0246507,-0.1710088,-0.079585,-0.0907296,0.0111446
60,-0.18124507,0.021239977,"('inefficient', 'efficient')",-0.06416286,-0.2598009,-0.122704,-0.1192805,-0.0034235
47,-0.1726115,0.0029582456,"('stupid', 'smart')",5.731216,5.6504135,2.7793021,2.8266859,-0.0473838
49,-0.1666945,-0.24949428,"('unable', 'able')",-0.28754026,-0.36782643,-0.2271174,-0.3086604,0.081543
79,-0.16451633,-0.36781776,"('wavering', 'unwavering')",-0.56099296,-0.57731175,-0.3627546,-0.4725648,0.1098102
59,0.15519543,0.105892114,"('foolish', 'wise')",0.19896019,0.3568549,0.1770778,0.2313735,-0.0542957
85,0.13034819,-0.16033891,"('insignificant', 'prestigious')",-0.016390983,0.13980484,0.0569786,-0.010267,0.0672456
13,-0.09308538,0.017147753,"('impolite', 'polite')",-0.7616069,-0.96052337,-0.4273461,-0.4716878,0.0443417
37,0.09043462,0.20623903,"('fake', 'genuine')",0.12843217,0.21419533,0.1094334,0.2102172,-0.1007838
84,0.05301185,-0.0646625,"('inferior', 'superior')",0.70365274,0.7472273,0.3783323,0.3412824,0.0370499
68,0.030674152,0.03861947,"('dependent', 'independent')",-1.1670101,-1.1593729,-0.568168,-0.5603767,-0.0077913
56,0.008633621,0.16038236,"('impractical', 'practical')",-0.38901266,-0.5913803,-0.1901895,-0.215499,0.0253095
