,nabors_male,nabors_female,tuple,industries_male,industries_female,ltd_male,ltd_female,average_male,average_female,male-female
0,-0.657651,-0.39664674,"('unsociable', 'sociable')",-0.2947334,-0.21284583,-0.38853228,-0.13200825,-0.4469722,-0.2471669,-0.1998053
54,-0.6320126,-0.7437385,"('incapable', 'capable')",-0.05125472,-0.19437343,0.43376446,0.4529952,-0.0831676,-0.1617056,0.078538
60,-0.6301086,-0.4315286,"('inefficient', 'efficient')",-0.07894869,0.06639069,-0.75484586,-0.5557317,-0.4879677,-0.3069565,-0.1810112
46,-0.6248807,-0.09568713,"('uncompetitive', 'competitive')",-0.26042747,-0.07373233,-0.594043,0.19984129,-0.4931171,0.0101406,-0.5032577
65,-0.62481815,-0.088510394,"('insecure', 'secure')",-1.7899668,-1.6096832,-0.05883006,0.26505876,-0.8245383,-0.4777116,-0.3468267
35,0.5913584,0.17730182,"('corrupt', 'incorrupt')",0.12253312,-0.24409375,0.30901763,-0.579751,0.3409697,-0.2155143,0.556484
66,-0.58965546,-0.5156115,"('inactive', 'active')",-0.061279148,-0.10593957,1.0045538,0.86941344,0.1178731,0.0826208,0.0352523
61,-0.5716398,-0.3384365,"('illogical', 'logical')",-1.4265709,-1.2653811,-0.25173548,0.117066056,-0.749982,-0.4955839,-0.2543981
7,-0.5675163,-0.009376653,"('insensitive', 'sensitive')",-0.28235626,0.117846884,-0.18384704,0.8467358,-0.3445732,0.318402,-0.6629752
51,-0.5361027,-1.3086773,"('uneducated', 'educated')",0.17057627,-0.51643366,0.17032786,-0.2514549,-0.0650662,-0.6921886,0.6271224
43,-0.535953,-0.600904,"('irresponsible', 'responsible')",-0.9931555,-0.6781731,-0.0029366463,0.5149188,-0.5106817,-0.2547194,-0.2559623
55,-0.52585214,-0.024441563,"('incompetent', 'clever')",-1.0267087,-0.63430375,-0.34624937,0.39832258,-0.6329367,-0.0868076,-0.5461291
70,0.4919626,0.70118225,"('lethargic', 'energetic')",0.16817395,0.32230288,0.6100625,1.0432767,0.4233997,0.6889207,-0.265521
25,-0.46650666,-0.6001284,"('egoistic', 'altruistic')",1.0916642,0.9540295,0.63799757,0.4272468,0.4210517,0.2603826,0.1606691
37,-0.46056104,-0.117568195,"('fake', 'genuine')",-0.11240134,0.24732201,-0.01925252,0.3252411,-0.197405,0.151665,-0.34907
6,-0.45395806,-0.7735911,"('distant', 'open')",-0.24194488,-0.0648697,0.39155245,0.3042259,-0.1014502,-0.1780783,0.0766281
16,-0.42258972,-0.30067933,"('unpopular', 'popular')",-0.25839835,-0.3488773,0.5546731,0.54689425,-0.042105,-0.0342208,-0.0078842
44,0.4095535,0.19529852,"('prejudiced', 'unprejudiced')",-0.7182567,-0.87758505,-1.5060493,-1.8870604,-0.6049175,-0.856449,0.2515315
23,-0.40468428,-0.28233954,"('insincere', 'sincere')",-0.7634794,-0.67891276,4.187202,5.2953496,1.0063461,1.4446991,-0.438353
56,0.39782858,0.2351011,"('impractical', 'practical')",1.200016,1.0793617,0.4163044,0.34793863,0.671383,0.5541338,0.1172492
50,-0.3921353,-0.4129401,"('clumsy', 'skillful')",-0.011115115,-0.07355766,-0.5293617,-0.6632614,-0.3108707,-0.3832531,0.0723824
38,-0.39057583,-0.07612629,"('untruthful', 'truthful')",-0.61625457,-0.3658861,0.49490893,0.47611883,-0.1706405,0.0113688,-0.1820093
42,0.37026328,0.10039848,"('unreliable', 'reliable')",-0.26342738,-0.41704702,-2.5698564,-3.0106637,-0.8210069,-1.1091041,0.2880972
85,0.3672666,-0.19569549,"('insignificant', 'prestigious')",0.73490936,0.20910358,0.309384,-0.38629583,0.47052,-0.1242959,0.5948159
63,-0.3614422,0.041644193,"('unperceptive', 'insightful')",-0.853701,-0.41211265,0.26134852,0.9002573,-0.3179316,0.1765963,-0.4945279
33,0.32645547,0.32716018,"('wrong', 'right')",0.06595294,0.23613994,-0.30839524,-0.27122724,0.0280044,0.0973576,-0.0693532
71,-0.31331414,-0.26727906,"('diffident', 'self-confident')",0.43196738,0.6906957,-0.07905534,0.2840977,0.0131993,0.2358381,-0.2226388
62,0.30805618,0.4337004,"('incompetent', 'brilliant')",0.037510946,0.051418204,-0.25361803,-0.01818398,0.0306497,0.1556449,-0.1249952
34,-0.29981124,-0.37881678,"('mean', 'honorable')",-0.12483883,-0.18538125,4.4631033,5.0890284,1.346151,1.5082768,-0.1621258
69,0.29962462,-0.1739111,"('lazy', 'industrious')",1.5628879,1.5350158,0.11391029,-0.46576998,0.6588076,0.2984449,0.3603627
11,-0.29004633,-0.2800324,"('unhelpful', 'helpful')",0.35629395,0.19631025,1.7865738,1.9070408,0.6176071,0.6077729,0.0098342
67,0.28982756,-0.43897223,"('doubtful', 'determined')",0.15717316,-0.1663989,-0.5442796,-0.80394226,-0.0324263,-0.4697711,0.4373448
58,-0.27016655,0.15609755,"('undiscriminating', 'discriminating')",-0.13801512,0.48121357,0.52192247,0.9037778,0.0379136,0.5136963,-0.4757827
76,0.2672026,0.3909716,"('anxious', 'daring')",-0.4142869,-0.3837708,-0.20554936,-0.08262983,-0.1175446,-0.025143,-0.0924016
81,-0.2528661,-0.30019426,"('submissive', 'aggressive')",0.56157684,0.2662642,-0.64765996,-0.8496977,-0.1129831,-0.2945426,0.1815595
88,0.24510537,-0.5569468,"('low', 'eminent')",1.4973135,0.48737317,0.97957677,-0.068946496,0.9073319,-0.0461734,0.9535053
45,-0.24390072,0.40202254,"('incompetent', 'competent')",0.20623384,0.89431894,-0.008918513,0.72113466,-0.0155285,0.672492,-0.6880205
14,-0.22800791,-0.05991617,"('antisocial', 'social')",1.3936489,1.4346627,-0.39902318,-0.3327552,0.2555393,0.3473305,-0.0917912
29,-0.19656834,-0.04031417,"('unfair', 'fair')",-1.3477173,-1.0960141,-1.0642129,-0.5937204,-0.8694995,-0.5766829,-0.2928166
87,0.1949931,0.104743764,"('unsuccessful', 'successful')",0.66663206,0.47345588,0.77563095,0.86173695,0.545752,0.4799789,0.0657731
41,0.18768787,0.20021813,"('unforgiving', 'forgiving')",-0.7401678,-0.5550024,0.4816519,0.5896676,-0.0236093,0.0782945,-0.1019038
59,0.14717947,-0.043064985,"('foolish', 'wise')",0.5274035,0.40283075,0.14757712,-0.06634192,0.2740534,0.0978079,0.1762455
18,0.14582732,0.050531916,"('disagreeable', 'welcoming')",-0.14212474,-0.028823674,-0.93641555,-1.0165777,-0.3109043,-0.3316232,0.0207189
27,-0.13285719,-0.030555312,"('hardhearted', 'softhearted')",0.42540035,0.62695795,0.11602718,0.5130575,0.1361901,0.36982,-0.2336299
79,0.13125773,0.04197079,"('wavering', 'unwavering')",0.019819986,-0.10891947,0.52843946,0.09703633,0.2265057,0.0100292,0.2164765
47,-0.116021395,-0.17031966,"('stupid', 'smart')",0.42337745,0.25059536,4.3518887,5.1768756,1.5530815,1.7523837,-0.1993022
13,0.113736935,0.49096265,"('impolite', 'polite')",-0.33700258,-0.2613229,-0.4229496,-0.4845403,-0.2154051,-0.0849668,-0.1304383
24,-0.102433994,0.1338696,"('dishonest', 'honest')",-0.41360947,-0.19905114,-0.11130871,0.4474897,-0.2091174,0.1274361,-0.3365535
26,-0.099289834,-0.16006555,"('hardhearted', 'benevolent')",2.4619904,2.713588,2.0425472,2.186204,1.4684159,1.5799087,-0.1114928
80,-0.09097887,0.1587424,"('dominated', 'dominating')",-0.30878177,-0.33151388,-0.58688843,-0.32562146,-0.328883,-0.166131,-0.162752
39,-0.08963318,-0.44039756,"('exploitative', 'cooperative')",-0.7836411,-1.0801364,-0.30814797,-0.09045465,-0.3938074,-0.5369962,0.1431888
75,0.08497984,0.29584956,"('meek', 'impulsive')",0.33874005,0.55266076,0.16681434,0.056046393,0.1968447,0.3015189,-0.1046742
52,-0.084611155,-0.4597359,"('irrational', 'rational')",-0.6931791,-0.80543786,-0.38501033,-0.8541254,-0.3876002,-0.7064331,0.3188329
82,0.061761983,-0.112054914,"('poor', 'rich')",0.5141722,0.012319237,5.3002067,5.85009,1.9587135,1.9167848,0.0419287
40,-0.054125547,0.5378104,"('stingy', 'generous')",-0.010623723,0.49276906,-1.62394,-1.278287,-0.5628964,-0.0825692,-0.4803272
5,-0.040853433,-0.41896707,"('distant', 'outgoing')",0.019822389,0.11535484,0.16452008,-0.06124968,0.0478297,-0.1216206,0.1694503
19,-0.03859461,-0.29402688,"('inhospitable', 'hospitable')",-0.79824317,-0.8255748,-0.38537076,-0.5801282,-0.4074028,-0.5665766,0.1591738
22,0.02580987,0.7491749,"('untrustworthy', 'trustworthy')",-1.3663982,-1.1005723,-0.68548745,-0.20625243,-0.6753586,-0.1858833,-0.4894753
64,-0.021923602,-0.111991376,"('shy', 'confident')",-0.5349907,-0.45241076,-5.021232,-5.9959974,-1.8593822,-2.1867998,0.3274176
31,0.018241342,0.2811496,"('evil', 'good')",-0.73214704,-0.09820703,-0.7538655,-0.6672859,-0.4892571,-0.1614478,-0.3278093
74,-0.0073428154,-0.008940879,"('undedicated', 'dedicated')",0.47362596,0.8385449,0.28338346,0.42659584,0.2498889,0.4187333,-0.1688444
84,-0.006975971,-0.22204044,"('inferior', 'superior')",-0.556034,-0.92489403,0.4405781,0.33546123,-0.0408106,-0.2704911,0.2296805
17,0.0069707977,0.16650215,"('nasty', 'nice')",0.26336095,0.03671983,-0.08523843,-0.3626591,0.0616978,-0.0531457,0.1148435
12,-0.0053514913,0.25392812,"('unsupportive', 'supportive')",-0.12330672,0.19589514,-1.6257273,-1.4290124,-0.5847952,-0.3263964,-0.2583988
