,e_male,e_female,tuple,trade_male,trade_female,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
84,0.44235304,0.38166857,"('inferior', 'superior')",0.91982263,0.8296926,0.30170175,0.344358,0.8523829,0.93269527,0.6290651,0.6221036,0.0069615
38,-0.40142426,-0.10348655,"('untruthful', 'truthful')",-0.09321852,0.022067592,0.87607074,1.0110031,-0.35994264,-0.17471457,0.0053713,0.1887174,-0.1833461
88,-0.39979407,-0.30703607,"('low', 'eminent')",-0.68813854,-0.58258885,-0.79736996,-0.5309247,-0.44011626,-0.09303968,-0.5813547,-0.3783973,-0.2029574
40,-0.38713148,-0.49400857,"('stingy', 'generous')",-0.80363846,-0.9298044,1.0806235,0.8846008,-2.351604,-2.2807097,-0.6154376,-0.7049805,0.0895429
50,0.32528526,0.51552033,"('clumsy', 'skillful')",0.6167222,0.6920853,0.6659591,0.6970664,0.2898426,0.25274676,0.4744523,0.5393547,-0.0649024
66,-0.3188215,-0.38873944,"('inactive', 'active')",-0.49873555,-0.49903595,1.012918,0.90030813,0.8864877,0.6127502,0.2704622,0.1563207,0.1141415
68,0.31042662,0.19855629,"('dependent', 'independent')",-0.63280296,-0.6431583,-2.136433,-2.032266,-0.6681139,-0.6043675,-0.7817308,-0.7703089,-0.0114219
75,-0.30968887,-0.026620843,"('meek', 'impulsive')",-1.8104696,-1.8146604,-0.35401222,-0.276682,-0.5165047,-0.67785794,-0.7476689,-0.6989553,-0.0487136
37,0.28461376,0.105547056,"('fake', 'genuine')",0.60041493,0.6173733,-0.8500106,-0.8949354,-0.3616904,-0.45786035,-0.0816681,-0.1574689,0.0758008
82,-0.23606366,-0.08325855,"('poor', 'rich')",-0.2610179,-0.22525,-0.42415914,-0.19411358,6.482109,6.7717743,1.3902171,1.567288,-0.1770709
32,0.23325565,0.2007005,"('unkind', 'kind')",0.86062795,1.0113915,-0.08847095,0.020656437,0.60327584,0.96271116,0.4021721,0.5488649,-0.1466928
57,0.22272044,0.029978968,"('unimaginative', 'imaginative')",-0.18316635,-0.11342926,-0.24723768,-0.16517739,-2.6633291,-2.504686,-0.7177532,-0.6883284,-0.0294248
49,0.171674,0.38965032,"('unable', 'able')",0.26745167,0.31941712,-1.0295058,-0.7651977,-0.4997637,-0.38592184,-0.272536,-0.110513,-0.162023
22,0.1658971,0.2333939,"('untrustworthy', 'trustworthy')",0.568823,0.6091488,-0.30606267,-0.27053323,-0.34009552,-0.06253375,0.0221405,0.1273689,-0.1052284
15,-0.16585144,0.28647566,"('boring', 'funny')",0.013583053,0.06724454,0.41780144,0.52814925,-0.77457607,-0.7175673,-0.1272608,0.0410755,-0.1683363
33,-0.15505892,0.039401986,"('wrong', 'right')",0.49612886,0.38259864,1.5056663,1.3092037,-1.2210224,-1.3188608,0.1564285,0.1030859,0.0533426
0,0.14317456,-0.027391788,"('unsociable', 'sociable')",1.6793497,1.7703795,0.18491791,0.29736343,0.42963547,0.7930803,0.6092694,0.7083579,-0.0990885
83,0.104891166,0.025578167,"('powerless', 'powerful')",0.6636275,0.7491675,0.6309391,0.7360932,-0.34707853,-0.2919684,0.2630948,0.3047176,-0.0416228
69,-0.07202347,0.5345202,"('lazy', 'industrious')",0.51094055,0.41399246,1.1212252,1.0634683,-1.4460808,-1.6526841,0.0285154,0.0898242,-0.0613088
