,brown_male,brown_female,tuple,forman_male,forman_female,corp_male,corp_female,average_male,average_female,male-female
84,0.7138926,0.6951551,"('inferior', 'superior')",0.026755009,0.028139867,0.99091923,0.92258185,0.577189,0.5486256,0.0285634
70,0.7108597,0.67365783,"('lethargic', 'energetic')",-0.1703743,-0.23213798,-0.24099123,-0.28538412,0.0998314,0.0520452,0.0477862
9,0.696287,0.6064162,"('unaffectionate', 'caring')",-1.299275,-1.4359676,1.7306837,1.2476895,0.3758985,0.1393794,0.2365191
51,0.6917603,0.6736811,"('uneducated', 'educated')",-0.23408407,-0.35217705,-0.022469647,-0.17432722,0.1450689,0.0490589,0.09601
50,-0.6857112,-0.7256352,"('clumsy', 'skillful')",0.093846135,0.008379717,0.49534428,0.07503097,-0.0321736,-0.2140748,0.1819012
1,-0.6784723,-0.9178194,"('unfriendly', 'friendly')",-1.566591,-1.801595,1.6444194,1.0317069,-0.2002146,-0.5625691,0.3623545
45,0.668103,0.6609971,"('incompetent', 'competent')",0.13166097,0.0451678,-0.12854935,-0.09479182,0.2237382,0.203791,0.0199472
26,-0.65129143,-0.99435794,"('hardhearted', 'benevolent')",0.13842441,-0.17195882,1.6671796,1.3721724,0.3847709,0.0686185,0.3161524
63,0.60278547,0.43655467,"('unperceptive', 'insightful')",-0.26554498,-0.36271387,0.49815655,0.40103543,0.2784657,0.1582921,0.1201736
74,0.567639,0.31124875,"('undedicated', 'dedicated')",-0.15835103,-0.19390799,-0.6438538,-0.7940722,-0.0781886,-0.2255772,0.1473886
19,-0.54360694,-0.4227403,"('inhospitable', 'hospitable')",-0.559356,-0.5174146,-0.675044,-0.73971367,-0.592669,-0.5599562,-0.0327128
61,0.52965313,0.64466065,"('illogical', 'logical')",-0.28385556,-0.42286897,0.3483629,0.29797584,0.1980535,0.1732558,0.0247977
86,0.51722926,0.2660863,"('uninfluential', 'influential')",-1.4374704,-1.6663632,-0.58819103,-0.8089276,-0.5028107,-0.7364015,0.2335908
44,-0.50663924,-0.3638926,"('prejudiced', 'unprejudiced')",0.43298063,0.56730837,-1.632595,-1.5069976,-0.5687512,-0.4345273,-0.1342239
18,-0.498312,-0.34180263,"('disagreeable', 'welcoming')",-0.36055067,-0.22924265,-0.55051005,-0.65808123,-0.4697909,-0.4097088,-0.0600821
11,0.40903637,0.33328426,"('unhelpful', 'helpful')",-0.6330743,-0.6137915,1.9890773,2.0386717,0.5883465,0.5860548,0.0022917
73,0.3632187,0.41057032,"('helpless', 'self-reliant')",0.8649585,0.9065212,-3.0563812,-3.0746205,-0.6094013,-0.585843,-0.0235583
76,0.3513994,0.4405596,"('anxious', 'daring')",-1.0129402,-0.95935464,-0.4191266,-0.35682517,-0.3602225,-0.2918734,-0.0683491
49,-0.33680865,-0.068037406,"('unable', 'able')",-0.06777796,-0.018544536,-0.09446288,-0.06723865,-0.1663498,-0.0512735,-0.1150763
64,0.33652043,0.48972386,"('shy', 'confident')",0.22251692,0.29879415,-6.686371,-6.200576,-2.0424445,-1.8040193,-0.2384252
87,0.31851974,0.20828798,"('unsuccessful', 'successful')",0.11785595,-0.1504583,0.7997763,0.6599346,0.4120506,0.2392548,0.1727958
29,-0.30659008,-0.2243735,"('unfair', 'fair')",0.10894084,0.051618986,-0.41820064,-0.5660578,-0.2052833,-0.2462708,0.0409875
20,-0.28287667,-0.43776014,"('rough', 'thoughtful')",-0.14966185,-0.3905076,1.1041433,0.7802422,0.2238683,-0.0160085,0.2398768
38,0.25803733,0.38550484,"('untruthful', 'truthful')",-0.25631166,-0.07832441,0.035719395,0.23351645,0.0124817,0.1802323,-0.1677506
3,0.25542855,0.13862309,"('repellent', 'pleasant')",-0.5936495,-0.72379315,0.60265255,0.5828244,0.0881439,-0.0007819,0.0889258
78,-0.24172203,-0.47448808,"('nonresilient', 'resilient')",-0.44077185,-0.68957824,0.6376627,0.33756745,-0.0149437,-0.2754996,0.2605559
2,0.2398524,0.45952863,"('unlikable', 'likable')",0.2123525,0.36367968,0.27432993,0.29126477,0.2421783,0.371491,-0.1293127
57,-0.22058257,-0.27230966,"('unimaginative', 'imaginative')",-1.0525792,-1.2335174,-3.141391,-3.2777438,-1.4715176,-1.5945236,0.123006
33,0.21116227,0.33111662,"('wrong', 'right')",0.7343785,0.76709765,-0.45653874,-0.6421199,0.1630007,0.1520315,0.0109692
27,-0.20357165,-0.34599087,"('hardhearted', 'softhearted')",-0.6633564,-0.8843377,1.4230111,0.91534495,0.185361,-0.1049945,0.2903555
72,-0.18206798,-0.29969797,"('unambitious', 'ambitious')",-0.86667234,-0.88888705,-0.25882262,-0.31399956,-0.4358543,-0.5008615,0.0650072
47,0.1742352,0.11484794,"('stupid', 'smart')",0.32467088,0.30131915,5.380459,5.1943016,1.9597883,1.8701563,0.089632
40,-0.15868379,-0.33785737,"('stingy', 'generous')",0.2955802,0.17582189,-1.8187788,-2.1219862,-0.5606275,-0.7613405,0.200713
59,-0.12794885,-0.066298686,"('foolish', 'wise')",0.5210609,0.522785,0.43642855,0.28062776,0.2765135,0.2457047,0.0308088
22,0.11911339,0.0026775524,"('untrustworthy', 'trustworthy')",0.35249642,0.24973953,-1.0890958,-1.2844613,-0.2058287,-0.3440147,0.138186
28,0.114563145,-0.022143781,"('disloyal', 'loyal')",-0.63637424,-0.5567457,1.083808,0.9475406,0.1873323,0.1228837,0.0644486
68,0.1000282,0.046946198,"('dependent', 'independent')",0.15798305,0.10477925,-0.6930777,-0.7291332,-0.1450221,-0.1924692,0.0474471
25,-0.09462291,-0.18364389,"('egoistic', 'altruistic')",0.22125298,0.14693704,0.966596,0.7980548,0.3644087,0.2537826,0.1106261
83,0.06948732,-0.13737127,"('powerless', 'powerful')",-0.45239088,-0.50670356,-1.0321356,-0.9867083,-0.4716797,-0.5435944,0.0719147
17,0.046226338,0.109510414,"('nasty', 'nice')",-0.26478258,-0.284275,-0.49327472,-0.5144339,-0.237277,-0.2297328,-0.0075442
77,-0.021602038,0.057697818,"('unmotivated', 'motivated')",-0.9327423,-0.9051161,-1.0959371,-1.0533705,-0.6834272,-0.6335963,-0.0498309
15,0.019648336,0.18460503,"('boring', 'funny')",-0.27534539,-0.24985166,-0.18172339,-0.2226975,-0.1458068,-0.0959814,-0.0498254
