,bemis_male,bemis_female,tuple,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
21,0.282142,0.087106325,"('immoral', 'moral')",0.22771436,0.21118309,-0.90148723,-0.90234745,-0.1305436,-0.2013527,0.0708091
7,-0.27610976,-0.64682376,"('insensitive', 'sensitive')",-0.22727023,-0.35859123,1.1247939,1.1704677,0.207138,0.0550176,0.1521204
60,0.27211392,-0.16758177,"('inefficient', 'efficient')",0.49394813,0.27274293,-0.4363067,-0.40248644,0.1099184,-0.0991084,0.2090268
55,-0.27153832,-0.21470529,"('incompetent', 'clever')",0.79340947,1.0421455,-0.13277629,-0.02973999,0.1296983,0.2659001,-0.1362018
71,0.26489115,0.214522,"('diffident', 'self-confident')",-0.6956206,-0.6110743,0.36949354,0.40619332,-0.020412,0.0032137,-0.0236257
68,-0.24975759,-0.15372124,"('dependent', 'independent')",-1.1176699,-0.8916369,-0.7751548,-0.6043195,-0.7141941,-0.5498926,-0.1643015
11,-0.23174861,-0.64022887,"('unhelpful', 'helpful')",0.07863359,-0.3451447,1.9236901,1.7270119,0.5901917,0.2472128,0.3429789
81,-0.21595044,-0.45901096,"('submissive', 'aggressive')",-0.018520888,-0.024002545,-1.1035728,-1.1029844,-0.4460147,-0.528666,0.0826513
25,0.21528843,0.24204746,"('egoistic', 'altruistic')",0.4725705,0.34680048,1.828093,1.6211983,0.8386507,0.7366821,0.1019686
63,-0.20452768,-0.45933276,"('unperceptive', 'insightful')",-0.11437514,-0.19298288,1.0638555,1.2966136,0.2483176,0.214766,0.0335516
56,0.20432398,-0.10326021,"('impractical', 'practical')",0.7690813,0.31517076,-0.28685895,-0.4854107,0.2288488,-0.0911667,0.3200155
31,-0.2000912,0.042418137,"('evil', 'good')",-0.40811646,-0.10690471,-0.6752367,-0.64980584,-0.4278148,-0.2380975,-0.1897173
36,-0.1905841,0.037530236,"('hostile', 'amicable')",-0.752896,-0.75897384,0.7664958,0.6541351,-0.0589948,-0.0224362,-0.0365586
33,0.18174794,0.6047983,"('wrong', 'right')",-0.6365934,-0.6732017,-0.19013596,-0.118257724,-0.2149938,-0.0622204,-0.1527734
82,-0.17774785,-0.31913266,"('poor', 'rich')",0.7849871,0.69346166,6.5574737,6.302417,2.3882376,2.225582,0.1626556
17,-0.17415981,-0.075733244,"('nasty', 'nice')",0.14195043,0.1467099,-0.8231672,-1.0352226,-0.2851255,-0.3214153,0.0362898
24,0.16400418,0.12617786,"('dishonest', 'honest')",-0.52343434,-0.48842606,0.8907568,0.7512128,0.1771089,0.1296549,0.047454
13,0.14755267,-0.0238716,"('impolite', 'polite')",-0.013306856,-0.24077627,-0.67706025,-0.6829256,-0.1809381,-0.3158578,0.1349197
76,-0.14293762,-0.19431925,"('anxious', 'daring')",0.42733258,0.24961847,-0.59963536,-0.66781616,-0.1050801,-0.2041723,0.0990922
54,0.14043175,0.19027376,"('incapable', 'capable')",-0.43292293,-0.45160735,1.3195782,1.2259244,0.3423623,0.3215303,0.020832
12,-0.1381662,-0.13484451,"('unsupportive', 'supportive')",-0.8767406,-0.8504475,-1.6545162,-1.4905559,-0.8898077,-0.8252826,-0.0645251
3,-0.13119456,-0.47285262,"('repellent', 'pleasant')",0.89837646,0.78327274,0.2685159,0.24478228,0.3452326,0.1850675,0.1601651
18,-0.12470506,-0.30009282,"('disagreeable', 'welcoming')",-0.81744784,-0.87631536,-0.32276502,-0.4387402,-0.4216393,-0.5383828,0.1167435
80,0.11063126,0.011629999,"('dominated', 'dominating')",0.29050428,0.29817647,-1.3940685,-1.3346274,-0.3309776,-0.341607,0.0106294
74,-0.106602624,-0.15077181,"('undedicated', 'dedicated')",0.30994374,0.37236917,0.23218277,0.3709622,0.1451746,0.1975199,-0.0523453
45,-0.097882,-0.013231017,"('incompetent', 'competent')",-0.28845036,-0.20659818,-0.4536922,-0.31650499,-0.2800082,-0.1787781,-0.1012301
20,-0.095754236,-0.24356118,"('rough', 'thoughtful')",1.0065957,0.98947656,0.5634897,0.5272613,0.4914437,0.4243922,0.0670515
65,-0.09241961,-0.39767718,"('insecure', 'secure')",0.62084585,0.5914365,-0.68442273,-0.7386445,-0.0519988,-0.1816284,0.1296296
27,-0.09112143,0.21461548,"('hardhearted', 'softhearted')",-0.2149652,0.3114368,1.5930393,1.933664,0.4289842,0.8199054,-0.3909212
51,-0.090757385,0.019800557,"('uneducated', 'educated')",0.16098607,0.5528899,0.7273259,0.96793294,0.2658515,0.5135411,-0.2476896
43,-0.08083253,-0.26896518,"('irresponsible', 'responsible')",0.41522235,0.19516507,0.5941434,0.51312625,0.3095111,0.146442,0.1630691
22,0.063266724,-0.011348145,"('untrustworthy', 'trustworthy')",0.3693972,0.32786992,-1.1064599,-1.1933483,-0.2245986,-0.2922755,0.0676769
23,0.054964244,-0.61336887,"('insincere', 'sincere')",0.17108048,-0.32057026,6.0851617,5.6525173,2.1037354,1.5728594,0.530876
47,-0.045467407,-0.07565996,"('stupid', 'smart')",0.82676613,0.74371374,5.3075767,5.1058397,2.0296251,1.9246311,0.104994
49,0.038485657,-0.2643568,"('unable', 'able')",-0.19524258,-0.47240824,-0.31987593,-0.33192205,-0.1588776,-0.356229,0.1973514
32,-0.03220231,-0.23353872,"('unkind', 'kind')",0.7457945,0.59374386,1.3162006,1.3871567,0.6765976,0.582454,0.0941436
67,-0.03097973,0.18003994,"('doubtful', 'determined')",0.09042817,0.07043436,-0.47862902,-0.54480416,-0.1397269,-0.09811,-0.0416169
38,-0.022987217,-0.23656255,"('untruthful', 'truthful')",-1.3004516,-1.7088065,0.18735841,-0.011352148,-0.3786935,-0.6522404,0.2735469
34,0.0137604475,-0.22772187,"('mean', 'honorable')",0.85997194,0.78551507,6.2168736,5.9524627,2.3635354,2.1700853,0.1934501
