,viatris_male,viatris_female,tuple,inc_male,inc_female,average_male,average_female,male-female
54,-0.8549985,-0.4301896,"('incapable', 'capable')",1.0884676,1.5273504,0.1167345,0.5485804,-0.4318459
85,-0.83424306,-1.0747015,"('insignificant', 'prestigious')",0.64499,0.5994131,-0.0946265,-0.2376442,0.1430177
52,-0.8141317,-1.246017,"('irrational', 'rational')",0.2308744,0.082784906,-0.2916286,-0.581616,0.2899874
38,-0.80109763,-0.5942174,"('untruthful', 'truthful')",-0.58930224,-0.18664259,-0.6952,-0.39043,-0.30477
35,-0.762548,-0.670292,"('corrupt', 'incorrupt')",-0.14694123,0.0035041142,-0.4547446,-0.333394,-0.1213506
73,0.73106915,0.48581368,"('helpless', 'self-reliant')",-2.5107985,-3.069421,-0.8898647,-1.2918037,0.401939
62,0.72713995,1.0265833,"('incompetent', 'brilliant')",0.14445062,0.26894405,0.4357953,0.6477637,-0.2119684
71,-0.70734483,-0.8083149,"('diffident', 'self-confident')",0.80237454,0.6802352,0.0475149,-0.0640399,0.1115548
64,0.68927795,0.5090992,"('shy', 'confident')",-6.315877,-6.971786,-2.8132994,-3.2313435,0.4180441
44,0.68794006,0.9872205,"('prejudiced', 'unprejudiced')",-1.1439921,-0.9937215,-0.228026,-0.0032505,-0.2247755
4,-0.6717827,-0.7040734,"('disliked', 'liked')",-6.279383,-7.100237,-3.4755828,-3.9021552,0.4265724
75,-0.66612786,-0.4633569,"('meek', 'impulsive')",-0.59266335,-0.32232288,-0.6293956,-0.3928399,-0.2365557
69,0.66327655,-0.014807731,"('lazy', 'industrious')",-0.2699758,-0.56549335,0.1966504,-0.2901505,0.4868009
37,0.6473624,0.29294065,"('fake', 'genuine')",0.79310316,0.26381058,0.7202328,0.2783756,0.4418572
55,0.6096351,0.7055128,"('incompetent', 'clever')",0.2548663,-0.22056535,0.4322507,0.2424737,0.189777
21,0.6038305,0.7678154,"('immoral', 'moral')",-0.71246696,-0.8537525,-0.0543182,-0.0429685,-0.0113497
22,0.5992431,0.6238354,"('untrustworthy', 'trustworthy')",-0.8227548,-1.1239954,-0.1117558,-0.25008,0.1383242
50,0.55659187,0.32159337,"('clumsy', 'skillful')",0.28479552,-0.1346232,0.4206937,0.0934851,0.3272086
40,0.5303267,0.102588505,"('stingy', 'generous')",-1.0036895,-2.120473,-0.2366814,-1.0089422,0.7722608
67,0.5273101,0.6405766,"('doubtful', 'determined')",-0.6188485,-0.2154076,-0.0457692,0.2125845,-0.2583537
2,0.5216656,0.79424244,"('unlikable', 'likable')",0.61624295,0.7154628,0.5689542,0.7548527,-0.1858985
68,-0.51620615,-0.66408026,"('dependent', 'independent')",-0.47270635,-0.92686045,-0.4944562,-0.7954704,0.3010142
82,-0.50797987,-0.040917166,"('poor', 'rich')",5.9323997,6.4624186,2.7122099,3.2107506,-0.4985407
74,0.4886979,0.2951635,"('undedicated', 'dedicated')",0.41113573,0.015642604,0.4499168,0.1554031,0.2945137
70,0.4879956,0.7509119,"('lethargic', 'energetic')",0.710993,0.5212567,0.5994943,0.6360843,-0.03659
56,0.48150724,0.8449439,"('impractical', 'practical')",-0.025125468,0.20075393,0.2281909,0.5228489,-0.294658
3,-0.4806139,-0.35923567,"('repellent', 'pleasant')",0.24209839,0.31726664,-0.1192577,-0.0209845,-0.0982732
17,-0.47704348,-0.15593114,"('nasty', 'nice')",-0.604925,-0.23468667,-0.5409842,-0.1953089,-0.3456753
48,0.45838335,-0.043930892,"('unintelligent', 'intelligent')",0.7807164,0.40467274,0.6195499,0.1803709,0.439179
28,-0.45122057,-0.9385397,"('disloyal', 'loyal')",0.9433849,0.6889946,0.2460822,-0.1247725,0.3708547
20,0.44632167,0.09846764,"('rough', 'thoughtful')",1.3587775,0.87221694,0.9025496,0.4853423,0.4172073
41,0.44025022,0.54516995,"('unforgiving', 'forgiving')",0.036914624,-0.12410188,0.2385824,0.210534,0.0280484
43,0.43639648,0.5461378,"('irresponsible', 'responsible')",0.71110487,0.8078825,0.5737507,0.6770102,-0.1032595
26,0.435663,-0.005052652,"('hardhearted', 'benevolent')",2.195754,1.9182796,1.3157085,0.9566135,0.359095
34,-0.4006201,-0.33328235,"('mean', 'honorable')",5.5762615,6.0109224,2.5878208,2.83882,-0.2509992
32,0.384906,0.5443855,"('unkind', 'kind')",1.0001158,0.97327226,0.6925108,0.7588289,-0.0663181
77,0.35450077,-0.020900726,"('unmotivated', 'motivated')",-1.439787,-1.5217769,-0.5426431,-0.7713388,0.2286957
7,0.34780282,0.29676512,"('insensitive', 'sensitive')",0.9380395,0.25534034,0.6429211,0.2760527,0.3668684
59,-0.33832654,-0.6500564,"('foolish', 'wise')",0.5375436,0.47921768,0.0996085,-0.0854194,0.1850279
25,-0.32067877,-0.41011566,"('egoistic', 'altruistic')",1.6196986,1.588788,0.6495099,0.5893362,0.0601737
51,-0.31899366,-0.03428712,"('uneducated', 'educated')",0.09458429,-0.22760093,-0.1122047,-0.130944,0.0187393
15,-0.314237,-0.22497953,"('boring', 'funny')",0.38443115,0.5904098,0.0350971,0.1827151,-0.147618
84,0.31126958,0.31368935,"('inferior', 'superior')",0.8739289,0.70039505,0.5925993,0.5070422,0.0855571
87,0.30985603,0.18257919,"('unsuccessful', 'successful')",0.80965346,0.44927013,0.5597547,0.3159246,0.2438301
27,0.28022787,-0.057692435,"('hardhearted', 'softhearted')",1.8007941,1.2658865,1.040511,0.6040971,0.4364139
57,-0.27221853,-0.5312372,"('unimaginative', 'imaginative')",-2.0261629,-2.8348851,-1.1491907,-1.6830611,0.5338704
58,-0.24140584,-0.31553972,"('undiscriminating', 'discriminating')",0.19718713,-0.1831235,-0.0221094,-0.2493316,0.2272222
45,0.23324496,0.32674193,"('incompetent', 'competent')",0.0046708547,-0.3892679,0.1189579,-0.031263,0.1502209
46,0.22592853,0.30259472,"('uncompetitive', 'competitive')",-0.8313708,-1.1891223,-0.3027211,-0.4432638,0.1405427
11,0.22525424,0.6105489,"('unhelpful', 'helpful')",1.3600436,1.6202413,0.7926489,1.1153951,-0.3227462
24,-0.18813466,-0.4055795,"('dishonest', 'honest')",0.6876469,0.67645127,0.2497561,0.1354359,0.1143202
13,0.18652219,0.42834216,"('impolite', 'polite')",-0.8137165,-0.7212332,-0.3135971,-0.1464455,-0.1671516
18,-0.17034598,-0.040318698,"('disagreeable', 'welcoming')",-0.16124104,-0.34151047,-0.1657935,-0.1909146,0.0251211
83,-0.14807089,-0.16240016,"('powerless', 'powerful')",-0.95017946,-0.8741094,-0.5491252,-0.5182548,-0.0308704
47,0.14787216,0.31380567,"('stupid', 'smart')",5.1108537,5.836596,2.6293628,3.0752008,-0.445838
49,-0.1404254,-0.06731,"('unable', 'able')",-0.062491175,-0.02502283,-0.1014583,-0.0461664,-0.0552919
88,0.12521097,-0.15480384,"('low', 'eminent')",0.22047691,0.3197553,0.1728439,0.0824757,0.0903682
33,0.12133449,-0.35395053,"('wrong', 'right')",-0.37676367,-0.5469384,-0.1277146,-0.4504445,0.3227299
61,-0.10177545,-0.075031675,"('illogical', 'logical')",0.38576344,0.16889465,0.141994,0.0469315,0.0950625
63,0.09238918,0.079993,"('unperceptive', 'insightful')",0.7833971,0.28866792,0.4378931,0.1843305,0.2535626
10,-0.08401834,0.080408834,"('unsympathetic', 'sympathetic')",-0.20755151,-0.34785405,-0.1457849,-0.1337226,-0.0120623
23,0.08224105,0.17275707,"('insincere', 'sincere')",5.250478,5.9253087,2.6663594,3.0490329,-0.3826735
72,-0.054141715,-0.30916283,"('unambitious', 'ambitious')",-0.6296339,-0.5584085,-0.3418878,-0.4337857,0.0918979
0,-0.047500458,-0.16139531,"('unsociable', 'sociable')",-0.40465558,-0.5976803,-0.226078,-0.3795378,0.1534598
12,0.043355152,-0.17672718,"('unsupportive', 'supportive')",-1.5605319,-2.0754986,-0.7585884,-1.1261129,0.3675245
78,-0.025673948,-0.363227,"('nonresilient', 'resilient')",0.11305359,-0.38057035,0.0436898,-0.3718987,0.4155885
