,navient_male,navient_female,tuple,corp_male,corp_female,average_male,average_female,male-female
41,-0.51952505,-0.15920204,"('unforgiving', 'forgiving')",-0.38889974,-0.17852567,-0.4542124,-0.1688639,-0.2853485
5,-0.49756223,-0.8075232,"('distant', 'outgoing')",-0.25526717,-0.30981326,-0.3764147,-0.5586683,0.1822536
88,-0.48391798,-0.37433586,"('low', 'eminent')",-0.20623186,-0.20998602,-0.3450749,-0.2921609,-0.052914
13,-0.43024057,-0.5155868,"('impolite', 'polite')",-0.7636198,-0.6074847,-0.5969301,-0.5615357,-0.0353944
51,-0.42953587,-0.5881467,"('uneducated', 'educated')",-0.10960364,-0.16315341,-0.2695698,-0.37565,0.1060802
64,-0.41592285,0.04838314,"('shy', 'confident')",-6.522353,-6.063355,-3.4691379,-3.0074859,-0.461652
27,-0.40271464,-0.2250151,"('hardhearted', 'softhearted')",0.7848754,0.83950883,0.1910804,0.3072469,-0.1161665
79,-0.391735,-0.7777095,"('wavering', 'unwavering')",-0.26074564,-0.66399735,-0.3262403,-0.7208534,0.3946131
62,0.38852873,0.5219272,"('incompetent', 'brilliant')",0.85737413,0.99947464,0.6229514,0.7607009,-0.1377495
37,-0.37693822,-0.32744992,"('fake', 'genuine')",-0.18057367,-0.3223461,-0.278756,-0.324898,0.046142
40,-0.3655691,-0.09615639,"('stingy', 'generous')",-2.4966059,-2.2133865,-1.4310875,-1.1547714,-0.2763161
80,-0.3587306,-0.18171993,"('dominated', 'dominating')",-1.0283158,-0.9176502,-0.6935232,-0.5496851,-0.1438381
65,-0.3550859,-0.023140963,"('insecure', 'secure')",-0.56031674,-0.24021846,-0.4577013,-0.1316797,-0.3260216
32,-0.34529537,-0.15307882,"('unkind', 'kind')",0.68174577,0.5723815,0.1682252,0.2096513,-0.0414261
42,0.33055007,0.31963077,"('unreliable', 'reliable')",-3.3738997,-3.3562465,-1.5216749,-1.5183078,-0.0033671
52,-0.32163736,-0.6150004,"('irrational', 'rational')",0.07754461,-0.17906073,-0.1220464,-0.3970306,0.2749842
35,0.30185643,0.25815788,"('corrupt', 'incorrupt')",-0.5536964,-0.68476605,-0.12592,-0.2133041,0.0873841
30,0.2932884,0.4466762,"('intolerant', 'tolerant')",0.91199476,1.1813879,0.6026416,0.8140321,-0.2113905
49,0.28725675,0.60448754,"('unable', 'able')",0.19466923,0.5149223,0.240963,0.5597049,-0.3187419
17,-0.28036696,-0.15609492,"('nasty', 'nice')",-0.56788665,-0.40483016,-0.4241268,-0.2804625,-0.1436643
81,0.27093327,0.42109638,"('submissive', 'aggressive')",-0.41815746,-0.26418582,-0.0736121,0.0784553,-0.1520674
59,0.2571032,0.26705092,"('foolish', 'wise')",0.33772665,0.37147525,0.2974149,0.3192631,-0.0218482
75,0.249694,-0.056417502,"('meek', 'impulsive')",-0.66530526,-0.8028728,-0.2078056,-0.4296452,0.2218396
68,-0.24344803,-0.15815608,"('dependent', 'independent')",-0.636662,-0.6085029,-0.440055,-0.3833295,-0.0567255
38,-0.2431578,-0.7200544,"('untruthful', 'truthful')",0.19961205,0.084030755,-0.0217729,-0.3180118,0.2962389
20,-0.23092638,-0.045805924,"('rough', 'thoughtful')",0.5421532,0.7661448,0.1556134,0.3601694,-0.204556
87,-0.22001192,-0.17366502,"('unsuccessful', 'successful')",0.5624507,0.6351079,0.1712194,0.2307214,-0.059502
15,0.20011033,-0.027258597,"('boring', 'funny')",0.0047920644,0.05137303,0.1024512,0.0120572,0.090394
34,0.1490339,0.1210867,"('mean', 'honorable')",5.6917844,5.460955,2.9204092,2.7910209,0.1293883
60,-0.111649126,0.35352656,"('inefficient', 'efficient')",0.06569785,0.53585327,-0.0229756,0.4446899,-0.4676655
82,-0.11072155,-0.2891652,"('poor', 'rich')",6.204139,5.970253,3.0467088,2.840544,0.2061648
29,-0.10339768,-0.06331672,"('unfair', 'fair')",-0.684385,-0.8040172,-0.3938913,-0.4336669,0.0397756
70,-0.09246383,0.014070824,"('lethargic', 'energetic')",-0.06229367,0.06318091,-0.0773787,0.0386259,-0.1160046
47,-0.09203954,0.012130242,"('stupid', 'smart')",5.4174333,5.5504823,2.6626968,2.7813063,-0.1186095
76,0.087699614,0.30314055,"('anxious', 'daring')",-0.32600772,-0.32089907,-0.1191541,-0.0088793,-0.1102748
56,0.084163666,-0.09872933,"('impractical', 'practical')",-0.11002019,-0.059932284,-0.0129283,-0.0793308,0.0664025
4,0.08116328,-0.08713465,"('disliked', 'liked')",-6.552848,-6.4650993,-3.2358422,-3.2761171,0.0402749
33,-0.069209725,-0.081558585,"('wrong', 'right')",-0.65044606,-0.59389144,-0.3598279,-0.337725,-0.0221029
16,-0.068135224,-0.07645662,"('unpopular', 'popular')",0.23311406,0.22017482,0.0824894,0.0718591,0.0106303
11,-0.040070243,-0.07686551,"('unhelpful', 'helpful')",1.9165388,1.9577624,0.9382343,0.9404484,-0.0022141
39,-0.010923663,0.56896144,"('exploitative', 'cooperative')",-0.15828052,0.21056387,-0.0846021,0.3897626,-0.4743647
