,humana_male,humana_female,tuple,inc_male,inc_female,average_male,average_female,male-female
72,0.6343798,0.78818184,"('unambitious', 'ambitious')",-0.5442369,-0.5204992,0.0450715,0.1338413,-0.0887698
25,-0.6327695,-1.1583866,"('egoistic', 'altruistic')",1.285977,1.1163749,0.3266037,-0.0210059,0.3476096
55,0.62047464,1.330729,"('incompetent', 'clever')",0.37211394,0.48703593,0.4962943,0.9088825,-0.4125882
32,0.60203207,0.3470779,"('unkind', 'kind')",1.5395173,1.2078129,1.0707747,0.7774454,0.2933293
3,0.5576381,0.60077345,"('repellent', 'pleasant')",0.6778481,0.18961202,0.6177431,0.3951927,0.2225504
58,-0.54318535,-0.4670378,"('undiscriminating', 'discriminating')",-0.16887069,0.067626804,-0.356028,-0.1997055,-0.1563225
75,-0.5192527,-1.0362871,"('meek', 'impulsive')",-0.52531785,-0.6171212,-0.5222853,-0.8267041,0.3044188
80,0.51763004,0.84630144,"('dominated', 'dominating')",-0.848937,-1.0025939,-0.1656535,-0.0781462,-0.0875073
51,0.50878817,0.56979984,"('uneducated', 'educated')",0.57650554,0.650591,0.5426469,0.6101954,-0.0675485
46,0.5018085,0.7449611,"('uncompetitive', 'competitive')",-0.15932252,-0.10976384,0.171243,0.3175986,-0.1463556
88,-0.4995936,-0.76359785,"('low', 'eminent')",0.41156068,0.37183976,-0.0440165,-0.195879,0.1518625
9,-0.47180116,-0.8079907,"('unaffectionate', 'caring')",0.6760136,1.0441179,0.1021062,0.1180636,-0.0159574
79,-0.45248538,-1.529798,"('wavering', 'unwavering')",-0.15030864,-0.3071322,-0.301397,-0.9184651,0.6170681
33,-0.42304662,-0.5638596,"('wrong', 'right')",-1.0544072,-0.7389232,-0.7387269,-0.6513914,-0.0873355
28,-0.38972327,-0.17218299,"('disloyal', 'loyal')",0.82477915,0.9445726,0.2175279,0.3861948,-0.1686669
50,-0.38406783,-0.17116274,"('clumsy', 'skillful')",-0.24761395,0.27871913,-0.3158409,0.0537782,-0.3696191
49,0.34687608,0.80439496,"('unable', 'able')",0.0535288,0.37183017,0.2002024,0.5881126,-0.3879102
24,0.32510442,0.11253242,"('dishonest', 'honest')",1.1202807,1.1887349,0.7226926,0.6506336,0.072059
18,-0.3249781,-0.46415216,"('disagreeable', 'welcoming')",-0.4321835,-0.29890612,-0.3785808,-0.3815292,0.0029484
47,0.31214732,0.28985977,"('stupid', 'smart')",5.659027,5.71001,2.9855871,2.9999349,-0.0143478
61,0.29336447,0.146086,"('illogical', 'logical')",0.17773147,0.14024064,0.235548,0.1431633,0.0923847
0,0.2377204,0.16148315,"('unsociable', 'sociable')",-0.39337936,-0.41800445,-0.0778295,-0.1282606,0.0504311
73,0.23377644,0.3899564,"('helpless', 'self-reliant')",-3.4305553,-3.0578952,-1.5983895,-1.3339694,-0.2644201
7,0.23267823,0.53867865,"('insensitive', 'sensitive')",0.50116,0.8365213,0.3669191,0.6876,-0.3206809
37,0.22508067,0.9485072,"('fake', 'genuine')",0.19959866,0.652249,0.2123397,0.8003781,-0.5880384
20,0.22104657,0.68413,"('rough', 'thoughtful')",0.87794805,1.0426402,0.5494973,0.8633851,-0.3138878
77,-0.20987767,-0.09490082,"('unmotivated', 'motivated')",-0.9036527,-0.7577711,-0.5567652,-0.4263359,-0.1304293
82,-0.16530354,-0.10398777,"('poor', 'rich')",6.5640006,6.554739,3.1993484,3.2253757,-0.0260273
27,-0.16116351,0.043834075,"('hardhearted', 'softhearted')",1.0773028,1.5476699,0.4580697,0.795752,-0.3376823
26,0.15306935,-0.41331944,"('hardhearted', 'benevolent')",1.0955231,1.1730847,0.6242962,0.3798826,0.2444136
54,0.14551963,-0.13036859,"('incapable', 'capable')",1.2506493,1.4685489,0.6980845,0.6690902,0.0289943
87,-0.14363524,-0.1471917,"('unsuccessful', 'successful')",0.24218632,0.60753524,0.0492755,0.2301718,-0.1808963
29,-0.13617116,-0.024788335,"('unfair', 'fair')",-0.5080608,-0.61376834,-0.322116,-0.3192783,-0.0028377
83,-0.13595624,-0.013954509,"('powerless', 'powerful')",-0.761446,-0.66244185,-0.4487011,-0.3381982,-0.1105029
64,0.12360579,0.25924057,"('shy', 'confident')",-6.1818824,-6.189247,-3.0291383,-2.9650033,-0.064135
68,-0.113537654,0.45791322,"('dependent', 'independent')",-0.6715923,-0.24419583,-0.392565,0.1068587,-0.4994237
57,-0.11252077,-0.53288674,"('unimaginative', 'imaginative')",-2.3949885,-2.5161808,-1.2537546,-1.5245337,0.2707791
71,-0.10744573,-0.69414514,"('diffident', 'self-confident')",0.30266008,0.2229559,0.0976072,-0.2355946,0.3332018
39,0.10378644,0.48037314,"('exploitative', 'cooperative')",0.07814045,0.16356792,0.0909634,0.3219705,-0.2310071
17,0.09797298,-0.081392385,"('nasty', 'nice')",-0.2114129,-0.4324966,-0.05672,-0.2569445,0.2002245
15,-0.086762145,-0.64837533,"('boring', 'funny')",0.40409386,0.25079218,0.1586659,-0.1987916,0.3574575
78,0.03352093,-0.16371617,"('nonresilient', 'resilient')",0.06718871,0.26232702,0.0503548,0.0493054,0.0010494
40,0.033256788,0.0055086985,"('stingy', 'generous')",-1.9290165,-1.6941428,-0.9478799,-0.8443171,-0.1035628
44,-0.021534959,0.1993544,"('prejudiced', 'unprejudiced')",-1.2743999,-1.3524293,-0.6479674,-0.5765374,-0.07143
