,dover_male,dover_female,tuple,corp_male,corp_female,average_male,average_female,male-female
31,-1.0041327,-1.1365693,"('evil', 'good')",-0.5083075,-1.1420449,-0.7562201,-1.139307,0.3830869
44,-1.002416,-0.88560027,"('prejudiced', 'unprejudiced')",-1.3773499,-1.4188671,-1.189883,-1.1522337,-0.0376493
21,0.992783,0.6425488,"('immoral', 'moral')",-0.39191625,-0.33526483,0.3004334,0.153642,0.1467914
13,0.9607399,0.5581839,"('impolite', 'polite')",-1.1335895,-0.981918,-0.0864248,-0.211867,0.1254422
79,-0.9394579,-1.102113,"('wavering', 'unwavering')",-0.6177487,-0.5019863,-0.7786033,-0.8020496,0.0234463
65,0.9241618,0.6282431,"('insecure', 'secure')",-0.48232466,-0.13518924,0.2209186,0.2465269,-0.0256083
72,0.899176,1.1745951,"('unambitious', 'ambitious')",-0.7858317,-0.23099804,0.0566722,0.4717985,-0.4151263
76,0.8726011,1.0149586,"('anxious', 'daring')",-0.48790744,-0.13299358,0.1923468,0.4409825,-0.2486357
55,0.86584103,0.5974828,"('incompetent', 'clever')",0.16955957,0.27489692,0.5177003,0.4361899,0.0815104
22,0.8238235,0.7390711,"('untrustworthy', 'trustworthy')",-0.8718119,-0.9954591,-0.0239942,-0.128194,0.1041998
48,0.78785455,0.73142767,"('unintelligent', 'intelligent')",0.6290262,0.83747834,0.7084404,0.784453,-0.0760126
71,0.7586754,0.68029636,"('diffident', 'self-confident')",0.46858588,0.3994151,0.6136307,0.5398557,0.073775
68,-0.7341625,-0.6495453,"('dependent', 'independent')",-0.8463811,-0.697714,-0.7902718,-0.6736296,-0.1166422
85,-0.71373063,-1.0247543,"('insignificant', 'prestigious')",0.21234855,-0.49804896,-0.2506911,-0.7614017,0.5107106
77,-0.70967585,-0.8893356,"('unmotivated', 'motivated')",-1.3707452,-1.2155195,-1.0402105,-1.0524275,0.012217
26,0.68369246,0.19104657,"('hardhearted', 'benevolent')",1.8716775,1.1680487,1.2776849,0.6795477,0.5981372
84,0.6821858,0.6664295,"('inferior', 'superior')",0.9414008,0.9858565,0.8117933,0.826143,-0.0143497
40,0.67324984,0.4774627,"('stingy', 'generous')",-1.5911366,-2.185737,-0.4589434,-0.8541371,0.3951937
35,-0.6487243,-0.79194903,"('corrupt', 'incorrupt')",-0.21627423,-0.48066616,-0.4324993,-0.6363076,0.2038083
9,0.64861876,0.41458753,"('unaffectionate', 'caring')",0.96256286,1.1849537,0.8055908,0.7997706,0.0058202
51,-0.6482636,-0.8187558,"('uneducated', 'educated')",-0.27168176,-0.022029132,-0.4599727,-0.4203925,-0.0395802
69,-0.6364045,-0.77024937,"('lazy', 'industrious')",-0.33322853,-0.9444264,-0.4848165,-0.8573379,0.3725214
7,0.62280154,0.40090793,"('insensitive', 'sensitive')",0.32868338,0.3975464,0.4757425,0.3992272,0.0765153
67,-0.61492044,-0.7030219,"('doubtful', 'determined')",-0.45665318,-0.54798657,-0.5357868,-0.6255043,0.0897175
47,0.59504396,0.66041034,"('stupid', 'smart')",4.8823075,5.781843,2.7386758,3.2211268,-0.482451
0,0.58824915,0.18295182,"('unsociable', 'sociable')",-0.32398093,-0.38207388,0.1321341,-0.099561,0.2316951
2,0.5622603,0.23880388,"('unlikable', 'likable')",0.599176,0.29993856,0.5807182,0.2693712,0.311347
41,0.5184515,0.00723302,"('unforgiving', 'forgiving')",-0.004888065,-0.4981268,0.2567817,-0.2454469,0.5022286
34,0.510839,0.55448335,"('mean', 'honorable')",5.052274,5.893717,2.7815566,3.2241001,-0.4425435
66,-0.4925493,-0.4146455,"('inactive', 'active')",0.42888874,0.24438949,-0.0318303,-0.085128,0.0532977
5,-0.4881053,-0.59620106,"('distant', 'outgoing')",-0.46988967,-0.6390104,-0.4789975,-0.6176057,0.1386082
1,0.47990993,0.1537357,"('unfriendly', 'friendly')",1.4802401,1.2112923,0.980075,0.682514,0.297561
49,-0.44233125,-0.21482253,"('unable', 'able')",-0.4310372,-0.0003705062,-0.4366842,-0.1075965,-0.3290877
64,-0.44048655,-0.68953025,"('shy', 'confident')",-6.0045695,-6.7845793,-3.222528,-3.7370548,0.5145268
15,-0.4325914,-0.6720745,"('boring', 'funny')",-0.1709409,-0.45057482,-0.3017662,-0.5613247,0.2595585
38,-0.4300519,-0.064179175,"('untruthful', 'truthful')",-0.57297015,-0.19483887,-0.501511,-0.129509,-0.372002
80,0.38016793,0.5143511,"('dominated', 'dominating')",-0.9254842,-0.7288405,-0.2726581,-0.1072447,-0.1654134
82,0.37795734,0.4490597,"('poor', 'rich')",5.4516964,6.4942117,2.9148269,3.4716356,-0.5568087
83,-0.3499137,-0.33578008,"('powerless', 'powerful')",-1.0807672,-0.7911981,-0.7153404,-0.5634891,-0.1518513
53,0.34789813,-0.002722226,"('uncreative', 'creative')",0.18376207,0.09493295,0.2658301,0.0461054,0.2197247
86,0.3358395,-0.12474731,"('uninfluential', 'influential')",-0.5592724,-0.5847268,-0.1117164,-0.3547371,0.2430207
12,0.33279547,0.3692589,"('unsupportive', 'supportive')",-1.9305129,-2.186975,-0.7988587,-0.9088581,0.1099994
37,0.33218506,0.3729921,"('fake', 'genuine')",0.063135706,0.41555658,0.1976604,0.3942744,-0.196614
46,0.3061491,0.26418862,"('uncompetitive', 'competitive')",-0.9392057,-0.852587,-0.3165283,-0.2941992,-0.0223291
8,0.29183906,0.041666366,"('unaffectionate', 'affectionate')",0.7718443,0.8001706,0.5318417,0.4209185,0.1109232
18,-0.27493748,-0.96688807,"('disagreeable', 'welcoming')",-0.41342175,-0.6361639,-0.3441796,-0.801526,0.4573464
45,0.27078167,0.23148665,"('incompetent', 'competent')",-0.15390426,-0.26354635,0.0584387,-0.0160298,0.0744685
17,-0.25548065,-0.2877884,"('nasty', 'nice')",-0.5751256,-0.6683138,-0.4153031,-0.4780511,0.062748
28,0.20587061,-0.07372393,"('disloyal', 'loyal')",0.96051097,1.1907593,0.5831908,0.5585177,0.0246731
57,0.20282315,-0.026038453,"('unimaginative', 'imaginative')",-3.066323,-3.6098657,-1.4317499,-1.817952,0.3862021
33,0.20038006,-0.027883502,"('wrong', 'right')",-0.4769398,-0.705129,-0.1382799,-0.3665063,0.2282264
81,0.19808176,0.34503993,"('submissive', 'aggressive')",-0.8128359,-0.39575517,-0.307377,-0.0253576,-0.2820194
78,-0.18545868,-0.10320108,"('nonresilient', 'resilient')",-0.0040625967,0.24612166,-0.0947606,0.0714603,-0.1662209
27,0.17634739,0.19534019,"('hardhearted', 'softhearted')",1.1134745,1.133319,0.6449109,0.6643296,-0.0194187
42,-0.15860742,-0.25217378,"('unreliable', 'reliable')",-3.1286814,-3.4487636,-1.6436445,-1.8504686,0.2068241
73,-0.15001544,-0.19080329,"('helpless', 'self-reliant')",-2.77602,-3.1411817,-1.4630177,-1.6659925,0.2029748
54,-0.12674329,-0.15048629,"('incapable', 'capable')",0.63241535,0.96439904,0.252836,0.4069564,-0.1541204
74,0.10434737,-0.053192865,"('undedicated', 'dedicated')",-0.3448694,-0.6441544,-0.120261,-0.3486736,0.2284126
63,0.101295516,0.17810439,"('unperceptive', 'insightful')",0.3635378,0.4431521,0.2324167,0.3106282,-0.0782115
58,0.09641137,-0.038086966,"('undiscriminating', 'discriminating')",0.28752184,0.06458021,0.1919666,0.0132466,0.17872
20,-0.09559302,-0.041035287,"('rough', 'thoughtful')",0.93549025,0.8044563,0.4199486,0.3817105,0.0382381
88,-0.094389334,-0.2502609,"('low', 'eminent')",-0.49517947,-0.46786293,-0.2947844,-0.3590619,0.0642775
43,0.075221926,-0.020302467,"('irresponsible', 'responsible')",0.07836409,0.1631778,0.076793,0.0714377,0.0053553
6,0.06813396,0.08259129,"('distant', 'open')",-0.3819335,-0.46845943,-0.1568998,-0.1929341,0.0360343
11,-0.06537078,0.06395039,"('unhelpful', 'helpful')",1.153349,1.6694081,0.5439891,0.8666793,-0.3226902
32,-0.05009442,-0.2880901,"('unkind', 'kind')",0.102694854,0.3295627,0.0263002,0.0207363,0.0055639
36,-0.03301522,-0.47453037,"('hostile', 'amicable')",0.194696,-0.23784618,0.0808404,-0.3561883,0.4370287
87,0.025782898,-0.01493131,"('unsuccessful', 'successful')",0.92262995,0.67059153,0.4742064,0.3278301,0.1463763
70,0.010888517,-0.058167364,"('lethargic', 'energetic')",0.018188085,0.1561268,0.0145383,0.0489797,-0.0344414
3,0.008023446,0.054650046,"('repellent', 'pleasant')",0.69613165,0.9333935,0.3520775,0.4940218,-0.1419443
