,electronic_male,electronic_female,tuple,arts_male,arts_female,inc_male,inc_female,average_male,average_female,male-female
55,-0.24433084,-0.39697435,"('incompetent', 'clever')",0.95277774,0.7243822,0.14380667,-0.015021106,0.2840845,0.1041289,0.1799556
38,-0.21526259,-0.16981049,"('untruthful', 'truthful')",-1.156451,-1.4198474,-0.4588277,-0.5321291,-0.6101805,-0.7072624,0.0970819
63,-0.20876019,-0.33670306,"('unperceptive', 'insightful')",0.19096796,-0.034704335,0.76726127,0.7210094,0.249823,0.116534,0.133289
58,0.20691839,0.22558632,"('undiscriminating', 'discriminating')",0.6835736,0.669418,-0.16896468,-0.12424859,0.2405091,0.2569186,-0.0164095
81,0.18639374,-0.0049622953,"('submissive', 'aggressive')",1.3716166,0.9684962,-0.69304484,-1.1345419,0.2883218,-0.0570027,0.3453245
28,0.1828863,0.2821642,"('disloyal', 'loyal')",-0.36419407,-0.41556957,0.89327985,0.91131055,0.237324,0.2593017,-0.0219777
14,-0.15523848,-0.1929849,"('antisocial', 'social')",1.3706268,1.3256032,-0.7146942,-0.7012514,0.166898,0.143789,0.023109
88,0.15498824,0.3602382,"('low', 'eminent')",-0.26236084,-0.2427643,-0.14171514,-0.08001998,-0.0830292,0.0124846,-0.0955138
77,0.1491117,0.05081618,"('unmotivated', 'motivated')",0.4727203,0.36607844,-0.9972327,-0.9921941,-0.1251336,-0.1917665,0.0666329
29,-0.14613897,0.051127836,"('unfair', 'fair')",-1.2999387,-1.1977338,-0.3441894,-0.16093844,-0.5967557,-0.4358482,-0.1609075
36,-0.14165446,-0.1099755,"('hostile', 'amicable')",-1.1738522,-0.8140062,0.18853486,0.4919263,-0.3756573,-0.1440185,-0.2316388
72,-0.125235,-0.2944981,"('unambitious', 'ambitious')",0.32633388,0.13173854,-0.46934837,-0.6733282,-0.0894165,-0.2786959,0.1892794
12,0.10357961,0.04336872,"('unsupportive', 'supportive')",-0.5498874,-0.644376,-2.0782566,-2.0555015,-0.8415215,-0.8855029,0.0439814
85,0.09767543,0.22138192,"('insignificant', 'prestigious')",-1.0230777,-0.7699279,0.10177936,0.63473713,-0.274541,0.0287304,-0.3032714
23,-0.0612919,-0.19176583,"('insincere', 'sincere')",-0.17837079,-0.46503988,5.6815076,5.352378,1.8139483,1.5651908,0.2487575
43,-0.049047936,-0.0402169,"('irresponsible', 'responsible')",-0.11384469,-0.4116887,0.22304748,0.080032,0.0200516,-0.1239579,0.1440095
5,0.045427866,0.19719459,"('distant', 'outgoing')",-1.4721833,-1.3871777,-0.3945243,-0.13891195,-0.6070933,-0.442965,-0.1641283
6,-0.034343597,0.123346634,"('distant', 'open')",-1.1106006,-0.94794786,0.37326354,0.70787984,-0.2572269,-0.0389071,-0.2183198
49,0.022241566,-0.13617828,"('unable', 'able')",0.08217997,-0.012491142,0.119966045,0.03519784,0.0747959,-0.0378239,0.1126198
62,-0.021020545,-0.23496273,"('incompetent', 'brilliant')",1.013219,0.63604414,0.09474304,-0.34049588,0.3623138,0.0201952,0.3421186
74,0.020346612,0.018578116,"('undedicated', 'dedicated')",-0.007540699,-0.14188653,-0.019554444,0.01694195,-0.0022495,-0.0354555,0.033206
59,0.019464847,0.106089815,"('foolish', 'wise')",-0.81460196,-0.68417,0.25135493,0.40864247,-0.1812607,-0.0564792,-0.1247815
67,0.017943662,0.043942682,"('doubtful', 'determined')",0.29267642,0.29883087,-0.68305165,-0.6101532,-0.1241439,-0.0891265,-0.0350174
