,merck_male,merck_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
49,-0.20663103,-0.18105903,"('unable', 'able')",-0.04373224,0.14417174,-0.60642,-0.42364204,-0.27676857,-0.14467353,-0.283388,-0.1513007,-0.1320873
30,0.1930134,0.38804287,"('intolerant', 'tolerant')",0.1593488,0.31116545,-0.59840834,-0.33322534,0.9412757,1.0347946,0.1738074,0.3501944,-0.176387
8,-0.18238764,-0.19868514,"('unaffectionate', 'affectionate')",0.588237,0.4766509,-0.102905765,-0.26285633,1.6435168,1.5273019,0.4866151,0.3856028,0.1010123
58,-0.18200877,-0.052174207,"('undiscriminating', 'discriminating')",-0.012791403,0.16552064,0.668195,0.57344294,0.27261448,0.2638095,0.1865023,0.2376497,-0.0511474
80,0.15920775,0.023527402,"('dominated', 'dominating')",0.005396202,-0.01701127,0.0812909,0.13942456,-1.5210267,-1.3755003,-0.318783,-0.3073899,-0.0113931
27,-0.15718408,-0.18760622,"('hardhearted', 'softhearted')",-0.35275996,-0.24985096,-0.7085796,-0.6458306,1.687709,1.5669036,0.1172963,0.120904,-0.0036077
77,-0.14088589,-0.03592428,"('unmotivated', 'motivated')",-0.206722,-0.1373513,0.13351068,0.23040825,-0.9813572,-0.8303937,-0.2988636,-0.1933153,-0.1055483
16,-0.13933529,-0.31528068,"('unpopular', 'popular')",0.54012907,0.35526967,0.30941275,0.18310438,1.0526327,0.7727337,0.4407098,0.2489568,0.191753
61,-0.12855229,-0.2952124,"('illogical', 'logical')",0.28145415,0.103402846,-0.49510616,-0.6124869,0.38699833,0.21498251,0.0111985,-0.1473285,0.158527
75,-0.12849806,0.09059896,"('meek', 'impulsive')",-0.14395013,-0.0628682,0.3861362,0.58505195,-0.3963255,-0.31384158,-0.0706594,0.0747353,-0.1453947
12,0.083754346,0.14887005,"('unsupportive', 'supportive')",0.5399092,0.6222144,-0.75352687,-0.57458043,-1.559844,-1.4642273,-0.4224268,-0.3169308,-0.105496
1,0.04996439,0.12174657,"('unfriendly', 'friendly')",0.1683828,0.14111644,-0.6479162,-0.6912942,2.672301,2.529712,0.560683,0.5253202,0.0353628
64,-0.030593988,-0.09666036,"('shy', 'confident')",-0.23126915,-0.09045158,0.19495493,0.2658984,-7.270793,-6.950487,-1.8344253,-1.7179252,-0.1165001
40,0.023782142,0.14113863,"('stingy', 'generous')",0.04162655,0.159978,-0.23771454,-0.16060945,-1.3481839,-1.372543,-0.3801224,-0.3080089,-0.0721135
