,nisource_male,nisource_female,tuple,inc_male,inc_female,average_male,average_female,male-female
18,-0.6820883,-0.7066476,"('disagreeable', 'welcoming')",-0.43792284,-0.28845218,-0.5600055,-0.4975499,-0.0624556
59,-0.6768265,-0.6149733,"('foolish', 'wise')",0.11168645,0.20569307,-0.28257,-0.2046401,-0.0779299
54,-0.6725062,-0.668842,"('incapable', 'capable')",0.88998836,0.80047697,0.1087411,0.0658175,0.0429236
2,0.66193455,0.5319417,"('unlikable', 'likable')",0.57203615,0.5426408,0.6169853,0.5372913,0.079694
14,0.63756275,0.39004803,"('antisocial', 'social')",0.13590463,-0.11984207,0.3867337,0.135103,0.2516307
32,-0.635792,-0.7692543,"('unkind', 'kind')",0.7348658,0.7311281,0.0495369,-0.0190631,0.0686
41,-0.6354006,-0.73909223,"('unforgiving', 'forgiving')",0.164992,0.056708667,-0.2352043,-0.3411918,0.1059875
25,-0.61734396,-0.39625132,"('egoistic', 'altruistic')",1.3316292,1.4852619,0.3571426,0.5445053,-0.1873627
50,0.55259484,0.5152752,"('clumsy', 'skillful')",0.15272784,0.3241046,0.3526613,0.4196899,-0.0670286
20,0.54602116,0.7419737,"('rough', 'thoughtful')",0.93970823,1.2070767,0.7428647,0.9745252,-0.2316605
27,-0.5405199,-0.34580946,"('hardhearted', 'softhearted')",1.0860664,1.521014,0.2727732,0.5876023,-0.3148291
30,0.5240514,0.35776392,"('intolerant', 'tolerant')",1.8834431,1.7171367,1.2037473,1.0374503,0.166297
24,-0.4881489,-0.52707744,"('dishonest', 'honest')",0.7439017,0.5724951,0.1278764,0.0227088,0.1051676
67,0.48595458,0.68589145,"('doubtful', 'determined')",-0.39828467,-0.2958684,0.043835,0.1950115,-0.1511765
51,-0.4852438,-0.5590286,"('uneducated', 'educated')",0.4334837,0.5525064,-0.0258801,-0.0032611,-0.022619
83,-0.4660527,-0.3931074,"('powerless', 'powerful')",-1.1477942,-1.1309133,-0.8069235,-0.7620103,-0.0449132
39,0.4567935,0.769818,"('exploitative', 'cooperative')",-0.046189122,0.24202399,0.2053022,0.505921,-0.3006188
37,0.43522835,0.5629995,"('fake', 'genuine')",0.35330895,0.6788525,0.3942686,0.620926,-0.2266574
48,-0.43388006,-0.4131282,"('unintelligent', 'intelligent')",0.88815624,0.9755708,0.2271381,0.2812213,-0.0540832
29,-0.42247322,-0.29797626,"('unfair', 'fair')",-0.85747164,-0.67660266,-0.6399724,-0.4872895,-0.1526829
49,-0.41233718,-0.41811183,"('unable', 'able')",-0.40685508,-0.33596534,-0.4095961,-0.3770386,-0.0325575
84,0.39785224,0.52548397,"('inferior', 'superior')",0.8955125,0.9624778,0.6466824,0.7439809,-0.0972985
74,-0.3669157,-0.27441627,"('undedicated', 'dedicated')",0.13263215,0.32593986,-0.1171418,0.0257618,-0.1429036
56,0.35577935,0.197785,"('impractical', 'practical')",0.43970108,0.13354552,0.3977402,0.1656653,0.2320749
11,-0.355505,-0.5874601,"('unhelpful', 'helpful')",1.8963658,1.6375515,0.7704304,0.5250458,0.2453846
82,-0.35051802,-0.62612355,"('poor', 'rich')",5.6362085,5.13947,2.6428452,2.2566733,0.3861719
16,-0.34174335,-0.36612475,"('unpopular', 'popular')",0.40504807,0.35998046,0.0316524,-0.0030721,0.0347245
21,0.31488714,0.3859794,"('immoral', 'moral')",-0.62024796,-0.41064632,-0.1526804,-0.0123335,-0.1403469
65,0.2956787,0.19730368,"('insecure', 'secure')",-0.28644776,-0.37045413,0.0046155,-0.0865752,0.0911907
57,-0.28680584,-0.34726572,"('unimaginative', 'imaginative')",-1.5562679,-1.5246862,-0.9215369,-0.935976,0.0144391
13,0.230221,0.19079527,"('impolite', 'polite')",-0.074876614,-0.21013683,0.0776722,-0.0096708,0.087343
61,-0.21710274,-0.19906145,"('illogical', 'logical')",0.13317123,0.14677359,-0.0419658,-0.0261439,-0.0158219
4,0.2161147,0.06069123,"('disliked', 'liked')",-5.222919,-5.3434467,-2.5034022,-2.6413777,0.1379755
45,-0.21209085,-0.49694213,"('incompetent', 'competent')",0.60023946,0.29272074,0.1940743,-0.1021107,0.296185
66,-0.2043252,-0.06259765,"('inactive', 'active')",0.5425777,0.681761,0.1691262,0.3095817,-0.1404555
64,0.20234005,0.2629867,"('shy', 'confident')",-5.807604,-5.690745,-2.8026319,-2.7138791,-0.0887528
17,-0.19622323,-0.14770468,"('nasty', 'nice')",-0.33321938,-0.3586894,-0.2647213,-0.253197,-0.0115243
77,-0.19479671,-0.13836844,"('unmotivated', 'motivated')",-0.8412081,-0.9982556,-0.5180024,-0.568312,0.0503096
55,0.1700729,0.17909828,"('incompetent', 'clever')",0.38763887,0.4915876,0.2788559,0.3353429,-0.056487
47,0.15036887,0.18804333,"('stupid', 'smart')",4.9652057,4.8329744,2.5577872,2.5105088,0.0472784
88,-0.14723499,-0.35612065,"('low', 'eminent')",0.2971533,0.086172596,0.0749592,-0.134974,0.2099332
33,-0.13622668,0.13021562,"('wrong', 'right')",-0.6704698,-0.41217774,-0.4033483,-0.1409811,-0.2623672
15,-0.12395784,-0.20234512,"('boring', 'funny')",0.55724394,0.4558104,0.2166431,0.1267326,0.0899105
34,-0.11229412,0.02743544,"('mean', 'honorable')",5.3600006,5.1807632,2.6238532,2.6040993,0.0197539
7,-0.1114046,-0.211665,"('insensitive', 'sensitive')",1.0808319,1.0553844,0.4847136,0.4218597,0.0628539
46,0.0835634,-0.0036137113,"('uncompetitive', 'competitive')",-0.3155858,-0.44707435,-0.1160112,-0.225344,0.1093328
3,-0.0642758,0.014870597,"('repellent', 'pleasant')",0.13568215,0.117918625,0.0357032,0.0663946,-0.0306914
22,0.060616396,0.11814104,"('untrustworthy', 'trustworthy')",-0.7240043,-0.6440662,-0.331694,-0.2629626,-0.0687314
68,-0.04818394,0.12455756,"('dependent', 'independent')",-0.8014946,-0.6437818,-0.4248393,-0.2596121,-0.1652272
35,0.008589581,0.058756962,"('corrupt', 'incorrupt')",-0.5149698,-0.5726012,-0.2531901,-0.2569221,0.003732
40,0.0049852263,0.048975267,"('stingy', 'generous')",-1.0482032,-0.8452804,-0.521609,-0.3981526,-0.1234564
75,-0.001151558,-0.026079133,"('meek', 'impulsive')",-0.38175336,-0.6069744,-0.1914525,-0.3165268,0.1250743
