,stryker_male,stryker_female,tuple,corp_male,corp_female,average_male,average_female,male-female
65,0.40961778,0.2853939,"('insecure', 'secure')",-0.39739716,-0.19214872,0.0061103,0.0466226,-0.0405123
85,-0.40448755,-0.2885072,"('insignificant', 'prestigious')",-0.3696076,-0.6007767,-0.3870476,-0.4446419,0.0575943
39,0.40147313,0.8438736,"('exploitative', 'cooperative')",-0.13262056,-0.12607925,0.1344263,0.3588972,-0.2244709
58,0.33152384,0.2257005,"('undiscriminating', 'discriminating')",0.43767345,0.48464328,0.3845986,0.3551719,0.0294267
3,0.30574155,-0.11458177,"('repellent', 'pleasant')",1.0744208,0.8751504,0.6900812,0.3802843,0.3097969
2,0.2970547,0.55764645,"('unlikable', 'likable')",0.0022895075,0.24664092,0.1496721,0.4021437,-0.2524716
25,0.28614444,0.31608814,"('egoistic', 'altruistic')",1.2519807,1.0653968,0.7690625,0.6907425,0.07832
72,0.27777034,0.122292414,"('unambitious', 'ambitious')",-0.6771449,-0.65787715,-0.1996873,-0.2677924,0.0681051
80,-0.26644036,-0.34424943,"('dominated', 'dominating')",-0.89316267,-0.71728104,-0.5798015,-0.5307652,-0.0490363
67,0.24514015,0.87914544,"('doubtful', 'determined')",-1.0288565,-0.61290634,-0.3918582,0.1331196,-0.5249778
40,0.20134956,-0.1497955,"('stingy', 'generous')",-1.6836152,-1.8273747,-0.7411329,-0.9885851,0.2474522
13,-0.19575894,-0.24330008,"('impolite', 'polite')",-1.0371236,-0.85955656,-0.6164412,-0.5514283,-0.0650129
27,-0.19477826,-0.11120868,"('hardhearted', 'softhearted')",0.9103248,0.87721485,0.3577733,0.3830031,-0.0252298
47,-0.1790228,0.13162862,"('stupid', 'smart')",5.0291567,4.905513,2.4250669,2.5185707,-0.0935038
15,-0.16942725,0.15033045,"('boring', 'funny')",-0.19154128,-0.15008199,-0.1804843,0.0001242,-0.1806085
34,0.16166723,0.27683657,"('mean', 'honorable')",5.8332877,5.8543925,2.9974775,3.0656145,-0.068137
18,-0.1579541,-0.31024927,"('disagreeable', 'welcoming')",-0.21219926,-0.47829384,-0.1850767,-0.3942716,0.2091949
20,-0.15538298,-0.22037625,"('rough', 'thoughtful')",0.59684694,0.6941214,0.220732,0.2368726,-0.0161406
43,-0.12600246,-0.026396707,"('irresponsible', 'responsible')",-0.047546104,0.28989068,-0.0867743,0.131747,-0.2185213
87,0.101752214,-0.039414596,"('unsuccessful', 'successful')",1.2700152,1.0102514,0.6858837,0.4854184,0.2004653
54,-0.098265,-0.11120452,"('incapable', 'capable')",0.8434203,0.6024296,0.3725777,0.2456126,0.1269651
77,-0.096666336,-0.20606536,"('unmotivated', 'motivated')",-1.1095281,-1.123869,-0.6030972,-0.6649672,0.06187
37,-0.061866354,0.07215703,"('fake', 'genuine')",0.2196452,0.23036452,0.0788894,0.1512608,-0.0723714
70,-0.06005932,-0.022648036,"('lethargic', 'energetic')",-0.085058965,0.19415343,-0.0725591,0.0857527,-0.1583118
38,0.039345946,0.3213565,"('untruthful', 'truthful')",0.0067064576,0.17003062,0.0230262,0.2456936,-0.2226674
68,-0.038149886,-0.180076,"('dependent', 'independent')",-0.33479458,-0.39517707,-0.1864722,-0.2876265,0.1011543
