,assurant_male,assurant_female,tuple,inc_male,inc_female,average_male,average_female,male-female
61,-0.68184143,-1.03596,"('illogical', 'logical')",0.02433472,-0.054549318,-0.3287534,-0.5452546,0.2165012
52,-0.67217785,-1.3409537,"('irrational', 'rational')",0.10249662,-0.41626278,-0.2848406,-0.8786082,0.5937676
42,0.6580036,0.92828494,"('unreliable', 'reliable')",-2.6253123,-2.543589,-0.9836544,-0.8076521,-0.1760023
67,0.6334509,0.72823435,"('doubtful', 'determined')",-0.3423842,-0.39714378,0.1455334,0.1655453,-0.0200119
24,-0.5679384,-0.9806367,"('dishonest', 'honest')",0.7869399,0.9009698,0.1095008,-0.0398335,0.1493343
72,-0.5584494,-0.5918066,"('unambitious', 'ambitious')",-0.77896833,-0.3606102,-0.6687089,-0.4762084,-0.1925005
4,-0.55474395,-0.5923586,"('disliked', 'liked')",-5.839867,-6.278507,-3.1973054,-3.4354329,0.2381275
54,-0.51562196,-0.6112938,"('incapable', 'capable')",1.0193977,1.3330494,0.2518879,0.3608778,-0.1089899
16,-0.48769698,-0.67532116,"('unpopular', 'popular')",0.515209,0.2636956,0.013756,-0.2058128,0.2195688
49,-0.4857629,-0.25978205,"('unable', 'able')",-0.31354007,-0.009995682,-0.3996515,-0.1348889,-0.2647626
29,-0.47568852,-0.508365,"('unfair', 'fair')",-0.57339936,-0.7127148,-0.5245439,-0.6105399,0.085996
78,-0.47554395,-0.27641457,"('nonresilient', 'resilient')",0.2702024,0.29483584,-0.1026708,0.0092106,-0.1118814
13,-0.47507772,-0.43556643,"('impolite', 'polite')",-0.5138925,-0.39566386,-0.4944851,-0.4156151,-0.07887
7,-0.46633258,-0.47628033,"('insensitive', 'sensitive')",0.866802,1.0865635,0.2002347,0.3051416,-0.1049069
84,0.45565546,0.5111951,"('inferior', 'superior')",1.019571,0.98580503,0.7376132,0.7485001,-0.0108869
48,-0.39662054,-0.58441603,"('unintelligent', 'intelligent')",0.7919085,0.7418936,0.197644,0.0787388,0.1189052
58,-0.38975024,-0.5903415,"('undiscriminating', 'discriminating')",0.16585056,0.050369285,-0.1119498,-0.2699861,0.1580363
59,-0.38711005,-0.5749345,"('foolish', 'wise')",0.53601646,0.48443317,0.0744532,-0.0452507,0.1197039
83,-0.38608164,-0.54893357,"('powerless', 'powerful')",-1.027683,-1.0195085,-0.7068824,-0.7842211,0.0773387
20,0.3680319,0.5472847,"('rough', 'thoughtful')",1.2456334,1.0257661,0.8068326,0.7865254,0.0203072
41,-0.34161887,-0.63268316,"('unforgiving', 'forgiving')",-0.16955711,-0.35695443,-0.255588,-0.4948188,0.2392308
51,-0.33563003,-0.3698372,"('uneducated', 'educated')",0.44218433,0.4778531,0.0532771,0.0540079,-0.0007308
76,0.33183488,0.78696877,"('anxious', 'daring')",0.09333567,0.3188335,0.2125853,0.5529011,-0.3403158
22,-0.32396796,-0.26261857,"('untrustworthy', 'trustworthy')",-1.0632075,-0.98455876,-0.6935877,-0.6235887,-0.069999
62,-0.3121614,-0.08158824,"('incompetent', 'brilliant')",0.36065435,0.88454735,0.0242465,0.4014795,-0.377233
66,-0.3000592,-0.4094651,"('inactive', 'active')",0.98204195,0.6858755,0.3409914,0.1382052,0.2027862
26,0.29776198,-0.067337416,"('hardhearted', 'benevolent')",1.9157068,1.484495,1.1067344,0.7085788,0.3981556
70,-0.28826344,0.19254151,"('lethargic', 'energetic')",0.59331137,0.94539464,0.152524,0.5689681,-0.4164441
81,0.2837353,0.455315,"('submissive', 'aggressive')",-0.6783339,-0.26388526,-0.1972993,0.0957149,-0.2930142
21,-0.25889388,-0.2798061,"('immoral', 'moral')",-0.70155144,-0.77303904,-0.4802226,-0.5264226,0.0462
27,-0.24615896,-0.28907982,"('hardhearted', 'softhearted')",1.6852999,1.3079122,0.7195705,0.5094162,0.2101543
15,-0.22124639,-0.22976081,"('boring', 'funny')",0.4686508,0.34806633,0.1237022,0.0591528,0.0645494
85,-0.21882595,-0.7266094,"('insignificant', 'prestigious')",0.76214576,0.28302702,0.2716599,-0.2217912,0.4934511
82,-0.20803235,0.038911585,"('poor', 'rich')",5.5895314,6.406453,2.6907496,3.2226825,-0.5319329
37,0.18574199,0.09881171,"('fake', 'genuine')",0.6752203,0.6635713,0.4304811,0.3811915,0.0492896
47,-0.17986313,-0.069073334,"('stupid', 'smart')",5.1097727,5.7116213,2.4649549,2.821274,-0.3563191
65,-0.16220887,-0.19390042,"('insecure', 'secure')",-0.85779285,-0.5803847,-0.5100009,-0.3871425,-0.1228584
68,-0.16003338,-0.004770551,"('dependent', 'independent')",-0.4465172,-0.3993857,-0.3032753,-0.2020781,-0.1011972
40,-0.14173928,-0.28811097,"('stingy', 'generous')",-0.9934248,-1.3711647,-0.567582,-0.8296378,0.2620558
17,-0.13273868,-0.20207974,"('nasty', 'nice')",-0.28093377,-0.38808516,-0.2068362,-0.2950824,0.0882462
14,-0.1090405,-0.21652254,"('antisocial', 'social')",-0.6865146,-0.76521564,-0.3977776,-0.4908691,0.0930915
79,-0.08434018,-0.22065991,"('wavering', 'unwavering')",0.17285094,0.30852085,0.0442554,0.0439305,0.0003249
75,-0.08228128,0.24624695,"('meek', 'impulsive')",-0.2960198,-0.16000377,-0.1891505,0.0431216,-0.2322721
39,0.07873349,-0.18953371,"('exploitative', 'cooperative')",-0.105484754,-0.15769202,-0.0133756,-0.1736129,0.1602373
33,0.07455014,-0.47704878,"('wrong', 'right')",-0.148422,-0.40626878,-0.0369359,-0.4416588,0.4047229
64,-0.06716868,-0.16428515,"('shy', 'confident')",-6.6074195,-6.8984632,-3.3372941,-3.5313742,0.1940801
56,-0.06523455,0.25347516,"('impractical', 'practical')",-0.22919175,0.3148821,-0.1472131,0.2841786,-0.4313917
34,0.059211954,0.2368676,"('mean', 'honorable')",5.4762335,6.043683,2.7677226,3.1402752,-0.3725526
60,-0.03609688,0.16865557,"('inefficient', 'efficient')",-0.065157354,0.44755825,-0.0506271,0.3081069,-0.358734
25,-0.03490476,-0.49055642,"('egoistic', 'altruistic')",1.6400928,1.3879606,0.8025941,0.4487021,0.353892
74,-0.026372608,-0.12111969,"('undedicated', 'dedicated')",0.1437582,0.017665636,0.0586928,-0.051727,0.1104198
80,0.01876299,0.46446735,"('dominated', 'dominating')",-1.3186338,-1.1575084,-0.6499354,-0.3465205,-0.3034149
88,-0.017618664,-0.30985013,"('low', 'eminent')",0.28914213,0.37198043,0.1357617,0.0310652,0.1046965
30,0.014558762,-0.246358,"('intolerant', 'tolerant')",1.5013442,1.5122488,0.7579515,0.6329454,0.1250061
87,-0.0069472417,-0.0023844615,"('unsuccessful', 'successful')",0.7517499,0.621427,0.3724013,0.3095213,0.06288
