,reynolds_male,reynolds_female,tuple,american_male,american_female,inc_male,inc_female,average_male,average_female,male-female
32,-0.3895156,-0.08089976,"('unkind', 'kind')",-1.1609645,-1.147456,0.64960337,0.6792096,-0.3002923,-0.1830487,-0.1172436
64,-0.3815196,-0.08663446,"('shy', 'confident')",0.0137462765,0.019052945,-6.224225,-5.8887725,-2.1973327,-1.9854514,-0.2118813
8,0.36797932,0.18303049,"('unaffectionate', 'affectionate')",-0.8435036,-0.8986628,0.59714055,0.2961704,0.0405388,-0.1398206,0.1803594
20,-0.3509408,-0.33440676,"('rough', 'thoughtful')",-0.12938881,-0.08547762,0.9341563,0.95483655,0.1512756,0.1783174,-0.0270418
57,-0.34957254,-0.34086192,"('unimaginative', 'imaginative')",-0.85277694,-1.0096084,-2.2993069,-2.158359,-1.1672188,-1.1696098,0.002391
59,-0.30233613,-0.31834853,"('foolish', 'wise')",-0.5453849,-0.522386,0.5034256,0.32248247,-0.1147651,-0.1727507,0.0579856
13,0.29599887,0.88547397,"('impolite', 'polite')",-0.5598295,-0.20873444,-0.6136917,-0.30046552,-0.2925074,0.1254247,-0.4179321
77,-0.26057413,-0.190379,"('unmotivated', 'motivated')",-0.77095366,-0.6896287,-1.2682592,-1.1524106,-0.7665957,-0.6774728,-0.0891229
88,-0.24599452,-0.17624742,"('low', 'eminent')",-0.04436946,-0.043583922,0.26485205,0.3876465,-0.008504,0.0559384,-0.0644424
30,0.21969618,0.87814355,"('intolerant', 'tolerant')",-0.37131712,-0.089038044,0.64932126,0.9803654,0.1659001,0.5898236,-0.4239235
54,-0.21655871,-0.3699314,"('incapable', 'capable')",-0.0034501422,-0.036399964,1.1504188,1.0035923,0.3101366,0.199087,0.1110496
3,-0.20808703,0.093743496,"('repellent', 'pleasant')",-0.44190937,-0.38073865,0.185285,0.21162774,-0.1549038,-0.0251225,-0.1297813
31,-0.20332123,-0.14491767,"('evil', 'good')",-0.013955509,0.048572246,-0.89703375,-1.0163041,-0.3714368,-0.3708832,-0.0005536
15,0.19898954,-0.0148848,"('boring', 'funny')",0.23621161,0.1371149,0.36837426,0.12191154,0.2678585,0.0813805,0.186478
6,-0.15455872,-0.4777739,"('distant', 'open')",-0.47616255,-0.48073798,0.23615709,0.14005378,-0.1315214,-0.2728194,0.141298
52,-0.14729822,-0.48724473,"('irrational', 'rational')",-0.45917326,-0.5711649,0.101051345,-0.19103037,-0.1684734,-0.41648,0.2480066
19,-0.1435943,0.024331447,"('inhospitable', 'hospitable')",0.07636077,0.25029165,0.061814506,0.14179888,-0.0018063,0.1388073,-0.1406136
23,0.1375375,0.2699261,"('insincere', 'sincere')",-0.7926765,-0.6760323,5.4956985,5.3527856,1.6135198,1.6488932,-0.0353734
10,-0.13045874,0.27160478,"('unsympathetic', 'sympathetic')",-1.2091979,-1.0913922,-0.48432893,-0.28960946,-0.6079952,-0.3697989,-0.2381963
7,0.12915899,0.3096178,"('insensitive', 'sensitive')",-0.47052374,-0.28105035,0.6747099,0.718818,0.1111151,0.2491285,-0.1380134
72,-0.102753796,-0.041534383,"('unambitious', 'ambitious')",-0.59509516,-0.56614727,-0.8847044,-0.864858,-0.5275178,-0.4908466,-0.0366712
4,-0.09346849,-0.17300478,"('disliked', 'liked')",-0.02428906,-0.08086812,-5.7963867,-5.3925157,-1.9713813,-1.8821295,-0.0892518
78,0.08632815,0.056980893,"('nonresilient', 'resilient')",0.35612795,0.2225577,0.9058447,0.8810668,0.4494336,0.3868685,0.0625651
48,0.083138146,0.18819048,"('unintelligent', 'intelligent')",-0.2036361,-0.22212988,0.20497134,0.24787821,0.0281578,0.0713129,-0.0431551
75,-0.07988917,-0.044256918,"('meek', 'impulsive')",0.58522165,0.6508508,-0.19687055,-0.14907956,0.1028206,0.1525048,-0.0496842
28,-0.07077471,-0.015747227,"('disloyal', 'loyal')",-0.14222938,-0.12101521,0.52606314,0.58313507,0.104353,0.1487909,-0.0444379
39,0.06739189,0.44460714,"('exploitative', 'cooperative')",0.36982083,0.57035065,-0.3542848,-0.24219899,0.0276426,0.2575863,-0.2299437
67,-0.041868173,0.022178777,"('doubtful', 'determined')",0.31368038,0.4862327,-0.78773457,-0.71494395,-0.1719741,-0.0688442,-0.1031299
34,-0.02858992,0.3867443,"('mean', 'honorable')",0.23135605,0.60235846,5.67272,5.8428206,1.9584953,2.2773078,-0.3188125
87,0.025934488,-0.021788243,"('unsuccessful', 'successful')",1.1575255,0.9869827,1.496542,1.3780786,0.893334,0.7810911,0.1122429
0,0.016273022,0.29904464,"('unsociable', 'sociable')",-0.8749292,-0.7926642,-0.73758435,-0.70339924,-0.5320802,-0.3990062,-0.133074
5,0.007847883,-0.10612748,"('distant', 'outgoing')",-0.17497124,-0.10779398,-0.128041,-0.17434752,-0.0983881,-0.129423,0.0310349
27,0.005727913,-0.1596312,"('hardhearted', 'softhearted')",-0.3477951,-0.35372752,1.4740338,1.2087662,0.3773222,0.2318025,0.1455197
83,0.004677102,0.34813133,"('powerless', 'powerful')",-0.4095694,-0.26151195,-1.0306349,-0.709093,-0.4785091,-0.2074912,-0.2710179
79,0.004367344,-0.23257405,"('wavering', 'unwavering')",0.5072791,0.44243363,0.34010106,0.26462376,0.2839158,0.1581611,0.1257547
38,0.0015715621,0.09980208,"('untruthful', 'truthful')",-0.20183983,-0.09656518,0.06232682,0.31073076,-0.0459805,0.1046559,-0.1506364
