,starbucks_male,starbucks_female,tuple,corp_male,corp_female,average_male,average_female,male-female
16,-0.838334,-0.8341664,"('unpopular', 'popular')",0.028681822,-0.074441485,-0.4048261,-0.454304,0.0494779
32,0.80870223,0.88401574,"('unkind', 'kind')",0.85052234,1.1262316,0.8296123,1.0051236,-0.1755113
54,0.8085747,0.70936227,"('incapable', 'capable')",1.1442997,0.91718996,0.9764372,0.8132761,0.1631611
48,0.80135876,0.7059014,"('unintelligent', 'intelligent')",0.7273755,0.8689261,0.7643671,0.7874137,-0.0230466
45,0.7863297,0.23056974,"('incompetent', 'competent')",-0.09046705,-0.2734466,0.3479313,-0.0214384,0.3693697
49,0.76750994,0.57284397,"('unable', 'able')",0.11426365,-0.07576146,0.4408868,0.2485413,0.1923455
27,0.7611782,0.5834552,"('hardhearted', 'softhearted')",1.5997273,1.5284643,1.1804527,1.0559597,0.124493
84,0.7537243,0.68937844,"('inferior', 'superior')",0.7774487,0.94405895,0.7655865,0.8167187,-0.0511322
87,0.73557085,0.8172505,"('unsuccessful', 'successful')",0.8646613,0.773735,0.8001161,0.7954928,0.0046233
34,0.73093444,0.5814473,"('mean', 'honorable')",6.331152,6.03289,3.5310433,3.3071685,0.2238748
20,0.7260709,0.7004487,"('rough', 'thoughtful')",0.8748685,0.69912547,0.8004697,0.6997871,0.1006826
17,-0.72544414,-0.5006503,"('nasty', 'nice')",-0.88584745,-0.8473812,-0.8056458,-0.6740158,-0.13163
85,0.7200319,0.976185,"('insignificant', 'prestigious')",-0.65284294,-0.7323592,0.0335945,0.1219129,-0.0883184
25,0.7133821,0.7465472,"('egoistic', 'altruistic')",1.2573085,1.2001975,0.9853453,0.9733723,0.011973
37,0.70691615,0.54855186,"('fake', 'genuine')",0.6510615,0.77036893,0.6789888,0.6594604,0.0195284
35,-0.6944316,-0.61134994,"('corrupt', 'incorrupt')",-0.4213732,-0.60586643,-0.5579024,-0.6086082,0.0507058
6,0.6564108,0.66433537,"('distant', 'open')",-0.045418188,-0.3435261,0.3054963,0.1604046,0.1450917
21,0.6490656,0.6557032,"('immoral', 'moral')",-0.44590408,-0.4127409,0.1015808,0.1214812,-0.0199004
33,0.625978,0.6429887,"('wrong', 'right')",-0.31473804,-0.56043184,0.15562,0.0412784,0.1143416
78,0.6031589,0.3580712,"('nonresilient', 'resilient')",0.40601206,0.041412763,0.5045855,0.199742,0.3048435
18,-0.5882539,-0.38198727,"('disagreeable', 'welcoming')",-0.20074469,-0.15454759,-0.3944993,-0.2682674,-0.1262319
30,0.5876669,0.59525514,"('intolerant', 'tolerant')",0.71884245,0.8335121,0.6532547,0.7143836,-0.0611289
13,0.57174194,0.61909634,"('impolite', 'polite')",-0.7615384,-0.49711603,-0.0948982,0.0609902,-0.1558884
36,-0.53091663,-0.23149917,"('hostile', 'amicable')",-0.30064723,-0.38330993,-0.4157819,-0.3074045,-0.1083774
38,0.4881251,0.06818119,"('untruthful', 'truthful')",0.65952677,0.26435658,0.573826,0.1662689,0.4075571
55,0.47905672,0.29113483,"('incompetent', 'clever')",0.44255057,0.5716011,0.4608036,0.431368,0.0294356
76,-0.47870284,-0.395935,"('anxious', 'daring')",-0.56798565,-0.2254458,-0.5233443,-0.3106904,-0.2126539
47,0.4673692,0.5358291,"('stupid', 'smart')",5.5350313,5.308434,3.0012002,2.9221315,0.0790687
59,-0.46209905,-0.3471892,"('foolish', 'wise')",0.20821136,0.13751203,-0.1269438,-0.1048386,-0.0221052
72,0.4301615,0.31041604,"('unambitious', 'ambitious')",0.15923911,-0.12184858,0.2947003,0.0942837,0.2004166
3,-0.4295412,-0.47825766,"('repellent', 'pleasant')",1.0461754,1.1863279,0.3083171,0.3540351,-0.045718
51,0.42725393,0.6290983,"('uneducated', 'educated')",0.70012635,1.1494274,0.5636901,0.8892629,-0.3255728
58,0.41596913,0.49046484,"('undiscriminating', 'discriminating')",-0.059611127,0.25157934,0.178179,0.3710221,-0.1928431
15,-0.41194713,-0.27786508,"('boring', 'funny')",-0.33615047,-0.04860148,-0.3740488,-0.1632333,-0.2108155
83,0.37759405,0.6381064,"('powerless', 'powerful')",-0.768429,-0.6516969,-0.1954175,-0.0067953,-0.1886222
0,0.3576339,0.29785067,"('unsociable', 'sociable')",-0.24352947,-0.20266718,0.0570522,0.0475917,0.0094605
11,-0.34684616,-0.5772887,"('unhelpful', 'helpful')",2.0518377,2.1130822,0.8524958,0.7678968,0.084599
88,-0.33716986,-0.2299205,"('low', 'eminent')",-0.41270489,-0.33050776,-0.3749374,-0.2802141,-0.0947233
4,0.32177916,0.108417,"('disliked', 'liked')",-7.4572372,-7.585911,-3.567729,-3.7387469,0.1710179
41,0.29308733,0.35212106,"('unforgiving', 'forgiving')",-0.29596585,-0.03864762,-0.0014393,0.1567367,-0.158176
28,0.2862183,-0.042636916,"('disloyal', 'loyal')",1.5536822,1.4797403,0.9199502,0.7185517,0.2013985
69,0.25634852,0.36541167,"('lazy', 'industrious')",-1.2913754,-1.4487236,-0.5175135,-0.541656,0.0241425
10,-0.25314113,-0.6931319,"('unsympathetic', 'sympathetic')",-0.3592407,-0.36592925,-0.3061909,-0.5295306,0.2233397
53,0.22828473,0.1650423,"('uncreative', 'creative')",0.32665697,0.25904375,0.2774709,0.212043,0.0654279
82,-0.22222903,-0.2618435,"('poor', 'rich')",6.881393,6.703313,3.329582,3.2207346,0.1088474
14,0.19177814,0.29496908,"('antisocial', 'social')",-0.5837054,-0.3547969,-0.1959637,-0.0299139,-0.1660498
40,0.18643457,-0.16979189,"('stingy', 'generous')",-1.5380741,-1.5793668,-0.6758198,-0.8745794,0.1987596
42,0.1791443,0.059142347,"('unreliable', 'reliable')",-3.5969043,-3.3940978,-1.7088799,-1.6674777,-0.0414022
67,-0.16535512,-0.13240866,"('doubtful', 'determined')",-1.0332768,-0.7361907,-0.5993159,-0.4342997,-0.1650162
29,-0.1634286,-0.2557446,"('unfair', 'fair')",-0.5525373,-0.23853944,-0.357983,-0.247142,-0.110841
8,0.1586813,0.17642714,"('unaffectionate', 'affectionate')",0.9319693,0.6794946,0.5453253,0.4279609,0.1173644
19,-0.15495141,0.23570651,"('inhospitable', 'hospitable')",-0.39974198,-0.38292107,-0.2773467,-0.0736073,-0.2037394
68,0.13888837,0.26640522,"('dependent', 'independent')",-0.2924022,-0.29877493,-0.0767569,-0.0161849,-0.060572
46,0.12276818,-0.0744705,"('uncompetitive', 'competitive')",-0.8328949,-0.85366,-0.3550634,-0.4640653,0.1090019
80,0.11086581,-0.009170681,"('dominated', 'dominating')",-0.51667845,-0.5511828,-0.2029063,-0.2801768,0.0772705
22,-0.093003415,-0.036237903,"('untrustworthy', 'trustworthy')",-0.61571413,-0.81369364,-0.3543588,-0.4249658,0.070607
70,0.08795989,-0.13183019,"('lethargic', 'energetic')",0.40026715,0.40396783,0.2441135,0.1360688,0.1080447
81,-0.05028549,0.0026222803,"('submissive', 'aggressive')",-0.92879474,-0.46795064,-0.4895401,-0.2326642,-0.2568759
77,0.00589511,-0.2116249,"('unmotivated', 'motivated')",-1.0733032,-1.4131424,-0.533704,-0.8123837,0.2786797
