,eaton_male,eaton_female,tuple,corp_male,corp_female,plc_male,plc_female,average_male,average_female,male-female
17,-0.39685172,-0.17795211,"('nasty', 'nice')",-0.2814541,-0.20776244,-0.9446487,-0.74881136,-0.5409848,-0.3781753,-0.1628095
18,-0.3855824,-0.41220573,"('disagreeable', 'welcoming')",-0.3303404,-0.2677847,-0.7980585,-0.58063084,-0.5046604,-0.4202071,-0.0844533
82,0.37114117,0.31978452,"('poor', 'rich')",-1.0470986,-0.7834274,5.32859,6.0000944,1.5508776,1.8454838,-0.2946062
84,0.36983633,0.14849812,"('inferior', 'superior')",0.9723085,0.8033644,1.0318893,0.805637,0.7913447,0.5858332,0.2055115
4,-0.3479161,-0.097689174,"('disliked', 'liked')",0.87325364,0.81245005,-5.1583834,-5.832634,-1.5443486,-1.7059577,0.1616091
60,-0.34027734,0.31641757,"('inefficient', 'efficient')",-2.8735914,-2.0614214,-0.6206383,-0.67775494,-1.2781691,-0.8075863,-0.4705828
63,0.29737082,0.7190203,"('unperceptive', 'insightful')",-0.64903206,-0.13566197,0.6442592,0.7095202,0.0975327,0.4309595,-0.3334268
53,0.29583332,0.31963438,"('uncreative', 'creative')",-0.82621974,-0.8444258,1.0961175,1.0383334,0.188577,0.1711807,0.0173963
31,0.28848904,0.24846524,"('evil', 'good')",1.0429678,0.8679145,-0.21172526,0.17100982,0.3732439,0.4291298,-0.0558859
24,0.2819621,0.5739774,"('dishonest', 'honest')",-1.3364607,-1.2488557,0.6239631,0.6319274,-0.1435119,-0.014317,-0.1291949
54,-0.2652829,-0.5816221,"('incapable', 'capable')",-0.87912214,-0.85142493,0.8436445,1.2277561,-0.1002535,-0.0684303,-0.0318232
41,-0.26500884,0.31599993,"('unforgiving', 'forgiving')",-0.38672936,-0.2546739,0.41852748,0.2928904,-0.0777369,0.1180721,-0.195809
40,-0.24246983,0.43004355,"('stingy', 'generous')",0.49573684,0.7536102,-1.7050787,-1.5638397,-0.4839373,-0.1267287,-0.3572086
47,0.23991641,0.39888754,"('stupid', 'smart')",-0.7759371,-0.68114275,5.245767,5.8466516,1.5699155,1.8547988,-0.2848833
29,-0.23985206,0.00037777424,"('unfair', 'fair')",0.04663994,0.16916564,-0.41330513,-0.38673285,-0.2021724,-0.0723965,-0.1297759
27,0.23968534,0.35646883,"('hardhearted', 'softhearted')",-0.8372563,-0.54866594,0.3460093,0.66871697,-0.0838539,0.15884,-0.2426939
64,-0.22623502,-0.37930143,"('shy', 'confident')",0.25361493,0.26938054,-5.728866,-6.557744,-1.9004954,-2.222555,0.3220596
7,0.21701907,0.52512974,"('insensitive', 'sensitive')",-1.787732,-1.4733778,0.31618333,0.5665768,-0.4181765,-0.1272238,-0.2909527
72,0.20283923,0.340796,"('unambitious', 'ambitious')",-1.2968701,-0.921835,0.13889463,0.23514771,-0.3183787,-0.1152971,-0.2030816
20,0.18289502,0.4904068,"('rough', 'thoughtful')",0.15069568,0.094495825,1.0079871,0.9301094,0.4471926,0.505004,-0.0578114
85,-0.17594418,-0.4869363,"('insignificant', 'prestigious')",1.3198426,0.72975034,0.8536444,0.9654006,0.6658476,0.4027382,0.2631094
15,0.17353782,-0.09003809,"('boring', 'funny')",-0.7425656,-0.90073645,-0.099647254,0.12687513,-0.2228917,-0.2879665,0.0650748
52,-0.1668542,-0.51324254,"('irrational', 'rational')",0.23483326,-0.1444367,0.3376322,0.32436892,0.1352038,-0.1111034,0.2463072
38,-0.1617074,-0.115934715,"('untruthful', 'truthful')",-1.0307744,-0.9782184,0.25704572,0.26104754,-0.311812,-0.2777018,-0.0341102
30,-0.13905394,0.124567546,"('intolerant', 'tolerant')",-1.0315753,-0.6964997,-0.004733946,0.19437261,-0.3917877,-0.1258532,-0.2659345
0,-0.13362245,0.041621402,"('unsociable', 'sociable')",-1.1322156,-0.9713079,-0.4425695,-0.65361536,-0.5694692,-0.5277673,-0.0417019
32,-0.10629691,-0.0011134744,"('unkind', 'kind')",-1.4437035,-1.2899793,0.7347543,0.77548844,-0.2717487,-0.1718681,-0.0998806
48,0.09076012,0.82776034,"('unintelligent', 'intelligent')",-1.5810901,-1.0529236,-0.30858877,-0.15841962,-0.5996396,-0.1278609,-0.4717787
83,-0.07984245,0.036455374,"('powerless', 'powerful')",-0.04796568,0.04977259,-0.7285827,-0.6882624,-0.2854636,-0.2006781,-0.0847855
34,0.07397907,0.0029444173,"('mean', 'honorable')",-0.64701676,-0.32151106,4.611896,5.23982,1.3462861,1.6404177,-0.2941316
66,0.052261762,-0.30072582,"('inactive', 'active')",1.1619734,0.849439,1.5323861,1.2175846,0.9155404,0.5887659,0.3267745
19,0.034752235,-0.3230698,"('inhospitable', 'hospitable')",-0.537868,-0.7275068,-0.39311978,-0.11647975,-0.2987452,-0.3890188,0.0902736
2,-0.02551607,0.03491684,"('unlikable', 'likable')",0.5248245,0.7316089,0.337929,0.40330866,0.2790792,0.3899448,-0.1108656
25,-0.018450908,-0.21549818,"('egoistic', 'altruistic')",0.46869692,0.4093919,1.5654744,1.7422239,0.6719068,0.6453725,0.0265343
42,-0.014479749,0.049421914,"('unreliable', 'reliable')",-0.250151,-0.35700515,-2.7368271,-3.0741744,-1.000486,-1.1272526,0.1267666
