,weyerhaeuser_male,weyerhaeuser_female,tuple,co_male,co_female,average_male,average_female,male-female
36,1.0985671,1.0492254,"('hostile', 'amicable')",-0.19161668,-0.58713454,0.4534752,0.2310455,0.2224297
51,-1.0562708,-1.0608729,"('uneducated', 'educated')",0.63250726,0.7235151,-0.2118818,-0.1686789,-0.0432029
7,-1.0250521,-0.95147187,"('insensitive', 'sensitive')",0.2648307,0.5094121,-0.3801107,-0.2210299,-0.1590808
53,-1.0175177,-0.8776943,"('uncreative', 'creative')",0.7569871,0.68685204,-0.1302653,-0.0954211,-0.0348442
50,0.9821906,0.79254967,"('clumsy', 'skillful')",0.033644795,-0.10485921,0.5079177,0.3438452,0.1640725
77,-0.9812725,-0.83552074,"('unmotivated', 'motivated')",-1.0404836,-0.86631805,-1.0108781,-0.8509194,-0.1599587
49,-0.9747399,-0.99201787,"('unable', 'able')",-0.6171654,-0.37117073,-0.7959527,-0.6815943,-0.1143584
88,-0.9098402,-0.9679169,"('low', 'eminent')",-0.5267496,-0.5973232,-0.7182949,-0.7826201,0.0643252
12,-0.89142483,-0.8212633,"('unsupportive', 'supportive')",-2.0884202,-1.8345208,-1.4899225,-1.3278921,-0.1620304
52,0.8743083,0.7772983,"('irrational', 'rational')",-0.16545977,-0.39964554,0.3544243,0.1888264,0.1655979
58,-0.85579324,-0.8244259,"('undiscriminating', 'discriminating')",0.29724988,0.2688583,-0.2792717,-0.2777838,-0.0014879
71,0.85228014,0.9067751,"('diffident', 'self-confident')",0.026346825,0.08177817,0.4393135,0.4942766,-0.0549631
38,-0.8338833,-0.8889495,"('untruthful', 'truthful')",0.109422565,0.0663629,-0.3622304,-0.4112933,0.0490629
19,0.8150524,0.77996546,"('inhospitable', 'hospitable')",0.082950614,-0.01321444,0.4490015,0.3833755,0.065626
32,-0.813537,-0.87624454,"('unkind', 'kind')",1.1878039,1.2310009,0.1871334,0.1773782,0.0097552
68,-0.7560908,-0.8184786,"('dependent', 'independent')",-1.3392904,-1.1343362,-1.0476906,-0.9764074,-0.0712832
56,-0.7369142,-0.7248429,"('impractical', 'practical')",-0.49712926,-0.24591252,-0.6170217,-0.4853777,-0.131644
66,0.6632036,0.55945617,"('inactive', 'active')",0.26454997,0.07126029,0.4638768,0.3153582,0.1485186
4,0.6352532,0.69940037,"('disliked', 'liked')",-7.7675347,-7.572051,-3.5661407,-3.4363253,-0.1298154
75,0.52187896,0.49490723,"('meek', 'impulsive')",-0.68803966,-0.7951087,-0.0830804,-0.1501007,0.0670203
8,-0.43589216,-0.50996846,"('unaffectionate', 'affectionate')",0.82361937,0.7208144,0.1938636,0.105423,0.0884406
84,0.43307394,0.5298285,"('inferior', 'superior')",0.84059864,0.94758195,0.6368363,0.7387052,-0.1018689
9,-0.42162657,-0.39628467,"('unaffectionate', 'caring')",1.3373995,1.379041,0.4578865,0.4913781,-0.0334916
83,-0.35077313,-0.31963745,"('powerless', 'powerful')",-1.3724738,-1.1059836,-0.8616235,-0.7128105,-0.148813
20,-0.32509908,-0.30216783,"('rough', 'thoughtful')",0.61342317,0.7595347,0.144162,0.2286834,-0.0845214
40,0.3073268,0.3683506,"('stingy', 'generous')",-2.1175983,-2.0057845,-0.9051358,-0.8187169,-0.0864189
1,-0.28040794,-0.18800116,"('unfriendly', 'friendly')",1.6422887,1.3506776,0.6809404,0.5813382,0.0996022
27,-0.2670203,-0.21099922,"('hardhearted', 'softhearted')",0.8897583,0.98644924,0.311369,0.387725,-0.076356
80,-0.2558429,-0.17457204,"('dominated', 'dominating')",-0.548079,-0.2883412,-0.401961,-0.2314566,-0.1705044
42,-0.21804574,-0.2566148,"('unreliable', 'reliable')",-3.8030632,-3.5731244,-2.0105546,-1.9148695,-0.0956851
26,-0.21033275,-0.32243687,"('hardhearted', 'benevolent')",1.7463903,1.3637642,0.7680288,0.5206636,0.2473652
39,0.20401362,0.17757182,"('exploitative', 'cooperative')",0.7788451,0.88478404,0.4914293,0.5311779,-0.0397486
67,0.18882366,0.08928944,"('doubtful', 'determined')",-0.17872524,-0.21594857,0.0050492,-0.0633296,0.0683788
37,0.1880885,0.1643654,"('fake', 'genuine')",0.45958343,0.75807357,0.323836,0.4612195,-0.1373835
54,0.18069291,0.10163779,"('incapable', 'capable')",0.94727695,0.93537086,0.5639849,0.5185043,0.0454806
34,-0.18037385,-0.24946587,"('mean', 'honorable')",6.0027223,5.823262,2.9111743,2.7868981,0.1242762
87,-0.17484568,-0.24829127,"('unsuccessful', 'successful')",0.13387817,0.36317137,-0.0204838,0.05744,-0.0779238
2,-0.16036856,-0.22923547,"('unlikable', 'likable')",0.57367086,0.5276214,0.2066512,0.149193,0.0574582
15,0.12926994,-0.02901773,"('boring', 'funny')",0.56210816,0.6095105,0.3456891,0.2902464,0.0554427
74,0.12319349,0.14499617,"('undedicated', 'dedicated')",0.07078846,0.19538829,0.096991,0.1701922,-0.0732012
17,-0.10306142,-0.15528578,"('nasty', 'nice')",-0.4714742,-0.58730733,-0.2872678,-0.3712966,0.0840288
16,0.07653664,0.10017041,"('unpopular', 'popular')",-0.16170035,-0.3062283,-0.0425819,-0.103029,0.0604471
78,-0.05002015,0.18578209,"('nonresilient', 'resilient')",0.1946483,0.25848716,0.0723141,0.2221346,-0.1498205
64,-0.043199874,-0.08787665,"('shy', 'confident')",-6.9472647,-6.3916097,-3.4952323,-3.2397432,-0.2554891
47,-0.042161167,-0.03145419,"('stupid', 'smart')",5.2989883,5.264384,2.6284137,2.6164649,0.0119488
18,0.025738578,0.03036701,"('disagreeable', 'welcoming')",-0.7889565,-0.8140295,-0.381609,-0.3918312,0.0102222
29,-0.02519455,0.029825851,"('unfair', 'fair')",-0.75317264,-0.6541772,-0.3891836,-0.3121757,-0.0770079
44,-0.02397859,-0.1599532,"('prejudiced', 'unprejudiced')",-1.5695761,-1.6024805,-0.7967774,-0.8812169,0.0844395
