,becton_male,becton_female,tuple,dickinson_male,dickinson_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
60,-0.23440039,0.041710407,"('inefficient', 'efficient')",1.3959645,1.6180736,-0.33201262,-0.12737244,-0.6914577,-0.59656847,0.0345234,0.2339608,-0.1994374
55,-0.22771713,-0.038850926,"('incompetent', 'clever')",1.9360732,2.1029212,0.0081352,0.082244605,-1.068334,-1.0485296,0.1620393,0.2744463,-0.112407
71,0.22716755,0.2468595,"('diffident', 'self-confident')",0.28426683,0.18948877,0.68604213,0.7370075,0.18645677,0.30732822,0.3459833,0.370171,-0.0241877
33,-0.22150515,-0.23793882,"('wrong', 'right')",0.37051368,0.3369226,0.647064,0.6913216,-0.5290938,-0.52628314,0.0667447,0.0660056,0.0007391
14,0.22120702,0.22289473,"('antisocial', 'social')",1.0627404,1.0020038,1.1078502,1.1474417,-0.73768973,-0.71814775,0.413527,0.4135481,-2.11e-05
81,0.15603615,0.18627277,"('submissive', 'aggressive')",0.15594232,0.0022437572,-0.06718013,-0.0771863,-1.4820611,-1.433697,-0.3093157,-0.3305917,0.021276
4,-0.15441394,-0.08749539,"('disliked', 'liked')",-1.4260713,-1.1428334,0.09702319,0.14710745,-5.8355207,-5.6601214,-1.8297458,-1.6858357,-0.1439101
65,0.14598559,-0.082513615,"('insecure', 'secure')",1.0159193,0.8448852,-0.1041431,-0.20012566,-1.0383248,-1.1161336,0.0048592,-0.1384719,0.1433311
27,-0.14393434,-0.066024266,"('hardhearted', 'softhearted')",-0.9435715,-0.62107545,-0.52392495,-0.31880936,0.2118449,0.3901548,-0.3498965,-0.1539386,-0.1959579
58,-0.14201334,-0.003190443,"('undiscriminating', 'discriminating')",-0.06073042,0.07808253,0.14630376,0.27550715,0.56008357,0.6231342,0.1259109,0.2433834,-0.1174725
21,0.11234985,0.35140187,"('immoral', 'moral')",-0.13771734,0.110636294,-0.4273426,-0.21567771,-1.6965324,-1.58673,-0.5373106,-0.3350924,-0.2022182
24,-0.11234123,0.0104939025,"('dishonest', 'honest')",0.1476004,0.58407813,-0.4612716,-0.32708696,-0.059719127,0.0419819,-0.1214329,0.0773667,-0.1987996
45,0.10641762,0.279339,"('incompetent', 'competent')",1.0258996,1.2881492,0.7737671,0.82264286,-0.38795012,-0.35405666,0.3795336,0.5090186,-0.129485
29,0.10427609,-0.0033358345,"('unfair', 'fair')",-0.54573536,-0.37611964,-0.42137104,-0.39128035,-1.0263742,-0.9712011,-0.4723011,-0.4354842,-0.0368169
50,0.08915229,0.105152145,"('clumsy', 'skillful')",-0.28113127,-0.5715365,1.6421432,1.5608739,0.6841056,0.5903862,0.5335675,0.4212189,0.1123486
2,-0.088373184,-0.09143043,"('unlikable', 'likable')",-0.38587067,-0.29355574,0.9482695,0.9341376,0.67222154,0.70327055,0.2865618,0.3131055,-0.0265437
75,0.082991384,0.12287746,"('meek', 'impulsive')",-0.9649785,-0.92295253,-0.21678083,-0.21800256,0.2954356,0.36241904,-0.2008331,-0.1639147,-0.0369184
66,-0.08047357,-0.10392581,"('inactive', 'active')",-1.1279935,-1.2414476,1.5787786,1.7619483,1.7702526,1.936408,0.5351411,0.5882457,-0.0531046
47,0.06467869,0.026745573,"('stupid', 'smart')",0.51816064,0.6640836,0.5772271,0.70861584,3.8155937,3.9667814,1.2439151,1.3415565,-0.0976414
79,-0.06014099,-0.12414622,"('wavering', 'unwavering')",-1.4022559,-1.5176889,0.7003116,0.52615786,0.48108393,0.37104568,-0.0702503,-0.1861579,0.1159076
62,-0.05565501,0.29989922,"('incompetent', 'brilliant')",0.99937296,1.1811646,-0.2835577,-0.08590711,-0.58492696,-0.43061233,0.0188083,0.2411361,-0.2223278
39,0.04560767,-0.07505731,"('exploitative', 'cooperative')",0.5733714,0.38255566,-0.17782325,-0.09647921,-0.09940869,-0.0717673,0.0854368,0.034813,0.0506238
15,0.027449772,-0.15780674,"('boring', 'funny')",0.33098426,0.18236086,0.44803673,0.33779114,0.13866013,0.20785457,0.2362827,0.14255,0.0937327
34,-0.017480556,0.14457808,"('mean', 'honorable')",-1.02219,-0.6658187,0.14548823,0.3370582,5.297019,5.4368396,1.1007092,1.3131642,-0.212455
76,0.017461918,0.17750616,"('anxious', 'daring')",0.6262329,0.7004559,0.9062209,1.1051772,-0.21168467,-0.10882493,0.3345578,0.4685786,-0.1340208
35,0.01589564,-0.15406129,"('corrupt', 'incorrupt')",-1.619748,-1.7801523,-0.10975844,-0.24001858,0.015628926,-0.005214367,-0.4244955,-0.5448617,0.1203662
19,-0.01039304,0.029441737,"('inhospitable', 'hospitable')",-0.14421454,-0.10082476,-0.6888792,-0.66211176,0.2775698,0.3197186,-0.1414793,-0.103444,-0.0380353
43,0.00874605,0.08052122,"('irresponsible', 'responsible')",1.1952043,1.38845,-0.32074308,-0.09469647,-0.004085738,0.05913063,0.2197804,0.3583513,-0.1385709
