,international_male,international_female,tuple,business_male,business_female,machs_male,machs_female,cor_male,cor_female,average_male,average_female,male-female
80,1.2157733,1.3294718,"('dominated', 'dominating')",1.73856,1.447341,1.4447647,1.486043,0.57822,0.44395176,1.2443295,1.1767018,0.0676277
66,1.2064341,1.4445335,"('inactive', 'active')",0.13863438,0.23384747,-1.307701,-1.0328511,-0.89444995,-0.5998164,-0.2142706,0.0114284,-0.225699
74,1.1950588,1.2342522,"('undedicated', 'dedicated')",1.2495728,1.2319623,0.76862985,0.7688582,-0.04290723,-0.011246879,0.7925885,0.8059565,-0.013368
11,1.1484154,1.0313481,"('unhelpful', 'helpful')",2.2973824,2.0947561,0.9697761,0.80057,1.7704605,1.5595046,1.5465087,1.3715447,0.174964
42,1.1185914,1.1408283,"('unreliable', 'reliable')",0.83192974,0.87218606,0.29149246,0.24236155,-0.9241189,-0.9666357,0.3294737,0.322185,0.0072887
43,1.1140829,1.1264111,"('irresponsible', 'responsible')",1.9729067,1.9897875,0.8624228,0.88580817,0.53120375,0.4693517,1.120154,1.1178396,0.0023144
21,1.1076812,0.7805581,"('immoral', 'moral')",2.6592214,2.4970913,1.4609388,1.2312418,0.7560032,0.60485953,1.4959612,1.2784376,0.2175236
37,-1.0317299,-0.80869055,"('fake', 'genuine')",-0.313838,-0.09938571,-0.10312241,0.13505027,-0.07406334,0.043524027,-0.3806884,-0.1823755,-0.1983129
6,-1.0122831,-0.7189406,"('distant', 'open')",-1.6976135,-1.2914637,-2.8707404,-2.6891375,-2.774228,-2.6081164,-2.0887163,-1.8269145,-0.2618018
12,1.0039828,1.1711763,"('unsupportive', 'supportive')",1.1774685,1.3646255,-0.14328222,-0.048537236,-1.8463299,-1.8487098,0.0479598,0.1596387,-0.1116789
30,0.9859811,0.79963505,"('intolerant', 'tolerant')",1.6571724,1.6169248,1.8391408,1.7510011,1.251097,1.1151956,1.4333479,1.3206891,0.1126588
17,-0.9246177,-0.96399236,"('nasty', 'nice')",-0.08452663,-0.17666093,-0.59803057,-0.58441454,-0.49953905,-0.29656878,-0.5266785,-0.5054092,-0.0212693
88,0.9053096,0.8066202,"('low', 'eminent')",0.2787454,0.20073517,-0.48200262,-0.5222828,-0.7906746,-0.927927,-0.0221555,-0.1107136,0.0885581
5,-0.9004539,-0.71619403,"('distant', 'outgoing')",-0.74208534,-0.3767803,-2.016791,-1.8568465,-2.7357135,-2.5731945,-1.598761,-1.3807538,-0.2180072
26,0.9001262,1.1349026,"('hardhearted', 'benevolent')",0.39052916,0.50252014,-0.35569766,-0.30636567,0.45603153,0.6238481,0.3477473,0.4887263,-0.140979
33,0.8973593,0.96941847,"('wrong', 'right')",0.20760578,0.43231815,-0.009288339,0.07698788,-0.41106674,-0.20877567,0.1711525,0.3174872,-0.1463347
46,0.8857629,0.86072296,"('uncompetitive', 'competitive')",2.9439483,2.7567925,1.2182541,1.1367593,0.12792274,-0.012111181,1.2939719,1.1855409,0.108431
19,-0.8825891,-0.89526725,"('inhospitable', 'hospitable')",-0.6448456,-0.4947377,-1.0351939,-0.88587147,-1.5274315,-1.3463279,-1.0225151,-0.9055511,-0.116964
60,0.84972006,0.6868075,"('inefficient', 'efficient')",2.639737,2.5618181,2.2304525,2.1880322,1.394702,1.1146876,1.7786529,1.6378363,0.1408166
8,-0.84792554,-0.6119932,"('unaffectionate', 'affectionate')",-1.0131129,-0.7572334,-1.764006,-1.7058289,-1.8387271,-1.7056546,-1.3659428,-1.1951776,-0.1707652
18,0.8223263,0.6851618,"('disagreeable', 'welcoming')",-0.09354215,-0.12409174,-0.59045166,-0.79544914,-1.2407174,-1.4264013,-0.2755962,-0.4151951,0.1395989
23,0.7869843,0.5772112,"('insincere', 'sincere')",1.3735263,1.2446215,1.0452006,0.9161823,2.7335548,2.630097,1.4848166,1.3420279,0.1427887
35,-0.75664663,-0.5422103,"('corrupt', 'incorrupt')",-3.0257964,-2.816474,-1.3926898,-1.253835,-0.34970626,-0.041743793,-1.3812097,-1.1635658,-0.2176439
83,0.74325377,0.72127974,"('powerless', 'powerful')",1.4287777,1.4760005,0.12739116,0.056951005,-0.55771875,-0.73248935,0.4354259,0.3804355,0.0549904
67,0.7405165,0.7295816,"('doubtful', 'determined')",0.532199,0.58704156,1.1412656,1.1873431,0.36772752,0.32360002,0.6954272,0.7068916,-0.0114644
15,0.70743406,0.7332699,"('boring', 'funny')",0.74900866,0.7865233,0.02767725,0.17906982,0.3161944,0.58049625,0.4500786,0.5698398,-0.1197612
58,0.66363406,0.855477,"('undiscriminating', 'discriminating')",0.65090907,0.7176953,-0.2630285,-0.12765828,-0.04081409,0.19245905,0.2526751,0.4094933,-0.1568182
55,0.6320276,0.5834095,"('incompetent', 'clever')",2.172581,2.0387418,1.8867786,1.794097,1.3790853,1.2460891,1.5176182,1.4155843,0.1020339
70,0.62258285,0.79915756,"('lethargic', 'energetic')",0.7990036,0.66916335,0.43967998,0.5696919,0.20307563,0.24014163,0.5160855,0.5695386,-0.0534531
45,0.6142536,0.4977864,"('incompetent', 'competent')",1.0170715,0.91796076,0.7745704,0.8016686,0.13301119,0.19360897,0.6347266,0.6027562,0.0319704
1,-0.61203706,-0.41787,"('unfriendly', 'friendly')",-0.97640425,-0.8071552,-1.726165,-1.6443132,-1.2840896,-1.1291724,-1.1496739,-0.9996277,-0.1500462
54,0.5778121,0.32532832,"('incapable', 'capable')",0.2919768,0.26310977,-0.12483879,-0.2107954,-0.38102436,-0.40812802,0.0909814,-0.0076213,0.0986027
75,0.56257033,0.3231579,"('meek', 'impulsive')",-0.17113863,-0.33599222,-1.2640342,-1.2258451,-1.0989105,-1.0597494,-0.4928782,-0.5746072,0.081729
50,0.50203097,0.293774,"('clumsy', 'skillful')",0.1619587,0.13521197,0.25087062,0.2662006,0.07060462,0.21292064,0.2463662,0.2270268,0.0193394
52,-0.50166786,-0.61667514,"('irrational', 'rational')",-0.6292185,-0.5174395,-1.4211417,-1.4303038,-1.4936662,-1.3083967,-1.0114236,-0.9682038,-0.0432198
68,-0.4875453,-0.47109285,"('dependent', 'independent')",-1.3766071,-1.3421237,-0.33775848,-0.27316523,-0.7265818,-0.7352736,-0.7321232,-0.7054139,-0.0267093
10,-0.4574204,-0.34379613,"('unsympathetic', 'sympathetic')",0.33297202,0.3124707,0.5327629,0.50370675,0.34033665,0.28143674,0.1871628,0.1884545,-0.0012917
65,0.4167379,0.47236422,"('insecure', 'secure')",1.135417,0.9767822,1.776989,1.7706414,1.6373578,1.5663365,1.2416254,1.1965311,0.0450943
3,-0.41451696,-0.7912398,"('repellent', 'pleasant')",0.39820573,0.061750807,0.35482395,0.09607345,0.5781744,0.47091588,0.2291718,-0.0406249,0.2697967
73,0.4130599,0.44396242,"('helpless', 'self-reliant')",1.1229932,1.2931378,0.16030702,0.24206537,-1.425795,-1.3451349,0.0676413,0.1585077,-0.0908664
64,0.37218344,0.47801256,"('shy', 'confident')",1.1151723,1.3380547,0.5965035,0.830468,-2.3401716,-2.2835007,-0.0640781,0.0907586,-0.1548367
85,-0.3653267,-0.4198227,"('insignificant', 'prestigious')",-1.3676225,-1.2691864,-1.6774615,-1.8300654,-2.1717615,-2.1454346,-1.3955431,-1.4161272,0.0205841
84,0.35734183,0.57193977,"('inferior', 'superior')",-0.20165634,0.0021750908,0.37423426,0.40355512,0.7774658,0.96265614,0.3268464,0.4850815,-0.1582351
44,0.3567824,0.2963569,"('prejudiced', 'unprejudiced')",0.86239934,0.7707776,-0.084018484,-0.13611795,-0.29959354,-0.48770478,0.2088924,0.1108279,0.0980645
38,0.32326353,0.16108745,"('untruthful', 'truthful')",0.4401986,0.3667031,-0.51666564,-0.49364445,-0.81948274,-0.8938118,-0.1431716,-0.2149164,0.0717448
72,0.30511373,0.30250835,"('unambitious', 'ambitious')",0.6055132,0.6863565,0.11924001,0.23553945,-0.43222156,-0.5274735,0.1494114,0.1742327,-0.0248213
32,0.2959482,0.16393438,"('unkind', 'kind')",1.0454471,0.96302,0.79196113,0.65374017,1.1434896,1.0188246,0.8192115,0.6998798,0.1193317
78,-0.2819723,-0.41628718,"('nonresilient', 'resilient')",0.015158571,-0.072655916,-0.605669,-0.7818198,-0.012614796,0.07882282,-0.2212744,-0.297985,0.0767106
61,-0.27517548,-0.18372765,"('illogical', 'logical')",0.8235424,0.92605716,0.8583336,0.9833335,-0.24513766,-0.093969226,0.2903907,0.4079234,-0.1175327
53,-0.26301417,-0.32961494,"('uncreative', 'creative')",0.2240839,0.23408754,-0.3279677,-0.37305772,-0.18251929,-0.08358774,-0.1373543,-0.1380432,0.0006889
7,0.24278203,0.35558516,"('insensitive', 'sensitive')",0.54391664,0.52822375,0.23608728,0.3661166,0.29146397,0.43815953,0.3285625,0.4220213,-0.0934588
20,0.24172437,0.1815288,"('rough', 'thoughtful')",0.385921,0.24284248,0.3265401,0.29720497,0.4339635,0.49856517,0.3470373,0.3050354,0.0420019
71,0.23679554,0.44111842,"('diffident', 'self-confident')",0.72133774,0.97894984,-0.5553495,-0.49892583,-0.6540054,-0.6403748,-0.0628054,0.0701919,-0.1329973
34,0.23002583,0.029745314,"('mean', 'honorable')",0.3967675,0.31419623,-0.2866452,-0.3572161,2.4377427,2.3725605,0.6944727,0.5898215,0.1046512
25,0.21653882,0.01380536,"('egoistic', 'altruistic')",-0.4491852,-0.48485285,-0.33232638,-0.51168364,0.6494776,0.6506621,0.0211262,-0.0830172,0.1041434
48,0.18523613,0.17953771,"('unintelligent', 'intelligent')",-0.14062701,-0.10893308,0.20337108,0.06490089,0.07946832,0.041409783,0.0818621,0.0442288,0.0376333
49,-0.17760693,-0.2525559,"('unable', 'able')",-0.03685808,-0.12734945,0.19249213,0.09138856,-0.30772904,-0.41224322,-0.0824255,-0.17519,0.0927645
82,-0.14351003,-0.5164468,"('poor', 'rich')",0.30588114,-0.0010008775,-0.060776092,-0.21984933,2.9530509,2.891474,0.7636614,0.5385442,0.2251172
24,-0.14188763,-0.00286277,"('dishonest', 'honest')",0.071544625,0.24157782,-0.28699473,-0.21919945,0.09089984,0.06290992,-0.0666095,0.0206064,-0.0872159
0,0.13326263,0.14439927,"('unsociable', 'sociable')",1.2348946,1.241623,0.58791625,0.6605575,0.1840299,0.3474128,0.5350258,0.5984982,-0.0634724
41,0.13104959,-0.15219343,"('unforgiving', 'forgiving')",-0.020977467,-0.18222137,0.287061,0.15719852,-0.04293089,0.026389739,0.0885506,-0.0377066,0.1262572
47,-0.1220548,-0.29541948,"('stupid', 'smart')",1.0449777,1.0143244,0.8818023,1.0243982,2.4558618,2.498173,1.0651467,1.060369,0.0047777
4,0.11148739,0.0288787,"('disliked', 'liked')",-0.5232305,-0.52373165,-0.79655856,-0.7907887,-3.7697563,-3.7412062,-1.2445145,-1.256712,0.0121975
59,0.11120741,0.21688509,"('foolish', 'wise')",-0.8928513,-0.68204087,-0.7236241,-0.64037746,-0.49846023,-0.2778688,-0.500932,-0.3458505,-0.1550815
28,0.08546379,0.18167824,"('disloyal', 'loyal')",0.17724916,0.20713641,-0.6784459,-0.7847117,0.56260824,0.58390397,0.0367188,0.0470017,-0.0102829
79,-0.07589853,-0.12048118,"('wavering', 'unwavering')",-1.3316673,-1.2419449,-1.8965864,-1.8867636,-1.9391352,-1.7885057,-1.3108219,-1.2594239,-0.051398
86,0.0698645,0.07518028,"('uninfluential', 'influential')",0.5379238,0.5129994,-0.48166433,-0.42249683,-1.1000568,-1.0864493,-0.2434832,-0.2301916,-0.0132916
9,0.06760681,0.29025096,"('unaffectionate', 'caring')",0.28741887,0.49036235,-1.2479708,-1.2350862,-1.0936619,-1.002138,-0.4966518,-0.3641527,-0.1324991
16,0.036814213,-0.36436185,"('unpopular', 'popular')",-0.6919216,-1.03458,-0.8170572,-1.0652086,-0.45983744,-0.40452105,-0.4830005,-0.7171679,0.2341674
36,0.036620297,-0.0126595795,"('hostile', 'amicable')",-1.8892851,-1.7141347,-2.0902033,-1.9361314,-1.1784992,-0.8856308,-1.2803419,-1.1371391,-0.1432028
77,-0.03498339,-0.31595916,"('unmotivated', 'motivated')",1.3801901,1.3073856,0.7666162,0.63894933,-0.08833966,-0.20555297,0.5058709,0.3562057,0.1496652
22,-0.03333168,-0.049294323,"('untrustworthy', 'trustworthy')",0.8594943,0.74343485,0.6901266,0.7236229,0.19096375,0.13835846,0.4268132,0.3890305,0.0377827
40,0.025249906,0.12716012,"('stingy', 'generous')",-0.15414709,-0.017938375,-0.6183675,-0.59473044,-1.4939998,-1.3553264,-0.5603161,-0.4602088,-0.1001073
57,-0.0018282607,0.22144908,"('unimaginative', 'imaginative')",0.104727276,0.107841976,-0.2315228,-0.08840524,-1.5164042,-1.3899306,-0.411257,-0.2872612,-0.1239958
