,jabil_male,jabil_female,tuple,inc_male,inc_female,average_male,average_female,male-female
2,0.8184015,0.82774836,"('unlikable', 'likable')",0.41999382,0.40452626,0.6191977,0.6161373,0.0030604
66,-0.7975899,-0.94045043,"('inactive', 'active')",0.2099876,0.0057557747,-0.2938012,-0.4673473,0.1735461
73,0.7456804,0.9013178,"('helpless', 'self-reliant')",-2.8444571,-2.790938,-1.0493884,-0.94481,-0.1045784
42,0.7130711,0.6245056,"('unreliable', 'reliable')",-2.9984627,-2.9116604,-1.1426958,-1.1435775,0.0008817
43,-0.711658,-0.65556496,"('irresponsible', 'responsible')",0.75114334,0.65341485,0.0197427,-0.0010751,0.0208178
58,0.69556683,0.62072307,"('undiscriminating', 'discriminating')",0.30251113,0.15880416,0.499039,0.3897636,0.1092754
50,0.69437915,0.6639588,"('clumsy', 'skillful')",0.5531415,0.5417729,0.6237603,0.6028658,0.0208945
8,-0.68688333,-0.9175574,"('unaffectionate', 'affectionate')",0.70307386,0.49982566,0.0080953,-0.2088659,0.2169612
22,0.67435235,0.39230663,"('untrustworthy', 'trustworthy')",-0.1389866,-0.24544284,0.2676829,0.0734319,0.194251
32,-0.66866076,-0.6093764,"('unkind', 'kind')",0.75074124,0.6595977,0.0410402,0.0251107,0.0159295
84,0.64581954,0.33846983,"('inferior', 'superior')",1.1558788,1.0362762,0.9008492,0.687373,0.2134762
75,-0.62181383,-0.4288519,"('meek', 'impulsive')",-0.87189454,-0.9315775,-0.7468542,-0.6802147,-0.0666395
30,0.6159111,0.2841239,"('intolerant', 'tolerant')",1.4326056,1.3692137,1.0242584,0.8266688,0.1975896
29,0.60372686,0.41765946,"('unfair', 'fair')",-0.17277296,-0.52919734,0.215477,-0.0557689,0.2712459
36,-0.603579,-0.63628256,"('hostile', 'amicable')",-0.22730456,-0.4145425,-0.4154418,-0.5254126,0.1099708
72,-0.5819228,-0.91090703,"('unambitious', 'ambitious')",-0.5337478,-0.7053386,-0.5578353,-0.8081228,0.2502875
67,-0.57673067,-0.65897197,"('doubtful', 'determined')",-0.48585057,-0.6767338,-0.5312907,-0.6678529,0.1365622
44,0.574801,0.56256837,"('prejudiced', 'unprejudiced')",-1.8012407,-1.8812102,-0.6132199,-0.659321,0.0461011
46,-0.56547195,-0.75006014,"('uncompetitive', 'competitive')",-0.1725618,-0.0012924597,-0.3690169,-0.3756763,0.0066594
14,0.54834926,0.16351253,"('antisocial', 'social')",-0.13362771,-0.10558717,0.2073608,0.0289627,0.1783981
61,-0.5325752,-0.5641991,"('illogical', 'logical')",0.29178646,0.25567907,-0.1203944,-0.15426,0.0338656
17,-0.53131545,-0.4668535,"('nasty', 'nice')",-0.7246709,-0.75368476,-0.6279932,-0.6102691,-0.0177241
48,-0.5221301,-0.928164,"('unintelligent', 'intelligent')",0.9246141,0.78306806,0.201242,-0.072548,0.27379
4,0.5197316,0.5443018,"('disliked', 'liked')",-6.871929,-6.733322,-3.1760988,-3.0945101,-0.0815887
87,0.47198328,0.36426705,"('unsuccessful', 'successful')",0.9199681,0.94266725,0.6959757,0.6534672,0.0425085
3,-0.4610336,-0.6228899,"('repellent', 'pleasant')",0.46625346,0.42062646,0.0026099,-0.1011317,0.1037416
31,-0.45104423,-0.177091,"('evil', 'good')",-1.2399832,-1.3479524,-0.8455137,-0.7625217,-0.082992
57,-0.44873023,-0.67614734,"('unimaginative', 'imaginative')",-2.6535006,-2.6897724,-1.5511154,-1.6829598,0.1318444
26,-0.43490225,-0.5133414,"('hardhearted', 'benevolent')",1.0047401,0.6991808,0.2849189,0.0929197,0.1919992
25,0.42824337,0.50402486,"('egoistic', 'altruistic')",1.1851083,1.1805134,0.8066759,0.8422691,-0.0355932
55,0.41244882,0.1787743,"('incompetent', 'clever')",0.77362525,0.75684863,0.593037,0.4678115,0.1252255
39,0.39721003,0.5052954,"('exploitative', 'cooperative')",0.118647024,0.18744445,0.2579285,0.3463699,-0.0884414
24,-0.39400682,-0.34101608,"('dishonest', 'honest')",0.8839854,0.82302976,0.2449893,0.2410068,0.0039825
81,-0.39087293,-0.7254553,"('submissive', 'aggressive')",-0.3736927,-0.2738685,-0.3822828,-0.4996619,0.1173791
49,0.37662458,0.23774102,"('unable', 'able')",0.4859248,0.565464,0.4312747,0.4016025,0.0296722
56,-0.3684175,-0.029087853,"('impractical', 'practical')",0.010514531,0.29496855,-0.1789515,0.1329404,-0.3118919
52,0.36668253,0.31422427,"('irrational', 'rational')",-0.13940784,-0.29693604,0.1136373,0.0086441,0.1049932
74,-0.34890816,-0.16629148,"('undedicated', 'dedicated')",0.13726692,0.27484775,-0.1058206,0.0542781,-0.1600987
20,-0.3459733,-0.30057478,"('rough', 'thoughtful')",1.185731,1.0817864,0.4198789,0.3906058,0.0292731
28,-0.33761016,-0.53592217,"('disloyal', 'loyal')",1.2348632,1.2468671,0.4486265,0.3554724,0.0931541
27,0.32563683,0.37188417,"('hardhearted', 'softhearted')",1.4053324,1.2174314,0.8654847,0.7946578,0.0708269
83,-0.32016438,-0.3816642,"('powerless', 'powerful')",-0.6777053,-0.6685928,-0.4989348,-0.5251285,0.0261937
85,-0.29165205,-0.0032138675,"('insignificant', 'prestigious')",-0.4604795,-0.45225298,-0.3760658,-0.2277334,-0.1483324
80,0.28618386,0.22072816,"('dominated', 'dominating')",-0.74950176,-0.72343373,-0.231659,-0.2513528,0.0196938
62,0.28590813,0.30606595,"('incompetent', 'brilliant')",0.8246978,1.0959212,0.555303,0.7009935,-0.1456905
65,0.263724,-0.2614978,"('insecure', 'secure')",0.19897988,0.1218988,0.2313519,-0.0697995,0.3011514
51,-0.25890005,-0.3163881,"('uneducated', 'educated')",0.77195305,0.7410493,0.2565265,0.2123306,0.0441959
45,-0.24564642,-0.16513549,"('incompetent', 'competent')",0.050303284,0.03900738,-0.0976716,-0.0630641,-0.0346075
54,-0.22340462,-0.26006892,"('incapable', 'capable')",1.3403828,1.3917134,0.5584891,0.5658222,-0.0073331
16,-0.2100164,-0.35675946,"('unpopular', 'popular')",0.18973461,0.13248327,-0.0101409,-0.1121381,0.1019972
15,-0.18998215,-0.20467366,"('boring', 'funny')",0.4123581,0.34613556,0.111188,0.0707309,0.0404571
78,-0.1897217,-0.20083104,"('nonresilient', 'resilient')",0.72087044,1.0093039,0.2655744,0.4042364,-0.138662
64,0.16911864,-0.18411055,"('shy', 'confident')",-6.5458393,-6.4622903,-3.1883602,-3.3232005,0.1348403
60,-0.16740014,-0.2698035,"('inefficient', 'efficient')",0.47112337,0.54473895,0.1518616,0.1374677,0.0143939
21,-0.14905967,-0.2937407,"('immoral', 'moral')",-0.15290883,0.024265686,-0.1509843,-0.1347375,-0.0162468
40,0.13629769,-0.27315497,"('stingy', 'generous')",-1.45754,-1.6660209,-0.6606212,-0.9695879,0.3089667
33,0.10545872,0.05609081,"('wrong', 'right')",-0.5862165,-0.7579277,-0.2403789,-0.3509184,0.1105395
76,0.10051873,-0.115919545,"('anxious', 'daring')",0.57512534,0.57647717,0.337822,0.2302788,0.1075432
69,0.09654388,0.25524324,"('lazy', 'industrious')",-1.0651499,-1.2233113,-0.484303,-0.484034,-0.000269
41,0.09220269,-0.17124538,"('unforgiving', 'forgiving')",0.03492283,-0.20483491,0.0635628,-0.1880401,0.2516029
37,0.06388432,0.012044994,"('fake', 'genuine')",0.8616467,0.7319159,0.4627655,0.3719804,0.0907851
7,-0.06312813,-0.31104356,"('insensitive', 'sensitive')",1.185289,1.1363928,0.5610805,0.4126746,0.1484059
35,-0.05458932,0.24225318,"('corrupt', 'incorrupt')",-0.55597514,-0.6243232,-0.3052822,-0.191035,-0.1142472
68,0.04537172,0.16423585,"('dependent', 'independent')",-0.07160091,-0.0996887,-0.0131146,0.0322736,-0.0453882
12,-0.033424836,-0.12599352,"('unsupportive', 'supportive')",-1.4946027,-1.36481,-0.7640138,-0.7454017,-0.0186121
47,-0.02142145,-0.02218642,"('stupid', 'smart')",5.8471026,5.6504693,2.9128406,2.8141415,0.0986991
70,0.013001021,0.07305077,"('lethargic', 'energetic')",1.0355926,1.1430988,0.5242968,0.6080748,-0.083778
