,sears_male,sears_female,tuple,holdings_male,holdings_female,corp_male,corp_female,average_male,average_female,male-female
38,0.27202195,0.44282383,"('untruthful', 'truthful')",-0.8284742,-0.61389697,-0.48827624,-0.45196217,-0.3482428,-0.2076784,-0.1405644
30,0.25252444,0.38056815,"('intolerant', 'tolerant')",0.74134654,0.7687074,0.25521058,0.17608966,0.4163605,0.4417884,-0.0254279
76,0.24240072,0.56761676,"('anxious', 'daring')",1.2267677,1.5417162,0.8412329,1.0120189,0.7701338,1.0404507,-0.2703169
35,0.23954566,-0.16847676,"('corrupt', 'incorrupt')",-1.6643819,-1.8243219,-1.5866697,-1.7174076,-1.0038353,-1.2367353,0.2329
51,-0.23343176,-0.16475442,"('uneducated', 'educated')",1.5201224,1.4911537,0.9892795,0.9383886,0.7586567,0.7549293,0.0037274
29,0.22103411,0.18950891,"('unfair', 'fair')",-0.62737787,-0.5326629,-0.41289523,-0.4727189,-0.2730797,-0.2719576,-0.0011221
15,0.21913573,0.21872342,"('boring', 'funny')",-1.546392,-1.4461949,-0.7059959,-0.65902936,-0.6777507,-0.6288336,-0.0489171
59,0.213954,-0.022080123,"('foolish', 'wise')",-1.3197693,-1.2934445,-1.0436393,-1.0626041,-0.7164849,-0.7927095,0.0762246
28,-0.21366851,-0.22700122,"('disloyal', 'loyal')",-0.23221989,-0.40019336,1.517505,1.5147771,0.3572055,0.2958608,0.0613447
0,-0.19577497,-0.23486663,"('unsociable', 'sociable')",-0.10367424,-0.20663245,0.4383558,0.37153903,0.0463022,-0.02332,0.0696222
46,0.18614474,0.46573898,"('uncompetitive', 'competitive')",2.4930456,2.3992782,1.116146,1.0701382,1.2651121,1.3117185,-0.0466064
21,0.13409722,0.44936132,"('immoral', 'moral')",0.38697544,0.46851775,0.28126675,0.37005815,0.2674465,0.4293124,-0.1618659
47,0.12494783,0.18715417,"('stupid', 'smart')",0.048692793,0.24335136,5.10461,5.1582613,1.7594169,1.8629224,-0.1035055
4,-0.111937895,-0.1467498,"('disliked', 'liked')",0.40133563,0.37469357,-6.9714975,-7.1872993,-2.2273666,-2.3197851,0.0924185
17,-0.09484929,-0.20723972,"('nasty', 'nice')",-1.23148,-1.1599711,-0.9395693,-0.8683032,-0.7552995,-0.7451714,-0.0101281
52,-0.09424643,-0.37192386,"('irrational', 'rational')",-2.0262797,-2.0570207,-1.1259513,-1.2307961,-1.0821591,-1.2199136,0.1377545
20,0.080316275,0.12440043,"('rough', 'thoughtful')",0.7545906,0.8434425,0.95659715,0.9515301,0.597168,0.639791,-0.042623
65,-0.070170715,-0.033223644,"('insecure', 'secure')",0.2652088,0.21003912,1.021277,1.1872847,0.4054383,0.4547001,-0.0492618
31,-0.06482704,-0.0719253,"('evil', 'good')",-2.007975,-2.1187277,-2.3876526,-2.4702067,-1.4868183,-1.55362,0.0668017
82,0.06115183,0.28432357,"('poor', 'rich')",1.2766833,1.3232164,6.8588567,6.993007,2.7322305,2.8668489,-0.1346184
79,-0.054565072,-0.22591853,"('wavering', 'unwavering')",-0.95346075,-0.9637248,-0.590454,-0.54888225,-0.5328266,-0.5795085,0.0466819
41,-0.046726737,0.13806802,"('unforgiving', 'forgiving')",-1.1892899,-1.1121302,-0.40650907,-0.50109166,-0.5475086,-0.4917179,-0.0557907
67,0.04149153,0.0064815283,"('doubtful', 'determined')",0.8059715,0.86899775,-0.22133227,-0.19039527,0.2087103,0.2283613,-0.019651
14,-0.034465306,0.13289091,"('antisocial', 'social')",1.8192447,1.6903378,0.15358646,0.10321666,0.646122,0.6421485,0.0039735
23,-0.032518942,0.12945998,"('insincere', 'sincere')",-0.5843893,-0.40958506,5.902248,6.0417805,1.7617799,1.9205518,-0.1587719
68,0.018229336,-0.032765787,"('dependent', 'independent')",0.34972832,0.3107264,-0.18259493,-0.20397118,0.0617876,0.0246632,0.0371244
69,-0.016421866,-0.19955271,"('lazy', 'industrious')",0.6107133,0.535501,-1.980248,-2.0857728,-0.4619855,-0.5832748,0.1212893
36,0.007339224,-0.31769365,"('hostile', 'amicable')",-1.5193894,-1.8464848,-1.4671906,-1.6997029,-0.9930803,-1.2879604,0.2948801
