,prologis_male,prologis_female,tuple,inc_male,inc_female,average_male,average_female,male-female
73,0.9658491,0.82833207,"('helpless', 'self-reliant')",-2.594657,-2.5808046,-0.8144039,-0.8762363,0.0618324
13,-0.8949536,-0.8132084,"('impolite', 'polite')",-0.92712414,-0.7998244,-0.9110389,-0.8065164,-0.1045225
79,-0.87965006,-0.6903498,"('wavering', 'unwavering')",0.26130202,0.21283504,-0.309174,-0.2387574,-0.0704166
0,-0.87559354,-0.9894571,"('unsociable', 'sociable')",-0.7474165,-0.63760465,-0.811505,-0.8135309,0.0020259
38,-0.85893553,-0.7133107,"('untruthful', 'truthful')",-0.55521226,-0.38247025,-0.7070739,-0.5478905,-0.1591834
60,0.8492016,0.8960789,"('inefficient', 'efficient')",-0.6474031,-0.26265833,0.1008992,0.3167103,-0.2158111
24,-0.8109531,-0.6454657,"('dishonest', 'honest')",0.4112193,0.45422915,-0.1998669,-0.0956183,-0.1042486
57,-0.77932686,-0.93160087,"('unimaginative', 'imaginative')",-2.5006073,-2.4535215,-1.6399671,-1.6925611,0.052594
80,0.7702465,0.8555151,"('dominated', 'dominating')",-1.8614557,-1.6234276,-0.5456046,-0.3839563,-0.1616483
12,-0.7667461,-0.56881607,"('unsupportive', 'supportive')",-2.0332685,-1.7855456,-1.4000072,-1.1771808,-0.2228264
28,-0.6705487,-0.9696057,"('disloyal', 'loyal')",0.79806525,0.6630376,0.0637583,-0.153284,0.2170423
39,0.66918606,0.5029353,"('exploitative', 'cooperative')",0.34986082,0.26031154,0.5095235,0.3816234,0.1279001
17,-0.6604163,-0.8091536,"('nasty', 'nice')",-0.45260757,-0.55335164,-0.5565119,-0.6812526,0.1247407
46,-0.65670794,-0.5530821,"('uncompetitive', 'competitive')",-1.2198807,-1.1391155,-0.9382943,-0.8460988,-0.0921955
33,-0.64545316,-0.85110766,"('wrong', 'right')",-0.019365586,-0.094057664,-0.3324094,-0.4725827,0.1401733
78,-0.6329468,-0.5017636,"('nonresilient', 'resilient')",-0.08068281,0.15522717,-0.3568148,-0.1732682,-0.1835466
20,0.62305266,0.46745268,"('rough', 'thoughtful')",1.0878617,1.0827007,0.8554572,0.7750767,0.0803805
27,-0.61480373,-0.43941286,"('hardhearted', 'softhearted')",1.7087919,1.6885858,0.5469941,0.6245865,-0.0775924
4,-0.60466975,-0.59453887,"('disliked', 'liked')",-6.5456343,-6.456284,-3.5751519,-3.5254114,-0.0497405
82,-0.6011455,-0.38683334,"('poor', 'rich')",6.035931,6.035911,2.7173929,2.8245389,-0.107146
7,-0.5945952,-0.37802526,"('insensitive', 'sensitive')",0.4495808,0.7183442,-0.0725072,0.1701595,-0.2426667
41,-0.57636076,-0.427083,"('unforgiving', 'forgiving')",0.08874504,0.06292335,-0.2438079,-0.1820798,-0.0617281
67,0.5648112,0.5889194,"('doubtful', 'determined')",-0.7993108,-0.7694037,-0.1172498,-0.0902421,-0.0270077
81,0.5636257,0.5516947,"('submissive', 'aggressive')",-1.3393128,-1.2196125,-0.3878435,-0.3339589,-0.0538846
85,-0.54050297,-0.7201097,"('insignificant', 'prestigious')",1.2266024,1.01661,0.3430497,0.1482502,0.1947995
45,-0.5364635,-0.4445691,"('incompetent', 'competent')",-0.5461931,-0.48315915,-0.5413283,-0.4638641,-0.0774642
43,-0.5343332,-0.18842453,"('irresponsible', 'responsible')",0.024866745,0.23309025,-0.2547332,0.0223329,-0.2770661
64,0.53326863,0.7324549,"('shy', 'confident')",-6.9530015,-6.755168,-3.2098665,-3.0113566,-0.1985099
84,0.5317591,0.35288924,"('inferior', 'superior')",1.1704955,0.99700326,0.8511273,0.6749462,0.1761811
14,0.5117626,0.40556866,"('antisocial', 'social')",-0.7993436,-0.7125611,-0.1437905,-0.1534962,0.0097057
18,-0.50085527,-0.33960408,"('disagreeable', 'welcoming')",-0.102622226,-0.0112319775,-0.3017387,-0.175418,-0.1263207
34,-0.48741937,-0.37298253,"('mean', 'honorable')",5.89231,5.9439697,2.7024455,2.7854936,-0.0830481
23,-0.4570303,-0.21134627,"('insincere', 'sincere')",5.2884183,5.461294,2.415694,2.624974,-0.20928
76,0.44990122,0.7140826,"('anxious', 'daring')",-0.25811952,-0.1625176,0.0958908,0.2757825,-0.1798917
61,-0.4446897,-0.622971,"('illogical', 'logical')",0.18189932,0.21609776,-0.1313952,-0.2034366,0.0720414
63,-0.4310369,-0.16453145,"('unperceptive', 'insightful')",0.4614097,0.70888704,0.0151864,0.2721778,-0.2569914
21,0.4280935,0.42931733,"('immoral', 'moral')",-1.1549476,-0.91989547,-0.3634271,-0.2452891,-0.118138
58,-0.41673803,-0.60121834,"('undiscriminating', 'discriminating')",0.07659601,0.09969078,-0.170071,-0.2507638,0.0806928
56,0.40957272,0.54773474,"('impractical', 'practical')",-0.89374983,-0.6463748,-0.2420886,-0.04932,-0.1927686
47,-0.39212984,-0.26947087,"('stupid', 'smart')",5.1936398,5.1787167,2.4007549,2.454623,-0.0538681
32,-0.38887265,-0.040710904,"('unkind', 'kind')",0.6790788,0.7967969,0.1451031,0.378043,-0.2329399
48,0.38769564,0.109665245,"('unintelligent', 'intelligent')",0.45291767,0.5447384,0.4203067,0.3272018,0.0931049
25,-0.36533937,-0.34501335,"('egoistic', 'altruistic')",2.0997684,2.0272791,0.8672145,0.8411329,0.0260816
15,-0.3636509,-0.33142275,"('boring', 'funny')",0.57831806,0.52732426,0.1073336,0.0979508,0.0093828
72,-0.35687864,-0.372854,"('unambitious', 'ambitious')",-0.7828738,-0.67946935,-0.5698762,-0.5261617,-0.0437145
30,0.35142803,0.35303164,"('intolerant', 'tolerant')",0.8612839,1.0522848,0.606356,0.7026582,-0.0963022
52,-0.33433613,-0.6728905,"('irrational', 'rational')",0.7594074,0.6004603,0.2125356,-0.0362151,0.2487507
65,0.32991505,0.3624589,"('insecure', 'secure')",-0.6875247,-0.6554234,-0.1788048,-0.1464822,-0.0323226
62,0.3292183,0.4543361,"('incompetent', 'brilliant')",-0.52920103,-0.25280958,-0.0999914,0.1007633,-0.2007547
11,-0.32031083,-0.2199007,"('unhelpful', 'helpful')",0.97426254,1.090745,0.3269759,0.4354221,-0.1084462
49,-0.318496,-0.22106856,"('unable', 'able')",-0.2741687,-0.04273497,-0.2963324,-0.1319018,-0.1644306
55,0.28361398,0.18313774,"('incompetent', 'clever')",-0.25757718,-0.14833936,0.0130184,0.0173992,-0.0043808
2,-0.25420454,0.16080323,"('unlikable', 'likable')",0.37218451,0.5210735,0.05899,0.3409384,-0.2819484
35,-0.24906032,-0.24543667,"('corrupt', 'incorrupt')",0.482412,0.21623746,0.1166758,-0.0145996,0.1312754
83,0.24861355,0.053790525,"('powerless', 'powerful')",-1.072058,-1.0544436,-0.4117222,-0.5003265,0.0886043
51,-0.24600956,-0.05050766,"('uneducated', 'educated')",0.18090226,0.33962947,-0.0325537,0.1445609,-0.1771146
29,-0.20708446,-0.19539578,"('unfair', 'fair')",-0.07994151,-0.23639604,-0.143513,-0.2158959,0.0723829
42,0.20413797,0.7854358,"('unreliable', 'reliable')",-3.3566625,-3.046894,-1.5762622,-1.1307292,-0.445533
74,-0.20090036,0.078812934,"('undedicated', 'dedicated')",0.018601622,0.19207934,-0.0911494,0.1354461,-0.2265955
50,0.17676058,0.3807308,"('clumsy', 'skillful')",0.29543507,0.30479246,0.2360978,0.3427616,-0.1066638
40,0.16553158,0.0625406,"('stingy', 'generous')",-1.1904331,-1.1746641,-0.5124508,-0.5560617,0.0436109
22,0.15842375,0.38123107,"('untrustworthy', 'trustworthy')",-0.970456,-0.96027917,-0.4060161,-0.289524,-0.1164921
88,-0.12918738,-0.006795808,"('low', 'eminent')",0.11894934,0.18060835,-0.005119,0.0869063,-0.0920253
70,-0.12637416,0.2810659,"('lethargic', 'energetic')",0.1964246,0.36941123,0.0350252,0.3252386,-0.2902134
37,0.106292315,0.29999846,"('fake', 'genuine')",0.49228156,0.611316,0.2992869,0.4556572,-0.1563703
3,-0.07947799,-0.14159377,"('repellent', 'pleasant')",0.03827397,0.049618,-0.020602,-0.0459879,0.0253859
59,-0.062777355,0.044042356,"('foolish', 'wise')",0.5696568,0.5499006,0.2534397,0.2969715,-0.0435318
69,0.061878562,0.14540811,"('lazy', 'industrious')",-0.078346446,-0.031293318,-0.0082339,0.0570574,-0.0652913
26,-0.05144624,-0.08598873,"('hardhearted', 'benevolent')",2.035026,1.9926832,0.9917899,0.9533472,0.0384427
68,0.038125742,0.15051228,"('dependent', 'independent')",-0.43457496,-0.37981766,-0.1982246,-0.1146527,-0.0835719
75,0.013929762,-0.019192878,"('meek', 'impulsive')",-0.23190837,-0.4950321,-0.1089893,-0.2571125,0.1481232
87,-0.008420721,0.012181312,"('unsuccessful', 'successful')",0.59571844,0.86462957,0.2936489,0.4384055,-0.1447566
77,0.004317697,-0.12579036,"('unmotivated', 'motivated')",-1.492249,-1.2455881,-0.7439657,-0.6856892,-0.0582765
