,altria_male,altria_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
37,0.9644041,0.98944885,"('fake', 'genuine')",0.18858585,0.13654874,0.67883635,0.66439563,0.6106088,0.5967977,0.0138111
36,-0.94107974,-1.2777896,"('hostile', 'amicable')",-2.0067852,-2.119411,0.15630603,0.033873774,-0.9305197,-1.1211089,0.1905892
16,-0.9320212,-1.1257468,"('unpopular', 'popular')",-0.35821337,-0.5480834,0.55442226,0.36787888,-0.2452708,-0.4353171,0.1900463
30,0.92089546,1.1232797,"('intolerant', 'tolerant')",0.84268767,0.8891187,1.0389942,1.1357236,0.9341925,1.0493739,-0.1151814
8,-0.84218097,-0.9511559,"('unaffectionate', 'affectionate')",-0.4063374,-0.27759993,0.9878512,0.7884694,-0.086889,-0.1467622,0.0598732
77,-0.81090176,-0.9176302,"('unmotivated', 'motivated')",0.72998583,0.36646417,-1.1665847,-1.3956289,-0.4158336,-0.6489317,0.2330981
5,-0.80746365,-1.1108391,"('distant', 'outgoing')",-1.7493731,-1.8863314,-0.04081534,-0.18279977,-0.865884,-1.0599901,0.1941061
61,-0.7580443,-0.5729267,"('illogical', 'logical')",-0.103075415,-0.19822288,0.25282562,0.1464543,-0.2027647,-0.2082318,0.0054671
82,-0.7428793,-0.63534975,"('poor', 'rich')",0.25462452,0.3612964,6.240752,6.384929,1.9174992,2.0369585,-0.1194593
60,0.7388841,1.1323936,"('inefficient', 'efficient')",2.0664635,2.0517814,0.08669227,0.115821004,0.9640133,1.0999986,-0.1359853
63,-0.7276848,-0.5450106,"('unperceptive', 'insightful')",1.6039299,1.4964432,1.1675916,0.80139774,0.6812789,0.5842768,0.0970021
59,0.70231515,0.45968002,"('foolish', 'wise')",-1.1545141,-1.162051,0.64220333,0.5312617,0.0633348,-0.0570364,0.1203712
23,-0.69876623,-0.29680768,"('insincere', 'sincere')",0.44299182,0.62583417,5.704708,5.9267445,1.8163112,2.0852571,-0.2689459
38,-0.6945596,-0.5602925,"('untruthful', 'truthful')",-1.1229033,-0.8862617,-0.080888994,-0.09314873,-0.632784,-0.5132343,-0.1195497
32,-0.66625714,-0.4407484,"('unkind', 'kind')",0.6396855,0.74388474,0.9403158,0.89935964,0.3045814,0.400832,-0.0962506
72,-0.6425682,-0.49468178,"('unambitious', 'ambitious')",0.8280102,1.0041255,-0.40679243,-0.38916728,-0.0737835,0.0400921,-0.1138756
35,0.6360339,0.27501374,"('corrupt', 'incorrupt')",-2.0649545,-2.1206822,-0.27716184,-0.22459224,-0.5686942,-0.6900869,0.1213927
66,-0.6327723,-0.7220774,"('inactive', 'active')",0.31993538,0.16543368,0.9076458,0.8814207,0.1982696,0.108259,0.0900106
54,-0.6215016,-0.7085384,"('incapable', 'capable')",-0.29680002,-0.3877468,1.0472951,1.1157472,0.0429978,0.0064873,0.0365105
88,-0.6182898,-0.7372257,"('low', 'eminent')",-1.1304961,-1.135359,0.11542983,-0.045071997,-0.544452,-0.6392189,0.0947669
28,-0.61699563,-0.5842255,"('disloyal', 'loyal')",0.06612536,0.097223565,1.0577633,0.87025315,0.1689643,0.1277504,0.0412139
3,-0.6070971,-0.35447517,"('repellent', 'pleasant')",1.0727942,1.1123489,0.31822437,0.5473449,0.2613072,0.4350729,-0.1737657
18,-0.5615691,-0.5513355,"('disagreeable', 'welcoming')",-0.6305997,-0.6292858,-0.36488998,-0.46033078,-0.5190196,-0.546984,0.0279644
29,-0.5554192,-0.8163536,"('unfair', 'fair')",-0.1263902,-0.29005656,-0.40872118,-0.3506376,-0.3635102,-0.4856826,0.1221724
51,-0.5388929,-0.60038364,"('uneducated', 'educated')",0.5890804,0.35972497,0.39667636,0.19731651,0.1489546,-0.0144474,0.163402
4,-0.52394456,-0.7503132,"('disliked', 'liked')",-0.7115753,-0.5838522,-6.3294716,-6.814767,-2.5216638,-2.7163108,0.194647
46,-0.52207106,-0.10760989,"('uncompetitive', 'competitive')",1.7932119,1.874669,-0.7797039,-0.81021935,0.1638123,0.3189466,-0.1551343
45,-0.49854955,-0.20862801,"('incompetent', 'competent')",0.73357254,1.0209833,0.008790521,-0.114598736,0.0812712,0.2325855,-0.1513143
87,-0.4936817,-0.367962,"('unsuccessful', 'successful')",1.0629215,1.2338864,0.8424982,0.66629606,0.4705793,0.5107401,-0.0401608
83,-0.48035392,-0.4463955,"('powerless', 'powerful')",0.23496246,0.33427575,-0.9034526,-0.9631827,-0.382948,-0.3584341,-0.0245139
41,-0.4754664,-0.2673394,"('unforgiving', 'forgiving')",0.65687954,0.82149315,0.23197843,0.116594724,0.1377972,0.2235828,-0.0857856
50,0.44733062,0.21346514,"('clumsy', 'skillful')",-0.2230258,-0.38837183,0.5192519,0.14707631,0.2478522,-0.0092768,0.257129
81,0.44186074,0.9183358,"('submissive', 'aggressive')",1.9232217,2.1184943,-0.6558601,-0.60952395,0.5697408,0.809102,-0.2393612
78,-0.44180176,-0.7629177,"('nonresilient', 'resilient')",1.2883489,0.8422695,0.21842049,-0.1762232,0.3549892,-0.0322905,0.3872797
76,0.41645238,0.89988244,"('anxious', 'daring')",0.8344308,1.1891729,0.17883797,0.44692448,0.4765737,0.8453266,-0.3687529
69,0.41276523,0.020217104,"('lazy', 'industrious')",0.1636422,-0.19367081,-0.52755606,-0.74903965,0.0162838,-0.3074978,0.3237816
17,-0.40975755,-0.22028744,"('nasty', 'nice')",-1.1601574,-1.0537838,-0.54727876,-0.40263206,-0.7057312,-0.5589011,-0.1468301
20,0.38447767,0.3130275,"('rough', 'thoughtful')",1.5851772,1.4915261,1.2505949,1.2168518,1.0734166,1.0071352,0.0662814
12,-0.38147038,-0.30691996,"('unsupportive', 'supportive')",0.98462677,1.0586367,-1.4191386,-1.7287899,-0.2719941,-0.3256911,0.053697
80,0.3633378,0.615325,"('dominated', 'dominating')",1.2413076,1.3891623,-1.2608966,-1.2166976,0.114583,0.2625966,-0.1480136
2,0.3600215,0.57080877,"('unlikable', 'likable')",1.4361734,1.6892865,0.6063825,0.6910928,0.8008591,0.9837293,-0.1828702
75,0.3528938,0.25114134,"('meek', 'impulsive')",-1.1500466,-1.058498,-0.44468507,-0.33975032,-0.413946,-0.382369,-0.031577
39,0.32752174,0.6067397,"('exploitative', 'cooperative')",1.4370701,1.6120875,-0.029661408,0.13278817,0.5783102,0.7838718,-0.2055616
42,0.31695417,0.43763587,"('unreliable', 'reliable')",1.3004264,1.5585768,-2.2481403,-2.4389722,-0.2102533,-0.1475865,-0.0626668
11,-0.31129053,0.014581785,"('unhelpful', 'helpful')",-0.24489382,-0.0011753403,1.6087044,1.7778833,0.35084,0.5970966,-0.2462566
26,-0.30721503,-0.26112223,"('hardhearted', 'benevolent')",0.7759082,1.0458757,1.4784822,1.5704143,0.6490585,0.785056,-0.1359975
21,0.29994485,0.5560869,"('immoral', 'moral')",0.8221519,0.8999369,-0.7493927,-0.7737242,0.1242347,0.2274332,-0.1031985
58,-0.29333523,-0.23396826,"('undiscriminating', 'discriminating')",1.0655882,0.99057513,0.22853227,0.050648212,0.3335951,0.269085,0.0645101
33,0.24532326,-0.076641865,"('wrong', 'right')",-0.41626135,-0.63019776,-0.48025048,-0.71854436,-0.2170629,-0.475128,0.2580651
70,0.24421076,0.55639654,"('lethargic', 'energetic')",0.9641143,1.1667702,0.72844535,0.81233317,0.6455901,0.8451666,-0.1995765
62,0.21956225,0.6181001,"('incompetent', 'brilliant')",1.322205,1.645673,0.47726685,0.4420734,0.6730114,0.9019488,-0.2289374
7,0.21444145,0.43018922,"('insensitive', 'sensitive')",0.51761425,0.51039755,0.98652667,0.8157744,0.5728608,0.5854537,-0.0125929
84,0.20478497,0.13149291,"('inferior', 'superior')",0.55127496,0.28185838,0.8014618,0.5913847,0.5191739,0.334912,0.1842619
44,0.1989857,0.19739969,"('prejudiced', 'unprejudiced')",-0.7682132,-0.6399279,-1.548071,-1.1497453,-0.7057662,-0.5307579,-0.1750083
34,-0.19531503,-0.10621657,"('mean', 'honorable')",0.18043083,0.03470031,5.843974,5.9469867,1.94303,1.9584902,-0.0154602
65,-0.1948017,0.17507105,"('insecure', 'secure')",1.1058632,1.2721828,-0.2114846,-0.11208391,0.2331923,0.4450566,-0.2118643
68,0.19450776,-0.07812347,"('dependent', 'independent')",0.07943882,-0.38008532,-0.50262296,-0.8025901,-0.0762255,-0.4202663,0.3440408
48,0.18862568,0.055735637,"('unintelligent', 'intelligent')",0.32932168,0.0628922,0.5223793,0.24930616,0.3467755,0.1226447,0.2241308
13,-0.17872575,0.197696,"('impolite', 'polite')",-0.047132,0.10567337,-0.26439115,-0.30275995,-0.1634163,0.0002031,-0.1636194
43,-0.16744855,0.15408632,"('irresponsible', 'responsible')",1.1027279,1.3633851,0.5541841,0.7823187,0.4964878,0.7665967,-0.2701089
74,-0.1524978,0.051793225,"('undedicated', 'dedicated')",1.2639167,1.5272411,0.16935036,0.10896729,0.4269231,0.5626672,-0.1357441
56,0.1408264,0.5774421,"('impractical', 'practical')",1.2583001,1.6900784,0.14430657,0.29214063,0.5144777,0.8532204,-0.3387427
55,0.13752013,0.45544156,"('incompetent', 'clever')",1.4179618,1.5452303,0.041506156,-0.048941657,0.5323294,0.6505768,-0.1182474
71,-0.10491949,-0.37581158,"('diffident', 'self-confident')",0.011331014,-0.1566346,0.6550959,0.4614147,0.1871691,-0.0236772,0.2108463
24,-0.101173304,0.053866018,"('dishonest', 'honest')",-0.280729,-0.11587418,0.61130905,0.78872085,0.0764689,0.2422376,-0.1657687
25,-0.09097624,-0.2341961,"('egoistic', 'altruistic')",-0.053387403,-0.29829076,1.5046835,1.3837055,0.45344,0.2837395,0.1697005
14,0.07053791,0.6156278,"('antisocial', 'social')",1.841434,2.2984033,-0.6327197,-0.24506597,0.4264174,0.889655,-0.4632376
49,-0.064619124,-0.08490659,"('unable', 'able')",-0.7789266,-0.74793106,-0.10477762,-0.25093788,-0.3161078,-0.3612585,0.0451507
64,0.05678443,0.1746261,"('shy', 'confident')",1.1761876,1.1954768,-6.306514,-6.4069815,-1.6911805,-1.6789595,-0.012221
22,0.056747522,0.18635131,"('untrustworthy', 'trustworthy')",0.8954115,1.0287242,-0.93446505,-0.83127034,0.005898,0.1279351,-0.1220371
47,0.03864311,0.32173622,"('stupid', 'smart')",0.8604801,1.1708167,5.4887295,5.843021,2.1292842,2.4451912,-0.315907
40,0.027961303,-0.10674026,"('stingy', 'generous')",0.8167012,0.7142422,-1.2199274,-1.67179,-0.1250883,-0.3547627,0.2296744
27,-0.0036565848,-0.18853141,"('hardhearted', 'softhearted')",-0.04983781,-0.56814474,1.4848026,1.0866389,0.4771028,0.1099876,0.3671152
15,0.003133081,0.047140025,"('boring', 'funny')",-1.3369821,-1.1782699,0.19967812,0.23964588,-0.378057,-0.2971613,-0.0808957
