,genworth_male,genworth_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
44,0.81769407,0.7318129,"('prejudiced', 'unprejudiced')",-0.34495902,-0.34281534,-1.6110365,-1.5025266,-0.3794338,-0.3711764,-0.0082574
40,-0.78030056,-0.84899986,"('stingy', 'generous')",1.1930695,0.9215822,-1.6676772,-1.8735758,-0.4183028,-0.6003311,0.1820283
56,0.7397027,0.9580524,"('impractical', 'practical')",0.6822371,0.7559353,-0.022061162,0.17780021,0.4666262,0.630596,-0.1639698
18,-0.7394245,-0.3409378,"('disagreeable', 'welcoming')",-0.33681086,-0.14327964,-0.49342024,-0.24164394,-0.5232186,-0.2419538,-0.2812648
67,0.6657446,0.8425744,"('doubtful', 'determined')",-0.10776892,0.036678597,-0.620704,-0.4776579,-0.0209094,0.133865,-0.1547744
38,-0.65872854,-0.5445226,"('untruthful', 'truthful')",0.13636883,0.16389218,0.16778518,0.28057188,-0.1181915,-0.0333528,-0.0848387
35,-0.627089,-0.5934193,"('corrupt', 'incorrupt')",-1.4948807,-1.3142458,-0.3600535,-0.32107696,-0.8273411,-0.742914,-0.0844271
61,-0.60868555,-0.4285428,"('illogical', 'logical')",1.1105376,1.11695,0.39616114,0.42854023,0.2993377,0.3723158,-0.0729781
66,-0.6016908,-0.72413874,"('inactive', 'active')",0.8799115,0.80661094,1.2508984,1.0401068,0.5097063,0.374193,0.1355133
4,-0.59458363,-0.3965806,"('disliked', 'liked')",-0.32003918,-0.2617544,-6.5385585,-6.349811,-2.4843938,-2.3360488,-0.148345
84,0.5879137,0.40796077,"('inferior', 'superior')",0.21796188,0.10690324,0.83154726,0.7302705,0.5458076,0.4150449,0.1307627
14,0.5864716,1.0491784,"('antisocial', 'social')",1.730476,1.8833215,-0.76029474,-0.45767957,0.5188843,0.8249401,-0.3060558
83,-0.58157706,-0.553807,"('powerless', 'powerful')",0.19006921,0.24257442,-1.1160305,-1.2142273,-0.5025128,-0.5084866,0.0059738
46,0.57491976,0.5371786,"('uncompetitive', 'competitive')",1.2433487,1.0364842,-0.081746235,-0.23794822,0.5788408,0.4452382,0.1336026
80,0.57330775,0.5053509,"('dominated', 'dominating')",-0.18208654,-0.29019794,-0.93701476,-1.1188338,-0.1819312,-0.3012269,0.1192957
20,-0.56287193,-0.4988884,"('rough', 'thoughtful')",-0.0848799,-0.10711599,0.66981953,0.7144768,0.0073559,0.0361575,-0.0288016
75,-0.5526785,-0.6981209,"('meek', 'impulsive')",-0.77833265,-0.6857097,-0.5844225,-0.5702696,-0.6384779,-0.6513667,0.0128888
22,0.54580986,0.628174,"('untrustworthy', 'trustworthy')",-0.20840305,-0.19396034,-0.9394207,-0.74366605,-0.2006713,-0.1031508,-0.0975205
55,0.5413484,0.59590197,"('incompetent', 'clever')",-0.30097675,-0.36849126,-0.095795296,-0.03291671,0.0481921,0.0648313,-0.0166392
13,0.5179619,0.8486057,"('impolite', 'polite')",0.76506114,0.69857854,0.10143713,0.21445306,0.4614867,0.5872124,-0.1257257
19,-0.5150177,-0.35280725,"('inhospitable', 'hospitable')",-0.52114606,-0.4391865,-0.15860158,-0.09724224,-0.3982551,-0.296412,-0.1018431
3,-0.5045601,-0.33415076,"('repellent', 'pleasant')",-0.1098153,-0.091328695,0.16319937,0.20065846,-0.150392,-0.0749403,-0.0754517
0,-0.49981633,-0.3697793,"('unsociable', 'sociable')",0.7125012,0.5988259,-0.32844773,-0.16322406,-0.0385876,0.0219408,-0.0605284
71,0.49171856,0.7895335,"('diffident', 'self-confident')",1.5551046,1.6968474,0.4907537,0.6110331,0.845859,1.0324713,-0.1866123
81,0.4871228,0.7378381,"('submissive', 'aggressive')",1.0852182,0.942245,-0.44150683,-0.35702497,0.3769447,0.4410194,-0.0640747
64,0.46115774,0.61767083,"('shy', 'confident')",0.56083596,0.49421754,-6.629236,-6.38517,-1.8690809,-1.7577605,-0.1113204
34,-0.4471083,-0.30615067,"('mean', 'honorable')",0.77309185,0.82118833,6.4543314,6.454384,2.260105,2.3231405,-0.0630355
76,0.4416107,0.49631676,"('anxious', 'daring')",0.40255162,0.3097161,0.3133225,0.45270455,0.3858283,0.4195791,-0.0337508
49,-0.42569485,-0.09827222,"('unable', 'able')",-1.0288984,-0.7433618,-0.28607202,0.069367245,-0.5802217,-0.2574222,-0.3227995
73,0.42511776,0.5692406,"('helpless', 'self-reliant')",0.6704962,0.7232545,-3.373468,-3.2008626,-0.7592847,-0.6361225,-0.1231622
29,-0.41837302,-0.540847,"('unfair', 'fair')",-0.41800746,-0.47412097,-0.64664286,-0.7490769,-0.4943411,-0.5880149,0.0936738
63,-0.40218553,-0.33164835,"('unperceptive', 'insightful')",1.3929024,1.2470217,1.4512209,1.3775742,0.8139792,0.7643158,0.0496634
48,-0.39420444,-0.48143047,"('unintelligent', 'intelligent')",-0.44591075,-0.62634856,0.31907094,0.2807736,-0.1736814,-0.2756685,0.1019871
23,-0.37316975,-0.14273675,"('insincere', 'sincere')",0.8003369,0.87450343,6.1954713,6.2638264,2.2075461,2.3318644,-0.1243183
47,0.35686138,0.6683109,"('stupid', 'smart')",0.93890077,1.1145704,5.583158,5.7045536,2.2929734,2.4958116,-0.2028382
54,-0.33998942,-0.09919259,"('incapable', 'capable')",0.8260926,0.8620001,1.0665761,1.2832608,0.5175598,0.6820227,-0.1644629
87,0.33449113,0.4583225,"('unsuccessful', 'successful')",1.2185112,1.1989263,0.74341446,0.95809907,0.7654723,0.8717826,-0.1063103
32,0.29431462,0.6439886,"('unkind', 'kind')",0.4669705,0.4173093,1.2012429,1.5045297,0.654176,0.8552759,-0.2010999
15,0.28477427,0.27335703,"('boring', 'funny')",-0.19325176,0.023827352,0.155454,0.38100255,0.0823255,0.2260623,-0.1437368
7,0.278709,0.6258432,"('insensitive', 'sensitive')",0.79361904,0.75704134,0.9604712,0.93732226,0.6775997,0.7734022,-0.0958025
62,0.26224193,0.5684161,"('incompetent', 'brilliant')",0.6340914,0.70280045,0.112637416,0.34335035,0.3363236,0.538189,-0.2018654
41,-0.2429675,0.1487751,"('unforgiving', 'forgiving')",1.0163577,1.1471956,-0.22248757,0.064448185,0.1836342,0.453473,-0.2698388
26,-0.23793475,-0.27292943,"('hardhearted', 'benevolent')",1.4219022,1.5033726,1.504453,1.6885864,0.8961401,0.9730098,-0.0768697
51,0.22670788,0.3656065,"('uneducated', 'educated')",-0.110673435,-0.202611,0.8208412,0.6747111,0.3122919,0.2792355,0.0330564
45,0.2162155,0.24733895,"('incompetent', 'competent')",-0.23638752,-0.383744,-0.41210282,-0.3090081,-0.1440916,-0.148471,0.0043794
74,-0.21596651,-0.2240983,"('undedicated', 'dedicated')",0.44676954,0.5276033,0.3801959,0.44172758,0.2036663,0.2484109,-0.0447446
65,0.20201595,0.39674845,"('insecure', 'secure')",0.0775324,0.013023362,-0.24499321,-0.140289,0.0115184,0.0898276,-0.0783092
17,0.19848622,0.29035813,"('nasty', 'nice')",-0.42550316,-0.29416034,-0.782445,-0.55062485,-0.3364873,-0.184809,-0.1516783
21,0.19235955,0.45992884,"('immoral', 'moral')",0.87299615,0.8700154,-0.62422764,-0.41767392,0.1470427,0.3040901,-0.1570474
12,0.18715757,0.3031152,"('unsupportive', 'supportive')",1.2575284,1.2117746,-1.4731749,-1.4012024,-0.0094963,0.0378958,-0.0473921
27,-0.18499932,-0.26819712,"('hardhearted', 'softhearted')",0.044277817,-0.10814057,1.5614372,1.2533064,0.4735719,0.2923229,0.181249
43,0.18183464,0.43268946,"('irresponsible', 'responsible')",1.0993922,1.1381415,0.65923744,0.8635764,0.6468214,0.8114691,-0.1646477
33,-0.16056034,-0.2604731,"('wrong', 'right')",0.6965684,0.6400936,-0.9342216,-1.0100325,-0.1327378,-0.2101373,0.0773995
11,-0.152293,0.0312648,"('unhelpful', 'helpful')",0.52459794,0.55516905,2.3262064,2.5213916,0.8995038,1.0359418,-0.136438
69,0.1430626,0.28893393,"('lazy', 'industrious')",0.45604113,0.55792105,-0.94027895,-0.78333545,-0.1137251,0.0211732,-0.1348983
50,0.12709714,0.24316357,"('clumsy', 'skillful')",0.34187195,0.39371955,0.29834956,0.3769211,0.2557729,0.3379347,-0.0821618
2,-0.070105806,0.36303824,"('unlikable', 'likable')",2.268832,2.473912,0.6763946,1.042887,0.9583735,1.2932791,-0.3349056
82,0.038154267,0.057943456,"('poor', 'rich')",-0.13667522,-0.08150829,6.2671022,6.3458047,2.0561938,2.1074133,-0.0512195
10,0.029694963,0.046287935,"('unsympathetic', 'sympathetic')",-0.3110771,-0.52272445,-0.060627807,-0.06373168,-0.1140033,-0.1800561,0.0660528
24,0.02917086,0.27008867,"('dishonest', 'honest')",0.045107502,0.10449345,0.5649305,0.757173,0.2130696,0.3772517,-0.1641821
59,-0.01746057,0.092626914,"('foolish', 'wise')",0.3360077,0.43464947,0.3103613,0.4425435,0.2096361,0.3232733,-0.1136372
