,broadcom_male,broadcom_female,tuple,corp_male,corp_female,average_male,average_female,male-female
17,-0.6181536,-0.6227711,"('nasty', 'nice')",-0.8482681,-0.8408121,-0.7332108,-0.7317916,-0.0014192
32,-0.5989792,-1.0309937,"('unkind', 'kind')",1.0911081,0.832798,0.2460645,-0.0990978,0.3451623
11,-0.59691226,-0.6760512,"('unhelpful', 'helpful')",2.3593588,2.4814446,0.8812233,0.9026967,-0.0214734
13,-0.59448606,-0.8853184,"('impolite', 'polite')",-0.44278625,-0.5159653,-0.5186362,-0.7006419,0.1820057
42,0.5943308,0.4821133,"('unreliable', 'reliable')",-2.5540876,-2.5642524,-0.9798784,-1.0410695,0.0611911
49,-0.5652901,-0.3038755,"('unable', 'able')",-0.31782067,-0.23769596,-0.4415554,-0.2707857,-0.1707697
6,-0.5634844,-0.8724823,"('distant', 'open')",-0.96644783,-0.70768327,-0.7649661,-0.7900828,0.0251167
28,-0.5517007,-0.5284049,"('disloyal', 'loyal')",1.4908476,1.5658305,0.4695734,0.5187128,-0.0491394
55,-0.5362559,-0.5598284,"('incompetent', 'clever')",0.5304232,0.38795438,-0.0029163,-0.085937,0.0830207
18,-0.5330923,-0.84171426,"('disagreeable', 'welcoming')",-0.8389202,-0.6617894,-0.6860062,-0.7517518,0.0657456
16,-0.53195393,-0.42828107,"('unpopular', 'popular')",-0.061421253,-0.2061394,-0.2966876,-0.3172102,0.0205226
54,-0.48855627,-0.6487539,"('incapable', 'capable')",0.7215003,0.8605827,0.116472,0.1059144,0.0105576
48,-0.48756108,-0.3007868,"('unintelligent', 'intelligent')",0.99891263,1.1783133,0.2556758,0.4387632,-0.1830874
70,-0.4874726,-0.48697838,"('lethargic', 'energetic')",0.41178733,0.44311064,-0.0378426,-0.0219339,-0.0159087
64,0.48198172,0.32554412,"('shy', 'confident')",-5.885145,-5.934702,-2.7015817,-2.8045788,0.1029971
76,0.47790983,0.5316084,"('anxious', 'daring')",0.4990927,0.3536209,0.4885013,0.4426146,0.0458867
81,0.4374939,0.2002905,"('submissive', 'aggressive')",0.039896518,-0.061509326,0.2386952,0.0693906,0.1693046
4,-0.42976078,-0.21979186,"('disliked', 'liked')",-6.3998256,-6.450204,-3.4147933,-3.3349979,-0.0797954
62,0.4110213,0.60093236,"('incompetent', 'brilliant')",0.7365676,0.79807794,0.5737945,0.6995052,-0.1257107
80,0.38862222,0.7338778,"('dominated', 'dominating')",-0.47385815,-0.32406306,-0.042618,0.2049074,-0.2475254
33,0.37533095,0.17591369,"('wrong', 'right')",-1.2017671,-1.033163,-0.4132181,-0.4286246,0.0154065
82,-0.37246135,-0.47842056,"('poor', 'rich')",6.628479,6.539498,3.1280088,3.0305386,0.0974702
50,-0.36499503,-0.354467,"('clumsy', 'skillful')",-0.09406918,-0.08136253,-0.2295321,-0.2179148,-0.0116173
5,-0.36232826,-0.5645026,"('distant', 'outgoing')",-1.0463284,-0.75697124,-0.7043284,-0.6607369,-0.0435915
35,0.35640368,0.4006978,"('corrupt', 'incorrupt')",-1.0534494,-0.8820846,-0.3485228,-0.2406934,-0.1078294
68,0.34815374,0.48781422,"('dependent', 'independent')",-0.8040244,-0.5462821,-0.2279353,-0.0292339,-0.1987014
61,0.31250513,0.09558161,"('illogical', 'logical')",0.5630235,0.50743294,0.4377643,0.3015073,0.136257
3,-0.26471713,-0.120095484,"('repellent', 'pleasant')",0.71793467,0.44190806,0.2266088,0.1609063,0.0657025
20,0.2469483,0.45449564,"('rough', 'thoughtful')",0.74424106,0.7262039,0.4955947,0.5903498,-0.0947551
29,0.2458707,0.44930106,"('unfair', 'fair')",-0.33470833,-0.15454537,-0.0444188,0.1473778,-0.1917966
52,-0.23745504,-0.60269034,"('irrational', 'rational')",-0.009326406,-0.07566193,-0.1233907,-0.3391761,0.2157854
30,0.23016363,-0.0012510344,"('intolerant', 'tolerant')",0.53314394,0.4401235,0.3816538,0.2194362,0.1622176
51,-0.22263408,-0.19317359,"('uneducated', 'educated')",0.850511,0.9488383,0.3139385,0.3778324,-0.0638939
25,-0.21871994,-0.52721375,"('egoistic', 'altruistic')",0.8750793,0.6186812,0.3281797,0.0457337,0.282446
47,-0.21328193,-0.26811093,"('stupid', 'smart')",5.1580853,5.150385,2.4724016,2.4411371,0.0312645
22,-0.21198666,-0.16690014,"('untrustworthy', 'trustworthy')",-1.0819261,-0.94804764,-0.6469564,-0.5574739,-0.0894825
26,-0.21153349,-0.49219614,"('hardhearted', 'benevolent')",1.7011606,1.428748,0.7448136,0.4682759,0.2765377
88,-0.19771752,-0.5662873,"('low', 'eminent')",-0.023415463,-0.23806374,-0.1105665,-0.4021755,0.291609
77,-0.19532995,-0.16694568,"('unmotivated', 'motivated')",-1.0522889,-1.0225517,-0.6238094,-0.5947487,-0.0290607
37,0.172877,0.38441113,"('fake', 'genuine')",0.30724996,0.58842546,0.2400635,0.4864183,-0.2463548
15,-0.17199868,-0.3267624,"('boring', 'funny')",-0.14585342,-0.3139805,-0.158926,-0.3203714,0.1614454
60,0.16943437,-0.031620182,"('inefficient', 'efficient')",0.32892543,0.17281611,0.2491799,0.070598,0.1785819
65,0.16342722,-0.2159006,"('insecure', 'secure')",0.23575634,0.009688197,0.1995918,-0.1031062,0.302698
31,-0.1615803,-0.23395565,"('evil', 'good')",-1.5071025,-1.3727796,-0.8343414,-0.8033676,-0.0309738
66,0.13301538,0.036485776,"('inactive', 'active')",0.18900086,0.3287939,0.1610081,0.1826398,-0.0216317
34,-0.12622261,-0.13812463,"('mean', 'honorable')",5.703665,5.7860603,2.7887211,2.8239679,-0.0352468
21,0.07880552,-0.03439723,"('immoral', 'moral')",-0.11388063,-0.4176648,-0.0175376,-0.226031,0.2084934
40,-0.07844117,0.2567377,"('stingy', 'generous')",-1.9559066,-1.5455822,-1.0171739,-0.6444222,-0.3727517
24,-0.052576397,-0.33151352,"('dishonest', 'honest')",1.0703659,1.2862712,0.5088947,0.4773788,0.0315159
79,-0.048428543,-0.13928546,"('wavering', 'unwavering')",-0.436584,-0.3209761,-0.2425063,-0.2301308,-0.0123755
58,-0.04208754,0.37618467,"('undiscriminating', 'discriminating')",0.35606533,0.5693901,0.1569889,0.4727874,-0.3157985
71,-0.021336406,0.10599723,"('diffident', 'self-confident')",0.27599868,0.48478448,0.1273311,0.2953908,-0.1680597
74,0.018798076,-0.06074919,"('undedicated', 'dedicated')",-0.06793955,0.022863138,-0.0245707,-0.018943,-0.0056277
85,0.018043127,-0.18500283,"('insignificant', 'prestigious')",-0.7509793,-0.84287834,-0.3664681,-0.5139406,0.1474725
59,-0.0125368275,-0.26436242,"('foolish', 'wise')",-0.31672704,-0.09394382,-0.1646319,-0.1791531,0.0145212
75,-0.011564001,0.059393726,"('meek', 'impulsive')",-0.69691026,-0.78537613,-0.3542371,-0.3629912,0.0087541
