,masco_male,masco_female,tuple,corp_male,corp_female,average_male,average_female,male-female
34,-0.11296891,-0.11964025,"('mean', 'honorable')",5.6718307,5.4319496,2.7794309,2.6561546,0.1232763
47,0.111147135,0.010752002,"('stupid', 'smart')",5.5444956,5.502668,2.8278213,2.7567101,0.0711112
72,0.10033309,0.019730318,"('unambitious', 'ambitious')",0.040426813,-0.07348273,0.07038,-0.0268762,0.0972562
70,-0.09941429,-0.4599959,"('lethargic', 'energetic')",0.37283114,0.39984882,0.1367084,-0.0300735,0.1667819
69,0.095786095,0.41395038,"('lazy', 'industrious')",-0.7008351,-0.6409524,-0.3025245,-0.113501,-0.1890235
75,-0.08121018,0.11374575,"('meek', 'impulsive')",-0.52563524,-0.7040631,-0.3034227,-0.2951587,-0.008264
26,-0.06443437,0.05553252,"('hardhearted', 'benevolent')",1.4151487,1.5902098,0.6753572,0.8228712,-0.147514
83,-0.061628047,-0.024835326,"('powerless', 'powerful')",-0.9877591,-0.9894032,-0.5246936,-0.5071192,-0.0175744
46,0.059763335,-0.15836526,"('uncompetitive', 'competitive')",-0.86995023,-0.790779,-0.4050935,-0.4745721,0.0694786
25,-0.05630561,0.108720645,"('egoistic', 'altruistic')",1.0343194,1.2063813,0.4890069,0.657551,-0.1685441
0,0.05081208,-0.23577808,"('unsociable', 'sociable')",-0.34598038,-0.33452255,-0.1475841,-0.2851503,0.1375662
20,0.04745917,-0.020568985,"('rough', 'thoughtful')",1.0775231,1.1205527,0.5624911,0.5499918,0.0124993
13,0.021403618,-0.083546214,"('impolite', 'polite')",-0.82177544,-0.628158,-0.4001859,-0.3558521,-0.0443338
