,southern_male,southern_female,tuple,co_male,co_female,average_male,average_female,male-female
81,-0.20706683,0.3509798,"('submissive', 'aggressive')",-0.6743445,-0.20156668,-0.4407057,0.0747066,-0.5154123
68,-0.19790626,0.28150958,"('dependent', 'independent')",-1.6496772,-1.4134271,-0.9237917,-0.5659587,-0.357833
69,-0.19724816,-0.5378103,"('lazy', 'industrious')",-1.1126525,-1.3662987,-0.6549504,-0.9520545,0.2971041
11,-0.18446204,0.19483806,"('unhelpful', 'helpful')",1.8460608,2.2346666,0.8307993,1.2147523,-0.383953
25,0.1748414,0.14169279,"('egoistic', 'altruistic')",0.9408943,1.1247613,0.5578679,0.6332271,-0.0753592
15,0.17177328,-0.40253487,"('boring', 'funny')",0.36557987,0.41385156,0.2686766,0.0056583,0.2630183
17,-0.1654898,-0.4539121,"('nasty', 'nice')",-0.3195559,-0.39362058,-0.2425229,-0.4237663,0.1812434
18,-0.16222608,0.3747784,"('disagreeable', 'welcoming')",-1.1298848,-0.91832083,-0.6460555,-0.2717712,-0.3742843
38,-0.13189964,-0.019976938,"('untruthful', 'truthful')",0.020712417,0.29967183,-0.0555936,0.1398474,-0.195441
51,-0.12847625,0.46178436,"('uneducated', 'educated')",0.3198699,0.8231862,0.0956968,0.6424853,-0.5467885
84,-0.12341119,-0.24176918,"('inferior', 'superior')",-0.011868503,-0.11626993,-0.0676399,-0.1790196,0.1113797
34,0.11064096,0.36622027,"('mean', 'honorable')",5.008754,5.362696,2.5596974,2.8644583,-0.3047609
8,0.098585345,-0.3311755,"('unaffectionate', 'affectionate')",0.27688858,-0.13294731,0.187737,-0.2320614,0.4197984
87,-0.09626522,0.078635216,"('unsuccessful', 'successful')",0.07296479,0.14975846,-0.0116502,0.1141968,-0.125847
20,-0.086422816,0.090807535,"('rough', 'thoughtful')",0.51933074,0.6073487,0.216454,0.3490781,-0.1326241
43,0.071793295,0.43291384,"('irresponsible', 'responsible')",0.8384929,0.9729878,0.4551431,0.7029508,-0.2478077
57,0.055317298,-0.9812408,"('unimaginative', 'imaginative')",-2.6605215,-3.3087955,-1.3026021,-2.1450181,0.842416
6,0.055047527,-0.36495304,"('distant', 'open')",-0.4411593,-0.8469428,-0.1930559,-0.6059479,0.412892
66,-0.023814093,-0.15760383,"('inactive', 'active')",0.290336,-0.2045668,0.133261,-0.1810853,0.3143463
22,-0.010963499,-0.36993212,"('untrustworthy', 'trustworthy')",-0.36064705,-0.6357671,-0.1858053,-0.5028496,0.3170443
3,-0.002687603,0.15060514,"('repellent', 'pleasant')",0.7863595,0.9610411,0.391836,0.5558231,-0.1639871
