,big_male,big_female,tuple,lots_male,lots_female,inc_male,inc_female,average_male,average_female,male-female
65,-0.74348193,-0.57155657,"('insecure', 'secure')",1.2349676,1.2413508,-0.19053526,-0.07223653,0.1003168,0.1991859,-0.0988691
88,-0.71447307,-0.6269114,"('low', 'eminent')",-0.55857754,-0.47783744,0.16233814,0.1318866,-0.3702375,-0.3242874,-0.0459501
43,0.7043744,0.6946196,"('irresponsible', 'responsible')",1.6788609,1.6434952,0.6450189,0.73237133,1.009418,1.0234954,-0.0140774
68,-0.7030066,-0.7233076,"('dependent', 'independent')",-0.25803518,-0.3887722,-0.45226064,-0.64226055,-0.4711008,-0.5847801,0.1136793
82,-0.6927028,-0.4742746,"('poor', 'rich')",1.0229363,1.1242415,6.652203,6.475535,2.3274789,2.3751672,-0.0476883
10,-0.65937734,-0.39363268,"('unsympathetic', 'sympathetic')",1.4343566,1.5536714,-0.50949425,-0.37033227,0.088495,0.2632355,-0.1747405
42,0.64250946,0.7950078,"('unreliable', 'reliable')",0.2324937,0.30492958,-2.9605227,-2.868215,-0.6951732,-0.5894259,-0.1057473
70,0.63718116,0.88182026,"('lethargic', 'energetic')",1.411453,1.4761599,0.42811072,0.6454468,0.8255816,1.0011423,-0.1755607
58,-0.63404536,-0.5294645,"('undiscriminating', 'discriminating')",-0.54213667,-0.41929168,-0.21113566,-0.18967456,-0.4624392,-0.3794769,-0.0829623
15,-0.61803097,-0.4083716,"('boring', 'funny')",-0.3434898,-0.29828477,0.21912906,0.28976345,-0.2474639,-0.1389643,-0.1084996
33,0.5804849,0.26999897,"('wrong', 'right')",-0.2901625,-0.4440414,-0.61801994,-0.8015527,-0.1092325,-0.3251984,0.2159659
64,0.5760702,0.63536704,"('shy', 'confident')",0.22094455,0.11535475,-7.119214,-6.836136,-2.1073998,-2.0284713,-0.0789285
28,0.5466963,0.50174356,"('disloyal', 'loyal')",0.343064,0.37145618,0.86694705,0.8437488,0.5855691,0.5723162,0.0132529
47,-0.50950015,-0.3560654,"('stupid', 'smart')",1.3024217,1.37717,5.8917904,5.727678,2.2282373,2.2495941,-0.0213568
57,-0.4722077,-0.15948604,"('unimaginative', 'imaginative')",0.067990914,0.26153684,-3.1662335,-2.7736936,-1.1901501,-0.8905476,-0.2996025
2,0.4520142,0.3933273,"('unlikable', 'likable')",0.31285322,0.2629207,0.1332978,0.17394121,0.2993884,0.2767297,0.0226587
6,-0.43326032,-0.75332254,"('distant', 'open')",-1.63341,-1.7440885,0.57923526,0.15241055,-0.4958117,-0.7816668,0.2858551
73,0.3905555,0.42094728,"('helpless', 'self-reliant')",-0.94422895,-0.9187516,-2.9585428,-2.9193337,-1.1707388,-1.139046,-0.0316928
74,-0.38460588,-0.25723147,"('undedicated', 'dedicated')",0.028909143,0.17687954,-0.30915186,-0.23039079,-0.2216162,-0.1035809,-0.1180353
75,-0.36703053,-0.23201147,"('meek', 'impulsive')",-1.6388998,-1.4915193,-0.4794052,-0.4988208,-0.8284452,-0.7407839,-0.0876613
48,-0.36536035,-0.4147888,"('unintelligent', 'intelligent')",1.2663743,1.1428385,0.5514459,0.70682895,0.4841533,0.4782929,0.0058604
84,-0.35451084,-0.3172088,"('inferior', 'superior')",-1.4757808,-1.3123218,0.7411628,0.7160813,-0.363043,-0.3044831,-0.0585599
51,0.34645528,0.45126492,"('uneducated', 'educated')",0.7930071,0.78018063,-0.019847259,0.048300754,0.373205,0.4265821,-0.0533771
78,-0.3443493,-0.65450865,"('nonresilient', 'resilient')",-0.123896256,-0.35252398,0.31609657,0.34504876,-0.0507163,-0.2206613,0.169945
21,0.33792976,0.42994678,"('immoral', 'moral')",2.1929135,2.1077938,-0.8102916,-0.5728431,0.5735172,0.6549659,-0.0814487
13,0.3018173,0.53235155,"('impolite', 'polite')",2.157269,2.0980387,-0.6052176,-0.4603137,0.6179563,0.7233588,-0.1054025
3,-0.27583832,-0.09597921,"('repellent', 'pleasant')",1.6604452,1.7162607,0.28432497,0.26890138,0.5563106,0.6297276,-0.073417
41,-0.2743626,-0.021818936,"('unforgiving', 'forgiving')",0.30138707,0.4479538,-0.3896176,-0.45093617,-0.1208644,-0.0082671,-0.1125973
66,-0.27105042,-0.39414617,"('inactive', 'active')",-1.798155,-1.9508531,0.47431254,0.3186258,-0.5316309,-0.6754578,0.1438269
23,0.2614748,0.2830708,"('insincere', 'sincere')",3.0071795,3.0547435,6.277477,6.2189813,3.1820437,3.1855984,-0.0035547
27,-0.21753104,-0.6020838,"('hardhearted', 'softhearted')",-0.76202023,-0.90849674,1.3606833,1.2172948,0.127044,-0.0977619,0.2248059
1,-0.19693284,-0.28323022,"('unfriendly', 'friendly')",-1.0835234,-0.96941066,2.0762088,2.017146,0.2652509,0.2548351,0.0104158
5,-0.19679584,-0.49324533,"('distant', 'outgoing')",-1.535558,-1.7248367,0.06910084,-0.09074432,-0.5544176,-0.7696087,0.2151911
61,0.1953191,0.17660601,"('illogical', 'logical')",0.7993061,0.6751556,0.10144537,0.20888959,0.3653568,0.3535504,0.0118064
39,-0.18336412,-0.13312478,"('exploitative', 'cooperative')",1.2961535,1.3099462,0.1285128,0.31713375,0.4137674,0.497985,-0.0842176
59,-0.17292999,-0.12498968,"('foolish', 'wise')",-1.8342872,-1.6396288,0.46457416,0.20668536,-0.5142144,-0.519311,0.0050966
30,-0.16267805,0.19714051,"('intolerant', 'tolerant')",2.5383053,2.6500816,0.8873909,1.0318966,1.0876727,1.2930396,-0.2053669
53,0.16157971,0.10149205,"('uncreative', 'creative')",0.0148204155,0.004632637,0.7537063,0.834242,0.3100355,0.3134556,-0.0034201
0,0.15315068,0.21528032,"('unsociable', 'sociable')",2.2903345,2.1477404,-0.32774284,-0.24371701,0.7052475,0.7064346,-0.0011871
22,-0.15270862,0.1867197,"('untrustworthy', 'trustworthy')",0.7884881,0.89817023,-0.94541466,-0.86589587,-0.1032117,0.072998,-0.1762097
25,-0.1220313,-0.32657033,"('egoistic', 'altruistic')",-0.32925123,-0.45936057,1.3620999,1.2974249,0.3036058,0.170498,0.1331078
7,-0.111135095,-0.13555236,"('insensitive', 'sensitive')",1.3436294,1.3277781,0.79123604,0.8928174,0.6745768,0.6950143,-0.0204375
4,0.108962074,0.22084989,"('disliked', 'liked')",-1.6951725,-1.644111,-7.0435576,-6.796728,-2.8765895,-2.7399966,-0.1365929
44,-0.0774996,-0.2951124,"('prejudiced', 'unprejudiced')",-1.2940569,-1.3956558,-1.0759922,-1.1131252,-0.8158496,-0.9346311,0.1187815
14,0.07724399,0.36770847,"('antisocial', 'social')",2.5270913,2.4949613,-0.76413095,-0.57741845,0.6134015,0.7617504,-0.1483489
29,-0.052704975,-0.060108528,"('unfair', 'fair')",-0.6868174,-0.61290234,-0.44893342,-0.5100061,-0.3961519,-0.394339,-0.0018129
40,0.04085893,0.09108402,"('stingy', 'generous')",0.014366416,0.030761205,-1.8448813,-1.8207076,-0.596552,-0.5662874,-0.0302646
8,0.03149686,0.034027815,"('unaffectionate', 'affectionate')",-1.501983,-1.4848042,1.2188063,1.0727262,-0.0838933,-0.1260167,0.0421234
77,-0.030055277,-0.32971153,"('unmotivated', 'motivated')",1.0535505,0.794772,-1.0963863,-0.9605052,-0.024297,-0.1651482,0.1408512
18,0.027006257,-0.18426843,"('disagreeable', 'welcoming')",0.24877667,0.09097908,-0.283129,-0.5869252,-0.0024487,-0.2267382,0.2242895
54,-0.0026792772,-0.35657665,"('incapable', 'capable')",-0.5388005,-0.59953785,1.6342523,1.5369412,0.3642575,0.1936089,0.1706486
