,first_male,first_female,tuple,horizon_male,horizon_female,corp_male,corp_female,average_male,average_female,male-female
71,0.1657958,0.12670463,"('diffident', 'self-confident')",1.632594,1.5770718,0.40360045,0.38676152,0.7339967,0.6968459,0.0371508
68,0.14539957,0.30445755,"('dependent', 'independent')",0.100051194,0.15236367,-1.0088468,-1.0015678,-0.2544653,-0.1815822,-0.0728831
28,0.13191096,0.16035756,"('disloyal', 'loyal')",0.065759584,0.1047086,1.0232422,1.0622848,0.4069709,0.4424503,-0.0354794
14,0.0934166,0.55056554,"('antisocial', 'social')",0.15166645,0.5800758,-0.37656885,-0.07415999,-0.0438286,0.3521605,-0.3959891
77,0.085824035,0.08297641,"('unmotivated', 'motivated')",0.9750179,1.038122,-1.2389996,-1.0234174,-0.0593859,0.0325604,-0.0919463
88,0.07336903,0.1249613,"('low', 'eminent')",0.24211095,0.36382416,-0.43893838,-0.4415075,-0.0411528,0.0157593,-0.0569121
65,0.063927904,0.36922777,"('insecure', 'secure')",0.30194408,0.6446517,-0.39873147,-0.25251785,-0.0109532,0.2537872,-0.2647404
72,0.059038594,0.1568025,"('unambitious', 'ambitious')",0.87795967,1.0071367,-0.60167325,-0.5866073,0.111775,0.192444,-0.080669
74,-0.058665093,0.17405972,"('undedicated', 'dedicated')",0.39852494,0.52588284,-0.58915055,-0.3921586,-0.0830969,0.1025947,-0.1856916
10,0.02753923,0.29206222,"('unsympathetic', 'sympathetic')",-0.8439129,-0.53182435,-0.6677221,-0.49023208,-0.4946986,-0.2433314,-0.2513672
61,-0.021542083,0.088148765,"('illogical', 'logical')",0.5423648,0.5956645,0.47590035,0.4681808,0.332241,0.383998,-0.051757
22,-0.017233077,0.17512092,"('untrustworthy', 'trustworthy')",-0.56443226,-0.24253848,-1.2285028,-1.093664,-0.6033893,-0.3870272,-0.2163621
29,0.01643712,0.040006936,"('unfair', 'fair')",-0.0576218,-0.07106851,-0.30958992,-0.3677447,-0.1169249,-0.1329354,0.0160105
15,0.008500699,-0.09226063,"('boring', 'funny')",-0.22083831,-0.29222938,-0.4328043,-0.5590953,-0.2150473,-0.3145284,0.0994811
20,0.004426338,-0.091647595,"('rough', 'thoughtful')",0.6188413,0.41671866,0.94111025,0.8275482,0.5214593,0.3842064,0.1372529
