,nyse_male,nyse_female,tuple,euronext_male,euronext_female,average_male,average_female,male-female
22,-0.9068864,-0.8058191,"('untrustworthy', 'trustworthy')",-1.6266055,-1.5871911,-1.2667459,-1.1965051,-0.0702408
3,-0.90429044,-0.8166586,"('repellent', 'pleasant')",-0.4176983,-0.56265426,-0.6609944,-0.6896564,0.028662
33,0.90221286,0.86774385,"('wrong', 'right')",0.9924951,0.9415654,0.947354,0.9046546,0.0426994
44,0.8990004,0.8786578,"('prejudiced', 'unprejudiced')",0.8705648,0.93767864,0.8847826,0.9081682,-0.0233856
49,-0.89715683,-0.8260816,"('unable', 'able')",-0.85948294,-0.758134,-0.8783199,-0.7921078,-0.0862121
0,-0.87135535,-0.730055,"('unsociable', 'sociable')",-1.8747637,-1.7892263,-1.3730595,-1.2596407,-0.1134188
53,0.8526286,0.7390706,"('uncreative', 'creative')",0.04968871,0.0515159,0.4511586,0.3952932,0.0558654
63,-0.80625993,-0.611964,"('unperceptive', 'insightful')",-0.97253764,-0.79268694,-0.8893988,-0.7023255,-0.1870733
74,-0.7851418,-0.7853604,"('undedicated', 'dedicated')",-0.7611381,-0.7679685,-0.77314,-0.7766644,0.0035244
80,-0.75927806,-0.6002458,"('dominated', 'dominating')",-0.824677,-0.7584453,-0.7919775,-0.6793455,-0.112632
83,0.7495882,0.82101,"('powerless', 'powerful')",0.19806933,0.3693563,0.4738288,0.5951831,-0.1213543
75,0.7471161,0.6982411,"('meek', 'impulsive')",1.1642814,1.1509119,0.9556987,0.9245765,0.0311222
12,-0.72641957,-0.6557517,"('unsupportive', 'supportive')",-1.391109,-1.3054352,-1.0587642,-0.9805934,-0.0781708
32,-0.6987001,-0.64421237,"('unkind', 'kind')",-0.8671571,-0.85564154,-0.7829286,-0.7499269,-0.0330017
64,-0.69600624,-0.67599875,"('shy', 'confident')",-1.9952613,-1.9591364,-1.3456337,-1.3175676,-0.0280661
34,0.68888426,0.6205528,"('mean', 'honorable')",1.7403729,1.65919,1.2146286,1.1398714,0.0747572
65,-0.6397736,-0.51713985,"('insecure', 'secure')",-1.1379882,-1.2730503,-0.8888809,-0.8950951,0.0062142
25,0.6063968,0.4251386,"('egoistic', 'altruistic')",0.9785749,0.8804644,0.7924858,0.6528015,0.1396843
18,0.60620356,0.7191476,"('disagreeable', 'welcoming')",-0.19525222,0.0275872,0.2054757,0.3733674,-0.1678917
57,-0.5715269,-0.46035433,"('unimaginative', 'imaginative')",-1.9161719,-1.7591635,-1.2438494,-1.1097589,-0.1340905
61,-0.54380333,-0.3524788,"('illogical', 'logical')",-0.39275482,-0.40547284,-0.4682791,-0.3789758,-0.0893033
50,-0.53516763,-0.47095826,"('clumsy', 'skillful')",-0.3332359,-0.26275226,-0.4342018,-0.3668553,-0.0673465
73,0.5283026,0.45442522,"('helpless', 'self-reliant')",-0.42098382,-0.49469137,0.0536594,-0.0201331,0.0737925
42,0.5000935,0.5782316,"('unreliable', 'reliable')",-0.824436,-0.7183395,-0.1621712,-0.070054,-0.0921172
8,-0.48366973,-0.6860418,"('unaffectionate', 'affectionate')",0.020146333,-0.05480895,-0.2317617,-0.3704254,0.1386637
9,-0.4820124,-0.6071804,"('unaffectionate', 'caring')",-0.16414133,-0.22062033,-0.3230768,-0.4139004,0.0908236
41,-0.4679149,-0.46819296,"('unforgiving', 'forgiving')",-0.5735174,-0.52960795,-0.5207161,-0.4989005,-0.0218156
14,-0.46552464,-0.2788383,"('antisocial', 'social')",-1.1592234,-1.1082683,-0.8123741,-0.6935533,-0.1188208
19,-0.39757946,-0.5267002,"('inhospitable', 'hospitable')",-0.42442262,-0.3648,-0.411001,-0.4457501,0.0347491
1,0.39630195,0.31090763,"('unfriendly', 'friendly')",0.69042563,0.6871664,0.5433638,0.499037,0.0443268
77,-0.3946668,-0.308507,"('unmotivated', 'motivated')",-0.8294537,-0.8480125,-0.6120602,-0.5782598,-0.0338004
78,-0.3353205,-0.15513112,"('nonresilient', 'resilient')",-0.7759725,-0.6226545,-0.5556465,-0.3888928,-0.1667537
29,-0.32585397,-0.35785797,"('unfair', 'fair')",-0.22030392,-0.23725086,-0.2730789,-0.2975544,0.0244755
58,0.3155275,0.32102472,"('undiscriminating', 'discriminating')",-0.4640633,-0.32750618,-0.0742679,-0.0032407,-0.0710272
79,0.23863877,0.12942763,"('wavering', 'unwavering')",0.647761,0.71276885,0.4431999,0.4210982,0.0221017
54,0.21300805,0.17732395,"('incapable', 'capable')",0.555244,0.67574936,0.384126,0.4265366,-0.0424106
84,0.19753219,-0.08347777,"('inferior', 'superior')",0.43764758,0.31946886,0.3175899,0.1179955,0.1995944
4,-0.19463696,-0.16828379,"('disliked', 'liked')",-1.6564393,-1.4323512,-0.9255381,-0.8003175,-0.1252206
16,0.18261586,0.27160037,"('unpopular', 'popular')",-0.09576315,-0.010849997,0.0434264,0.1303752,-0.0869488
59,0.17388412,0.011903383,"('foolish', 'wise')",0.5554149,0.57710433,0.3646495,0.2945039,0.0701456
67,-0.15739782,-0.2742329,"('doubtful', 'determined')",0.11076535,0.10054833,-0.0233162,-0.0868423,0.0635261
20,-0.116043895,-0.2498359,"('rough', 'thoughtful')",0.06378392,-0.15031996,-0.02613,-0.2000779,0.1739479
17,-0.1084797,-0.13413522,"('nasty', 'nice')",-0.44538334,-0.34010747,-0.2769315,-0.2371213,-0.0398102
27,-0.10678673,-0.2641659,"('hardhearted', 'softhearted')",0.06550466,-0.017524512,-0.020641,-0.1408452,0.1202042
47,0.07289122,0.09523116,"('stupid', 'smart')",1.0133429,1.0577055,0.543117,0.5764683,-0.0333513
87,0.05924018,0.35879993,"('unsuccessful', 'successful')",-0.2540173,-0.104360715,-0.0973886,0.1272196,-0.2246082
