,black_male,black_female,tuple,&_male,&_female,decker_male,decker_female,corp_male,corp_female,average_male,average_female,male-female
82,-0.9842556,-0.47578666,"('poor', 'rich')",-0.6745877,-0.1774995,-1.7069775,-1.2876314,5.6594477,6.788177,0.5734067,1.2118149,-0.6384082
69,0.9453323,0.44563532,"('lazy', 'industrious')",2.0869958,1.797752,2.4414785,2.0024788,-0.546484,-1.0203315,1.2318306,0.8063836,0.425447
27,-0.9440973,-1.1423857,"('hardhearted', 'softhearted')",-1.2658385,-1.650124,-0.09781585,-0.051432997,0.84427375,0.37752944,-0.3658694,-0.6166033,0.2507339
13,-0.92504144,-0.5197463,"('impolite', 'polite')",-1.6180809,-1.5537337,-2.2074056,-1.9021006,-0.6064277,-0.20018277,-1.3392389,-1.0439409,-0.295298
65,-0.9233825,-0.40348303,"('insecure', 'secure')",-0.85259587,-0.88983154,-2.433936,-2.0565968,-0.3472132,0.1722195,-1.1392819,-0.7944229,-0.344859
21,-0.9102199,-0.31708974,"('immoral', 'moral')",-1.0635128,-0.9450867,-3.633786,-3.29789,-0.93910617,-0.3876626,-1.6366562,-1.2369322,-0.399724
59,0.8946718,0.49986434,"('foolish', 'wise')",1.2876579,1.0642853,0.5160061,0.3867045,0.19740552,-0.020571413,0.7239353,0.4825706,0.2413647
84,0.86291283,0.8476924,"('inferior', 'superior')",0.67383605,0.8602073,0.33847567,0.26732877,1.1559681,1.1292764,0.7577982,0.7761262,-0.018328
23,-0.8543144,-0.33142334,"('insincere', 'sincere')",-1.9100986,-1.7371143,-0.9813739,-0.6085751,5.1709967,5.9238353,0.3563025,0.8116806,-0.4553781
63,-0.80198056,-0.6881813,"('unperceptive', 'insightful')",-0.4939893,-0.53736955,-1.5867707,-1.4587725,1.136579,1.2253765,-0.4365404,-0.3647367,-0.0718037
1,-0.7867835,-1.0395775,"('unfriendly', 'friendly')",-0.6634923,-1.1501737,1.0588651,1.163268,1.3215595,1.095076,0.2325372,0.0171482,0.215389
53,-0.7850126,-0.6738208,"('uncreative', 'creative')",-0.4691601,-0.3658907,-0.36057094,-0.21611099,0.1828268,0.37926573,-0.3579792,-0.2191392,-0.13884
26,-0.7797593,-1.352865,"('hardhearted', 'benevolent')",1.1491461,0.4286427,0.9427507,0.74627084,1.6652513,1.2659414,0.7443472,0.2719975,0.4723497
81,-0.77826166,-0.3422063,"('submissive', 'aggressive')",-1.5779362,-1.6835666,-3.339882,-2.9178326,-0.6631518,-0.1842036,-1.5898079,-1.2819523,-0.3078556
32,-0.755642,-0.58802855,"('unkind', 'kind')",-0.96138614,-1.1022803,-1.8560928,-1.5326946,0.4683352,0.77002037,-0.7761965,-0.6132457,-0.1629508
80,0.7148184,0.82024646,"('dominated', 'dominating')",-0.57928884,-0.58875644,-1.8210789,-1.7037373,-0.65710497,-0.68918335,-0.5856636,-0.5403576,-0.045306
70,-0.7058078,-0.5117404,"('lethargic', 'energetic')",-1.499588,-1.6722493,-2.3479464,-2.3669987,0.064271,0.41532966,-1.1222677,-1.0339147,-0.088353
79,0.6838777,0.26293248,"('wavering', 'unwavering')",0.691591,0.66773534,1.231391,0.9466229,-0.523637,-0.49305204,0.5208057,0.3460597,0.174746
87,0.6687092,1.0654672,"('unsuccessful', 'successful')",1.9776871,2.0180073,-0.2429111,-0.05806242,0.96892554,1.0461705,0.8431027,1.0178957,-0.174793
44,-0.65463215,-0.40273818,"('prejudiced', 'unprejudiced')",-0.10050833,0.2658335,-0.9872332,-1.096536,-1.3982761,-1.3580611,-0.7851624,-0.6478754,-0.137287
67,0.65370154,0.776402,"('doubtful', 'determined')",0.14970195,0.18469553,1.2681441,1.165712,-0.15444632,-0.053481393,0.4792753,0.5183321,-0.0390568
85,0.64456534,0.2848019,"('insignificant', 'prestigious')",1.473774,1.3842674,2.64058,2.4859552,-0.40846995,-0.6217759,1.0876123,0.8833122,0.2043001
40,-0.6440237,-1.0399723,"('stingy', 'generous')",-0.6276987,-1.1661689,-0.32980344,-0.3424574,-1.6625094,-2.3430579,-0.8160088,-1.2229142,0.4069054
66,0.6412809,0.37525523,"('inactive', 'active')",1.4838719,1.4046191,0.29538506,0.26108527,0.19819577,-0.006019693,0.6546834,0.508735,0.1459484
60,-0.6176583,-0.05155082,"('inefficient', 'efficient')",-1.424545,-1.437009,-2.7552788,-2.4544258,0.02198812,0.54912305,-1.1938736,-0.8484656,-0.345408
9,0.57626575,0.2795634,"('unaffectionate', 'caring')",-0.56856537,-1.0841064,0.53229845,0.46454304,1.1324798,0.77449304,0.4181197,0.1086233,0.3094964
39,0.5617614,0.7045572,"('exploitative', 'cooperative')",-0.7665268,-0.61712784,1.5595689,1.4082875,0.1966821,0.20746677,0.3878714,0.4257959,-0.0379245
62,-0.559433,0.13346907,"('incompetent', 'brilliant')",-2.0001678,-1.6908326,-2.0902708,-1.70543,0.72428864,1.180433,-0.9813958,-0.5205901,-0.4608057
64,-0.53175205,-0.2631405,"('shy', 'confident')",0.009264305,0.16804564,-0.88070476,-0.9031347,-5.4940557,-5.63558,-1.7243121,-1.6584524,-0.0658597
5,0.5312566,0.19633673,"('distant', 'outgoing')",0.8056102,0.9062733,2.9537883,2.7739813,-0.24141824,-0.7029246,1.0123092,0.7934166,0.2188926
58,-0.5247893,-0.5746436,"('undiscriminating', 'discriminating')",-0.095813036,-0.4338609,-0.49732664,-0.6101426,0.34228984,0.024121037,-0.1939098,-0.3986315,0.2047217
4,-0.5247251,-0.91242754,"('disliked', 'liked')",0.9777806,0.9456946,0.88752943,0.9026351,-5.9327292,-6.081046,-1.148036,-1.286286,0.13825
14,-0.52063954,-0.11132482,"('antisocial', 'social')",-0.87890977,-0.7095901,-1.7594697,-1.3434094,-0.40360296,-0.009896606,-0.8906555,-0.5435552,-0.3471003
42,0.51389873,0.62059885,"('unreliable', 'reliable')",0.74825364,0.8426778,-1.1005964,-1.0194272,-2.4755883,-2.4092622,-0.5785081,-0.4913532,-0.0871549
86,-0.4974897,-0.72315425,"('uninfluential', 'influential')",-1.2524825,-2.0537684,-1.4560248,-1.4937731,-0.225429,-0.43441424,-0.8578565,-1.1762775,0.318421
75,0.49351832,0.47395518,"('meek', 'impulsive')",0.38898012,0.56422347,1.2427459,1.2047753,-0.6204739,-0.4898967,0.3761926,0.4382643,-0.0620717
56,-0.4771697,-0.069361284,"('impractical', 'practical')",-1.7954158,-1.501347,-1.4772552,-1.247853,-0.2872504,0.24459961,-1.0092728,-0.6434904,-0.3657824
54,-0.4767559,-0.21301262,"('incapable', 'capable')",-0.5230395,-0.3629561,1.035197,1.165489,0.53108555,0.94273573,0.1416218,0.383064,-0.2414422
71,0.45670348,0.6757496,"('diffident', 'self-confident')",-0.113654636,-0.17261195,2.2486823,2.5023112,0.32910013,0.21009287,0.7302078,0.8038854,-0.0736776
46,-0.4281721,-0.19052666,"('uncompetitive', 'competitive')",-0.6161964,-0.6517279,-2.7917163,-2.5653849,-0.779173,-0.44392222,-1.1538144,-0.9628904,-0.190924
43,-0.41791916,-0.114328295,"('irresponsible', 'responsible')",-1.6799929,-1.6685613,-1.5593998,-1.3972951,0.43147826,0.7848481,-0.8064584,-0.5988342,-0.2076242
29,0.4058405,0.54786384,"('unfair', 'fair')",-0.47509366,-0.22257097,-0.3529461,-0.41272905,-0.42716765,-0.65110064,-0.2123417,-0.1846342,-0.0277075
8,-0.39546514,-0.8607896,"('unaffectionate', 'affectionate')",-2.2720546e-05,-0.43910772,1.3874167,1.2818059,0.50978965,0.18915555,0.3754296,0.042766,0.3326636
76,0.3875937,1.0071144,"('anxious', 'daring')",0.43992168,0.871516,-1.4943382,-1.1352258,-0.4340016,0.10785986,-0.2752061,0.2128161,-0.4880222
68,0.36711478,0.6523453,"('dependent', 'independent')",-0.6936507,-0.35262987,-0.5583863,-0.6361774,-0.68097293,-0.35817695,-0.3914738,-0.1736597,-0.2178141
28,-0.3645506,-0.47192296,"('disloyal', 'loyal')",-1.2321502,-1.3794504,-1.4135234,-1.2683367,0.5870372,0.9658123,-0.6057968,-0.5384744,-0.0673224
2,0.290497,0.8476274,"('unlikable', 'likable')",1.3666341,1.611983,0.578083,0.92074883,0.7447916,1.1968564,0.7450014,1.1443039,-0.3993025
7,-0.28182173,-0.1633597,"('insensitive', 'sensitive')",-1.6383828,-1.729362,-1.0165222,-0.78654265,0.25694326,0.4378816,-0.6699458,-0.5603456,-0.1096002
3,-0.26918197,-0.12698776,"('repellent', 'pleasant')",-1.1581119,-1.1487244,-1.376601,-1.2806,0.3849152,0.5688228,-0.604745,-0.4968723,-0.1078727
16,0.24295625,0.4791417,"('unpopular', 'popular')",0.79861903,1.078746,-0.31540787,0.09975037,-0.018515125,0.3596686,0.1769131,0.5043267,-0.3274136
15,0.22662333,0.41341978,"('boring', 'funny')",1.0358976,0.9162762,0.04238856,0.19735257,-0.15067133,-0.11213346,0.2885595,0.3537287,-0.0651692
19,0.20965806,0.0048471913,"('inhospitable', 'hospitable')",-0.19709942,-0.20887937,1.4226943,1.1390718,-0.2613572,-0.36277944,0.2934739,0.1430651,0.1504088
74,0.19834128,-0.098425165,"('undedicated', 'dedicated')",-0.29305527,-0.50157374,-0.13323112,-0.20264445,-0.2658572,-0.3027216,-0.1234506,-0.2763412,0.1528906
37,0.194323,0.46382743,"('fake', 'genuine')",-0.30823004,-0.47565648,-0.22309762,-0.37991926,0.11748436,-0.078382865,-0.0548801,-0.1175328,0.0626527
25,-0.18858132,-0.59053576,"('egoistic', 'altruistic')",0.29866925,-0.040517993,1.5608733,1.2805634,0.73559093,0.44470125,0.601638,0.2735527,0.3280853
72,-0.18652451,-0.1821276,"('unambitious', 'ambitious')",-0.41497347,-0.33624968,-0.8164132,-0.7583647,-0.40446153,-0.28060037,-0.4555932,-0.3893356,-0.0662576
38,0.17924255,0.21865842,"('untruthful', 'truthful')",-1.3175863,-1.3306075,-0.3513456,-0.424877,0.19832806,0.55633175,-0.3228403,-0.2451236,-0.0777167
24,-0.14300177,-0.17622758,"('dishonest', 'honest')",-0.83170456,-1.057905,-0.5356591,-0.41443434,0.73747754,0.9094137,-0.193222,-0.1847883,-0.0084337
51,0.10190064,0.24098304,"('uneducated', 'educated')",-0.45916218,-0.26751542,-2.3105283,-2.2349303,0.5575806,0.71695256,-0.5275524,-0.3861275,-0.1414249
52,0.07941453,-0.3532088,"('irrational', 'rational')",1.3019222,1.0646025,1.451367,1.1349688,-0.10900893,-0.57632774,0.6809236,0.3175087,0.3634149
61,0.05121754,0.26035646,"('illogical', 'logical')",-0.18414882,-0.07106838,-0.17877823,-0.16522045,0.40699235,0.43595707,0.0238207,0.1150062,-0.0911855
36,0.048358724,-0.26280528,"('hostile', 'amicable')",1.1539879,0.94830817,2.5585816,2.308415,-0.43547603,-0.68181485,0.831363,0.5780258,0.2533372
12,0.037672937,0.09975044,"('unsupportive', 'supportive')",-0.8432079,-0.90315926,-0.21463583,-0.12058797,-1.5853614,-1.6297183,-0.651383,-0.6384287,-0.0129543
83,-0.036000498,0.17622316,"('powerless', 'powerful')",-0.1473867,-0.32381666,-0.29314983,-0.043114983,-0.97567594,-1.0062106,-0.3630532,-0.2992298,-0.0638234
78,0.010682683,-0.076926455,"('nonresilient', 'resilient')",-0.8295141,-1.233615,-0.27640644,-0.32764167,0.5004337,0.5728735,-0.148701,-0.2663274,0.1176264
