,mbia_male,mbia_female,tuple,inc_male,inc_female,average_male,average_female,male-female
84,0.44638807,0.6860111,"('inferior', 'superior')",1.089648,1.0683331,0.768018,0.8771721,-0.1091541
80,0.4393831,0.35065484,"('dominated', 'dominating')",-1.270325,-1.2480593,-0.4154709,-0.4487022,0.0332313
29,0.40339142,0.3429716,"('unfair', 'fair')",-0.6741863,-0.52425325,-0.1353974,-0.0906408,-0.0447566
41,0.39687556,0.3259365,"('unforgiving', 'forgiving')",0.19889678,0.24010624,0.2978862,0.2830214,0.0148648
59,0.39111856,0.45111448,"('foolish', 'wise')",0.02395954,0.12559238,0.2075391,0.2883534,-0.0808143
51,0.37629652,0.35010847,"('uneducated', 'educated')",0.8157134,0.86977386,0.596005,0.6099412,-0.0139362
20,0.3731349,0.6457486,"('rough', 'thoughtful')",0.99037844,1.2019608,0.6817567,0.9238547,-0.242098
73,0.37169278,0.43821585,"('helpless', 'self-reliant')",-3.4066458,-3.3435273,-1.5174766,-1.4526558,-0.0648208
18,-0.3688796,-0.49470884,"('disagreeable', 'welcoming')",-0.35935315,-0.48748553,-0.3641164,-0.4910972,0.1269808
40,0.36134946,0.20498909,"('stingy', 'generous')",-1.6165355,-1.5397091,-0.627593,-0.66736,0.039767
33,-0.3558904,-0.3641748,"('wrong', 'right')",-1.1665154,-1.0269517,-0.7612029,-0.6955633,-0.0656396
49,-0.33455807,-0.5966245,"('unable', 'able')",-0.09730163,-0.38407153,-0.2159299,-0.490348,0.2744181
77,-0.33009958,-0.033587802,"('unmotivated', 'motivated')",-0.9245064,-1.1032898,-0.627303,-0.5684388,-0.0588642
78,-0.30371475,-0.26911733,"('nonresilient', 'resilient')",0.5162645,0.22019406,0.1062749,-0.0244616,0.1307365
4,-0.28180087,-0.47365874,"('disliked', 'liked')",-6.195024,-6.5126414,-3.2384124,-3.49315,0.2547376
46,0.2494067,0.3553734,"('uncompetitive', 'competitive')",-0.08848234,-0.18584901,0.0804622,0.0847622,-0.0043
54,-0.24050635,-0.45030862,"('incapable', 'capable')",1.0733244,0.9792591,0.416409,0.2644752,0.1519338
22,0.24012265,0.10498015,"('untrustworthy', 'trustworthy')",-1.0517714,-0.93448037,-0.4058244,-0.4147501,0.0089257
44,-0.21777262,-0.16951495,"('prejudiced', 'unprejudiced')",-1.3871529,-1.3662474,-0.8024628,-0.7678812,-0.0345816
11,0.19349426,0.077812724,"('unhelpful', 'helpful')",2.422168,2.2526343,1.3078312,1.1652235,0.1426077
38,0.19336094,-0.08377153,"('untruthful', 'truthful')",0.24989027,-0.01063047,0.2216256,-0.047201,0.2688266
17,-0.18323292,-0.34050715,"('nasty', 'nice')",-0.5821969,-0.58398265,-0.3827149,-0.4622449,0.07953
68,-0.1664491,-0.04831574,"('dependent', 'independent')",-0.57772654,-0.46030277,-0.3720878,-0.2543093,-0.1177785
34,0.12384398,-0.038492005,"('mean', 'honorable')",6.5070443,6.2222104,3.3154442,3.0918591,0.2235851
82,0.08964115,-0.35462585,"('poor', 'rich')",6.6559625,6.4651384,3.3728018,3.0552564,0.3175454
28,0.08230114,0.12613,"('disloyal', 'loyal')",1.2452323,1.176391,0.6637667,0.6512605,0.0125062
3,0.078957215,0.025584333,"('repellent', 'pleasant')",0.013748132,0.17588201,0.0463527,0.1007332,-0.0543805
15,0.07502033,-0.09264937,"('boring', 'funny')",0.6527943,0.46205223,0.3639073,0.1847014,0.1792059
37,0.06574189,-0.004160706,"('fake', 'genuine')",0.45516133,0.6198121,0.2604516,0.3078257,-0.0473741
83,0.06517752,0.45646805,"('powerless', 'powerful')",-0.8666163,-0.8102563,-0.4007194,-0.1768941,-0.2238253
50,0.016197339,0.15728159,"('clumsy', 'skillful')",0.16403371,0.27280116,0.0901155,0.2150414,-0.1249259
