,mccormick_male,mccormick_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
34,0.2847842,0.03976873,"('mean', 'honorable')",0.23121443,-0.05167225,0.2457807,-0.087469846,6.2626925,6.054731,1.7561179,1.4888394,0.2672785
80,-0.28446907,-0.43913463,"('dominated', 'dominating')",-0.38393503,-0.64152527,-0.34622636,-0.5439609,-1.6369324,-1.5701061,-0.6628907,-0.7986817,0.135791
17,0.2375105,0.27683404,"('nasty', 'nice')",-0.016157158,0.22625212,-0.016084947,0.15934373,-0.63442254,-0.41555122,-0.1072885,0.0617197,-0.1690082
60,-0.21457222,-0.44017905,"('inefficient', 'efficient')",-0.5919878,-1.1243991,-1.1572896,-1.6926565,-0.4060543,-0.7006477,-0.592476,-0.9894706,0.3969946
21,-0.21326369,-0.42000002,"('immoral', 'moral')",-0.27837247,-0.453479,-1.6923797,-1.9064145,-1.2696342,-1.3770676,-0.8634125,-1.0392402,0.1758277
2,0.20695433,0.2652998,"('unlikable', 'likable')",0.9359674,0.75141263,0.84217894,0.49213272,0.5344771,0.47909483,0.6298944,0.496985,0.1329094
73,0.20220672,0.18221039,"('helpless', 'self-reliant')",0.115268335,-0.05181949,1.3290712,1.0640892,-3.1061275,-3.2559962,-0.3648953,-0.5153791,0.1504838
20,-0.19503133,-0.37083837,"('rough', 'thoughtful')",0.62500405,0.45143768,-0.14322329,-0.2391208,0.9754507,0.99102056,0.31555,0.2081248,0.1074252
13,0.17521769,-0.08845566,"('impolite', 'polite')",-0.8088827,-1.0258753,-0.6001823,-1.002425,-0.85511184,-0.9196531,-0.5222398,-0.7591023,0.2368625
67,-0.16544105,-0.05549372,"('doubtful', 'determined')",0.09205943,-0.040219203,-0.04208801,-0.03687697,-0.63909143,-0.5429885,-0.1886403,-0.1688946,-0.0197457
27,0.14456822,0.15004297,"('hardhearted', 'softhearted')",-0.4636228,-0.4208027,-0.65191925,-0.8248951,1.7491279,1.6444054,0.1945385,0.1371876,0.0573509
42,-0.11260581,-0.034370583,"('unreliable', 'reliable')",0.81567293,0.5278087,-0.12159862,-0.35058516,-2.8362248,-2.8281016,-0.5636891,-0.6713122,0.1076231
77,0.07476777,-0.1644129,"('unmotivated', 'motivated')",-0.3874819,-0.5938317,0.21490063,-0.112985566,-0.7985532,-1.099172,-0.2240917,-0.4926006,0.2685089
64,-0.06472728,0.05893813,"('shy', 'confident')",-0.44583958,-0.69123936,-0.13190131,-0.5895486,-7.4689035,-7.4235845,-2.027843,-2.1613586,0.1335156
68,0.062240504,0.052720264,"('dependent', 'independent')",-0.7988092,-0.96577793,-1.5178136,-1.6157141,-0.6160379,-0.6337145,-0.717605,-0.7906216,0.0730166
51,0.039495327,-0.17912495,"('uneducated', 'educated')",0.038161043,0.03289274,-1.2302959,-1.23724,0.425301,0.5349289,-0.1818346,-0.2121358,0.0303012
43,-0.03885498,-0.19375809,"('irresponsible', 'responsible')",-0.30814987,-0.82159346,-0.7816998,-1.3124938,0.37214154,0.4309063,-0.1891408,-0.4742348,0.285094
15,-0.024042621,-0.02433465,"('boring', 'funny')",0.16713384,0.4130456,-0.3954121,-0.10491351,0.35231963,0.53047466,0.0249997,0.203568,-0.1785683
41,0.0006765723,-0.12546247,"('unforgiving', 'forgiving')",-0.56892854,-0.55223674,-0.56475496,-0.774782,-0.16021478,-0.13524267,-0.3233054,-0.396931,0.0736256
