,howmet_male,howmet_female,tuple,aerospace_male,aerospace_female,inc_male,inc_female,average_male,average_female,male-female
73,0.90383947,0.7940692,"('helpless', 'self-reliant')",0.24453282,0.15065905,-2.955236,-3.0283377,-0.6022879,-0.6945365,0.0922486
12,-0.8846069,-0.72005767,"('unsupportive', 'supportive')",0.5301228,0.4554615,-1.9334092,-1.6450454,-0.7626311,-0.6365472,-0.1260839
62,-0.81983554,-0.8586351,"('incompetent', 'brilliant')",0.557145,0.49931827,-0.118167646,-0.37646687,-0.1269527,-0.2452612,0.1183085
21,-0.8054778,-0.8442184,"('immoral', 'moral')",0.57295895,0.5949214,-0.96624166,-1.0127228,-0.3995868,-0.4206733,0.0210865
67,0.79432744,0.72890735,"('doubtful', 'determined')",0.4838844,0.4689935,-0.5562219,-0.6608592,0.2406633,0.1790139,0.0616494
72,-0.78721184,-0.6931716,"('unambitious', 'ambitious')",0.20480138,0.09363434,-1.1093719,-1.0891492,-0.5639275,-0.5628955,-0.001032
61,-0.7865219,-0.6852727,"('illogical', 'logical')",0.5730794,0.65915024,-0.2731926,-0.01766641,-0.1622117,-0.0145963,-0.1476154
9,-0.7459641,-0.6909554,"('unaffectionate', 'caring')",0.9503358,0.8604547,0.9932121,1.1309249,0.3991946,0.4334747,-0.0342801
4,0.72777456,0.82846695,"('disliked', 'liked')",-0.072993666,-0.18214875,-6.1398106,-5.8942766,-1.8283432,-1.7493194,-0.0790238
28,-0.7261544,-0.78502995,"('disloyal', 'loyal')",0.4990916,0.32841167,1.0328957,0.89363134,0.268611,0.145671,0.12294
3,-0.7220039,-0.7368039,"('repellent', 'pleasant')",-0.7684758,-0.5430562,0.1417684,0.16282909,-0.4495704,-0.3723437,-0.0772267
30,-0.7005135,-0.55247754,"('intolerant', 'tolerant')",0.85541135,0.85218614,1.0722473,0.9295882,0.4090484,0.4097656,-0.0007172
27,-0.6966572,-0.36015168,"('hardhearted', 'softhearted')",-0.32628474,-0.17620665,1.2196378,1.5460682,0.0655653,0.3365699,-0.2710046
68,-0.67764056,-0.6599742,"('dependent', 'independent')",-0.89682144,-0.81381226,-1.0033835,-0.76272434,-0.8592819,-0.7455036,-0.1137783
7,-0.6716604,-0.48549563,"('insensitive', 'sensitive')",0.8548151,0.88211405,0.38583666,0.7645862,0.1896638,0.3870682,-0.1974044
75,0.6132646,0.6533352,"('meek', 'impulsive')",-0.20556197,-0.18461701,-0.3085926,-0.34889376,0.0330367,0.0399415,-0.0069048
2,0.5882859,0.4518841,"('unlikable', 'likable')",0.21277103,0.12557268,0.6680767,0.50662696,0.4897112,0.3613613,0.1283499
23,-0.5802711,-0.5952129,"('insincere', 'sincere')",0.50494224,0.52157336,5.2808666,5.1087804,1.7351793,1.6783803,0.056799
8,-0.5656642,-0.50639683,"('unaffectionate', 'affectionate')",0.58823,0.39011592,0.7322833,0.8366767,0.2516164,0.2401319,0.0114845
36,0.53175753,0.6315426,"('hostile', 'amicable')",-0.12869596,-0.31830972,0.5690049,0.5716588,0.3240222,0.2949639,0.0290583
32,-0.5288032,-0.5214375,"('unkind', 'kind')",-0.21479747,-0.25170708,0.6860582,0.63870245,-0.0191808,-0.0448141,0.0256333
20,-0.51641756,-0.36435178,"('rough', 'thoughtful')",0.5266907,0.5656376,1.1230199,1.1854109,0.3777644,0.4622322,-0.0844678
56,-0.4873612,-0.5347007,"('impractical', 'practical')",0.4512252,0.29518318,-0.53138995,-0.64647967,-0.1891753,-0.2953324,0.1061571
26,-0.4796003,-0.23594563,"('hardhearted', 'benevolent')",1.4657559,1.3381054,1.8133979,1.740645,0.9331845,0.9476016,-0.0144171
66,0.47645235,0.5394703,"('inactive', 'active')",-0.5534103,-0.62195176,0.63938534,0.9373759,0.1874758,0.2849648,-0.097489
71,0.47484294,0.5527613,"('diffident', 'self-confident')",1.7182096,1.5733329,0.6457401,0.81482095,0.9462642,0.9803051,-0.0340409
79,0.4729051,0.592369,"('wavering', 'unwavering')",-1.1322713,-1.1116581,-0.12283777,0.11646305,-0.2607347,-0.1342753,-0.1264594
38,-0.46103573,-0.35337254,"('untruthful', 'truthful')",-0.385745,-0.42494312,-0.28714046,-0.35873425,-0.3779737,-0.3790166,0.0010429
25,0.45292303,0.3966008,"('egoistic', 'altruistic')",0.7880387,0.8140348,1.714267,1.6964283,0.9850763,0.9690213,0.016055
14,-0.4272574,-0.5164933,"('antisocial', 'social')",0.34428886,0.22518165,-0.75639695,-0.87634444,-0.2797885,-0.3892187,0.1094302
49,-0.4202275,-0.43448734,"('unable', 'able')",0.09248165,-0.08858836,-0.060833137,-0.26677367,-0.1295263,-0.2632831,0.1337568
59,0.408732,0.42869848,"('foolish', 'wise')",0.8074543,0.70846236,0.47842744,0.5775974,0.5648712,0.5715861,-0.0067149
18,-0.4019653,-0.49293053,"('disagreeable', 'welcoming')",-0.2815323,-0.3476531,-0.34767142,-0.3145701,-0.343723,-0.3850513,0.0413283
19,-0.37590605,-0.086247966,"('inhospitable', 'hospitable')",-0.59202766,-0.53504896,-0.21956937,0.059467085,-0.3958344,-0.1872766,-0.2085578
17,0.357916,0.60583097,"('nasty', 'nice')",0.15723409,0.25431332,-0.5777033,-0.46641168,-0.0208511,0.1312442,-0.1520953
87,0.31019837,0.5469562,"('unsuccessful', 'successful')",0.5837719,0.6608088,0.5063436,0.6564054,0.4667713,0.6213901,-0.1546188
37,0.29757026,0.44549227,"('fake', 'genuine')",-0.24732658,-0.1123223,0.077694625,0.21308093,0.0426461,0.1820836,-0.1394375
5,0.2963516,0.34528357,"('distant', 'outgoing')",-0.40523002,-0.41314903,-0.39273557,-0.14081925,-0.1672047,-0.0695616,-0.0976431
50,0.2864037,0.5340979,"('clumsy', 'skillful')",-0.13274443,-0.0019934233,0.093187645,0.28801945,0.0822823,0.2733746,-0.1910923
13,-0.2724013,-0.55797535,"('impolite', 'polite')",0.33890724,0.31003553,-0.41828975,-0.49224597,-0.1172613,-0.2467286,0.1294673
15,0.24357511,0.2858303,"('boring', 'funny')",0.40170366,0.3151202,0.21656471,0.35522753,0.2872812,0.318726,-0.0314448
54,-0.24083044,-0.2990061,"('incapable', 'capable')",0.42311558,0.35485914,1.0397216,1.0199766,0.4073356,0.3586099,0.0487257
64,0.22444609,0.03472799,"('shy', 'confident')",-0.6633171,-0.6836877,-6.52648,-6.4844623,-2.3217837,-2.3778073,0.0560236
41,0.21739976,0.50512636,"('unforgiving', 'forgiving')",-0.0489109,-0.10024219,-0.32962766,-0.05535817,-0.0537129,0.1165087,-0.1702216
6,-0.1783472,-0.014182432,"('distant', 'open')",-0.79415756,-0.7064966,0.17453888,0.5046795,-0.2659886,-0.0719998,-0.1939888
42,-0.15670753,-0.15687919,"('unreliable', 'reliable')",-1.4489076,-1.4761006,-3.403867,-3.1762764,-1.6698275,-1.6030854,-0.0667421
76,-0.12365786,-0.114261985,"('anxious', 'daring')",-0.4656068,-0.3827787,-0.083648905,-0.19469918,-0.2243045,-0.23058,0.0062755
80,-0.121357694,-0.100277334,"('dominated', 'dominating')",-0.8644804,-0.65296394,-1.6164533,-1.506742,-0.8674304,-0.7533278,-0.1141026
34,-0.10106032,-0.037947066,"('mean', 'honorable')",0.60616827,0.650547,5.759047,5.686724,2.0880516,2.0997747,-0.0117231
22,-0.10028899,-0.01845335,"('untrustworthy', 'trustworthy')",-0.52412015,-0.37215063,-1.1434855,-1.12131,-0.5892982,-0.5039713,-0.0853269
47,0.09741578,0.21875708,"('stupid', 'smart')",0.9457804,0.9229568,5.4650927,5.3643737,2.1694296,2.1686958,0.0007338
84,-0.09444355,0.035875987,"('inferior', 'superior')",1.219703,1.2918906,0.89292085,1.070454,0.6727268,0.7994068,-0.12668
16,-0.091901034,0.14233609,"('unpopular', 'popular')",0.0407428,0.13623236,0.59479225,0.87425613,0.1812113,0.3842749,-0.2030636
24,0.08600679,0.11675179,"('dishonest', 'honest')",0.09613754,0.16062604,0.34447366,0.36206788,0.1755393,0.2131486,-0.0376093
85,0.06170743,0.2674245,"('insignificant', 'prestigious')",0.4065092,0.41742986,0.8149272,1.1431738,0.4277146,0.6093427,-0.1816281
52,-0.057752848,-0.012838524,"('irrational', 'rational')",0.79746836,0.8285495,0.26070827,0.33613017,0.3334746,0.3839471,-0.0504725
31,-0.056297332,0.08462634,"('evil', 'good')",-0.11600278,-0.06855124,-0.8241781,-0.5111392,-0.3321594,-0.1650214,-0.167138
29,0.03636903,0.14326541,"('unfair', 'fair')",-0.26881197,-0.14938839,-0.7681696,-0.53340775,-0.3335375,-0.1798436,-0.1536939
40,-0.032448344,0.039362364,"('stingy', 'generous')",-0.3205338,-0.27781984,-1.5855194,-1.188266,-0.6461672,-0.4755745,-0.1705927
