,at&t_male,at&t_female,tuple,inc_male,inc_female,average_male,average_female,male-female
33,0.7190713,0.8945752,"('wrong', 'right')",1.7299972,1.7512424,1.2245343,1.3229088,-0.0983745
26,0.68406016,0.38540873,"('hardhearted', 'benevolent')",2.1618624,1.9829953,1.4229612,1.184202,0.2387592
4,0.60156333,0.6231623,"('disliked', 'liked')",0.25874597,0.27230707,0.4301547,0.4477347,-0.01758
18,-0.58595896,-0.74767905,"('disagreeable', 'welcoming')",0.7881755,0.7159136,0.1011083,-0.0158827,0.116991
32,-0.5521611,-0.7122925,"('unkind', 'kind')",-0.13879523,-0.3952847,-0.3454782,-0.5537886,0.2083104
31,0.5466903,0.72738826,"('evil', 'good')",1.3130052,1.4679646,0.9298477,1.0976765,-0.1678288
66,0.5415832,0.79574686,"('inactive', 'active')",0.6047287,0.7969982,0.5731559,0.7963725,-0.2232166
63,-0.5284827,-0.82184947,"('unperceptive', 'insightful')",-0.799895,-0.9723104,-0.6641889,-0.8970799,0.232891
52,0.5247146,0.46256056,"('irrational', 'rational')",1.7656488,1.7837702,1.1451817,1.1231654,0.0220163
2,0.5198915,0.5224033,"('unlikable', 'likable')",1.720809,1.7539603,1.1203502,1.1381818,-0.0178316
29,0.51782113,0.5669762,"('unfair', 'fair')",0.6436145,0.6833076,0.5807178,0.6251419,-0.0444241
21,-0.5146105,-0.6591746,"('immoral', 'moral')",-0.43591297,-0.7297072,-0.4752617,-0.6944409,0.2191792
45,-0.49881834,-0.7269293,"('incompetent', 'competent')",-1.8923756,-2.0408819,-1.1955969,-1.3839056,0.1883087
49,-0.4748968,-0.48736063,"('unable', 'able')",-0.4179931,-0.5657494,-0.4464449,-0.526555,0.0801101
42,-0.4612602,-0.366898,"('unreliable', 'reliable')",0.4145943,0.47706527,-0.023333,0.0550836,-0.0784166
12,-0.44442827,-0.7247088,"('unsupportive', 'supportive')",-0.92415357,-1.1340994,-0.6842909,-0.9294041,0.2451132
27,-0.44373828,-0.71057075,"('hardhearted', 'softhearted')",-0.21741925,-0.546647,-0.3305788,-0.6286089,0.2980301
59,0.4380877,0.44260174,"('foolish', 'wise')",1.679111,1.7305846,1.0585994,1.0865932,-0.0279938
84,-0.4248497,-0.46554294,"('inferior', 'superior')",0.39321837,0.3334546,-0.0158157,-0.0660442,0.0502285
87,0.42403746,0.5249253,"('unsuccessful', 'successful')",1.0515895,1.0786381,0.7378135,0.8017817,-0.0639682
61,0.41330767,0.46444795,"('illogical', 'logical')",-0.029425533,-0.116253816,0.1919411,0.1740971,0.017844
48,-0.41209754,-0.91015345,"('unintelligent', 'intelligent')",-0.37372616,-0.69514984,-0.3929119,-0.8026516,0.4097397
8,-0.4103851,-0.7918905,"('unaffectionate', 'affectionate')",0.6803721,0.57394624,0.1349935,-0.1089721,0.2439656
76,-0.40032834,-0.3910474,"('anxious', 'daring')",-0.2759287,-0.27896297,-0.3381285,-0.3350052,-0.0031233
1,-0.3943153,-0.56325877,"('unfriendly', 'friendly')",0.63075256,0.46453,0.1182186,-0.0493644,0.167583
15,0.30393028,0.2672481,"('boring', 'funny')",1.7081014,1.7399718,1.0060158,1.0036099,0.0024059
74,0.2582385,0.00933535,"('undedicated', 'dedicated')",-0.10393199,-0.30027014,0.0771533,-0.1454674,0.2226207
62,0.25762725,0.22211994,"('incompetent', 'brilliant')",-1.5737615,-1.5951642,-0.6580671,-0.6865221,0.028455
64,-0.25519034,-0.1529161,"('shy', 'confident')",-0.75782067,-0.79358476,-0.5065055,-0.4732504,-0.0332551
7,0.23987854,0.016590767,"('insensitive', 'sensitive')",-1.1346074,-1.3979908,-0.4473644,-0.6907001,0.2433357
68,0.23508254,0.13650274,"('dependent', 'independent')",-1.0362656,-1.1277387,-0.4005916,-0.495618,0.0950264
41,-0.23131202,-0.58155155,"('unforgiving', 'forgiving')",-0.63318825,-0.9306027,-0.4322501,-0.7560772,0.3238271
36,0.21963823,0.13949445,"('hostile', 'amicable')",0.8921162,0.9039302,0.5558772,0.5217123,0.0341649
50,0.1983265,0.122130156,"('clumsy', 'skillful')",0.6518445,0.5907712,0.4250855,0.3564507,0.0686348
9,0.19020289,-0.1968081,"('unaffectionate', 'caring')",0.7080171,0.44893348,0.44911,0.1260627,0.3230473
20,0.18309559,-0.025112547,"('rough', 'thoughtful')",0.49720192,0.22847119,0.3401487,0.1016793,0.2384694
83,-0.18035917,-0.18700466,"('powerless', 'powerful')",-0.49004108,-0.5847718,-0.3352001,-0.3858882,0.0506881
79,0.16122878,0.18981636,"('wavering', 'unwavering')",1.0277563,1.2695299,0.5944926,0.7296731,-0.1351805
54,0.15872973,0.23967458,"('incapable', 'capable')",0.6870047,0.8143938,0.4228672,0.5270342,-0.104167
3,-0.14388075,-0.30086514,"('repellent', 'pleasant')",-1.3727621,-1.542218,-0.7583214,-0.9215416,0.1632202
51,-0.13142776,-0.30957055,"('uneducated', 'educated')",-0.05455184,-0.15355387,-0.0929898,-0.2315622,0.1385724
72,0.12137495,-0.13493237,"('unambitious', 'ambitious')",-0.90155655,-0.9155986,-0.3900908,-0.5252655,0.1351747
39,-0.11813018,-0.14730519,"('exploitative', 'cooperative')",-0.4952746,-0.60590035,-0.3067024,-0.3766028,0.0699004
16,-0.106492974,-0.08492525,"('unpopular', 'popular')",0.4947063,0.6305742,0.1941067,0.2728245,-0.0787178
71,0.075073004,0.0701376,"('diffident', 'self-confident')",-0.5148113,-0.5658873,-0.2198691,-0.2478748,0.0280057
88,0.063528426,-0.1581414,"('low', 'eminent')",0.35242954,0.19708991,0.207979,0.0194743,0.1885047
58,0.062330067,-0.3106612,"('undiscriminating', 'discriminating')",0.10351762,-0.18739489,0.0829238,-0.249028,0.3319518
44,-0.0363317,0.23298576,"('prejudiced', 'unprejudiced')",-0.08795605,-0.0026631318,-0.0621439,0.1151613,-0.1773052
53,0.031117588,0.031542867,"('uncreative', 'creative')",-0.08501083,-0.045667566,-0.0269466,-0.0070623,-0.0198843
5,0.027171405,0.2347391,"('distant', 'outgoing')",1.3382736,1.4897935,0.6827225,0.8622663,-0.1795438
24,0.015459769,-0.19738126,"('dishonest', 'honest')",-0.0334923,-0.25866127,-0.0090163,-0.2280213,0.219005
17,-0.013077803,-0.003047213,"('nasty', 'nice')",-0.55885905,-0.5834861,-0.2859684,-0.2932667,0.0072983
