,citigroup_male,citigroup_female,tuple,inc_male,inc_female,average_male,average_female,male-female
83,0.76272374,0.8410889,"('powerless', 'powerful')",-0.82554775,-0.93223923,-0.031412,-0.0455752,0.0141632
33,0.7572335,0.92368335,"('wrong', 'right')",-0.36598876,-0.21414617,0.1956224,0.3547686,-0.1591462
27,0.73824424,0.78408134,"('hardhearted', 'softhearted')",1.6281767,1.5930302,1.1832105,1.1885557,-0.0053452
66,0.73370117,0.99115545,"('inactive', 'active')",0.66098565,0.85313284,0.6973434,0.9221442,-0.2248008
8,-0.7276821,-0.5292602,"('unaffectionate', 'affectionate')",0.9409437,1.1547866,0.1066308,0.3127632,-0.2061324
28,-0.7068762,-0.65134823,"('disloyal', 'loyal')",0.86872995,0.7780592,0.0809269,0.0633555,0.0175714
20,0.70238197,0.58045924,"('rough', 'thoughtful')",1.0156041,1.018657,0.8589931,0.7995581,0.059435
40,0.69306797,0.6007735,"('stingy', 'generous')",-1.1929661,-1.1800858,-0.2499491,-0.2896561,0.039707
67,0.685591,0.59897435,"('doubtful', 'determined')",-1.075702,-0.91540873,-0.1950555,-0.1582172,-0.0368383
48,-0.6646437,-0.83126235,"('unintelligent', 'intelligent')",0.40592015,0.3495546,-0.1293618,-0.2408539,0.1114921
43,-0.6342745,-0.70444345,"('irresponsible', 'responsible')",0.4055488,0.4296517,-0.1143628,-0.1373959,0.0230331
0,-0.6134089,-0.7580867,"('unsociable', 'sociable')",-0.6689372,-0.81738967,-0.6411731,-0.7877382,0.1465651
79,-0.6095214,-0.23292626,"('wavering', 'unwavering')",-0.09538219,0.121029876,-0.3524518,-0.0559482,-0.2965036
35,0.6057415,0.8249518,"('corrupt', 'incorrupt')",-0.21619083,0.0072319666,0.1947753,0.4160919,-0.2213166
3,-0.5997484,-0.69016397,"('repellent', 'pleasant')",0.41770455,0.22281079,-0.0910219,-0.2336766,0.1426547
88,-0.59621924,-0.59129596,"('low', 'eminent')",0.008013964,0.16421928,-0.2941026,-0.2135383,-0.0805643
19,-0.58266217,-0.3726184,"('inhospitable', 'hospitable')",0.028099235,0.3093225,-0.2772815,-0.031648,-0.2456335
38,-0.57821673,-0.5494858,"('untruthful', 'truthful')",-0.037353594,0.10787599,-0.3077852,-0.2208049,-0.0869803
65,-0.54483676,-0.5595293,"('insecure', 'secure')",-0.2401538,-0.40795082,-0.3924953,-0.4837401,0.0912448
21,-0.5362612,-0.6550063,"('immoral', 'moral')",-0.8202143,-1.0203322,-0.6782377,-0.8376693,0.1594316
58,0.5300672,0.636752,"('undiscriminating', 'discriminating')",0.24655631,0.3410517,0.3883117,0.4889019,-0.1005902
84,0.5196572,0.5354328,"('inferior', 'superior')",0.72924095,0.76786524,0.6244491,0.651649,-0.0271999
62,0.47532648,0.37605175,"('incompetent', 'brilliant')",0.3465599,0.3005577,0.4109432,0.3383047,0.0726385
7,-0.471502,-0.44743007,"('insensitive', 'sensitive')",1.0216664,1.0504259,0.2750822,0.3014979,-0.0264157
5,0.4642366,0.72042316,"('distant', 'outgoing')",-0.13785931,0.23608777,0.1631886,0.4782555,-0.3150669
32,-0.45533141,-0.50338966,"('unkind', 'kind')",0.74082404,0.78405595,0.1427463,0.1403331,0.0024132
59,0.44849917,0.5562735,"('foolish', 'wise')",0.4093843,0.61678123,0.4289417,0.5865273,-0.1575856
71,0.4314044,0.5272206,"('diffident', 'self-confident')",0.49898908,0.6152045,0.4651967,0.5712125,-0.1060158
50,0.41205963,0.66005695,"('clumsy', 'skillful')",0.235398,0.37404394,0.3237288,0.5170504,-0.1933216
14,0.41201037,0.29338798,"('antisocial', 'social')",-0.715387,-0.86239076,-0.1516883,-0.2845014,0.1328131
75,0.40644684,0.49542212,"('meek', 'impulsive')",-0.45646256,-0.38949752,-0.0250079,0.0529623,-0.0779702
56,-0.4025159,-0.70953035,"('impractical', 'practical')",-0.24027678,-0.3705864,-0.3213964,-0.5400584,0.218662
22,-0.35387227,-0.43871436,"('untrustworthy', 'trustworthy')",-0.85508835,-0.8032979,-0.6044803,-0.6210061,0.0165258
47,-0.34448946,-0.4436917,"('stupid', 'smart')",5.40753,5.2491374,2.5315201,2.4027228,0.1287973
1,-0.33195826,-0.17118575,"('unfriendly', 'friendly')",1.7476335,1.9954904,0.7078376,0.9121523,-0.2043147
72,-0.3199849,-0.4122282,"('unambitious', 'ambitious')",-0.30747932,-0.28561836,-0.3137321,-0.3489233,0.0351912
11,-0.31199625,-0.497201,"('unhelpful', 'helpful')",1.7385424,1.6999546,0.7132731,0.6013768,0.1118963
17,0.29927522,0.3148371,"('nasty', 'nice')",-0.7488507,-0.70367426,-0.2247877,-0.1944186,-0.0303691
52,0.29756472,0.49777672,"('irrational', 'rational')",0.15420762,0.25785503,0.2258862,0.3778159,-0.1519297
12,0.28652674,0.34100035,"('unsupportive', 'supportive')",-1.5157492,-1.3668859,-0.6146113,-0.5129428,-0.1016685
76,0.28324506,0.097069845,"('anxious', 'daring')",0.051242903,-0.020292334,0.167244,0.0383888,0.1288552
16,-0.22956371,-0.12851767,"('unpopular', 'popular')",0.06727591,0.0624056,-0.0811439,-0.033056,-0.0480879
78,-0.21843824,-0.19881615,"('nonresilient', 'resilient')",0.01871591,-0.03413953,-0.0998612,-0.1164778,0.0166166
81,-0.18771534,-0.45124224,"('submissive', 'aggressive')",-0.9482558,-1.1310701,-0.5679855,-0.7911562,0.2231707
61,-0.1693262,-0.11457452,"('illogical', 'logical')",0.21831721,0.23623572,0.0244955,0.0608306,-0.0363351
18,-0.15981275,-0.12116764,"('disagreeable', 'welcoming')",-0.33611888,-0.23882139,-0.2479658,-0.1799945,-0.0679713
15,0.15149128,0.32981047,"('boring', 'funny')",0.34563994,0.5379974,0.2485656,0.4339039,-0.1853383
41,0.13390362,0.145366,"('unforgiving', 'forgiving')",0.08992526,0.044257503,0.1119144,0.0948118,0.0171026
36,0.12910384,0.50598645,"('hostile', 'amicable')",0.2712036,0.38464674,0.2001537,0.4453166,-0.2451629
29,0.12891196,0.11767471,"('unfair', 'fair')",-0.36183298,-0.29041702,-0.1164605,-0.0863712,-0.0300893
80,0.11535528,-0.06619873,"('dominated', 'dominating')",-1.1229333,-1.3040236,-0.503789,-0.6851112,0.1813222
9,-0.11246051,0.07497054,"('unaffectionate', 'caring')",1.4086039,1.5421805,0.6480717,0.8085755,-0.1605038
54,0.10868105,0.40730572,"('incapable', 'capable')",1.0969361,1.3860981,0.6028086,0.8967019,-0.2938933
4,0.09799142,0.15934643,"('disliked', 'liked')",-6.8562965,-6.4761734,-3.3791525,-3.1584134,-0.2207391
77,-0.09550057,-0.15568033,"('unmotivated', 'motivated')",-1.2037195,-1.3182279,-0.64961,-0.7369541,0.0873441
6,0.08263299,0.38569194,"('distant', 'open')",0.40814495,0.7408414,0.245389,0.5632666,-0.3178776
30,0.07740327,-0.09309769,"('intolerant', 'tolerant')",0.9457292,0.9267943,0.5115662,0.4168483,0.0947179
70,-0.076946534,-0.18271531,"('lethargic', 'energetic')",0.82604784,0.68664885,0.3745506,0.2519668,0.1225838
64,0.06923175,0.103512235,"('shy', 'confident')",-6.954221,-6.778954,-3.4424944,-3.3377209,-0.1047735
74,0.04916742,-0.02088917,"('undedicated', 'dedicated')",0.265142,0.46633962,0.1571547,0.2227252,-0.0655705
63,0.047844112,-0.03446104,"('unperceptive', 'insightful')",1.2013531,1.1238759,0.6245986,0.5447074,0.0798912
37,-0.04196951,-0.075080454,"('fake', 'genuine')",0.5613384,0.5456814,0.2596844,0.2353005,0.0243839
34,-0.029475637,-0.03953222,"('mean', 'honorable')",6.3807926,6.190886,3.1756585,3.0756769,0.0999816
31,0.015042774,0.35416034,"('evil', 'good')",-0.9301348,-0.7091279,-0.457546,-0.1774838,-0.2800622
60,-0.014878117,-0.33061102,"('inefficient', 'efficient')",-0.014156206,-0.12337235,-0.0145172,-0.2269917,0.2124745
