,cintas_male,cintas_female,tuple,corp_male,corp_female,average_male,average_female,male-female
43,-0.70909214,-0.3841891,"('irresponsible', 'responsible')",0.3478022,0.5418068,-0.180645,0.0788089,-0.2594539
39,0.6367928,0.8748007,"('exploitative', 'cooperative')",0.029829156,0.34236515,0.333311,0.6085829,-0.2752719
81,0.6195332,0.42989743,"('submissive', 'aggressive')",0.30443048,-0.05005598,0.4619818,0.1899207,0.2720611
61,-0.6115621,-0.5382359,"('illogical', 'logical')",0.36617306,0.4812511,-0.1226945,-0.0284924,-0.0942021
2,0.60092956,0.8018583,"('unlikable', 'likable')",0.46849263,0.7463491,0.5347111,0.7741037,-0.2393926
84,0.5873031,0.59978133,"('inferior', 'superior')",1.0808237,1.2605224,0.8340634,0.9301518,-0.0960884
58,-0.57440376,-0.40270337,"('undiscriminating', 'discriminating')",0.31596187,0.30742735,-0.1292209,-0.047638,-0.0815829
67,0.564165,0.6940727,"('doubtful', 'determined')",-0.40307093,-0.28526676,0.080547,0.204403,-0.123856
78,-0.53266364,-0.3962178,"('nonresilient', 'resilient')",0.20208922,0.22847259,-0.1652872,-0.0838726,-0.0814146
49,0.53081506,0.21757221,"('unable', 'able')",0.0952265,0.05728028,0.3130208,0.1374262,0.1755946
14,0.51980245,0.61402243,"('antisocial', 'social')",0.09547573,0.03436299,0.3076391,0.3241927,-0.0165536
16,-0.51911885,-0.42921674,"('unpopular', 'popular')",0.14036523,0.09807341,-0.1893768,-0.1655717,-0.0238051
45,-0.5174736,-0.52626127,"('incompetent', 'competent')",0.2852198,0.2053101,-0.1161269,-0.1604756,0.0443487
73,0.5054524,0.89373237,"('helpless', 'self-reliant')",-3.269809,-3.2018235,-1.3821783,-1.1540456,-0.2281327
52,-0.50453955,-0.7010728,"('irrational', 'rational')",-0.4814509,-0.4517459,-0.4929952,-0.5764093,0.0834141
38,-0.5043814,-0.6056255,"('untruthful', 'truthful')",0.3110044,-0.027048903,-0.0966885,-0.3163372,0.2196487
48,0.4876461,-0.07653598,"('unintelligent', 'intelligent')",1.4922075,1.0517646,0.9899268,0.4876143,0.5023125
65,0.44533426,0.36654013,"('insecure', 'secure')",0.068286434,0.11727071,0.2568103,0.2419054,0.0149049
80,0.44128346,0.34673035,"('dominated', 'dominating')",-0.5781761,-0.67403024,-0.0684463,-0.1636499,0.0952036
24,-0.43361422,-0.4679768,"('dishonest', 'honest')",0.9529108,0.9807628,0.2596483,0.256393,0.0032553
46,-0.4280471,-0.27636465,"('uncompetitive', 'competitive')",-0.56043947,-0.384269,-0.4942433,-0.3303168,-0.1639265
41,0.4188094,0.14227837,"('unforgiving', 'forgiving')",0.054019082,-0.09105225,0.2364143,0.0256131,0.2108012
44,0.41849077,0.8205107,"('prejudiced', 'unprejudiced')",-1.5781147,-1.1926397,-0.579812,-0.1860645,-0.3937475
77,-0.40813163,-0.32198328,"('unmotivated', 'motivated')",-0.76063275,-0.8707699,-0.5843822,-0.5963766,0.0119944
85,-0.38452902,-0.25121975,"('insignificant', 'prestigious')",-1.0717415,-0.84149706,-0.7281352,-0.5463584,-0.1817768
25,-0.37879345,-0.4790052,"('egoistic', 'altruistic')",0.47665873,0.68497795,0.0489326,0.1029864,-0.0540538
35,-0.37587363,-0.27753365,"('corrupt', 'incorrupt')",-1.078032,-0.94510484,-0.7269528,-0.6113192,-0.1156336
32,0.36704814,0.096308425,"('unkind', 'kind')",0.9625397,0.7579224,0.6647939,0.4271154,0.2376785
12,-0.33483326,-0.29274762,"('unsupportive', 'supportive')",-1.8970709,-2.0488815,-1.115952,-1.1708145,0.0548625
56,0.33444053,0.34038764,"('impractical', 'practical')",0.15463851,0.044756718,0.2445395,0.1925722,0.0519673
23,-0.33326238,-0.51634675,"('insincere', 'sincere')",5.962287,5.8678513,2.8145123,2.6757522,0.1387601
50,0.32478628,0.27520368,"('clumsy', 'skillful')",0.009506341,0.0549958,0.1671463,0.1650997,0.0020466
68,-0.29745197,-0.28639984,"('dependent', 'independent')",-0.3823037,-0.39031297,-0.3398778,-0.3383564,-0.0015214
7,-0.2961024,-0.17465787,"('insensitive', 'sensitive')",0.4382116,0.48483348,0.0710546,0.1550878,-0.0840332
69,-0.2809249,0.2783408,"('lazy', 'industrious')",-1.1281111,-0.99151397,-0.704518,-0.3565866,-0.3479314
54,-0.2745906,-0.4638349,"('incapable', 'capable')",0.72009325,0.5963092,0.2227513,0.0662371,0.1565142
15,0.2740739,-0.066930935,"('boring', 'funny')",0.12736827,-0.020857738,0.2007211,-0.0438943,0.2446154
29,-0.26257783,-0.33655742,"('unfair', 'fair')",-0.33066586,-0.27006117,-0.2966219,-0.3033093,0.0066874
11,0.23706828,0.16499278,"('unhelpful', 'helpful')",2.3201897,2.2138708,1.2786289,1.1894318,0.0891971
33,-0.2344825,-0.15565118,"('wrong', 'right')",-1.0532757,-1.1611567,-0.6438791,-0.6584039,0.0145248
40,0.20671406,0.357773,"('stingy', 'generous')",-1.9235076,-1.8720216,-0.8583968,-0.7571243,-0.1012725
70,-0.2004919,-0.060994424,"('lethargic', 'energetic')",0.3508003,0.5747142,0.0751542,0.2568599,-0.1817057
55,0.1972765,0.08703453,"('incompetent', 'clever')",0.8179941,0.7441544,0.5076353,0.4155945,0.0920408
21,0.18183108,0.28249744,"('immoral', 'moral')",-0.22252005,-0.18605684,-0.0203445,0.0482203,-0.0685648
26,-0.18103659,-0.29806897,"('hardhearted', 'benevolent')",1.2687448,1.3280661,0.5438541,0.5149986,0.0288555
34,-0.16452967,0.056444656,"('mean', 'honorable')",5.7592926,5.9809065,2.7973814,3.0186756,-0.2212942
47,0.15138873,0.15953915,"('stupid', 'smart')",5.354848,5.499231,2.7531183,2.829385,-0.0762667
4,-0.14707586,-0.16128486,"('disliked', 'liked')",-6.5009475,-6.736027,-3.3240116,-3.4486558,0.1246442
51,0.14213103,-0.26017937,"('uneducated', 'educated')",0.68225664,0.40855002,0.4121938,0.0741853,0.3380085
87,-0.13701299,0.009599943,"('unsuccessful', 'successful')",0.75336325,0.63795114,0.3081751,0.3237755,-0.0156004
37,-0.12523524,0.05244766,"('fake', 'genuine')",0.30459931,0.33373487,0.089682,0.1930913,-0.1034093
88,-0.11412681,-0.39010492,"('low', 'eminent')",-0.2614976,-0.39018235,-0.1878122,-0.3901436,0.2023314
64,-0.111209705,0.089821205,"('shy', 'confident')",-5.9778852,-6.086685,-3.0445476,-2.9984319,-0.0461157
18,0.10859391,0.085010275,"('disagreeable', 'welcoming')",-0.7916932,-0.66680014,-0.3415496,-0.2908949,-0.0506547
17,-0.08690758,-0.3382033,"('nasty', 'nice')",-0.6383665,-0.7777242,-0.362637,-0.5579637,0.1953267
83,-0.084270366,-0.02873464,"('powerless', 'powerful')",-0.6952285,-0.84481716,-0.3897494,-0.4367759,0.0470265
75,-0.08285263,0.09228073,"('meek', 'impulsive')",-0.84216243,-0.7949766,-0.4625075,-0.3513479,-0.1111596
20,0.08036924,0.17483947,"('rough', 'thoughtful')",0.8532965,0.98026335,0.4668329,0.5775514,-0.1107185
74,-0.07226607,0.06142571,"('undedicated', 'dedicated')",-0.47694123,-0.28048027,-0.2746037,-0.1095273,-0.1650764
63,-0.059699025,-0.08015737,"('unperceptive', 'insightful')",0.8959222,0.79449856,0.4181116,0.3571706,0.060941
22,0.03473746,0.024461947,"('untrustworthy', 'trustworthy')",-0.9790124,-0.96506417,-0.4721375,-0.4703011,-0.0018364
59,-0.032527667,-0.058151267,"('foolish', 'wise')",-0.16189274,-0.1267082,-0.0972102,-0.0924297,-0.0047805
72,-0.028535714,0.005978983,"('unambitious', 'ambitious')",-0.12543641,-0.47903192,-0.0769861,-0.2365265,0.1595404
27,0.024089206,-0.20888895,"('hardhearted', 'softhearted')",0.79576564,0.81021214,0.4099274,0.3006616,0.1092658
13,-0.013989316,-0.22852404,"('impolite', 'polite')",-0.5186752,-0.5977655,-0.2663323,-0.4131448,0.1468125
82,-0.0008598119,-0.18512891,"('poor', 'rich')",6.424865,6.6688623,3.2120025,3.2418668,-0.0298643
