,mondelez_male,mondelez_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
46,-0.99186337,-0.93787134,"('uncompetitive', 'competitive')",1.0493021,0.86343133,-0.71259284,-0.9214456,-0.2183847,-0.3319619,0.1135772
43,-0.973787,-0.9241659,"('irresponsible', 'responsible')",0.13840036,0.15259205,0.2031591,0.39771995,-0.2107425,-0.124618,-0.0861245
63,-0.9053455,-0.88382953,"('unperceptive', 'insightful')",0.443694,0.19380674,0.8527828,0.5138356,0.1303771,-0.0587291,0.1891062
50,0.87986004,0.9238216,"('clumsy', 'skillful')",0.5313017,0.66040725,0.33928907,0.11693294,0.5834836,0.567054,0.0164296
77,-0.8753554,-0.756818,"('unmotivated', 'motivated')",-0.3729371,-0.33033642,-1.3377155,-1.3142918,-0.8620027,-0.8004821,-0.0615206
19,0.85161877,0.67078614,"('inhospitable', 'hospitable')",-0.49034524,-0.61250556,0.1777963,0.0136909,0.1796899,0.0239905,0.1556994
84,0.8006973,0.70458764,"('inferior', 'superior')",1.155571,1.0943521,0.84470177,0.9148486,0.9336567,0.9045961,0.0290606
32,-0.79745823,-0.86179006,"('unkind', 'kind')",-1.2557245,-1.1015933,0.565508,0.5199016,-0.4958916,-0.4811606,-0.014731
82,-0.79652673,-0.64345384,"('poor', 'rich')",-0.80775136,-0.59232813,6.384668,6.537783,1.5934633,1.7673337,-0.1738704
29,0.7623893,0.76355183,"('unfair', 'fair')",-0.46317643,-0.5225839,-0.25327998,-0.36923763,0.015311,-0.0427566,0.0580676
4,0.75532275,0.8492001,"('disliked', 'liked')",-0.37079298,-0.016827663,-6.787629,-7.1534586,-2.1343665,-2.1070286,-0.0273379
54,0.7147743,0.785883,"('incapable', 'capable')",0.19600926,0.3801298,1.2469139,1.5560023,0.7192325,0.9073383,-0.1881058
66,0.6679705,0.7298336,"('inactive', 'active')",1.4901067,1.4083174,0.9699848,0.7716303,1.0426873,0.9699272,0.0727601
87,0.631734,0.73728967,"('unsuccessful', 'successful')",2.0623963,2.004498,1.1960034,1.185972,1.2967113,1.3092532,-0.0125419
12,-0.622136,-0.3887603,"('unsupportive', 'supportive')",-0.31297386,-0.113396645,-2.0596082,-2.2254062,-0.9982394,-0.9091877,-0.0890517
47,-0.5982654,-0.54318386,"('stupid', 'smart')",-0.27317232,-0.18179044,5.3536105,5.7190094,1.4940577,1.6646784,-0.1706207
88,-0.5453032,-0.4249956,"('low', 'eminent')",-0.71888673,-0.46334332,0.014873888,0.016069002,-0.4164387,-0.2907566,-0.1256821
64,-0.5338764,-0.48231286,"('shy', 'confident')",-0.34371573,-0.28813547,-7.07328,-6.972228,-2.6502906,-2.5808921,-0.0693985
68,-0.5172428,-0.76261234,"('dependent', 'independent')",0.47535846,0.10139964,-0.48222843,-0.8780393,-0.1747043,-0.513084,0.3383797
67,0.49748802,0.53053695,"('doubtful', 'determined')",0.47518948,0.5738201,-0.89106345,-0.45858502,0.0272047,0.2152573,-0.1880526
61,-0.48469427,-0.4693321,"('illogical', 'logical')",0.024395676,-0.16445045,0.3855615,0.1910181,-0.0249124,-0.1475882,0.1226758
39,0.4717855,0.45614362,"('exploitative', 'cooperative')",0.32081175,0.39770836,-0.0537465,0.11922214,0.2462836,0.324358,-0.0780744
31,0.46305835,0.4405734,"('evil', 'good')",-1.1998382,-1.169995,-0.6694119,-1.1114832,-0.4687306,-0.6136349,0.1449043
44,0.37315047,0.48816028,"('prejudiced', 'unprejudiced')",0.40801957,0.5578079,-1.3428724,-1.0068451,-0.1872341,0.013041,-0.2002751
20,0.3597878,0.579908,"('rough', 'thoughtful')",0.6709001,0.8226337,1.0309883,0.96216327,0.6872254,0.7882349,-0.1010095
75,0.3533726,0.5366552,"('meek', 'impulsive')",-0.03784619,0.31116223,-0.34520057,-0.15333502,-0.0098914,0.2314941,-0.2413855
13,-0.34835768,-0.5849977,"('impolite', 'polite')",1.1641178,0.7125004,-0.2626499,-0.3166298,0.1843701,-0.0630424,0.2474125
1,0.3202422,0.14040357,"('unfriendly', 'friendly')",-0.46827823,-0.7871073,1.9061506,1.3985212,0.5860382,0.2506058,0.3354324
74,-0.3152045,-0.21582486,"('undedicated', 'dedicated')",0.7957482,0.8863702,0.16488928,-0.02818279,0.2151443,0.2141208,0.0010235
15,0.31094053,0.2752175,"('boring', 'funny')",-0.4174177,-0.3675669,0.54485875,0.5469354,0.1461272,0.1515287,-0.0054015
58,-0.30172193,-0.12220558,"('undiscriminating', 'discriminating')",0.65597427,0.6614943,0.07453505,-0.26335502,0.1429291,0.0919779,0.0509512
76,-0.2752868,-0.14418063,"('anxious', 'daring')",1.0663713,1.2674586,0.25972682,0.35874927,0.3502704,0.4940091,-0.1437387
38,-0.2738569,-0.35397807,"('untruthful', 'truthful')",-0.6576035,-0.5914483,-0.30049878,-0.2959304,-0.410653,-0.4137856,0.0031326
37,-0.20685476,-0.487585,"('fake', 'genuine')",-0.2970578,-0.8879571,0.4577622,0.077107295,-0.0153835,-0.4328116,0.4174281
17,-0.18716481,-0.19396058,"('nasty', 'nice')",-1.3718499,-1.2834114,-0.7694983,-0.72944003,-0.776171,-0.735604,-0.040567
9,-0.16161183,-0.11458485,"('unaffectionate', 'caring')",-0.100231364,-0.023127787,1.1726544,1.038713,0.3036037,0.3003335,0.0032702
78,0.1510932,0.42923656,"('nonresilient', 'resilient')",1.527258,1.7049056,0.30195346,0.15108034,0.6601016,0.7617408,-0.1016392
83,0.14333314,0.39868203,"('powerless', 'powerful')",-0.016154766,0.2538075,-1.0390978,-0.9400925,-0.3039731,-0.0958677,-0.2081054
18,0.13469282,0.21449104,"('disagreeable', 'welcoming')",0.47811356,0.7291455,-0.3177335,-0.386041,0.0983576,0.1858652,-0.0875076
49,0.12864721,0.16255908,"('unable', 'able')",-0.43947393,-0.13559532,-0.53856236,-0.24513239,-0.2831297,-0.0727229,-0.2104068
56,-0.12288849,-0.15997368,"('impractical', 'practical')",0.70872927,0.70798486,-0.65434146,-0.4326505,-0.0228336,0.0384536,-0.0612872
26,0.12193394,0.15836214,"('hardhearted', 'benevolent')",0.38605392,0.42905146,1.547538,1.4923735,0.6851753,0.6932623,-0.008087
40,0.120048106,0.2962092,"('stingy', 'generous')",-0.07011445,-0.013857812,-1.4544346,-2.1002707,-0.468167,-0.6059731,0.1378061
2,0.08425191,0.25414258,"('unlikable', 'likable')",1.004034,1.2928526,0.47755313,0.71413803,0.5219464,0.7537111,-0.2317647
27,0.083558574,0.024666246,"('hardhearted', 'softhearted')",-0.32676637,-0.6465581,1.3285265,0.9370256,0.3617729,0.1050446,0.2567283
53,-0.058325574,-0.04581929,"('uncreative', 'creative')",0.01700433,-0.0006637201,0.88744813,0.5394949,0.2820423,0.1643373,0.117705
42,-0.054795142,0.23669289,"('unreliable', 'reliable')",-0.064651206,0.25744706,-3.3290172,-3.3666883,-1.1494878,-0.9575161,-0.1919717
8,0.034883253,0.09033455,"('unaffectionate', 'affectionate')",-0.6883017,-0.5289726,0.7628385,0.6548173,0.0364734,0.0720597,-0.0355863
34,0.016449798,-0.06374435,"('mean', 'honorable')",0.6213457,0.25008455,6.1517863,6.1012044,2.2631939,2.0958482,0.1673457
