,huntington_male,huntington_female,tuple,bancshares_male,bancshares_female,inc_male,inc_female,average_male,average_female,male-female
38,-0.13424446,-0.22593008,"('untruthful', 'truthful')",-0.9525433,-1.0551488,0.03122161,-0.009761952,-0.3518554,-0.4302803,0.0784249
54,-0.11641715,-0.21897426,"('incapable', 'capable')",-0.3342653,-0.38969123,0.7822795,0.9403924,0.1105324,0.1105756,-4.32e-05
47,-0.10715036,-0.0009298548,"('stupid', 'smart')",0.96877563,0.9697422,5.615986,5.8571353,2.1592037,2.2753159,-0.1161122
11,0.09860325,0.06465108,"('unhelpful', 'helpful')",-1.3533578,-1.3241272,1.8532385,1.9373736,0.1994946,0.2259659,-0.0264713
58,-0.09751208,-0.07847781,"('undiscriminating', 'discriminating')",-0.7242201,-0.71955997,0.08908995,0.014496405,-0.2442141,-0.2611805,0.0169664
42,-0.068588994,-0.07916515,"('unreliable', 'reliable')",0.5656364,0.5708362,-3.0297782,-3.0127292,-0.8442436,-0.8403527,-0.0038909
85,0.06362477,-0.024708025,"('insignificant', 'prestigious')",0.084800854,0.05877163,0.80264866,0.8738221,0.3170248,0.3026286,0.0143962
33,-0.057731483,-0.17390227,"('wrong', 'right')",0.39322436,0.29250962,-0.9244841,-0.92728204,-0.1963304,-0.2695582,0.0732278
77,0.035272405,-0.15440498,"('unmotivated', 'motivated')",-0.11223344,-0.24529126,-1.3285725,-1.3298315,-0.4685112,-0.5765092,0.107998
34,-0.010518014,-0.00069440156,"('mean', 'honorable')",-0.49908516,-0.48592675,6.0865164,6.182979,1.8589711,1.8987859,-0.0398148
