,l3_male,l3_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
22,0.40147302,0.4423497,"('untrustworthy', 'trustworthy')",-0.3582994,-0.31753522,-1.1312215,-0.9170489,-0.3626827,-0.2640781,-0.0986046
86,-0.39543065,-0.71591264,"('uninfluential', 'influential')",-0.28013274,-0.4999878,-0.31263444,-0.45059168,-0.3293993,-0.5554974,0.2260981
72,0.37721026,0.36452428,"('unambitious', 'ambitious')",-1.1073009,-0.9101335,-1.4249264,-1.0451646,-0.718339,-0.5302579,-0.1880811
51,0.33771172,0.20986992,"('uneducated', 'educated')",-0.3006704,-0.4928126,0.21430984,0.16835915,0.0837837,-0.0381945,0.1219782
41,0.31955516,0.012646491,"('unforgiving', 'forgiving')",-0.48967385,-0.6059815,0.6043101,0.19060539,0.1447305,-0.1342432,0.2789737
84,0.31519714,0.31412703,"('inferior', 'superior')",0.46275654,0.49739927,0.8696362,0.8082796,0.5491966,0.5399353,0.0092613
27,-0.30849677,-0.33548996,"('hardhearted', 'softhearted')",0.37176886,0.3180383,1.2840539,1.0844352,0.4491087,0.3556612,0.0934475
68,0.30797726,0.11858413,"('dependent', 'independent')",-0.30945665,-0.54126406,-0.5669708,-0.8206028,-0.1894834,-0.4144276,0.2249442
61,0.30331838,0.2185928,"('illogical', 'logical')",0.33816126,0.28481546,0.22921373,0.036837697,0.2902311,0.180082,0.1101491
11,0.28783354,0.30080637,"('unhelpful', 'helpful')",0.8172433,0.8337155,1.5940336,1.6874652,0.8997035,0.9406624,-0.0409589
24,-0.2742051,-0.42247012,"('dishonest', 'honest')",-1.72904,-1.6549126,0.19714701,0.38663226,-0.6020327,-0.5635835,-0.0384492
20,0.2613246,0.18813716,"('rough', 'thoughtful')",0.89771926,0.810845,0.83441246,0.86284167,0.6644855,0.6206079,0.0438776
74,0.23674707,0.24118483,"('undedicated', 'dedicated')",0.24101411,0.3345066,0.04102552,0.10882999,0.1729289,0.2281738,-0.0552449
32,0.20790967,-0.070737824,"('unkind', 'kind')",-0.06444654,-0.1445487,0.5610812,0.5266705,0.2348481,0.1037947,0.1310534
45,0.19000389,0.1951536,"('incompetent', 'competent')",-0.6282085,-0.67238325,-0.5518537,-0.5496616,-0.3300195,-0.3422971,0.0122776
37,0.187639,0.17980924,"('fake', 'genuine')",-0.04694175,-0.11411189,0.22530705,0.39613006,0.1220014,0.1539425,-0.0319411
10,0.18633953,-0.14950451,"('unsympathetic', 'sympathetic')",-0.5952171,-0.82334435,-0.5092095,-0.52878386,-0.306029,-0.5005442,0.1945152
50,0.17636885,0.16161743,"('clumsy', 'skillful')",0.21420768,0.26853693,-0.15813713,-0.06614779,0.0774798,0.1213355,-0.0438557
17,-0.155169,-0.22505674,"('nasty', 'nice')",-0.83600104,-1.0415133,-0.36432636,-0.5269469,-0.4518321,-0.597839,0.1460069
47,-0.15082943,-0.018691503,"('stupid', 'smart')",0.9725364,1.1088514,5.4341617,5.9109545,2.0852895,2.3337048,-0.2484153
40,-0.1467802,-0.072146244,"('stingy', 'generous')",-0.043039903,0.1476069,-1.5261534,-1.6155691,-0.5719912,-0.5133695,-0.0586217
87,0.14470685,0.26445943,"('unsuccessful', 'successful')",0.43249682,0.45072868,0.52975,0.44647262,0.3689845,0.3872203,-0.0182358
83,-0.12764469,-0.07575925,"('powerless', 'powerful')",-0.20888059,-0.2001433,-1.1872973,-1.0413283,-0.5079408,-0.439077,-0.0688638
33,0.12018808,0.030429535,"('wrong', 'right')",0.18287417,0.12510642,-0.3779132,-0.60372883,-0.0249503,-0.1493976,0.1244473
49,0.09472554,0.06535943,"('unable', 'able')",0.6013032,0.7090731,0.21894528,0.2228028,0.3049913,0.3324118,-0.0274205
48,-0.09137507,-0.24111304,"('unintelligent', 'intelligent')",0.8912235,0.8300842,0.59800804,0.44595355,0.4659522,0.3449749,0.1209773
29,0.08815411,0.25489715,"('unfair', 'fair')",-1.1479402,-1.1023325,-0.86349416,-0.7697095,-0.6410934,-0.5390483,-0.1020451
44,0.07134366,0.36077765,"('prejudiced', 'unprejudiced')",-0.26281703,0.0016079494,-1.034329,-0.74583095,-0.4086008,-0.1278151,-0.2807857
69,0.05053097,0.098614916,"('lazy', 'industrious')",0.79746914,0.97297156,-0.24787487,-0.3359317,0.2000418,0.2452183,-0.0451765
13,0.040898003,-0.06139279,"('impolite', 'polite')",-0.14387417,-0.23235358,-0.2360309,-0.4728448,-0.1130024,-0.2555304,0.142528
58,-0.030498523,-0.12530418,"('undiscriminating', 'discriminating')",0.22699517,0.038739614,0.0407354,-0.24326546,0.0790774,-0.1099433,0.1890207
15,-0.030434392,0.1202369,"('boring', 'funny')",0.087127216,0.22448647,0.4932334,0.43407062,0.1833087,0.259598,-0.0762893
23,-0.018188983,-0.24465793,"('insincere', 'sincere')",-0.24664694,-0.26313603,5.270648,5.5025077,1.6686041,1.6649046,0.0036995
59,0.016796757,0.18135309,"('foolish', 'wise')",-0.04793097,0.18581939,0.036324516,0.2833238,0.0017301,0.2168321,-0.215102
18,0.012319177,-0.18698898,"('disagreeable', 'welcoming')",0.20806229,0.20814365,-0.1816917,-0.3733144,0.0128966,-0.1173866,0.1302832
77,-0.00087540224,-0.19984809,"('unmotivated', 'motivated')",0.9118685,0.7449443,-1.0832942,-1.1823009,-0.0574337,-0.2124016,0.1549679
