,netapp_male,netapp_female,tuple,inc_male,inc_female,average_male,average_female,male-female
4,-0.58544815,-0.5063174,"('disliked', 'liked')",-6.414621,-6.253197,-3.5000346,-3.3797574,-0.1202772
46,-0.5736614,-0.97697747,"('uncompetitive', 'competitive')",-0.71097976,-0.67912394,-0.6423206,-0.8280507,0.1857301
6,0.5735701,0.7934545,"('distant', 'open')",0.2550286,0.31405067,0.4142993,0.5537526,-0.1394533
11,0.5716894,0.37401664,"('unhelpful', 'helpful')",2.1591015,2.2473552,1.3653954,1.3106859,0.0547095
3,-0.56841666,-0.7003365,"('repellent', 'pleasant')",0.18191586,-0.078067586,-0.1932504,-0.3892021,0.1959517
56,0.5307308,0.20102203,"('impractical', 'practical')",0.35774487,0.28739557,0.4442378,0.2442088,0.200029
82,-0.5125089,-0.56764895,"('poor', 'rich')",6.481617,6.324128,2.9845541,2.8782396,0.1063145
1,0.50880414,0.875541,"('unfriendly', 'friendly')",1.5403355,1.857985,1.0245699,1.366763,-0.3421931
76,-0.4979998,-0.8973441,"('anxious', 'daring')",0.24041025,0.10083137,-0.1287948,-0.3982564,0.2694616
64,-0.4947386,-0.6255033,"('shy', 'confident')",-6.214229,-6.147804,-3.3544838,-3.3866534,0.0321696
0,-0.48486748,-0.6570681,"('unsociable', 'sociable')",-0.27296722,-0.2175615,-0.3789173,-0.4373148,0.0583975
29,-0.48119384,-0.57432306,"('unfair', 'fair')",-0.4227302,-0.5268821,-0.451962,-0.5506026,0.0986406
81,-0.47507378,-0.8043362,"('submissive', 'aggressive')",-0.56077623,-0.6896712,-0.517925,-0.7470037,0.2290787
52,0.4596811,0.54630184,"('irrational', 'rational')",0.030686475,-0.08962926,0.2451838,0.2283363,0.0168475
27,-0.43900087,-0.3442968,"('hardhearted', 'softhearted')",1.1225532,1.1434423,0.3417762,0.3995727,-0.0577965
22,-0.41226965,-0.7891157,"('untrustworthy', 'trustworthy')",-0.5352955,-0.68458945,-0.4737826,-0.7368526,0.26307
58,0.41132376,0.2621951,"('undiscriminating', 'discriminating')",-0.06710778,-0.08711873,0.172108,0.0875382,0.0845698
18,-0.3931904,-0.3838697,"('disagreeable', 'welcoming')",-0.39163524,-0.18708809,-0.3924128,-0.2854789,-0.1069339
43,-0.39289296,-0.7216164,"('irresponsible', 'responsible')",0.6521323,0.59362245,0.1296197,-0.063997,0.1936167
77,-0.38613254,-0.38007843,"('unmotivated', 'motivated')",-0.9864877,-0.8713545,-0.6863101,-0.6257164,-0.0605937
7,-0.38293594,-0.5996613,"('insensitive', 'sensitive')",0.52204615,0.54330486,0.0695551,-0.0281782,0.0977333
62,0.36660856,0.15733244,"('incompetent', 'brilliant')",0.5611227,0.53894776,0.4638656,0.3481401,0.1157255
54,0.3659535,0.46741274,"('incapable', 'capable')",1.164027,1.0427428,0.7649902,0.7550778,0.0099124
26,0.35023597,0.5960364,"('hardhearted', 'benevolent')",1.0845133,1.4542202,0.7173746,1.0251282,-0.3077536
33,0.3495081,0.42859134,"('wrong', 'right')",-0.7721896,-0.73123956,-0.2113408,-0.1513241,-0.0600167
67,0.33314174,0.17779046,"('doubtful', 'determined')",-0.5551588,-0.671491,-0.1110085,-0.2468503,0.1358418
24,-0.3291335,-0.48194352,"('dishonest', 'honest')",0.99422264,1.0145993,0.3325446,0.2663279,0.0662167
87,-0.3273284,-0.5252968,"('unsuccessful', 'successful')",0.4227216,0.4458904,0.0476966,-0.0397032,0.0873998
9,0.31887883,0.5551737,"('unaffectionate', 'caring')",1.2245599,1.485917,0.7717193,1.0205454,-0.2488261
14,-0.31598154,-0.72852916,"('antisocial', 'social')",-0.8308872,-0.92233634,-0.5734344,-0.8254328,0.2519984
21,-0.31052703,-0.7417305,"('immoral', 'moral')",-0.5997746,-0.76038164,-0.4551508,-0.7510561,0.2959053
13,-0.28706098,-0.46689573,"('impolite', 'polite')",-0.20634043,-0.047072373,-0.2467007,-0.2569841,0.0102834
31,-0.28644997,0.053021677,"('evil', 'good')",-1.0587112,-1.017704,-0.6725806,-0.4823412,-0.1902394
8,-0.2537407,-0.054464415,"('unaffectionate', 'affectionate')",0.7187313,0.8305124,0.2324953,0.388024,-0.1555287
88,-0.25192675,-0.23071562,"('low', 'eminent')",0.11297643,0.3475945,-0.0694752,0.0584394,-0.1279146
79,0.2506484,0.32800803,"('wavering', 'unwavering')",-0.12596989,-0.26597378,0.0623393,0.0310171,0.0313222
65,-0.23928058,-0.54755193,"('insecure', 'secure')",-0.08013114,-0.21357545,-0.1597059,-0.3805637,0.2208578
75,0.2365206,0.30339426,"('meek', 'impulsive')",-0.20923166,-0.4311968,0.0136445,-0.0639013,0.0775458
25,0.23133953,0.5741087,"('egoistic', 'altruistic')",1.4750051,1.5920433,0.8531724,1.083076,-0.2299036
28,-0.23059224,-0.22209126,"('disloyal', 'loyal')",1.0795666,1.2196761,0.4244872,0.4987924,-0.0743052
38,0.21969692,0.16893476,"('untruthful', 'truthful')",0.14983754,0.23686919,0.1847672,0.202902,-0.0181348
74,0.2162838,0.022707313,"('undedicated', 'dedicated')",-0.04672773,0.021765457,0.084778,0.0222364,0.0625416
42,-0.21173696,-0.5074774,"('unreliable', 'reliable')",-2.8554566,-3.0893185,-1.5335968,-1.798398,0.2648012
69,0.19913927,0.30870342,"('lazy', 'industrious')",-0.6433415,-0.6538737,-0.2221011,-0.1725851,-0.049516
44,-0.19823095,-0.20956428,"('prejudiced', 'unprejudiced')",-1.3348736,-1.4568957,-0.7665523,-0.83323,0.0666777
5,0.17879625,0.39650476,"('distant', 'outgoing')",-0.21717389,-0.094686925,-0.0191888,0.1509089,-0.1700977
12,-0.17763352,-0.19988976,"('unsupportive', 'supportive')",-1.812355,-1.6161711,-0.9949943,-0.9080305,-0.0869638
53,0.17612274,0.3069774,"('uncreative', 'creative')",1.0725627,1.3039705,0.6243427,0.8054739,-0.1811312
40,0.17051119,0.050388165,"('stingy', 'generous')",-1.6094848,-1.7504891,-0.7194868,-0.8500504,0.1305636
35,0.16803312,0.41831997,"('corrupt', 'incorrupt')",-0.33017296,-0.27237245,-0.0810699,0.0729738,-0.1540437
16,0.16570479,0.14741391,"('unpopular', 'popular')",0.555944,0.39427444,0.3608244,0.2708442,0.0899802
36,-0.15098077,0.1664935,"('hostile', 'amicable')",0.023583796,0.039061766,-0.0636985,0.1027776,-0.1664761
41,-0.15011948,-0.25812078,"('unforgiving', 'forgiving')",0.03206991,0.10718068,-0.0590248,-0.07547,0.0164452
48,0.14457285,0.14149585,"('unintelligent', 'intelligent')",0.8042785,1.0198792,0.4744257,0.5806875,-0.1062618
32,0.13861394,0.13630654,"('unkind', 'kind')",1.0473881,1.2025031,0.593001,0.6694048,-0.0764038
2,-0.12905873,-0.27522635,"('unlikable', 'likable')",0.7348593,0.6777393,0.3029003,0.2012565,0.1016438
47,0.12130623,-0.16323155,"('stupid', 'smart')",5.71523,5.3653064,2.9182682,2.6010375,0.3172307
50,0.11343633,0.098374344,"('clumsy', 'skillful')",0.17959163,0.03919749,0.146514,0.0687859,0.0777281
34,-0.061633915,-0.15537408,"('mean', 'honorable')",6.009776,5.9072022,2.974071,2.8759141,0.0981569
17,0.059181146,0.17136995,"('nasty', 'nice')",-0.58514374,-0.65647554,-0.2629813,-0.2425528,-0.0204285
20,-0.03659011,-0.22143432,"('rough', 'thoughtful')",1.1115509,0.9364653,0.5374804,0.3575155,0.1799649
49,0.03566513,0.030890062,"('unable', 'able')",0.03625822,0.12513947,0.0359617,0.0780148,-0.0420531
63,-0.01941726,-0.2551342,"('unperceptive', 'insightful')",1.1289537,1.1368145,0.5547682,0.4408401,0.1139281
