,tenet_male,tenet_female,tuple,healthcare_male,healthcare_female,corp_male,corp_female,average_male,average_female,male-female
65,-0.6261213,-0.5770311,"('insecure', 'secure')",-0.66069555,-0.673579,-0.023304716,0.18372613,-0.4367072,-0.355628,-0.0810792
77,-0.6242789,-0.4850724,"('unmotivated', 'motivated')",-0.2346359,-0.14940119,-1.6135587,-1.4387884,-0.8241578,-0.6910873,-0.1330705
51,-0.6086581,-0.74999094,"('uneducated', 'educated')",0.7798415,0.72694504,0.6765079,0.5985369,0.2825638,0.1918303,0.0907335
33,0.60667413,0.51596576,"('wrong', 'right')",0.838979,0.7229417,-0.9013673,-0.9966363,0.1814286,0.0807571,0.1006715
64,0.60635644,0.55122304,"('shy', 'confident')",0.2647578,0.18937506,-5.8288116,-5.8535724,-1.6525658,-1.7043247,0.0517589
42,0.6035266,0.761984,"('unreliable', 'reliable')",1.4836577,1.4903396,-2.5526366,-2.572362,-0.1551507,-0.1066794,-0.0484713
41,-0.60067636,-0.5403168,"('unforgiving', 'forgiving')",0.9077864,0.88485,0.25324565,0.12634921,0.1867852,0.1569608,0.0298244
69,0.58732593,0.5197999,"('lazy', 'industrious')",1.2391363,1.2133119,-0.95571357,-0.9424626,0.2902496,0.2635497,0.0266999
17,-0.57610655,-0.6339124,"('nasty', 'nice')",-0.587625,-0.5736866,-0.78167176,-0.7180667,-0.6484678,-0.6418885,-0.0065793
78,-0.5510624,-0.47323275,"('nonresilient', 'resilient')",1.7208561,1.7416939,0.32264075,0.12261118,0.4974781,0.4636908,0.0337873
75,0.5419993,0.60702866,"('meek', 'impulsive')",-0.80157936,-0.7927544,-1.1008306,-1.1239016,-0.4534702,-0.4365424,-0.0169278
39,0.50471085,0.722861,"('exploitative', 'cooperative')",0.51607937,0.5964022,0.1406977,0.3919779,0.3871626,0.5704137,-0.1832511
25,-0.48359928,-0.23763512,"('egoistic', 'altruistic')",0.26821694,0.35834128,1.1607239,1.2298621,0.3151139,0.4501894,-0.1350755
68,-0.47479695,-0.60687715,"('dependent', 'independent')",-1.0491873,-1.170805,-1.1490718,-1.1408626,-0.8910187,-0.9728483,0.0818296
40,-0.47439444,-0.45875102,"('stingy', 'generous')",0.9715901,0.96839595,-1.7511631,-1.9821471,-0.4179892,-0.4908341,0.0728449
50,0.46828008,0.41170996,"('clumsy', 'skillful')",0.99908763,0.9472211,0.17664234,-0.040440053,0.5480033,0.439497,0.1085063
18,-0.46237326,-0.23971829,"('disagreeable', 'welcoming')",0.4510011,0.49818718,-0.46199176,-0.41889232,-0.157788,-0.0534745,-0.1043135
76,0.4538498,0.76125824,"('anxious', 'daring')",-0.37484872,-0.21772346,-0.27976766,0.040346727,-0.0669222,0.1946272,-0.2615494
71,0.4500339,0.5097802,"('diffident', 'self-confident')",2.4312718,2.4966874,0.42847282,0.26768818,1.1032595,1.0913853,0.0118742
37,0.4327622,0.25588554,"('fake', 'genuine')",0.19562937,0.21145529,0.09200862,0.029170793,0.2401334,0.1655039,0.0746295
11,-0.4231954,-0.30747753,"('unhelpful', 'helpful')",0.22638902,0.27083147,1.8900976,1.9379524,0.5644304,0.6337688,-0.0693384
12,0.40938705,0.53623474,"('unsupportive', 'supportive')",2.295361,2.4402406,-1.4874619,-1.6344124,0.4057621,0.4473543,-0.0415922
52,-0.37710723,-0.33581027,"('irrational', 'rational')",0.020206302,-0.20113423,-0.13275303,-0.23317519,-0.163218,-0.2567066,0.0934886
59,0.37346718,0.44331995,"('foolish', 'wise')",0.83712906,0.8367595,-0.14170815,-0.22201632,0.356296,0.3526877,0.0036083
80,0.36641032,0.3889478,"('dominated', 'dominating')",-0.14622815,-0.099842235,-0.34427905,-0.26784152,-0.0413656,0.007088,-0.0484536
22,-0.34923592,-0.35845947,"('untrustworthy', 'trustworthy')",-0.11756764,-0.17868122,-0.69400966,-0.7668201,-0.3869377,-0.4346536,0.0477159
2,0.34235033,0.43932042,"('unlikable', 'likable')",1.075531,1.0795182,1.0280958,1.058739,0.8153257,0.8591925,-0.0438668
63,-0.33675313,-0.31524238,"('unperceptive', 'insightful')",0.85577774,0.8470128,0.7246995,0.5145769,0.4145747,0.3487825,0.0657922
32,-0.33570337,-0.3544646,"('unkind', 'kind')",1.7022265,1.8216481,1.3223767,1.3591251,0.8963,0.9421029,-0.0458029
35,0.33371842,0.3195183,"('corrupt', 'incorrupt')",-0.75475043,-0.7032217,-0.6403517,-0.6973658,-0.3537946,-0.3603564,0.0065618
72,-0.32077736,-0.27983972,"('unambitious', 'ambitious')",-0.54681706,-0.53379524,-0.7442717,-0.7854523,-0.5372887,-0.5330291,-0.0042596
20,-0.31644684,-0.27475423,"('rough', 'thoughtful')",-0.11461905,-0.13777716,0.69854033,0.5797624,0.0891581,0.0557437,0.0334144
47,-0.3152842,-0.33679873,"('stupid', 'smart')",1.0427064,1.0874447,5.3572955,5.4347525,2.0282393,2.0617995,-0.0335602
70,-0.31327248,-0.32239926,"('lethargic', 'energetic')",-0.18665062,-0.115743846,0.48014212,0.5511614,-0.0065937,0.0376728,-0.0442665
13,-0.31016955,-0.38845578,"('impolite', 'polite')",0.41758022,0.46691287,-0.20399854,-0.1141173,-0.032196,-0.0118867,-0.0203093
62,-0.2771716,-0.11379054,"('incompetent', 'brilliant')",0.26092684,0.38702834,0.3535093,0.3876766,0.1124215,0.2203048,-0.1078833
27,-0.26486874,-0.40354836,"('hardhearted', 'softhearted')",0.80774873,0.8723698,1.304621,1.0935472,0.6158337,0.5207895,0.0950442
14,-0.26334396,-0.16336416,"('antisocial', 'social')",0.22971886,0.3221506,0.05553132,0.25263712,0.0073021,0.1371412,-0.1298391
7,-0.23888144,-0.1337105,"('insensitive', 'sensitive')",0.12960067,0.23402761,0.640411,0.5773554,0.1770434,0.2258908,-0.0488474
15,-0.23033312,-0.28326398,"('boring', 'funny')",0.4061837,0.44927946,-0.4079736,-0.28839296,-0.0773743,-0.0407925,-0.0365818
83,-0.16650754,-0.20461282,"('powerless', 'powerful')",0.4726895,0.4767397,-1.0470327,-1.0713085,-0.2469502,-0.2663939,0.0194437
49,-0.16063134,0.13468128,"('unable', 'able')",0.4592024,0.60093546,-0.27500585,-0.11636862,0.0078551,0.2064161,-0.198561
66,0.15700555,0.04267925,"('inactive', 'active')",-0.6054019,-0.64412236,0.52486557,0.49731183,0.0254897,-0.0347104,0.0602001
84,0.12760729,0.05636859,"('inferior', 'superior')",0.6517108,0.525962,0.657555,0.5477906,0.4789577,0.3767071,0.1022506
21,0.10429418,0.3542822,"('immoral', 'moral')",0.66167605,0.83686846,-0.40940922,-0.1225241,0.1188537,0.3562088,-0.2373551
4,0.08813346,0.14220169,"('disliked', 'liked')",0.5736983,0.46976715,-6.597471,-6.810161,-1.9785465,-2.066064,0.0875175
79,0.078178,0.020640235,"('wavering', 'unwavering')",-0.33409545,-0.3462683,-0.66484016,-0.6872309,-0.3069192,-0.3376197,0.0307005
85,-0.038938444,0.15797228,"('insignificant', 'prestigious')",1.2198453,1.2358571,-0.22682826,-0.31483346,0.3180262,0.3596653,-0.0416391
87,-0.02137647,-0.011862446,"('unsuccessful', 'successful')",0.40685636,0.40375414,0.609132,0.5932863,0.3315373,0.3283927,0.0031446
56,0.014966331,0.07465168,"('impractical', 'practical')",0.7700008,0.86136687,-0.25091073,-0.1554798,0.1780188,0.2601796,-0.0821608
81,-0.010748468,0.2671616,"('submissive', 'aggressive')",-0.0068792477,0.11843701,-0.45343912,-0.20795357,-0.1570223,0.059215,-0.2162373
34,0.0066196583,-0.08892155,"('mean', 'honorable')",0.58833385,0.56079805,5.5085306,5.5709476,2.0344947,2.0142748,0.0202199
29,-0.004206544,-0.17606582,"('unfair', 'fair')",-0.63072467,-0.72483325,-0.39541954,-0.47660536,-0.3434502,-0.4591681,0.1157179
