,expedia_male,expedia_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
49,-0.6523088,-0.59352434,"('unable', 'able')",-0.9434309,-0.8458699,-0.3590423,-0.1894105,-0.651594,-0.5429349,-0.1086591
65,-0.63141507,-0.5319742,"('insecure', 'secure')",0.8407459,0.85181457,-0.5726498,-0.38710356,-0.1211063,-0.0224211,-0.0986852
84,0.62601066,0.46084544,"('inferior', 'superior')",0.25865284,0.23565888,0.9707582,0.8674669,0.6184739,0.5213238,0.0971501
18,-0.6084838,-0.6555185,"('disagreeable', 'welcoming')",-0.44052777,-0.53905547,-0.3148625,-0.40581366,-0.4546247,-0.5334625,0.0788378
7,-0.60715175,-0.5552554,"('insensitive', 'sensitive')",-0.08277643,-0.15487114,0.67290795,0.6194215,-0.0056734,-0.030235,0.0245616
50,0.60166156,0.3753098,"('clumsy', 'skillful')",-0.11803022,-0.18098411,0.30166784,0.14754184,0.2617664,0.1139558,0.1478106
41,-0.5927367,-0.6107097,"('unforgiving', 'forgiving')",0.6087689,0.40114266,-0.08894272,-0.13824394,-0.0243035,-0.115937,0.0916335
25,-0.58886003,-0.90896577,"('egoistic', 'altruistic')",0.02625312,-0.14497805,1.782189,1.6843256,0.4065274,0.2101272,0.1964002
12,-0.5814327,-0.5767029,"('unsupportive', 'supportive')",0.8283336,0.515245,-1.8242611,-1.9145334,-0.5257867,-0.6586637,0.132877
54,-0.5666832,-0.6458783,"('incapable', 'capable')",-0.3216983,-0.31878945,1.2632107,1.3476788,0.1249431,0.1276703,-0.0027272
3,-0.5609711,-0.5839177,"('repellent', 'pleasant')",0.80617046,0.8410107,0.12932208,0.2464223,0.1248405,0.1678384,-0.0429979
76,-0.56032896,-0.15730429,"('anxious', 'daring')",0.74128944,0.93815094,-0.04106239,0.21442653,0.0466327,0.3317577,-0.285125
40,-0.54834247,-0.5896779,"('stingy', 'generous')",0.57224905,0.4833524,-1.6186234,-1.7407478,-0.5315723,-0.6156911,0.0841188
43,-0.54714185,-0.2702068,"('irresponsible', 'responsible')",0.67958593,0.72876453,0.4235701,0.649359,0.1853381,0.3693056,-0.1839675
63,-0.5397104,-0.47371015,"('unperceptive', 'insightful')",1.195779,0.97275627,0.67424464,0.7182677,0.4434377,0.4057713,0.0376664
60,0.52645004,0.6861852,"('inefficient', 'efficient')",1.3513451,1.3642987,-0.22932571,-0.041039787,0.5494898,0.6698147,-0.1203249
36,-0.5102858,-0.76379377,"('hostile', 'amicable')",-1.3712,-1.4652917,0.62121975,0.4058033,-0.4200886,-0.6077607,0.1876721
66,-0.50642174,-0.42091504,"('inactive', 'active')",0.5463406,0.35288468,0.97304314,0.8126085,0.337654,0.2481927,0.0894613
16,-0.504402,-0.48114073,"('unpopular', 'popular')",-0.30948782,-0.23887536,0.3834524,0.3370118,-0.1434791,-0.1276681,-0.015811
52,0.49910462,0.32534,"('irrational', 'rational')",-1.0099285,-0.9312071,0.47136617,0.27351427,-0.0131526,-0.1107843,0.0976317
87,0.4909852,0.73085934,"('unsuccessful', 'successful')",0.88104326,1.173522,0.6355014,0.5934223,0.6691766,0.8326012,-0.1634246
79,-0.45623553,-0.3960733,"('wavering', 'unwavering')",-1.8993237,-1.8259226,0.15570024,0.06786046,-0.7332864,-0.7180452,-0.0152412
72,-0.44487098,-0.38279203,"('unambitious', 'ambitious')",0.6377729,0.7137277,-0.7597956,-0.5915757,-0.1889646,-0.08688,-0.1020846
22,-0.43409956,-0.2704625,"('untrustworthy', 'trustworthy')",0.61532825,0.60370636,-1.3155984,-1.1272719,-0.3781232,-0.264676,-0.1134472
21,-0.42432022,-0.14705986,"('immoral', 'moral')",0.2775588,0.5388655,-1.0335542,-0.78892875,-0.3934385,-0.1323744,-0.2610641
35,0.41267705,0.3525151,"('corrupt', 'incorrupt')",-1.195582,-1.0952982,0.31728876,0.17029177,-0.1552054,-0.1908304,0.035625
31,-0.39736953,-0.5887253,"('evil', 'good')",-0.85983294,-0.9965152,-0.60711235,-0.82944715,-0.6214383,-0.8048959,0.1834576
34,-0.36982885,-0.20346248,"('mean', 'honorable')",-0.11184915,-0.09088406,6.0888486,6.2000194,1.8690569,1.9685577,-0.0995008
71,0.35880214,0.25167018,"('diffident', 'self-confident')",0.05180061,-0.2006805,0.6555128,0.57301784,0.3553719,0.2080025,0.1473694
27,-0.34915566,-0.4549193,"('hardhearted', 'softhearted')",-0.08713072,-0.5261599,1.6824536,1.2582821,0.4153891,0.0924009,0.3229882
33,0.33053055,0.23591287,"('wrong', 'right')",-0.25546956,-0.31878158,-0.29505235,-0.49797273,-0.0733305,-0.1936138,0.1202833
62,-0.31030625,0.041512508,"('incompetent', 'brilliant')",0.69272006,0.9944677,-0.06782237,0.25071833,0.1048638,0.4288995,-0.3240357
11,-0.3044295,-0.20158769,"('unhelpful', 'helpful')",-0.37142965,-0.3126986,1.4854243,1.5861878,0.269855,0.3573005,-0.0874455
20,0.30237076,0.27709132,"('rough', 'thoughtful')",1.6739537,1.723011,1.2425522,1.293954,1.0729589,1.0980188,-0.0250599
15,-0.274726,-0.105640754,"('boring', 'funny')",-1.2171649,-1.0323814,0.333542,0.4169244,-0.3861163,-0.2403659,-0.1457504
6,-0.2578982,-0.26745278,"('distant', 'open')",-1.5453653,-1.692686,0.6381998,0.54106665,-0.3883546,-0.4730241,0.0846695
83,0.25424862,0.3578486,"('powerless', 'powerful')",-0.19314794,0.104999766,-1.1372161,-0.9435145,-0.3587051,-0.1602221,-0.198483
80,0.24976607,0.40789664,"('dominated', 'dominating')",0.8591613,1.0127219,-1.5831127,-1.5335381,-0.1580618,-0.0376399,-0.1204219
70,-0.23454414,0.011031745,"('lethargic', 'energetic')",0.54809797,0.6889541,0.38185748,0.6228444,0.2318038,0.4409434,-0.2091396
56,0.23186237,0.6993357,"('impractical', 'practical')",0.43632078,0.8244863,-0.3558648,-0.07887669,0.1041061,0.4816484,-0.3775423
85,0.22065851,-0.0248308,"('insignificant', 'prestigious')",-0.55097216,-0.661245,0.9343169,0.60246825,0.2013344,-0.0278692,0.2292036
17,0.21382263,0.16758817,"('nasty', 'nice')",-0.821915,-0.80222434,-0.4231199,-0.45320916,-0.3437374,-0.3626151,0.0188777
68,-0.17475381,-0.26804364,"('dependent', 'independent')",-0.30852038,-0.47702065,-0.7283164,-0.8790328,-0.4038635,-0.5413657,0.1375022
26,0.16427657,0.09589306,"('hardhearted', 'benevolent')",1.258552,1.146739,1.729688,1.7313546,1.0508389,0.9913289,0.05951
30,0.16014868,0.42395258,"('intolerant', 'tolerant')",0.5640134,0.66902304,0.985235,1.1473159,0.569799,0.7467639,-0.1769649
5,0.15471697,0.1983043,"('distant', 'outgoing')",-1.2920976,-1.3867127,-0.10014067,-0.16727215,-0.4125071,-0.4518935,0.0393864
81,0.1361286,0.46370563,"('submissive', 'aggressive')",1.3780134,1.65115,-0.9571648,-0.7422225,0.1856591,0.4575443,-0.2718852
4,0.11646988,0.16148876,"('disliked', 'liked')",-0.46518165,-0.28792518,-6.803052,-6.9108796,-2.3839213,-2.3457719,-0.0381494
38,-0.110604376,-0.08166599,"('untruthful', 'truthful')",-1.1007297,-1.081938,-0.1596614,-0.11381827,-0.4569985,-0.4258074,-0.0311911
29,-0.1064029,-0.12786472,"('unfair', 'fair')",-0.4739464,-0.48289686,-0.7139187,-0.67770576,-0.4314226,-0.4294891,-0.0019335
61,-0.1032073,-0.03527524,"('illogical', 'logical')",-0.45559448,-0.5099808,-0.017986007,0.017140068,-0.1922626,-0.1760386,-0.016224
88,-0.08996993,-0.1404454,"('low', 'eminent')",-1.1814202,-1.1030339,0.18294807,0.087152645,-0.362814,-0.3854422,0.0226282
2,0.08373979,0.29547456,"('unlikable', 'likable')",1.4318844,1.6621609,0.5464363,0.6829373,0.6873535,0.8801909,-0.1928374
47,0.050119024,0.3173575,"('stupid', 'smart')",0.7789296,0.9721507,5.903982,6.172428,2.2443436,2.4873122,-0.2429686
14,-0.010677382,0.33936283,"('antisocial', 'social')",1.7404194,1.8951591,-0.8771782,-0.60648555,0.284188,0.5426788,-0.2584908
77,0.00047460198,-0.24626935,"('unmotivated', 'motivated')",0.3934351,0.31231123,-1.2840645,-1.2498763,-0.2967183,-0.3946114,0.0978931
