,simon_male,simon_female,tuple,property_male,property_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
80,0.67555034,0.24029173,"('dominated', 'dominating')",-1.0820082,-1.3007478,1.2471611,0.96758467,-1.1364905,-1.3074797,-0.0739468,-0.3500878,0.276141
84,0.671081,0.56082207,"('inferior', 'superior')",0.17042547,0.27749592,0.22657292,0.28213826,0.6131202,0.7689393,0.4202999,0.4723489,-0.052049
11,0.6610109,0.5558569,"('unhelpful', 'helpful')",-0.5634777,-0.7918436,0.17336217,0.012925841,2.380961,2.108203,0.6629641,0.4712855,0.1916786
51,0.59488213,0.44636694,"('uneducated', 'educated')",-1.1379068,-1.1124578,0.2733251,0.2927598,0.5763089,0.53349334,0.0766523,0.0400406,0.0366117
85,-0.5808138,-0.1491064,"('insignificant', 'prestigious')",1.7270603,1.9600458,-0.41054237,-0.18578413,-0.30739078,0.071197,0.1070783,0.4240881,-0.3170098
73,0.5678323,0.6241704,"('helpless', 'self-reliant')",1.2295415,1.212622,0.10681015,0.089317515,-3.709876,-3.5050368,-0.451423,-0.3947317,-0.0566913
4,-0.56620413,-0.7353622,"('disliked', 'liked')",0.53820103,0.37077504,0.08117952,-0.21126732,-6.5589085,-6.3174686,-1.626433,-1.7233307,0.0968977
22,0.5614204,0.5032024,"('untrustworthy', 'trustworthy')",-1.4773843,-1.5445874,0.79444253,0.6874882,-1.0950578,-1.2888674,-0.3041448,-0.410691,0.1065462
13,0.52973455,0.41496196,"('impolite', 'polite')",-0.58748335,-0.7311256,0.1563439,0.047573835,0.23297656,-0.106603,0.0828929,-0.0937982,0.1766911
1,-0.478558,-0.095901534,"('unfriendly', 'friendly')",-0.20264636,-0.10005973,-0.09025052,-0.13972592,1.5298991,1.5566486,0.189611,0.3052404,-0.1156294
71,0.4510405,0.54658717,"('diffident', 'self-confident')",1.422046,1.4602932,0.2874239,0.23540129,0.6205619,0.593919,0.695268,0.7090502,-0.0137822
49,0.43385035,0.65185744,"('unable', 'able')",-1.2445997,-1.0059812,-0.95423156,-0.79773164,-0.23689342,-0.120828494,-0.5004686,-0.318171,-0.1822976
52,-0.4196905,-0.1907382,"('irrational', 'rational')",0.0905535,0.15446836,-1.423666,-1.3331931,-0.69716465,-0.51371646,-0.6124919,-0.4707949,-0.141697
15,-0.37942973,-0.35419065,"('boring', 'funny')",0.03388821,0.057306726,-0.88892937,-0.9525121,0.31628323,0.36797702,-0.2295469,-0.2203547,-0.0091922
48,0.37691313,0.54114205,"('unintelligent', 'intelligent')",-1.125543,-1.0466988,-0.72482383,-0.57382727,0.1684184,0.057099503,-0.3262588,-0.2555712,-0.0706876
41,0.34285966,0.57831454,"('unforgiving', 'forgiving')",-0.61049765,-0.72571284,0.6479687,0.6429419,0.13070937,0.07784765,0.12776,0.1433478,-0.0155878
86,0.33455896,0.37523744,"('uninfluential', 'influential')",-1.5133518,-1.4591956,0.12115905,0.12860088,-0.15782872,-0.300157,-0.3038656,-0.3138786,0.010013
40,0.3250371,0.3419106,"('stingy', 'generous')",0.5983943,0.5701417,0.25485075,0.3712009,-1.8415704,-1.9515152,-0.1658221,-0.1670655,0.0012434
50,-0.32202047,-0.47234058,"('clumsy', 'skillful')",0.5352515,0.5202874,0.29404145,0.25257456,0.33384046,0.33711272,0.2102782,0.1594085,0.0508697
32,0.27369848,0.48667827,"('unkind', 'kind')",-0.73531485,-0.53524864,0.381662,0.47678503,1.1167456,0.9964825,0.2591978,0.3561743,-0.0969765
38,0.25527442,0.41420782,"('untruthful', 'truthful')",-0.1708828,-0.1905298,-0.32989034,-0.38691372,0.10933546,0.087766536,-0.0340408,-0.0188673,-0.0151735
34,-0.2211736,0.07075533,"('mean', 'honorable')",0.21631709,0.23892051,0.022256196,0.17156652,6.5413465,6.506579,1.6396866,1.7469553,-0.1072687
20,0.18171014,0.21565165,"('rough', 'thoughtful')",-0.29087406,-0.25366482,0.43825942,0.52824336,0.85159934,0.889184,0.2951737,0.3448536,-0.0496799
19,-0.17661153,0.1629126,"('inhospitable', 'hospitable')",-0.41835687,-0.23183699,-1.3854723,-1.3384988,-0.09294668,0.049045667,-0.5183468,-0.3395944,-0.1787524
79,0.17387855,0.19534692,"('wavering', 'unwavering')",0.31328157,0.33661553,-1.1171378,-1.1375866,0.054066457,0.15122387,-0.1439778,-0.1136001,-0.0303777
29,0.16580492,0.33109125,"('unfair', 'fair')",-0.78286606,-0.56517076,-0.7858344,-0.81684154,-0.69916695,-0.7064217,-0.5255156,-0.4393357,-0.0861799
26,0.14072362,0.07697695,"('hardhearted', 'benevolent')",1.1450146,1.3374219,0.84267116,0.8653455,1.3112519,1.3139333,0.8599153,0.8984194,-0.0385041
3,0.12535301,-0.0377123,"('repellent', 'pleasant')",-0.8071861,-0.87430173,0.7337275,0.7207097,0.46968192,0.29326355,0.1303941,0.0254898,0.1049043
17,0.12487738,0.20717026,"('nasty', 'nice')",0.1617854,0.22386526,-0.9453065,-0.9639638,-0.5251616,-0.49566236,-0.2959513,-0.2571477,-0.0388036
77,-0.110187665,-0.030542318,"('unmotivated', 'motivated')",0.25883865,0.35315222,0.43825328,0.578073,-1.0150002,-0.9363957,-0.107024,-0.0089282,-0.0980958
59,-0.09135902,0.0645817,"('foolish', 'wise')",0.6662766,0.7992234,-0.85857195,-0.9211927,0.19359472,0.36422077,-0.0225149,0.0767083,-0.0992232
82,-0.08538004,-0.017036349,"('poor', 'rich')",0.5425463,0.6007648,0.44781566,0.60134554,6.9171624,6.6780663,1.9555361,1.965785,-0.0102489
58,-0.08050973,-0.22007841,"('undiscriminating', 'discriminating')",0.82743406,0.780639,1.3921977,1.3300737,0.3021938,0.305039,0.610329,0.5489183,0.0614107
47,-0.07303464,0.14992622,"('stupid', 'smart')",0.33343023,0.39482665,1.034226,1.0342188,5.8829827,5.7645793,1.794401,1.8358877,-0.0414867
18,-0.066243336,0.25105727,"('disagreeable', 'welcoming')",-0.6326759,-0.44608372,-0.79494905,-0.3951816,-0.44956037,-0.28527,-0.4858572,-0.2188695,-0.2669877
61,0.06595662,0.10922563,"('illogical', 'logical')",-0.6683354,-0.7208296,0.06368774,0.04125385,0.18210374,0.074185476,-0.0891468,-0.1240412,0.0348944
28,0.029696293,0.0048783906,"('disloyal', 'loyal')",0.38445848,0.31845775,0.27193123,0.17602932,1.2868993,1.1057856,0.4932463,0.4012878,0.0919585
66,0.029292792,0.052707393,"('inactive', 'active')",1.1643987,1.1881763,1.3642638,1.3302348,1.2734853,1.4046022,0.9578601,0.9939301,-0.03607
68,-0.023175035,-0.013594438,"('dependent', 'independent')",-2.4364693,-2.361657,-0.65415984,-0.5440594,-0.543525,-0.53091705,-0.9143323,-0.8625569,-0.0517754
53,0.016153146,0.12962955,"('uncreative', 'creative')",0.98373574,1.101199,0.17447786,0.36560673,1.4205209,1.4780375,0.6487219,0.7686182,-0.1198963
64,-0.009065963,-0.15532011,"('shy', 'confident')",0.6779979,0.6077355,1.4134707,1.349681,-6.45491,-6.373366,-1.0931268,-1.1428174,0.0496906
27,0.005243242,0.38071215,"('hardhearted', 'softhearted')",-0.91567636,-0.69030315,-0.23006028,-0.09391539,1.3465998,1.1962761,0.0515266,0.1981924,-0.1466658
