,viacom_male,viacom_female,tuple,inc_male,inc_female,average_male,average_female,male-female
55,-0.15172791,-0.25126335,"('incompetent', 'clever')",0.3799084,0.3088473,0.1140902,0.028792,0.0852982
21,-0.15122429,0.16519774,"('immoral', 'moral')",-0.63749164,-0.45530185,-0.394358,-0.145052,-0.249306
44,0.12868425,0.117511794,"('prejudiced', 'unprejudiced')",-1.911216,-1.7115735,-0.8912659,-0.7970309,-0.094235
50,-0.12865043,-0.38471577,"('clumsy', 'skillful')",0.20193851,0.07224439,0.036644,-0.1562357,0.1928797
36,-0.12564743,-0.4177896,"('hostile', 'amicable')",0.369635,0.10301913,0.1219938,-0.1573852,0.279379
59,0.12477469,0.14626475,"('foolish', 'wise')",0.37076405,0.28363982,0.2477694,0.2149523,0.0328171
74,-0.121530324,-0.019876823,"('undedicated', 'dedicated')",0.5370868,0.63130057,0.2077782,0.3057119,-0.0979337
29,0.12056309,-0.13766238,"('unfair', 'fair')",-0.015825994,-0.13881642,0.0523685,-0.1382394,0.1906079
51,-0.12002103,0.0991223,"('uneducated', 'educated')",1.3174481,1.5495105,0.5987136,0.8243164,-0.2256028
47,-0.10747221,-0.05555664,"('stupid', 'smart')",5.346343,5.081116,2.6194353,2.5127797,0.1066556
22,0.10582953,0.21104154,"('untrustworthy', 'trustworthy')",-0.27696916,-0.35487697,-0.0855698,-0.0719177,-0.0136521
62,0.09331292,0.11733015,"('incompetent', 'brilliant')",0.19388993,0.1645356,0.1436014,0.1409329,0.0026685
75,-0.089216396,-0.24698196,"('meek', 'impulsive')",-0.40639266,-0.43549278,-0.2478045,-0.3412374,0.0934329
79,-0.061325375,-0.15769055,"('wavering', 'unwavering')",0.12636396,-0.009910403,0.0325193,-0.0838005,0.1163198
65,0.055978876,-0.018223632,"('insecure', 'secure')",-0.17976527,-0.16171934,-0.0618932,-0.0899715,0.0280783
88,-0.05132937,-0.039347634,"('low', 'eminent')",0.17097673,0.2118879,0.0598237,0.0862701,-0.0264464
60,0.04868953,0.22477596,"('inefficient', 'efficient')",-0.16446735,-0.05603538,-0.0578889,0.0843703,-0.1422592
71,0.014245622,0.06082899,"('diffident', 'self-confident')",0.46465716,0.49100164,0.2394514,0.2759153,-0.0364639
34,0.0035717785,0.065397345,"('mean', 'honorable')",5.971075,5.8772907,2.9873235,2.971344,0.0159795
