,abbott_male,abbott_female,tuple,laboratories_male,laboratories_female,average_male,average_female,male-female
8,1.1764019,0.9360511,"('unaffectionate', 'affectionate')",1.280423,0.9679899,1.2284124,0.9520205,0.2763919
25,1.1140615,0.90826523,"('egoistic', 'altruistic')",1.8082681,1.6547658,1.4611647,1.2815156,0.1796491
1,1.1020365,0.8300171,"('unfriendly', 'friendly')",2.1409535,1.8152077,1.621495,1.3226124,0.2988826
30,-1.0619216,-0.93630207,"('intolerant', 'tolerant')",-0.2854086,-0.26739973,-0.6736651,-0.6018509,-0.0718142
10,-1.0558758,-0.9521621,"('unsympathetic', 'sympathetic')",-0.35391763,-0.22420147,-0.7048967,-0.5881818,-0.1167149
62,-1.0049845,-1.0182158,"('incompetent', 'brilliant')",0.4640908,0.49240673,-0.2704468,-0.2629045,-0.0075423
38,0.9779206,1.1419108,"('untruthful', 'truthful')",0.90881854,0.9124945,0.9433696,1.0272026,-0.083833
42,-0.96802497,-0.8322333,"('unreliable', 'reliable')",-2.700721,-2.7233124,-1.834373,-1.7777729,-0.0566001
45,-0.96515775,-0.9024317,"('incompetent', 'competent')",-0.22698322,-0.1836758,-0.5960705,-0.5430537,-0.0530168
35,0.9530415,0.8334367,"('corrupt', 'incorrupt')",0.0147067085,-0.16828561,0.4838741,0.3325756,0.1512985
60,-0.93376637,-0.799751,"('inefficient', 'efficient')",-0.13891569,0.08670676,-0.536341,-0.3565221,-0.1798189
48,-0.8992085,-1.0013258,"('unintelligent', 'intelligent')",0.64683443,0.63381207,-0.126187,-0.1837569,0.0575699
41,0.88749593,0.7652705,"('unforgiving', 'forgiving')",0.85142475,0.8525066,0.8694603,0.8088886,0.0605717
0,-0.87932545,-0.9790306,"('unsociable', 'sociable')",-0.25216895,-0.2962265,-0.5657472,-0.6376286,0.0718814
50,-0.8755956,-0.7788541,"('clumsy', 'skillful')",-0.2062135,-0.29468167,-0.5409046,-0.5367678,-0.0041368
59,0.87217045,0.8986491,"('foolish', 'wise')",0.3139571,0.14843705,0.5930638,0.5235431,0.0695207
17,-0.8435937,-0.9543419,"('nasty', 'nice')",-0.5682691,-0.65974057,-0.7059314,-0.8070412,0.1011098
78,0.8080911,0.7096586,"('nonresilient', 'resilient')",1.388094,1.3229651,1.0980926,1.0163119,0.0817807
7,-0.7890242,-0.6799117,"('insensitive', 'sensitive')",-0.03800035,-0.02299836,-0.4135123,-0.351455,-0.0620573
66,0.78104794,0.6515192,"('inactive', 'active')",0.5832745,0.4021692,0.6821612,0.5268442,0.155317
79,0.76508933,0.7618051,"('wavering', 'unwavering')",0.08209853,-0.011243209,0.4235939,0.3752809,0.048313
29,-0.7515697,-0.7240032,"('unfair', 'fair')",-0.76813287,-0.73579895,-0.7598513,-0.7299011,-0.0299502
24,0.7381057,0.8125365,"('dishonest', 'honest')",0.15314332,0.16391619,0.4456245,0.4882263,-0.0426018
27,0.72649884,0.8329122,"('hardhearted', 'softhearted')",0.7344939,0.6388825,0.7304964,0.7358974,-0.005401
4,0.7078882,0.58933425,"('disliked', 'liked')",-5.140768,-5.467864,-2.21644,-2.4392648,0.2228248
77,-0.69780463,-0.70233065,"('unmotivated', 'motivated')",-0.4229831,-0.3501681,-0.5603939,-0.5262494,-0.0341445
32,0.6882615,0.7423948,"('unkind', 'kind')",0.9256542,0.96081656,0.8069578,0.8516057,-0.0446479
39,0.6844884,0.8054183,"('exploitative', 'cooperative')",-0.16844472,-0.11317824,0.2580218,0.34612,-0.0880982
84,0.6408407,0.57642764,"('inferior', 'superior')",1.0724032,0.9635111,0.856622,0.7699693,0.0866527
19,0.59327435,0.6051983,"('inhospitable', 'hospitable')",-0.005335849,-0.093091846,0.2939692,0.2560532,0.037916
68,-0.5650684,-0.422621,"('dependent', 'independent')",-0.6431693,-0.61317354,-0.6041188,-0.5178972,-0.0862216
18,0.55600476,0.49518633,"('disagreeable', 'welcoming')",0.19320008,0.060130082,0.3746024,0.2776582,0.0969442
14,-0.54795665,-0.53219414,"('antisocial', 'social')",-0.7528571,-0.6859145,-0.6504068,-0.6090543,-0.0413525
11,-0.54072016,-0.36079758,"('unhelpful', 'helpful')",1.6336048,1.6572939,0.5464423,0.6482482,-0.1018059
2,0.5379102,0.45283332,"('unlikable', 'likable')",0.28264177,0.21133281,0.410276,0.3320831,0.0781929
74,0.5378188,0.5477866,"('undedicated', 'dedicated')",-0.5579004,-0.568604,-0.0100408,-0.0104087,0.0003679
44,-0.52295953,-0.36175543,"('prejudiced', 'unprejudiced')",-1.5962411,-1.5496845,-1.0596004,-0.9557199,-0.1038805
82,-0.4909886,-0.48962963,"('poor', 'rich')",5.141605,5.175817,2.3253081,2.3430936,-0.0177855
34,0.48595393,0.46741697,"('mean', 'honorable')",4.392598,4.4742513,2.439276,2.470834,-0.031558
88,0.47889328,0.44390804,"('low', 'eminent')",0.6204676,0.59616995,0.5496805,0.520039,0.0296415
56,-0.47175515,-0.39530668,"('impractical', 'practical')",-0.21542302,-0.12396549,-0.3435891,-0.2596361,-0.083953
49,-0.45751807,-0.48473626,"('unable', 'able')",-0.1501182,-0.1883457,-0.3038181,-0.336541,0.0327229
15,-0.4229689,-0.47600636,"('boring', 'funny')",0.052619312,-0.09341292,-0.1851748,-0.2847096,0.0995348
75,-0.3908175,-0.3737581,"('meek', 'impulsive')",-0.6674804,-0.7845403,-0.5291489,-0.5791492,0.0500003
87,-0.3758102,-0.37655315,"('unsuccessful', 'successful')",0.11094806,0.04404107,-0.1324311,-0.166256,0.0338249
20,0.37545788,0.33744866,"('rough', 'thoughtful')",1.3188672,1.3061032,0.8471625,0.8217759,0.0253866
43,-0.35666585,-0.15155739,"('irresponsible', 'responsible')",0.20722938,0.2635794,-0.0747182,0.056011,-0.1307292
53,-0.33841002,-0.41995636,"('uncreative', 'creative')",0.9362016,0.78282934,0.2988958,0.1814365,0.1174593
28,0.3164764,0.25733188,"('disloyal', 'loyal')",1.1458511,1.0138129,0.7311637,0.6355724,0.0955913
31,0.25763237,0.12177731,"('evil', 'good')",-0.18009055,-0.35495833,0.0387709,-0.1165905,0.1553614
16,0.2266648,-0.036801495,"('unpopular', 'popular')",1.3662217,1.1504774,0.7964432,0.556838,0.2396052
37,-0.22494435,-0.14246327,"('fake', 'genuine')",-0.43775678,-0.41919336,-0.3313506,-0.2808283,-0.0505223
67,-0.21387243,-0.16934994,"('doubtful', 'determined')",-1.2309486,-1.1043473,-0.7224105,-0.6368486,-0.0855619
63,-0.1792409,-0.043112814,"('unperceptive', 'insightful')",0.88775337,0.9442986,0.3542562,0.4505929,-0.0963367
12,0.16346118,0.12893337,"('unsupportive', 'supportive')",-1.0197346,-1.131588,-0.4281367,-0.5013273,0.0731906
72,0.15934086,0.19220136,"('unambitious', 'ambitious')",-0.28162858,-0.21348907,-0.0611439,-0.0106439,-0.0505
40,0.14387041,0.016468048,"('stingy', 'generous')",-0.9326869,-1.1774186,-0.3944083,-0.5804753,0.186067
51,0.114287615,0.23497596,"('uneducated', 'educated')",0.30074027,0.36386853,0.2075139,0.2994223,-0.0919084
83,0.11420858,0.15252995,"('powerless', 'powerful')",-0.032561906,-0.024577666,0.0408233,0.0639761,-0.0231528
58,0.10177409,0.20533231,"('undiscriminating', 'discriminating')",0.24625637,0.1976301,0.1740152,0.2014812,-0.027466
86,-0.07486542,-0.053023923,"('uninfluential', 'influential')",0.22258952,0.19904462,0.073862,0.0730103,0.0008517
73,-0.060230467,0.0011746585,"('helpless', 'self-reliant')",-3.6930187,-3.8562262,-1.8766246,-1.9275258,0.0509012
61,0.049966183,0.033511594,"('illogical', 'logical')",0.8116334,0.81375515,0.4307998,0.4236334,0.0071664
52,-0.04418953,-0.24398226,"('irrational', 'rational')",0.41468817,0.19715971,0.1852493,-0.0234113,0.2086606
47,-0.039395683,-0.086166725,"('stupid', 'smart')",4.067445,4.201271,2.0140245,2.0575521,-0.0435276
23,-0.027123945,0.06729889,"('insincere', 'sincere')",4.465342,4.6030693,2.2191091,2.3351841,-0.116075
54,0.019933574,0.010381922,"('incapable', 'capable')",1.0996256,0.9806413,0.5597796,0.4955116,0.064268
